|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-20.30459213256836|-27.739246368408203|-41.53117370605469|-49.225990295410156|-28.71468734741211|-42.603057861328125|-50.5305061340332
1|a thing facing to the left|-28.506839752197266|-27.635313034057617|-48.001094818115234|-42.7384147644043|-27.630630493164062|-48.3671760559082|-42.2293815612793
2|a thing|-16.19663429260254|-16.331527709960938|-36.28961944580078|-37.4713249206543|-17.042177200317383|-37.85650634765625|-37.686134338378906
3|a thing facing to the right|-27.861780166625977|-20.533660888671875|-47.96257019042969|-49.53339385986328|-21.903757095336914|-48.51139831542969|-49.594173431396484
4|a chair facing forwards|-12.779717445373535|-13.899175643920898|-32.47823715209961|-38.803855895996094|-14.691758155822754|-29.875673294067383|-37.07786560058594
5|a chair facing to the left|-12.732217788696289|-11.574454307556152|-32.9527473449707|-31.547412872314453|-12.617111206054688|-34.443214416503906|-28.125329971313477
6|a chair|-10.291718482971191|-8.627429008483887|-30.725879669189453|-30.69590950012207|-6.767567157745361|-29.288257598876953|-27.486610412597656
7|a chair facing to the right|-12.155309677124023|-9.701992988586426|-34.53828811645508|-37.007381439208984|-7.485406398773193|-34.91779327392578|-34.71904373168945
8|a desk facing forwards|-7.063196182250977|-13.989068984985352|-28.951330184936523|-35.84181213378906|-15.850137710571289|-33.233951568603516|-36.59151077270508
9|a desk facing to the left|-14.882601737976074|-12.929389953613281|-34.40511703491211|-28.238054275512695|-14.317769050598145|-36.34305191040039|-33.16179656982422
10|a desk|-6.312949180603027|-5.336387634277344|-27.598182678222656|-27.123733520507812|-10.078932762145996|-31.839962005615234|-30.936519622802734
11|a desk facing to the right|-13.924660682678223|-5.781192779541016|-34.26401138305664|-34.41524124145508|-11.672497749328613|-35.69835662841797|-34.61960983276367
12|a grey thing facing forwards|-27.486486434936523|-29.56293296813965|-51.009456634521484|-47.92795181274414|-28.634286880493164|-52.533634185791016|-49.04755401611328
13|a grey thing facing to the left|-24.022794723510742|-24.217199325561523|-45.357730865478516|-41.04927444458008|-22.415550231933594|-47.411216735839844|-41.19096374511719
14|a grey thing|-21.269432067871094|-20.882205963134766|-41.18812561035156|-37.62052917480469|-19.83440399169922|-44.68362808227539|-38.47752380371094
15|a grey thing facing to the right|-25.738880157470703|-26.37079429626465|-49.398719787597656|-47.23301315307617|-25.19455337524414|-49.98891067504883|-48.04473876953125
