|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-42.063846588134766|-22.4851131439209|-19.233875274658203|-35.4351806640625|-41.22901153564453|-41.456199645996094|-35.918216705322266
1|a red thing facing backwards|-44.19739532470703|-24.50052833557129|-21.294235229492188|-36.9456672668457|-43.098121643066406|-43.37556076049805|-37.24482727050781
2|a red thing facing to the left|-48.39413833618164|-29.04841423034668|-26.16610336303711|-44.315155029296875|-47.050865173339844|-47.722434997558594|-43.53169250488281
3|a red fan|-33.61606979370117|-13.823421478271484|-11.424979209899902|-22.835243225097656|-34.64699172973633|-34.94318389892578|-31.70909881591797
4|a red fan facing backwards|-34.3846549987793|-14.623638153076172|-12.391680717468262|-23.56690216064453|-36.330631256103516|-36.21888732910156|-32.8317756652832
5|a red fan facing to the left|-38.115928649902344|-18.534574508666992|-16.38016700744629|-29.991764068603516|-38.78818130493164|-39.30068588256836|-37.21123504638672
6|a red sofa|-33.61509704589844|-14.042049407958984|-10.942070960998535|-27.478700637817383|-32.477378845214844|-32.73430633544922|-25.572607040405273
7|a red sofa facing backwards|-34.3973274230957|-14.658270835876465|-11.746953010559082|-27.90511131286621|-32.96676254272461|-33.151283264160156|-25.85979652404785
8|a red sofa facing to the left|-38.738399505615234|-18.748401641845703|-15.608365058898926|-33.5019645690918|-36.76809310913086|-37.51176071166992|-31.408870697021484
9|a green thing|-39.480224609375|-14.850519180297852|-16.887737274169922|-38.1334228515625|-34.909358978271484|-38.19281005859375|-39.22489547729492
10|a green thing facing backwards|-47.83964920043945|-25.771787643432617|-25.60232162475586|-42.64661407470703|-46.08647918701172|-46.17495346069336|-44.59048080444336
11|a green thing facing to the left|-42.45193099975586|-17.591379165649414|-20.208669662475586|-41.224578857421875|-37.722877502441406|-40.93519973754883|-42.37728500366211
12|a green fan|-29.86532974243164|-3.172738790512085|-8.803597450256348|-29.294681549072266|-28.99958038330078|-30.518245697021484|-31.10303497314453
13|a green fan facing backwards|-36.09347915649414|-13.277358055114746|-15.207817077636719|-34.762725830078125|-37.138587951660156|-36.60110092163086|-36.90646743774414
14|a green fan facing to the left|-30.802413940429688|-4.2144246101379395|-10.026662826538086|-30.605335235595703|-30.933029174804688|-31.973310470581055|-32.94737243652344
15|a green sofa|-32.61097717285156|-9.61733627319336|-10.815319061279297|-31.862106323242188|-23.592472076416016|-29.777570724487305|-30.736888885498047
16|a green sofa facing backwards|-37.60063934326172|-17.872589111328125|-16.238513946533203|-36.87436294555664|-35.234256744384766|-36.17800521850586|-35.772865295410156
17|a green sofa facing to the left|-33.7291374206543|-10.880738258361816|-12.192153930664062|-33.25972366333008|-24.472782135009766|-30.39349365234375|-31.65480613708496
18|a thing|-36.991058349609375|-16.525110244750977|-15.035772323608398|-35.568702697753906|-36.601470947265625|-36.796104431152344|-35.09327697753906
19|a thing facing backwards|-50.3231201171875|-28.031879425048828|-28.189769744873047|-39.91507339477539|-48.26899337768555|-48.62297821044922|-38.866214752197266
20|a thing facing to the left|-44.31447219848633|-21.905366897583008|-21.31524085998535|-46.85603332519531|-40.973060607910156|-41.11195373535156|-44.847434997558594
21|a fan|-27.437397003173828|-7.276218414306641|-6.995634078979492|-26.27393341064453|-31.904272079467773|-32.86089324951172|-31.110763549804688
22|a fan facing backwards|-38.276580810546875|-15.889688491821289|-17.64419174194336|-27.178037643432617|-38.564476013183594|-39.8089599609375|-33.114566802978516
23|a fan facing to the left|-29.6800479888916|-8.71678352355957|-9.059910774230957|-32.76178741455078|-33.81537628173828|-34.388607025146484|-35.38142395019531
24|a sofa|-35.57469940185547|-13.393991470336914|-12.962434768676758|-32.69083786010742|-27.887245178222656|-30.175518035888672|-28.682422637939453
25|a sofa facing backwards|-39.129913330078125|-19.30950927734375|-18.263565063476562|-33.312435150146484|-38.77684020996094|-40.26325607299805|-29.210416793823242
26|a sofa facing to the left|-37.948326110839844|-14.992167472839355|-14.493350982666016|-37.74601364135742|-28.851764678955078|-30.901317596435547|-34.60190200805664
27|a blue thing|-36.597694396972656|-16.577587127685547|-15.577640533447266|-37.57552719116211|-36.54676818847656|-36.88510513305664|-38.462791442871094
28|a blue thing facing backwards|-48.672035217285156|-26.766151428222656|-26.78557777404785|-42.69556427001953|-44.474952697753906|-48.01957702636719|-45.210113525390625
29|a blue thing facing to the left|-41.47552490234375|-19.541059494018555|-18.991601943969727|-40.537437438964844|-38.94667053222656|-39.557098388671875|-41.381221771240234
30|a blue fan|-23.715681076049805|-8.06374740600586|-5.8310465812683105|-29.41843605041504|-29.7762393951416|-32.176326751708984|-30.608230590820312
31|a blue fan facing backwards|-35.98701858520508|-16.042381286621094|-16.365501403808594|-34.88426971435547|-36.22430419921875|-40.95935821533203|-36.92835998535156
32|a blue fan facing to the left|-25.432924270629883|-9.153728485107422|-7.23912239074707|-30.92133331298828|-31.499990463256836|-33.5323600769043|-32.47029113769531
33|a blue sofa|-36.44725799560547|-12.47818660736084|-8.948102951049805|-32.44010543823242|-28.552968978881836|-26.888225555419922|-30.24626350402832
34|a blue sofa facing backwards|-41.52641296386719|-17.685869216918945|-17.408750534057617|-36.88752746582031|-35.13151168823242|-37.84585189819336|-36.396240234375
35|a blue sofa facing to the left|-37.64612579345703|-13.310759544372559|-9.985503196716309|-33.282833099365234|-29.272937774658203|-27.64895248413086|-31.14133644104004
36|a large, red thing|-44.64012908935547|-21.58480453491211|-21.57841682434082|-36.66670227050781|-42.353858947753906|-44.24726486206055|-35.73649215698242
