|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-20.30459213256836|-27.739246368408203|-41.53117370605469|-49.225990295410156|-49.515464782714844|-20.63821792602539|-28.51683807373047
1|a thing facing to the left|-28.506839752197266|-27.635313034057617|-48.001094818115234|-42.7384147644043|-48.43141555786133|-26.402334213256836|-20.215707778930664
2|a thing|-16.19663429260254|-16.331527709960938|-36.28961944580078|-37.4713249206543|-37.84295654296875|-15.891664505004883|-15.672463417053223
3|a thing facing to the right|-27.861780166625977|-20.533660888671875|-47.96257019042969|-49.53339385986328|-42.70454025268555|-26.546558380126953|-27.580501556396484
4|a chair facing forwards|-12.779717445373535|-13.899175643920898|-32.47823715209961|-38.803855895996094|-35.49253845214844|-7.910830020904541|-15.064193725585938
5|a chair facing to the left|-12.732217788696289|-11.574454307556152|-32.9527473449707|-31.547412872314453|-33.41789245605469|-12.478372573852539|-6.111658573150635
6|a chair|-10.291718482971191|-8.627429008483887|-30.725879669189453|-30.69590950012207|-27.568347930908203|-7.323414325714111|-5.472939491271973
7|a chair facing to the right|-12.155309677124023|-9.701992988586426|-34.53828811645508|-37.007381439208984|-28.28618812561035|-12.952951431274414|-12.705371856689453
8|a desk facing forwards|-7.063196182250977|-13.989068984985352|-28.951330184936523|-35.84181213378906|-36.65092086791992|-11.269107818603516|-14.577841758728027
9|a desk facing to the left|-14.882601737976074|-12.929389953613281|-34.40511703491211|-28.238054275512695|-35.118553161621094|-14.37820816040039|-11.148126602172852
10|a desk|-6.312949180603027|-5.336387634277344|-27.598182678222656|-27.123733520507812|-30.879714965820312|-9.875118255615234|-8.922847747802734
11|a desk facing to the right|-13.924660682678223|-5.781192779541016|-34.26401138305664|-34.41524124145508|-32.47328186035156|-13.733511924743652|-12.605939865112305
12|a grey thing facing forwards|-27.486486434936523|-29.56293296813965|-51.009456634521484|-47.92795181274414|-49.43506622314453|-30.568790435791016|-27.03388214111328
13|a grey thing facing to the left|-24.022794723510742|-24.217199325561523|-45.357730865478516|-41.04927444458008|-43.216331481933594|-25.446372985839844|-19.177291870117188
14|a grey thing|-21.269432067871094|-20.882205963134766|-41.18812561035156|-37.62052917480469|-40.63518524169922|-22.71878433227539|-16.463851928710938
15|a grey thing facing to the right|-25.738880157470703|-26.37079429626465|-49.398719787597656|-47.23301315307617|-45.99533462524414|-28.024066925048828|-26.031064987182617
16|a grey chair facing forwards|-17.64480972290039|-19.07863998413086|-40.58082580566406|-38.13067626953125|-38.48777389526367|-19.09965705871582|-13.39853286743164
17|a grey chair facing to the left|-12.51980209350586|-13.080159187316895|-34.49102020263672|-30.84540557861328|-31.772066116333008|-13.635132789611816|-5.24791955947876
18|a grey chair|-11.970552444458008|-12.556631088256836|-33.60038757324219|-30.012210845947266|-31.297584533691406|-13.092132568359375|-4.642057418823242
19|a grey chair facing to the right|-15.053985595703125|-15.902976989746094|-37.98726272583008|-36.38604736328125|-35.367454528808594|-16.85616111755371|-11.960527420043945
20|a grey desk facing forwards|-15.413244247436523|-17.74515724182129|-37.767913818359375|-34.04119110107422|-37.704345703125|-18.546756744384766|-14.743511199951172
21|a grey desk facing to the left|-12.613096237182617|-12.008811950683594|-32.660247802734375|-26.65692901611328|-33.7921257019043|-14.91431713104248|-9.26783275604248
22|a grey desk|-11.827516555786133|-11.30544662475586|-31.30724334716797|-25.46041488647461|-32.43488311767578|-13.722118377685547|-7.628805160522461
23|a grey desk facing to the right|-14.418657302856445|-14.28948974609375|-36.390953063964844|-32.878726959228516|-35.59528732299805|-16.648679733276367|-12.073813438415527
24|a green thing facing forwards|-17.86936378479004|-26.722105026245117|-38.95176696777344|-42.56402587890625|-47.52928924560547|-18.865575790405273|-20.521240234375
25|a green thing facing to the left|-25.893810272216797|-25.8183650970459|-45.666473388671875|-44.082401275634766|-46.07516860961914|-25.322227478027344|-22.912094116210938
26|a green thing|-16.315914154052734|-15.92917537689209|-36.53215789794922|-39.35068130493164|-37.81147384643555|-16.642131805419922|-17.934295654296875
27|a green thing facing to the right|-25.699926376342773|-19.076581954956055|-45.64228439331055|-43.49275588989258|-40.807899475097656|-25.37913703918457|-23.414260864257812
28|a green chair facing forwards|-11.22041130065918|-14.48121452331543|-30.232315063476562|-32.450313568115234|-33.309532165527344|-4.968921661376953|-9.358856201171875
29|a green chair facing to the left|-13.332172393798828|-12.98243522644043|-33.91018295288086|-33.38114547729492|-32.07848358154297|-10.12567138671875|-11.89765739440918
30|a green chair|-10.242116928100586|-9.63094711303711|-29.691314697265625|-31.3057804107666|-25.958904266357422|-4.727174758911133|-8.873520851135254
31|a green chair facing to the right|-12.162651062011719|-10.322956085205078|-34.44557571411133|-33.78890609741211|-26.48224449157715|-10.069450378417969|-12.680784225463867
32|a green desk facing forwards|-3.778472661972046|-14.200887680053711|-26.41717529296875|-31.07768440246582|-34.38542175292969|-10.79208755493164|-11.029088020324707
33|a green desk facing to the left|-10.962453842163086|-12.597616195678711|-32.13698959350586|-32.8154182434082|-33.825191497802734|-14.717706680297852|-13.283535957336426
34|a green desk|-3.5933549404144287|-5.321382522583008|-25.718830108642578|-29.970550537109375|-28.637409210205078|-8.299406051635742|-9.903916358947754
35|a green desk facing to the right|-10.611992835998535|-5.903401851654053|-31.801658630371094|-32.312164306640625|-30.94365119934082|-14.16490364074707|-12.645857810974121
36|a large thing facing forwards|-25.551971435546875|-28.560165405273438|-40.74834060668945|-49.23345947265625|-48.46943283081055|-20.912172317504883|-28.732526779174805
37|a large thing facing to the left|-26.806705474853516|-27.08781623840332|-47.17938995361328|-42.65119171142578|-45.92306137084961|-27.537500381469727|-20.24225425720215
38|a large thing|-22.070030212402344|-20.791080474853516|-36.930702209472656|-38.48113250732422|-42.153411865234375|-16.914634704589844|-16.74183464050293
39|a large chair facing forwards|-15.729751586914062|-16.454753875732422|-32.64338302612305|-40.19728088378906|-37.60922622680664|-7.491333484649658|-16.714000701904297
40|a large chair facing to the left|-12.78758716583252|-13.633234024047852|-32.93754959106445|-33.90327072143555|-33.57199478149414|-12.017569541931152|-8.123032569885254
41|a large chair|-12.074199676513672|-12.775908470153809|-31.445261001586914|-33.39875411987305|-32.909400939941406|-7.132547378540039|-7.707737445831299
42|a large desk facing forwards|-12.396081924438477|-15.218647003173828|-26.209386825561523|-34.69675064086914|-37.35724639892578|-11.309231758117676|-15.329850196838379
43|a large desk facing to the left|-13.946202278137207|-13.776138305664062|-31.591753005981445|-27.612972259521484|-35.54240798950195|-14.648056983947754|-11.826796531677246
44|a large desk|-11.54173469543457|-10.482255935668945|-25.37317657470703|-26.77734375|-34.31418228149414|-10.399402618408203|-10.858896255493164
45|a large, grey thing facing forwards|-30.475019454956055|-30.321943283081055|-53.91416931152344|-49.264976501464844|-52.2005729675293|-31.95552635192871|-27.094255447387695
46|a large, grey thing facing to the left|-25.157283782958984|-24.166881561279297|-47.50222396850586|-41.0651741027832|-44.70952224731445|-26.095813751220703|-17.25809097290039
47|a large, grey thing|-23.650310516357422|-22.6313419342041|-45.83109664916992|-39.96485137939453|-43.552738189697266|-24.975826263427734|-16.540599822998047
48|a large, grey chair facing forwards|-18.171537399291992|-19.448326110839844|-43.39434814453125|-37.93509292602539|-39.66086196899414|-19.260103225708008|-12.929277420043945
49|a large, grey chair facing to the left|-11.078824996948242|-11.83117961883545|-35.93555450439453|-29.739316940307617|-30.277551651000977|-12.124545097351074|-0.2687503695487976
50|a large, grey chair|-10.954793930053711|-11.715716361999512|-35.73582458496094|-29.488357543945312|-30.198963165283203|-11.99118423461914|-0.18998026847839355
51|a large, grey desk facing forwards|-16.7032470703125|-16.511117935180664|-38.9933967590332|-33.95707321166992|-38.67273712158203|-18.5157470703125|-11.591364860534668
52|a large, grey desk facing to the left|-11.378724098205566|-9.305386543273926|-31.353775024414062|-23.30279541015625|-32.99905014038086|-14.112902641296387|-5.760164260864258
53|a large, grey desk|-11.206819534301758|-9.156344413757324|-30.927871704101562|-22.644182205200195|-32.66454315185547|-13.792022705078125|-5.4559526443481445
54|a large, green thing facing forwards|-23.124330520629883|-26.56698989868164|-39.72265625|-44.17224884033203|-43.53522872924805|-18.521238327026367|-24.05673599243164
55|a large, green thing facing to the left|-26.567113876342773|-25.717557907104492|-46.65421676635742|-46.42057418823242|-47.021385192871094|-25.088743209838867|-27.813339233398438
56|a large, green thing|-22.351238250732422|-20.74928092956543|-38.8694953918457|-42.787452697753906|-42.38679504394531|-17.68547821044922|-23.271236419677734
57|a large, green chair facing forwards|-10.098748207092285|-11.405981063842773|-31.0128231048584|-32.10146713256836|-28.291162490844727|-0.663575291633606|-10.079769134521484
58|a large, green chair facing to the left|-13.030391693115234|-14.148416519165039|-36.43745803833008|-35.47587203979492|-33.753604888916016|-8.84160041809082|-15.536416053771973
59|a large, green chair|-9.971282958984375|-11.146678924560547|-30.87270736694336|-31.927955627441406|-28.222604751586914|-0.6045618057250977|-10.007340431213379
60|a large, green desk facing forwards|-9.339394569396973|-13.23846435546875|-21.934438705444336|-29.252899169921875|-32.66306686401367|-7.908417224884033|-13.185321807861328
61|a large, green desk facing to the left|-12.926624298095703|-12.46550178527832|-30.826536178588867|-32.750667572021484|-35.6314811706543|-13.039284706115723|-16.573612213134766
62|a large, green desk|-9.216127395629883|-7.024238586425781|-21.7025089263916|-29.05698013305664|-32.342655181884766|-7.300244331359863|-12.982583045959473
63|a small thing facing forwards|-19.108999252319336|-27.409507751464844|-43.51944351196289|-46.64595031738281|-49.196266174316406|-25.34273338317871|-26.901500701904297
64|a small thing|-15.265233039855957|-16.09078025817871|-38.91233444213867|-40.72886276245117|-36.916778564453125|-20.4468994140625|-19.988677978515625
65|a small thing facing to the right|-25.951480865478516|-20.68962287902832|-45.873565673828125|-45.87533187866211|-41.70728302001953|-26.25012969970703|-24.927043914794922
66|a small chair|-11.010557174682617|-11.38321590423584|-32.777259826660156|-33.63100051879883|-28.38442611694336|-13.039192199707031|-12.577423095703125
67|a small chair facing to the right|-11.930840492248535|-12.046051979064941|-34.26032257080078|-35.28352355957031|-28.915193557739258|-14.153952598571777|-13.786046028137207
68|a small desk facing forwards|-4.596144199371338|-13.903905868530273|-31.255615234375|-33.79664993286133|-32.7874755859375|-14.050253868103027|-13.998464584350586
69|a small desk|-4.143259048461914|-5.643287181854248|-29.88870620727539|-32.15241241455078|-30.64504623413086|-12.714558601379395|-12.508323669433594
70|a small desk facing to the right|-10.9324312210083|-6.189215183258057|-33.4182243347168|-34.064064025878906|-32.178951263427734|-15.023630142211914|-15.065783500671387
71|a small, grey thing facing forwards|-25.659223556518555|-27.419055938720703|-49.55807876586914|-50.075782775878906|-47.672489166259766|-29.758975982666016|-29.543275833129883
72|a small, grey thing|-23.856163024902344|-22.063209533691406|-45.249534606933594|-44.053184509277344|-43.04404067993164|-25.600080490112305|-23.489547729492188
73|a small, grey thing facing to the right|-26.582897186279297|-23.56703758239746|-48.47541809082031|-47.73981857299805|-44.81803894042969|-28.64651870727539|-27.028955459594727
74|a small, grey chair|-14.259695053100586|-12.630022048950195|-35.11489486694336|-34.68130874633789|-32.7559928894043|-15.428322792053223|-12.656991958618164
75|a small, grey chair facing to the right|-16.178266525268555|-13.741218566894531|-36.906124114990234|-36.923851013183594|-34.117393493652344|-17.056901931762695|-14.854162216186523
76|a small, grey desk facing forwards|-13.851334571838379|-16.287145614624023|-36.949066162109375|-36.530670166015625|-35.823402404785156|-17.789731979370117|-15.987869262695312
77|a small, grey desk|-12.847291946411133|-10.910126686096191|-34.505245208740234|-32.497642517089844|-33.67726516723633|-15.717385292053223|-13.723949432373047
78|a small, grey desk facing to the right|-14.56268310546875|-11.361907005310059|-36.178001403808594|-34.341766357421875|-34.978458404541016|-17.251670837402344|-15.147269248962402
79|a small, green thing facing forwards|-17.62729263305664|-26.804561614990234|-42.784908294677734|-44.15962600708008|-46.17718505859375|-23.507129669189453|-22.934864044189453
80|a small, green thing|-16.63431739807129|-17.42889404296875|-41.09400939941406|-41.673362731933594|-37.23316955566406|-21.75927734375|-20.514436721801758
81|a small, green thing facing to the right|-24.873517990112305|-18.632421493530273|-45.86983871459961|-44.75413513183594|-38.39580154418945|-24.765785217285156|-22.82929229736328
82|a small, green chair|-9.56527328491211|-9.58056354522705|-33.2786865234375|-33.066524505615234|-21.053966522216797|-9.77483081817627|-10.21226692199707
83|a small, green chair facing to the right|-9.897534370422363|-9.744759559631348|-33.69099426269531|-33.434776306152344|-21.169355392456055|-10.14892578125|-10.35732650756836
84|a small, green desk facing forwards|-0.582070529460907|-11.2134428024292|-28.00432014465332|-30.090364456176758|-29.910236358642578|-10.560056686401367|-9.344276428222656
85|a small, green desk|-0.48165008425712585|-0.027832461521029472|-27.684532165527344|-29.54341697692871|-26.595924377441406|-9.996975898742676|-8.95916748046875
86|a small, green desk facing to the right|-8.898181915283203|-0.11485906690359116|-31.399709701538086|-31.06212043762207|-26.955371856689453|-11.550636291503906|-10.899214744567871
