|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-44.50722122192383|-42.06726837158203|-43.39513397216797|-17.974435806274414|-43.31623458862305|-44.034481048583984|-38.44809341430664
1|a grey thing facing to the left|-47.12309265136719|-45.47128677368164|-46.46495819091797|-25.15456199645996|-48.203617095947266|-46.540679931640625|-45.92470932006836
2|a grey thing|-42.08917236328125|-40.112327575683594|-40.89109420776367|-15.75678825378418|-41.53715896606445|-42.066566467285156|-37.239967346191406
3|a grey thing facing backwards|-46.43070983886719|-43.102237701416016|-46.38057327270508|-24.547969818115234|-47.189239501953125|-46.28560256958008|-45.43378448486328
4|a grey chair facing forwards|-33.71013641357422|-32.33806610107422|-33.41154861450195|-4.942923545837402|-35.098297119140625|-35.640594482421875|-30.319318771362305
5|a grey chair facing to the left|-36.32584762573242|-35.2259635925293|-36.623443603515625|-10.654717445373535|-38.188331604003906|-37.843475341796875|-34.695106506347656
6|a grey chair|-32.81173324584961|-31.705698013305664|-32.02136993408203|-4.25450325012207|-33.865264892578125|-34.24533462524414|-29.406494140625
7|a grey chair facing backwards|-36.42599868774414|-33.80244064331055|-37.35884094238281|-12.341082572937012|-37.73726272583008|-38.184078216552734|-35.463043212890625
8|a grey fan facing forwards|-35.46559524536133|-33.39494705200195|-34.096923828125|-8.959049224853516|-31.715036392211914|-33.41710662841797|-26.482358932495117
9|a grey fan facing to the left|-38.47164535522461|-36.83699035644531|-37.72154235839844|-13.129887580871582|-36.11430358886719|-36.70881652832031|-32.429744720458984
10|a grey fan|-34.71812057495117|-32.86659240722656|-33.27100372314453|-7.765542984008789|-31.20565414428711|-32.98657989501953|-26.066009521484375
11|a grey fan facing backwards|-38.652687072753906|-36.9017333984375|-38.52833938598633|-14.944511413574219|-36.17938995361328|-37.079498291015625|-34.01853561401367
12|a green thing facing forwards|-49.43928146362305|-46.41055679321289|-45.709877014160156|-25.38141632080078|-48.605995178222656|-46.94935989379883|-46.56317138671875
13|a green thing facing to the left|-43.535987854003906|-41.93678283691406|-38.69318771362305|-20.010913848876953|-42.22978973388672|-39.02484893798828|-40.604148864746094
14|a green thing|-40.449066162109375|-39.35437774658203|-34.6298942565918|-16.604549407958984|-38.95975875854492|-35.938690185546875|-37.56151580810547
15|a green thing facing backwards|-48.239288330078125|-44.9007568359375|-46.06382751464844|-24.182392120361328|-46.66670608520508|-46.42240905761719|-44.87455368041992
16|a green chair facing forwards|-38.26106262207031|-36.90557098388672|-34.558624267578125|-16.524967193603516|-38.616851806640625|-37.2034797668457|-37.4478645324707
17|a green chair facing to the left|-31.915447235107422|-31.88819122314453|-25.836219787597656|-10.619101524353027|-32.9078483581543|-28.870168685913086|-31.52412986755371
18|a green chair|-31.210643768310547|-31.350570678710938|-24.296276092529297|-9.216042518615723|-31.24345588684082|-27.933347702026367|-29.937347412109375
19|a green chair facing backwards|-37.262168884277344|-35.348628997802734|-35.248043060302734|-15.618658065795898|-36.682350158691406|-36.17510223388672|-35.763031005859375
20|a green fan facing forwards|-41.62667465209961|-40.247215270996094|-42.405784606933594|-19.232009887695312|-38.00200653076172|-35.66661071777344|-37.51890563964844
21|a green fan facing to the left|-35.48630142211914|-34.797481536865234|-33.78262710571289|-13.513242721557617|-30.930553436279297|-26.1433048248291|-30.92987632751465
22|a green fan|-34.8394660949707|-34.17817306518555|-32.13220977783203|-12.372708320617676|-29.787752151489258|-25.2436466217041|-30.112686157226562
23|a green fan facing backwards|-39.99384307861328|-38.59742736816406|-41.83016586303711|-17.664653778076172|-36.108585357666016|-35.05562973022461|-35.654170989990234
24|a thing facing forwards|-51.99553680419922|-46.79597473144531|-50.612937927246094|-22.24302864074707|-49.4684944152832|-49.14417266845703|-42.14186096191406
25|a thing facing to the left|-45.13704299926758|-46.174163818359375|-43.78578186035156|-29.660240173339844|-48.686580657958984|-42.42081832885742|-49.07719802856445
26|a thing|-37.29286193847656|-36.656070709228516|-37.156837463378906|-16.271852493286133|-36.47295379638672|-37.220726013183594|-36.893680572509766
27|a thing facing backwards|-49.76412582397461|-40.564369201660156|-50.732566833496094|-28.716318130493164|-43.57320022583008|-48.27466583251953|-48.779396057128906
28|a chair facing forwards|-37.77855682373047|-33.42210388183594|-37.023685455322266|-8.180084228515625|-34.82415008544922|-36.39414596557617|-30.565738677978516
29|a chair facing to the left|-29.402828216552734|-32.282737731933594|-28.884523391723633|-14.02473258972168|-34.78626251220703|-31.388261795043945|-33.316993713378906
30|a chair|-27.194488525390625|-26.763561248779297|-27.253765106201172|-6.587220668792725|-30.81282615661621|-29.897939682006836|-29.092979431152344
31|a chair facing backwards|-36.17947006225586|-27.273996353149414|-37.309608459472656|-15.434833526611328|-32.83981704711914|-34.37278366088867|-33.47922897338867
32|a fan facing forwards|-38.6704216003418|-35.850894927978516|-42.3388786315918|-14.37415599822998|-34.05047607421875|-37.24168014526367|-28.805131912231445
33|a fan facing to the left|-38.716285705566406|-34.8106575012207|-36.52640151977539|-18.395198822021484|-33.23648452758789|-28.999610900878906|-34.47996139526367
34|a fan|-35.64601135253906|-30.156997680664062|-35.14695358276367|-13.042459487915039|-26.65805435180664|-28.338157653808594|-27.903114318847656
