|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-14.591679573059082|-37.50672149658203|-36.662269592285156|-36.88613510131836|-15.235889434814453|-36.15840148925781|-37.56199645996094
1|a thing facing forwards|-25.907859802246094|-41.55805969238281|-49.58818817138672|-49.64893341064453|-19.425453186035156|-46.27849197387695|-48.66054153442383
2|a thing facing backwards|-20.224702835083008|-45.94804763793945|-43.900386810302734|-42.936214447021484|-23.766130447387695|-40.4969596862793|-42.10333251953125
3|a chair|-4.7553253173828125|-27.023183822631836|-27.724943161010742|-27.948226928710938|-7.211017608642578|-28.90969467163086|-29.31083869934082
4|a chair facing forwards|-11.13171100616455|-27.5368709564209|-34.517120361328125|-35.20946502685547|-8.440564155578613|-31.78072738647461|-34.886539459228516
5|a chair facing backwards|-5.509995460510254|-32.81446838378906|-29.485265731811523|-29.0690975189209|-9.452790260314941|-29.74907875061035|-30.135009765625
6|a desk|-10.689793586730957|-30.831111907958984|-32.551368713378906|-31.956567764282227|-5.031383514404297|-27.876558303833008|-29.29029655456543
7|a desk facing forwards|-12.464144706726074|-31.965579986572266|-37.04083251953125|-37.192501068115234|-6.034276962280273|-33.863311767578125|-35.74456024169922
8|a desk facing backwards|-12.44718074798584|-33.37744903564453|-33.668121337890625|-32.882022857666016|-12.497579574584961|-28.484256744384766|-30.30983543395996
9|a grey thing|-15.179536819458008|-38.10736083984375|-38.7884521484375|-36.79453659057617|-16.59596824645996|-38.83998489379883|-38.37596130371094
10|a grey thing facing forwards|-23.768125534057617|-40.12575912475586|-43.88163757324219|-46.16915512084961|-18.895715713500977|-41.223575592041016|-47.18290710449219
11|a grey thing facing backwards|-18.19853973388672|-44.580379486083984|-41.25637435913086|-39.34907531738281|-24.068639755249023|-41.63038635253906|-40.52505874633789
12|a grey chair|-2.254554510116577|-27.142749786376953|-29.63588523864746|-26.88159942626953|-8.726871490478516|-30.809574127197266|-30.193641662597656
13|a grey chair facing forwards|-8.144072532653809|-27.325759887695312|-31.216806411743164|-33.225685119628906|-9.390071868896484|-31.789926528930664|-35.2884521484375
14|a grey chair facing backwards|-2.4840753078460693|-32.42133331298828|-30.70924949645996|-27.509437561035156|-10.996150970458984|-31.882692337036133|-30.743797302246094
15|a grey desk|-10.578075408935547|-31.47148895263672|-32.558990478515625|-28.7667293548584|-4.580319881439209|-30.28743553161621|-28.213472366333008
16|a grey desk facing forwards|-11.33022403717041|-31.897737503051758|-33.714813232421875|-32.8173828125|-4.97355318069458|-30.83195686340332|-33.653446197509766
17|a grey desk facing backwards|-12.470736503601074|-35.04665756225586|-33.9248046875|-29.5616455078125|-12.122133255004883|-32.05384063720703|-28.650121688842773
18|a red thing|-19.23472023010254|-41.12431716918945|-35.98815155029297|-38.85639953613281|-19.46804428100586|-36.94268798828125|-40.711204528808594
19|a red thing facing forwards|-25.733890533447266|-48.4213752746582|-45.89168930053711|-45.00233840942383|-26.71816062927246|-45.92353820800781|-46.4079704284668
20|a red thing facing backwards|-21.882293701171875|-43.93693923950195|-39.426429748535156|-41.65966796875|-22.021495819091797|-39.70795440673828|-43.43797302246094
