|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-27.739246368408203|-41.53117370605469|-27.163488388061523|-49.515464782714844|-42.603057861328125|-50.5305061340332
1|a thing facing to the left|-49.3134765625|-27.635313034057617|-48.001094818115234|-20.675912857055664|-48.43141555786133|-48.3671760559082|-42.2293815612793
2|a thing|-37.003273010253906|-16.331527709960938|-36.28961944580078|-15.408823013305664|-37.84295654296875|-37.85650634765625|-37.686134338378906
3|a thing facing to the right|-48.668418884277344|-20.533660888671875|-47.96257019042969|-27.47089385986328|-42.70454025268555|-48.51139831542969|-49.594173431396484
4|a chair facing forwards|-33.58635711669922|-13.899175643920898|-32.47823715209961|-16.74135398864746|-35.49253845214844|-29.875673294067383|-37.07786560058594
5|a chair facing to the left|-33.538856506347656|-11.574454307556152|-32.9527473449707|-9.484911918640137|-33.41789245605469|-34.443214416503906|-28.125329971313477
6|a chair|-31.098358154296875|-8.627429008483887|-30.725879669189453|-8.633408546447754|-27.568347930908203|-29.288257598876953|-27.486610412597656
7|a chair facing to the right|-32.96194839477539|-9.701992988586426|-34.53828811645508|-14.944880485534668|-28.28618812561035|-34.91779327392578|-34.71904373168945
8|a desk facing forwards|-27.86983871459961|-13.989068984985352|-28.951330184936523|-13.779311180114746|-36.65092086791992|-33.233951568603516|-36.59151077270508
9|a desk facing to the left|-35.68924331665039|-12.929389953613281|-34.40511703491211|-6.175554275512695|-35.118553161621094|-36.34305191040039|-33.16179656982422
10|a desk|-27.119590759277344|-5.336387634277344|-27.598182678222656|-5.061233043670654|-30.879714965820312|-31.839962005615234|-30.936519622802734
11|a desk facing to the right|-34.731300354003906|-5.781192779541016|-34.26401138305664|-12.352741241455078|-32.47328186035156|-35.69835662841797|-34.61960983276367
12|a grey thing facing forwards|-48.293128967285156|-29.56293296813965|-51.009456634521484|-25.865447998046875|-49.43506622314453|-52.533634185791016|-49.04755401611328
13|a grey thing facing to the left|-44.829437255859375|-24.217199325561523|-45.357730865478516|-18.986774444580078|-43.216331481933594|-47.411216735839844|-41.19096374511719
14|a grey thing|-42.076072692871094|-20.882205963134766|-41.18812561035156|-15.558027267456055|-40.63518524169922|-44.68362808227539|-38.47752380371094
15|a grey thing facing to the right|-46.5455207824707|-26.37079429626465|-49.398719787597656|-25.170513153076172|-45.99533462524414|-49.98891067504883|-48.04473876953125
16|a grey chair facing forwards|-38.45145034790039|-19.07863998413086|-40.58082580566406|-16.06817626953125|-38.48777389526367|-41.06449890136719|-35.41220474243164
17|a grey chair facing to the left|-33.32644271850586|-13.080159187316895|-34.49102020263672|-8.782905578613281|-31.772066116333008|-35.599979400634766|-27.2615909576416
18|a grey chair|-32.777191162109375|-12.556631088256836|-33.60038757324219|-7.949710369110107|-31.297584533691406|-35.056976318359375|-26.655729293823242
19|a grey chair facing to the right|-35.860626220703125|-15.902976989746094|-37.98726272583008|-14.32354736328125|-35.367454528808594|-38.821006774902344|-33.97420120239258
20|a grey desk facing forwards|-36.21988296508789|-17.74515724182129|-37.767913818359375|-11.978689193725586|-37.704345703125|-40.5115966796875|-36.75718307495117
21|a grey desk facing to the left|-33.419734954833984|-12.008811950683594|-32.660247802734375|-4.594428539276123|-33.7921257019043|-36.8791618347168|-31.281505584716797
22|a grey desk|-32.6341552734375|-11.30544662475586|-31.30724334716797|-3.397914409637451|-32.43488311767578|-35.68696212768555|-29.642478942871094
23|a grey desk facing to the right|-35.22529602050781|-14.28948974609375|-36.390953063964844|-10.816226959228516|-35.59528732299805|-38.613521575927734|-34.087486267089844
24|a green thing facing forwards|-38.67600631713867|-26.722105026245117|-38.95176696777344|-20.501522064208984|-47.52928924560547|-40.83041763305664|-42.534908294677734
25|a green thing facing to the left|-46.7004508972168|-25.8183650970459|-45.666473388671875|-22.0199031829834|-46.07516860961914|-47.287071228027344|-44.92576217651367
26|a green thing|-37.122554779052734|-15.92917537689209|-36.53215789794922|-17.288179397583008|-37.81147384643555|-38.60697555541992|-39.947967529296875
