|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-20.27726936340332|-49.225990295410156|-49.515464782714844|-42.603057861328125|-50.5305061340332
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-26.747188568115234|-42.7384147644043|-48.43141555786133|-48.3671760559082|-42.2293815612793
2|a thing|-37.003273010253906|-37.66355895996094|-15.035714149475098|-37.4713249206543|-37.84295654296875|-37.85650634765625|-37.686134338378906
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-26.708663940429688|-49.53339385986328|-42.70454025268555|-48.51139831542969|-49.594173431396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-11.22433090209961|-38.803855895996094|-35.49253845214844|-29.875673294067383|-37.07786560058594
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-11.698840141296387|-31.547412872314453|-33.41789245605469|-34.443214416503906|-28.125329971313477
6|a chair|-31.098358154296875|-29.959461212158203|-9.471972465515137|-30.69590950012207|-27.568347930908203|-29.288257598876953|-27.486610412597656
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-13.284379005432129|-37.007381439208984|-28.28618812561035|-34.91779327392578|-34.71904373168945
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-7.697422027587891|-35.84181213378906|-36.65092086791992|-33.233951568603516|-36.59151077270508
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-13.151206970214844|-28.238054275512695|-35.118553161621094|-36.34305191040039|-33.16179656982422
10|a desk|-27.119590759277344|-26.668418884277344|-6.344276428222656|-27.123733520507812|-30.879714965820312|-31.839962005615234|-30.936519622802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-13.010099411010742|-34.41524124145508|-32.47328186035156|-35.69835662841797|-34.61960983276367
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-29.75554847717285|-47.92795181274414|-49.43506622314453|-52.533634185791016|-49.04755401611328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-24.103822708129883|-41.04927444458008|-43.216331481933594|-47.411216735839844|-41.19096374511719
14|a grey thing|-42.076072692871094|-42.214237213134766|-19.934215545654297|-37.62052917480469|-40.63518524169922|-44.68362808227539|-38.47752380371094
15|a grey thing facing to the right|-46.5455207824707|-47.70281982421875|-28.144813537597656|-47.23301315307617|-45.99533462524414|-49.98891067504883|-48.04473876953125
16|a grey chair facing forwards|-38.45145034790039|-40.410675048828125|-19.326919555664062|-38.13067626953125|-38.48777389526367|-41.06449890136719|-35.41220474243164
17|a grey chair facing to the left|-33.32644271850586|-34.412193298339844|-13.237115859985352|-30.84540557861328|-31.772066116333008|-35.599979400634766|-27.2615909576416
18|a grey chair|-32.777191162109375|-33.88866424560547|-12.346481323242188|-30.012210845947266|-31.297584533691406|-35.056976318359375|-26.655729293823242
19|a grey chair facing to the right|-35.860626220703125|-37.23501205444336|-16.73335838317871|-36.38604736328125|-35.367454528808594|-38.821006774902344|-33.97420120239258
