|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-16.31764793395996|-36.72550582885742|-41.25654220581055|-40.125030517578125|-38.672882080078125|-41.918609619140625|-40.926326751708984
1|a red thing facing to the right|-20.221256256103516|-39.80741500854492|-44.121337890625|-42.79216384887695|-41.37557601928711|-44.425689697265625|-43.8970947265625
2|a red thing facing backwards|-26.37010955810547|-45.50886535644531|-48.72535705566406|-45.40876388549805|-48.312442779541016|-48.586238861083984|-46.24384307861328
3|a red sofa|-3.4083826541900635|-27.299222946166992|-32.71396255493164|-31.483936309814453|-30.985916137695312|-34.103145599365234|-32.08678436279297
4|a red sofa facing to the right|-4.422820568084717|-28.196895599365234|-33.906375885009766|-32.410667419433594|-32.39139175415039|-35.213951110839844|-33.56679916381836
5|a red sofa facing backwards|-13.073675155639648|-34.26631164550781|-38.75108337402344|-36.628936767578125|-37.66097640991211|-39.72126770019531|-37.34822082519531
6|a red desk|-14.224864959716797|-32.59553909301758|-35.92428970336914|-34.011966705322266|-26.99790382385254|-33.710784912109375|-33.44009780883789
7|a red desk facing to the right|-15.155353546142578|-33.82345962524414|-37.03848648071289|-34.795440673828125|-27.844263076782227|-34.198333740234375|-34.220680236816406
8|a red desk facing backwards|-18.351627349853516|-37.08770751953125|-40.1728630065918|-37.52622985839844|-36.691162109375|-39.45799255371094|-37.90654373168945
9|a green thing|-20.3636531829834|-41.39971923828125|-39.22910690307617|-33.972900390625|-40.795799255371094|-41.36915969848633|-36.190086364746094
10|a green thing facing to the right|-27.200363159179688|-47.78316116333008|-48.35297775268555|-44.537696838378906|-48.264129638671875|-47.16012954711914|-45.87165451049805
11|a green thing facing backwards|-22.182708740234375|-43.185821533203125|-41.53055191040039|-35.352481842041016|-42.460906982421875|-42.8777961730957|-37.360782623291016
12|a green sofa|-11.570422172546387|-33.13783264160156|-31.571659088134766|-25.39765167236328|-33.51786422729492|-33.64507293701172|-30.616226196289062
13|a green sofa facing to the right|-16.4364013671875|-37.377689361572266|-35.569828033447266|-31.54043960571289|-37.29179000854492|-37.02037048339844|-35.539005279541016
14|a green sofa facing backwards|-12.020845413208008|-33.57007598876953|-32.225608825683594|-25.707599639892578|-34.6115837097168|-34.421138763427734|-31.06584358215332
15|a green desk|-11.041462898254395|-32.132389068603516|-32.68871307373047|-28.165285110473633|-31.151378631591797|-31.690452575683594|-26.14090919494629
16|a green desk facing to the right|-15.566764831542969|-36.11420822143555|-36.84992599487305|-34.126373291015625|-35.11380386352539|-35.32732009887695|-31.946950912475586
17|a green desk facing backwards|-11.429140090942383|-32.53609085083008|-33.28032684326172|-28.633207321166992|-31.542156219482422|-31.984466552734375|-26.433719635009766
18|a thing|-15.444067001342773|-37.02528381347656|-38.527549743652344|-36.784576416015625|-38.29747009277344|-39.57106018066406|-37.001495361328125
19|a thing facing to the right|-22.159997940063477|-42.745975494384766|-44.47781753540039|-48.69139099121094|-42.553836822509766|-43.56425094604492|-47.25081253051758
20|a thing facing backwards|-27.647014617919922|-47.62933349609375|-49.933692932128906|-40.21953582763672|-48.79528045654297|-49.157405853271484|-39.76962661743164
21|a sofa|-7.640457630157471|-29.223508834838867|-31.71690559387207|-29.44271469116211|-29.850196838378906|-32.621524810791016|-30.944843292236328
22|a sofa facing to the right|-9.660353660583496|-30.591951370239258|-33.46851348876953|-35.91059875488281|-31.946489334106445|-33.934051513671875|-35.04757308959961
23|a sofa facing backwards|-17.016338348388672|-36.48094177246094|-39.213844299316406|-29.768957138061523|-35.56822204589844|-38.13401412963867|-31.60318374633789
24|a desk|-12.438583374023438|-32.095359802246094|-34.67869567871094|-33.190406799316406|-29.357181549072266|-31.553466796875|-28.827756881713867
25|a desk facing to the right|-14.118353843688965|-33.82210159301758|-36.30867385864258|-37.470062255859375|-30.46428680419922|-32.34782409667969|-34.1681022644043
26|a desk facing backwards|-16.058216094970703|-36.6688232421875|-39.667545318603516|-33.69340515136719|-38.557769775390625|-39.31144714355469|-29.13445472717285
27|a blue thing|-19.356407165527344|-38.356544494628906|-34.85948181152344|-36.370662689208984|-40.548831939697266|-37.73342514038086|-38.569862365722656
28|a blue thing facing to the right|-21.968700408935547|-40.76163101196289|-37.26689529418945|-38.69490432739258|-42.44765090942383|-39.30086135864258|-40.590599060058594
29|a blue thing facing backwards|-24.056148529052734|-44.29689407348633|-45.24177551269531|-39.21807098388672|-47.17912673950195|-47.319889068603516|-43.478240966796875
30|a blue sofa|-10.722593307495117|-30.115726470947266|-26.301841735839844|-28.617286682128906|-33.810089111328125|-30.528167724609375|-31.440431594848633
31|a blue sofa facing to the right|-11.825387001037598|-30.93743324279785|-27.283323287963867|-29.37227439880371|-34.96748733520508|-31.152883529663086|-32.46660614013672
32|a blue sofa facing backwards|-14.916728973388672|-34.540313720703125|-34.82530212402344|-31.97515106201172|-38.44388198852539|-37.97935104370117|-35.85051727294922
33|a blue desk|-12.861601829528809|-33.503082275390625|-33.663063049316406|-30.912551879882812|-31.0233097076416|-27.701766967773438|-29.945030212402344
34|a blue desk facing to the right|-13.56242561340332|-34.260658264160156|-34.87095260620117|-31.658971786499023|-31.63222885131836|-28.132326126098633|-30.473716735839844
35|a blue desk facing backwards|-16.91008949279785|-37.5349006652832|-41.30406188964844|-34.34286117553711|-36.904884338378906|-36.67779541015625|-34.211219787597656
36|a large, red thing|-16.487606048583984|-41.68183517456055|-44.517513275146484|-42.89009094238281|-43.01958465576172|-45.711204528808594|-42.554264068603516
37|a large, red thing facing to the right|-18.344192504882812|-43.858734130859375|-47.77499771118164|-45.64404296875|-44.890052795410156|-48.23702621459961|-45.152870178222656
38|a large, red sofa|-0.825238049030304|-28.8492431640625|-31.259920120239258|-29.678213119506836|-29.44524383544922|-32.01072311401367|-28.82550048828125
39|a large, red sofa facing to the right|-1.4311553239822388|-29.684253692626953|-32.17597961425781|-30.363615036010742|-30.220046997070312|-32.680416107177734|-29.56585121154785
40|a large, green thing|-25.458370208740234|-46.392940521240234|-49.65094757080078|-44.970008850097656|-47.11168670654297|-48.8475341796875|-43.96862030029297
41|a large, green thing facing to the right|-30.096824645996094|-50.79713439941406|-54.15532684326172|-50.197330474853516|-50.696006774902344|-52.59175491333008|-48.49040985107422
42|a large, green sofa|-14.717267036437988|-35.884559631347656|-38.730045318603516|-35.24048614501953|-36.89560317993164|-38.39081573486328|-35.52812194824219
43|a large, green sofa facing to the right|-16.88758087158203|-38.0561637878418|-40.800113677978516|-38.368682861328125|-38.865333557128906|-40.32760238647461|-37.80547332763672
44|a large thing|-16.405887603759766|-41.09971237182617|-44.105594635009766|-42.11749267578125|-42.35839080810547|-44.72235107421875|-41.34360122680664
45|a large thing facing to the right|-21.89348793029785|-45.454280853271484|-48.1082763671875|-46.83149337768555|-46.23918914794922|-48.156864166259766|-45.76155471801758
46|a large sofa|-5.101666450500488|-32.07598876953125|-35.610816955566406|-33.58306884765625|-33.690589904785156|-36.395957946777344|-33.08808517456055
47|a large sofa facing to the right|-6.696934700012207|-33.812530517578125|-37.48815155029297|-35.157466888427734|-35.391998291015625|-38.09737777709961|-34.9090690612793
48|a large, blue thing|-24.334571838378906|-45.6607666015625|-47.524681091308594|-45.02465057373047|-46.12360763549805|-47.0205078125|-44.2386360168457
49|a large, blue thing facing to the right|-26.05451202392578|-48.12501525878906|-49.506473541259766|-47.33258819580078|-48.14715576171875|-48.358726501464844|-46.22980880737305
50|a large, blue sofa|-13.840118408203125|-34.917640686035156|-37.31705856323242|-36.051753997802734|-36.506900787353516|-36.94862747192383|-34.41899108886719
51|a large, blue sofa facing to the right|-14.377409934997559|-35.498565673828125|-37.749385833740234|-36.80319595336914|-37.13449478149414|-37.30970764160156|-35.1077766418457
52|a small, red thing|-22.792678833007812|-37.13029479980469|-42.16763687133789|-42.65400695800781|-39.68732833862305|-43.42156219482422|-41.54460144042969
53|a small, red thing facing to the right|-23.921405792236328|-38.39480972290039|-43.93087387084961|-44.0468635559082|-40.78921890258789|-44.708744049072266|-42.80261993408203
54|a small, red thing facing backwards|-28.323429107666016|-45.27817916870117|-47.845916748046875|-46.92924118041992|-48.8143310546875|-48.58394241333008|-45.828670501708984
55|a small, red sofa|-9.464864730834961|-21.45110321044922|-31.138427734375|-31.682159423828125|-30.49203872680664|-33.32282257080078|-30.60299301147461
