|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-43.796939849853516|-22.668731689453125|-44.12635803222656|-39.03656768798828|-44.20204162597656|-23.06211280822754|-39.04838180541992
1|a grey thing facing to the left|-46.84231948852539|-25.251094818115234|-47.77804183959961|-46.09025573730469|-46.05341339111328|-25.362911224365234|-46.456512451171875
2|a grey thing|-40.78804397583008|-19.9012451171875|-42.08810806274414|-37.13362503051758|-41.43468475341797|-20.463489532470703|-37.73596954345703
3|a grey thing facing to the right|-46.6040153503418|-25.345300674438477|-47.89802551269531|-45.37865447998047|-46.78521728515625|-25.366710662841797|-45.35455322265625
4|a grey thing facing backwards|-45.63942337036133|-24.551572799682617|-45.27743911743164|-45.930877685546875|-45.42909622192383|-23.74578285217285|-46.1661376953125
5|a grey chair facing forwards|-33.14430236816406|-12.546875|-34.19768524169922|-26.14630126953125|-34.8453483581543|-14.435190200805664|-31.331340789794922
6|a grey chair facing to the left|-36.67607498168945|-15.587701797485352|-37.86468505859375|-32.81576156616211|-37.58674621582031|-17.126060485839844|-36.3683967590332
7|a grey chair|-32.30399703979492|-11.86055850982666|-33.59735107421875|-25.585561752319336|-33.837711334228516|-13.659399032592773|-30.84540557861328
8|a grey chair facing to the right|-36.4238395690918|-15.566102981567383|-37.85972213745117|-31.97858238220215|-37.82884216308594|-17.06221580505371|-36.05869674682617
9|a grey chair facing backwards|-36.294227600097656|-15.411744117736816|-36.374698638916016|-33.8183708190918|-37.5677490234375|-16.372840881347656|-36.915252685546875
10|a grey sofa facing forwards|-35.100677490234375|-13.914146423339844|-36.41781234741211|-30.576292037963867|-34.97129821777344|-13.54550838470459|-28.349689483642578
11|a grey sofa facing to the left|-38.62962341308594|-16.926097869873047|-39.723960876464844|-35.51353073120117|-37.35972213745117|-16.477895736694336|-35.162628173828125
12|a grey sofa|-34.36920166015625|-13.358478546142578|-35.772369384765625|-29.883174896240234|-34.15937423706055|-12.948310852050781|-28.067668914794922
13|a grey sofa facing backwards|-38.799442291259766|-17.387815475463867|-39.07671356201172|-36.58782958984375|-37.638755798339844|-15.572918891906738|-36.0521240234375
14|a red thing facing forwards|-48.62983703613281|-27.95880126953125|-48.49953842163086|-51.138999938964844|-47.144493103027344|-27.813270568847656|-50.014469146728516
15|a red thing facing to the left|-46.44077682495117|-20.25127410888672|-43.81793975830078|-45.8454475402832|-39.754520416259766|-21.728839874267578|-44.230716705322266
16|a red thing|-37.01120376586914|-16.28348159790039|-40.71696853637695|-41.271148681640625|-35.72529602050781|-18.798009872436523|-40.45207214355469
17|a red thing facing to the right|-40.61518096923828|-26.39743423461914|-44.6379280090332|-44.991695404052734|-46.574241638183594|-24.576871871948242|-45.112056732177734
18|a red thing facing backwards|-47.353328704833984|-24.76720428466797|-45.69407272338867|-49.41600799560547|-45.4359245300293|-25.335927963256836|-48.41389465332031
19|a red chair facing forwards|-35.230995178222656|-15.164887428283691|-39.30607223510742|-40.845035552978516|-38.887550354003906|-18.707157135009766|-39.395721435546875
20|a red chair facing to the left|-30.162614822387695|-5.980363845825195|-33.06275939941406|-35.13723373413086|-31.113195419311523|-12.291234970092773|-33.74394989013672
21|a red chair|-24.235057830810547|-4.946241855621338|-31.913482666015625|-32.43421936035156|-29.82904624938965|-11.236330032348633|-31.528406143188477
22|a red chair facing to the right|-25.29624366760254|-10.32933235168457|-33.608558654785156|-33.68955612182617|-34.581146240234375|-13.337343215942383|-32.896759033203125
23|a red chair facing backwards|-34.54363250732422|-13.495267868041992|-37.113037109375|-39.930328369140625|-38.197906494140625|-16.5783748626709|-38.48565673828125
24|a red sofa facing forwards|-40.1192741394043|-20.530237197875977|-40.39836883544922|-42.80070495605469|-35.814918518066406|-18.591659545898438|-41.28755187988281
25|a red sofa facing to the left|-34.99684524536133|-13.514598846435547|-35.53512954711914|-38.07258605957031|-27.078554153442383|-11.769964218139648|-35.04144287109375
26|a red sofa|-33.55780792236328|-12.37889289855957|-34.62797164916992|-36.968055725097656|-25.749235153198242|-11.099039077758789|-33.95792770385742
