|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-20.27726936340332|-49.225990295410156|-28.71468734741211|-42.603057861328125|-28.51683807373047
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-26.747188568115234|-42.7384147644043|-27.630630493164062|-48.3671760559082|-20.215707778930664
2|a thing|-37.003273010253906|-37.66355895996094|-15.035714149475098|-37.4713249206543|-17.042177200317383|-37.85650634765625|-15.672463417053223
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-26.708663940429688|-49.53339385986328|-21.903757095336914|-48.51139831542969|-27.580501556396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-11.22433090209961|-38.803855895996094|-14.691758155822754|-29.875673294067383|-15.064193725585938
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-11.698840141296387|-31.547412872314453|-12.617111206054688|-34.443214416503906|-6.111658573150635
6|a chair|-31.098358154296875|-29.959461212158203|-9.471972465515137|-30.69590950012207|-6.767567157745361|-29.288257598876953|-5.472939491271973
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-13.284379005432129|-37.007381439208984|-7.485406398773193|-34.91779327392578|-12.705371856689453
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-7.697422027587891|-35.84181213378906|-15.850137710571289|-33.233951568603516|-14.577841758728027
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-13.151206970214844|-28.238054275512695|-14.317769050598145|-36.34305191040039|-11.148126602172852
10|a desk|-27.119590759277344|-26.668418884277344|-6.344276428222656|-27.123733520507812|-10.078932762145996|-31.839962005615234|-8.922847747802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-13.010099411010742|-34.41524124145508|-11.672497749328613|-35.69835662841797|-12.605939865112305
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-29.75554847717285|-47.92795181274414|-28.634286880493164|-52.533634185791016|-27.03388214111328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-24.103822708129883|-41.04927444458008|-22.415550231933594|-47.411216735839844|-19.177291870117188
14|a grey thing|-42.076072692871094|-42.214237213134766|-19.934215545654297|-37.62052917480469|-19.83440399169922|-44.68362808227539|-16.463851928710938
15|a grey thing facing to the right|-46.5455207824707|-47.70281982421875|-28.144813537597656|-47.23301315307617|-25.19455337524414|-49.98891067504883|-26.031064987182617
16|a grey chair facing forwards|-38.45145034790039|-40.410675048828125|-19.326919555664062|-38.13067626953125|-17.686992645263672|-41.06449890136719|-13.39853286743164
17|a grey chair facing to the left|-33.32644271850586|-34.412193298339844|-13.237115859985352|-30.84540557861328|-10.971283912658691|-35.599979400634766|-5.24791955947876
18|a grey chair|-32.777191162109375|-33.88866424560547|-12.346481323242188|-30.012210845947266|-10.496804237365723|-35.056976318359375|-4.642057418823242
19|a grey chair facing to the right|-35.860626220703125|-37.23501205444336|-16.73335838317871|-36.38604736328125|-14.56667423248291|-38.821006774902344|-11.960527420043945
20|a grey desk facing forwards|-36.21988296508789|-39.07719039916992|-16.514005661010742|-34.04119110107422|-16.903564453125|-40.5115966796875|-14.743511199951172
21|a grey desk facing to the left|-33.419734954833984|-33.340843200683594|-11.406341552734375|-26.65692901611328|-12.991341590881348|-36.8791618347168|-9.26783275604248
22|a grey desk|-32.6341552734375|-32.63747787475586|-10.053335189819336|-25.46041488647461|-11.634099960327148|-35.68696212768555|-7.628805160522461
23|a grey desk facing to the right|-35.22529602050781|-35.62152099609375|-15.137046813964844|-32.878726959228516|-14.794503211975098|-38.613521575927734|-12.073813438415527
24|a green thing facing forwards|-38.67600631713867|-48.05413818359375|-17.697856903076172|-42.56402587890625|-26.728504180908203|-40.83041763305664|-20.521240234375
25|a green thing facing to the left|-46.7004508972168|-47.150394439697266|-24.41256332397461|-44.082401275634766|-25.27438735961914|-47.287071228027344|-22.912094116210938
26|a green thing|-37.122554779052734|-37.261207580566406|-15.278249740600586|-39.35068130493164|-17.010690689086914|-38.60697555541992|-17.934295654296875
27|a green thing facing to the right|-46.506568908691406|-40.40861129760742|-24.38837432861328|-43.49275588989258|-20.007118225097656|-47.3439826965332|-23.414260864257812
28|a green chair facing forwards|-32.02705383300781|-35.81324768066406|-8.978408813476562|-32.450313568115234|-12.508750915527344|-26.933765411376953|-9.358856201171875
29|a green chair facing to the left|-34.13881301879883|-34.31446838378906|-12.65627384185791|-33.38114547729492|-11.277704238891602|-32.09051513671875|-11.89765739440918
30|a green chair|-31.048757553100586|-30.96297836303711|-8.437407493591309|-31.3057804107666|-5.15812349319458|-26.692018508911133|-8.873520851135254
31|a green chair facing to the right|-32.96929168701172|-31.65498924255371|-13.191666603088379|-33.78890609741211|-5.6814656257629395|-32.03429412841797|-12.680784225463867
32|a green desk facing forwards|-24.585113525390625|-35.53291702270508|-5.163270473480225|-31.07768440246582|-13.584640502929688|-32.75693130493164|-11.029088020324707
33|a green desk facing to the left|-31.769094467163086|-33.92964553833008|-10.883086204528809|-32.8154182434082|-13.024409294128418|-36.682552337646484|-13.283535957336426
34|a green desk|-24.399995803833008|-26.653413772583008|-4.4649248123168945|-29.970550537109375|-7.836628437042236|-30.264249801635742|-9.903916358947754
35|a green desk facing to the right|-31.41863250732422|-27.235431671142578|-10.547755241394043|-32.312164306640625|-10.142870903015137|-36.1297492980957|-12.645857810974121
36|a large thing facing forwards|-46.35860824584961|-49.89219665527344|-19.494434356689453|-49.23345947265625|-27.668651580810547|-42.87701416015625|-28.732526779174805
37|a large thing facing to the left|-47.613346099853516|-48.41984558105469|-25.925479888916016|-42.65119171142578|-25.12228012084961|-49.502342224121094|-20.24225425720215
38|a large thing|-42.876670837402344|-42.123111724853516|-15.67679500579834|-38.48113250732422|-21.352628707885742|-38.879478454589844|-16.74183464050293
39|a large chair facing forwards|-36.53639221191406|-37.78678512573242|-11.38947868347168|-40.19728088378906|-16.80844497680664|-29.4561767578125|-16.714000701904297
40|a large chair facing to the left|-33.59422302246094|-34.96526336669922|-11.683643341064453|-33.90327072143555|-12.77121639251709|-33.98241424560547|-8.123032569885254
41|a large chair|-32.88084030151367|-34.107940673828125|-10.191354751586914|-33.39875411987305|-12.108617782592773|-29.09739112854004|-7.707737445831299
42|a large desk facing forwards|-33.202720642089844|-36.55067825317383|-4.955481052398682|-34.69675064086914|-16.55646324157715|-33.27407455444336|-15.329850196838379
43|a large desk facing to the left|-34.752838134765625|-35.10816955566406|-10.337845802307129|-27.612972259521484|-14.741623878479004|-36.61289978027344|-11.826796531677246
44|a large desk|-32.34837341308594|-31.814287185668945|-4.119269847869873|-26.77734375|-13.51340103149414|-32.3642463684082|-10.858896255493164
45|a large, grey thing facing forwards|-51.281654357910156|-51.65397644042969|-32.66025924682617|-49.264976501464844|-31.399791717529297|-53.92036819458008|-27.094255447387695
46|a large, grey thing facing to the left|-45.96392059326172|-45.49890899658203|-26.248319625854492|-41.0651741027832|-23.90874481201172|-48.06065368652344|-17.25809097290039
47|a large, grey thing|-44.456947326660156|-43.96337127685547|-24.577190399169922|-39.96485137939453|-22.751956939697266|-46.94066619873047|-16.540599822998047
48|a large, grey chair facing forwards|-38.97817611694336|-40.780357360839844|-22.14044189453125|-37.93509292602539|-18.86008071899414|-41.22494125366211|-12.929277420043945
49|a large, grey chair facing to the left|-31.88546371459961|-33.163211822509766|-14.681647300720215|-29.739316940307617|-9.476770401000977|-34.089385986328125|-0.2687503695487976
50|a large, grey chair|-31.761432647705078|-33.04774856567383|-14.481919288635254|-29.488357543945312|-9.398180961608887|-33.956024169921875|-0.18998026847839355
51|a large, grey desk facing forwards|-37.509883880615234|-37.8431510925293|-17.739486694335938|-33.95707321166992|-17.87195587158203|-40.480587005615234|-11.591364860534668
52|a large, grey desk facing to the left|-32.185359954833984|-30.637420654296875|-10.099868774414062|-23.30279541015625|-12.198270797729492|-36.07774353027344|-5.760164260864258
53|a large, grey desk|-32.013458251953125|-30.48837661743164|-9.673964500427246|-22.644182205200195|-11.863763809204102|-35.75686264038086|-5.4559526443481445
54|a large, green thing facing forwards|-43.930965423583984|-47.899024963378906|-18.46875|-44.17224884033203|-22.734447479248047|-40.486083984375|-24.05673599243164
55|a large, green thing facing to the left|-47.373748779296875|-47.049591064453125|-25.400312423706055|-46.42057418823242|-26.220603942871094|-47.0535888671875|-27.813339233398438
56|a large, green thing|-43.157875061035156|-42.08131408691406|-17.61558723449707|-42.787452697753906|-21.586013793945312|-39.65032196044922|-23.271236419677734
57|a large, green chair facing forwards|-30.90538787841797|-32.73801040649414|-9.758914947509766|-32.10146713256836|-7.49038028717041|-22.62841796875|-10.079769134521484
58|a large, green chair facing to the left|-33.837032318115234|-35.480445861816406|-15.183550834655762|-35.47587203979492|-12.952820777893066|-30.806442260742188|-15.536416053771973
59|a large, green chair|-30.777921676635742|-32.47871017456055|-9.618799209594727|-31.927955627441406|-7.421823024749756|-22.56940460205078|-10.007340431213379
60|a large, green desk facing forwards|-30.146032333374023|-34.57049560546875|-0.6805323958396912|-29.252899169921875|-11.862287521362305|-29.873258590698242|-13.185321807861328
61|a large, green desk facing to the left|-33.73326110839844|-33.79753494262695|-9.572628021240234|-32.750667572021484|-14.830699920654297|-35.004127502441406|-16.573612213134766
62|a large, green desk|-30.02276611328125|-28.35626983642578|-0.4486021399497986|-29.05698013305664|-11.541873931884766|-29.265087127685547|-12.982583045959473
63|a small thing facing forwards|-39.91564178466797|-48.741539001464844|-22.26553726196289|-46.64595031738281|-28.395484924316406|-47.307579040527344|-26.901500701904297
64|a small thing|-36.07187271118164|-37.422813415527344|-17.658428192138672|-40.72886276245117|-16.115999221801758|-42.4117431640625|-19.988677978515625
65|a small thing facing to the right|-46.758121490478516|-42.02165603637695|-24.61965560913086|-45.87533187866211|-20.9064998626709|-48.21497344970703|-24.927043914794922
66|a small chair|-31.817195892333984|-32.715248107910156|-11.52335262298584|-33.63100051879883|-7.583644866943359|-35.00403594970703|-12.577423095703125
67|a small chair facing to the right|-32.73748016357422|-33.378082275390625|-13.006412506103516|-35.28352355957031|-8.114410400390625|-36.11879348754883|-13.786046028137207
68|a small desk facing forwards|-25.40278434753418|-35.23593521118164|-10.001709938049316|-33.79664993286133|-11.986696243286133|-36.015098571777344|-13.998464584350586
69|a small desk|-24.949899673461914|-26.975318908691406|-8.63479995727539|-32.15241241455078|-9.844265937805176|-34.67940139770508|-12.508323669433594
70|a small desk facing to the right|-31.739070892333984|-27.5212459564209|-12.164318084716797|-34.064064025878906|-11.378170013427734|-36.98847198486328|-15.065783500671387
71|a small, grey thing facing forwards|-46.46586608886719|-48.75108337402344|-28.30417251586914|-50.075782775878906|-26.8717098236084|-51.72381591796875|-29.543275833129883
72|a small, grey thing|-44.662803649902344|-43.395240783691406|-23.995628356933594|-44.053184509277344|-22.24325942993164|-47.56492233276367|-23.489547729492188
73|a small, grey thing facing to the right|-47.38954162597656|-44.89906692504883|-27.221508026123047|-47.73981857299805|-24.01725959777832|-50.611358642578125|-27.028955459594727
74|a small, grey chair|-35.06633758544922|-33.96205139160156|-13.860986709594727|-34.68130874633789|-11.95521068572998|-37.393165588378906|-12.656991958618164
75|a small, grey chair facing to the right|-36.98490905761719|-35.073246002197266|-15.652212142944336|-36.923851013183594|-13.316612243652344|-39.02174758911133|-14.854162216186523
76|a small, grey desk facing forwards|-34.65797805786133|-37.619178771972656|-15.695160865783691|-36.530670166015625|-15.022618293762207|-39.75457763671875|-15.987869262695312
77|a small, grey desk|-33.653934478759766|-32.242156982421875|-13.251337051391602|-32.497642517089844|-12.876482963562012|-37.682228088378906|-13.723949432373047
78|a small, grey desk facing to the right|-35.36932373046875|-32.693939208984375|-14.92409610748291|-34.341766357421875|-14.1776762008667|-39.21651840209961|-15.147269248962402
79|a small, green thing facing forwards|-38.433929443359375|-48.1365966796875|-21.531005859375|-44.15962600708008|-25.37640380859375|-45.47197723388672|-22.934864044189453
80|a small, green thing|-37.440956115722656|-38.76092529296875|-19.840106964111328|-41.673362731933594|-16.432390213012695|-43.72412109375|-20.514436721801758
81|a small, green thing facing to the right|-45.680152893066406|-39.964454650878906|-24.615938186645508|-44.75413513183594|-17.595022201538086|-46.73063278198242|-22.82929229736328
82|a small, green chair|-30.37191390991211|-30.912595748901367|-12.02478313446045|-33.066524505615234|-0.25318416953086853|-31.739675521850586|-10.21226692199707
83|a small, green chair facing to the right|-30.704174041748047|-31.076793670654297|-12.437088012695312|-33.434776306152344|-0.36857160925865173|-32.113773345947266|-10.35732650756836
84|a small, green desk facing forwards|-21.388710021972656|-32.545475006103516|-6.750415802001953|-30.090364456176758|-9.109457015991211|-32.52490234375|-9.344276428222656
85|a small, green desk|-21.28829002380371|-21.359865188598633|-6.43062686920166|-29.54341697692871|-5.795144081115723|-31.961820602416992|-8.95916748046875
86|a small, green desk facing to the right|-29.70482063293457|-21.446889877319336|-10.145803451538086|-31.06212043762207|-6.154592514038086|-33.51548385620117|-10.899214744567871
