|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-44.50722122192383|-20.10242462158203|-21.8170108795166|-39.49396896362305|-43.31623458862305|-44.034481048583984|-38.44809341430664
1|a grey thing facing to the left|-47.12309265136719|-23.506444931030273|-24.886837005615234|-46.674095153808594|-48.203617095947266|-46.540679931640625|-45.92470932006836
2|a grey thing|-42.08917236328125|-18.147483825683594|-19.312969207763672|-37.27631759643555|-41.53715896606445|-42.066566467285156|-37.239967346191406
3|a grey thing facing backwards|-46.43070983886719|-21.137393951416016|-24.80245018005371|-46.067501068115234|-47.189239501953125|-46.28560256958008|-45.43378448486328
4|a grey chair facing forwards|-33.71013641357422|-10.373220443725586|-11.833420753479004|-26.46245574951172|-35.098297119140625|-35.640594482421875|-30.319318771362305
5|a grey chair facing to the left|-36.32584762573242|-13.261117935180664|-15.045318603515625|-32.17424774169922|-38.188331604003906|-37.843475341796875|-34.695106506347656
6|a grey chair|-32.81173324584961|-9.740854263305664|-10.443243980407715|-25.77403450012207|-33.865264892578125|-34.24533462524414|-29.406494140625
7|a grey chair facing backwards|-36.42599868774414|-11.837596893310547|-15.78071403503418|-33.86061477661133|-37.73726272583008|-38.184078216552734|-35.463043212890625
8|a grey fan facing forwards|-35.46559524536133|-11.430103302001953|-12.518797874450684|-30.478580474853516|-31.715036392211914|-33.41710662841797|-26.482358932495117
9|a grey fan facing to the left|-38.47164535522461|-14.87214469909668|-16.143415451049805|-34.649417877197266|-36.11430358886719|-36.70881652832031|-32.429744720458984
10|a grey fan|-34.71812057495117|-10.90174674987793|-11.692876815795898|-29.28507423400879|-31.20565414428711|-32.98657989501953|-26.066009521484375
11|a grey fan facing backwards|-38.652687072753906|-14.936887741088867|-16.950210571289062|-36.46404266357422|-36.17938995361328|-37.079498291015625|-34.01853561401367
12|a green thing facing forwards|-49.43928146362305|-24.44571304321289|-24.131750106811523|-46.90094757080078|-48.605995178222656|-46.94935989379883|-46.56317138671875
13|a green thing facing to the left|-43.535987854003906|-19.971939086914062|-17.115060806274414|-41.53044509887695|-42.22978973388672|-39.02484893798828|-40.604148864746094
