|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-21.184940338134766|-43.432376861572266|-40.7690315246582|-35.4351806640625|-41.22901153564453|-41.456199645996094|-35.918216705322266
1|a red thing facing backwards|-23.318490982055664|-45.447792053222656|-42.82939147949219|-36.9456672668457|-43.098121643066406|-43.37556076049805|-37.24482727050781
2|a red thing facing to the left|-27.515233993530273|-49.99567413330078|-47.70125961303711|-44.315155029296875|-47.050865173339844|-47.722434997558594|-43.53169250488281
3|a red fan|-12.737166404724121|-34.770687103271484|-32.96013641357422|-22.835243225097656|-34.64699172973633|-34.94318389892578|-31.70909881591797
4|a red fan facing backwards|-13.50575065612793|-35.57090377807617|-33.92683792114258|-23.56690216064453|-36.330631256103516|-36.21888732910156|-32.8317756652832
5|a red fan facing to the left|-17.23702621459961|-39.48183822631836|-37.915321350097656|-29.991764068603516|-38.78818130493164|-39.30068588256836|-37.21123504638672
6|a red sofa|-12.736193656921387|-34.989315032958984|-32.47722625732422|-27.478700637817383|-32.477378845214844|-32.73430633544922|-25.572607040405273
7|a red sofa facing backwards|-13.51842212677002|-35.60553741455078|-33.282108306884766|-27.90511131286621|-32.96676254272461|-33.151283264160156|-25.85979652404785
8|a red sofa facing to the left|-17.859495162963867|-39.6956672668457|-37.14352035522461|-33.5019645690918|-36.76809310913086|-37.51176071166992|-31.408870697021484
9|a green thing|-18.601314544677734|-35.79778289794922|-38.42289352416992|-38.1334228515625|-34.909358978271484|-38.19281005859375|-39.22489547729492
10|a green thing facing backwards|-26.960735321044922|-46.71905517578125|-47.13747787475586|-42.64661407470703|-46.08647918701172|-46.17495346069336|-44.59048080444336
11|a green thing facing to the left|-21.573017120361328|-38.53864288330078|-41.74382400512695|-41.224578857421875|-37.722877502441406|-40.93519973754883|-42.37728500366211
12|a green fan|-8.986422538757324|-24.120004653930664|-30.33875274658203|-29.294681549072266|-28.99958038330078|-30.518245697021484|-31.10303497314453
13|a green fan facing backwards|-15.21457290649414|-34.22462463378906|-36.74297332763672|-34.762725830078125|-37.138587951660156|-36.60110092163086|-36.90646743774414
14|a green fan facing to the left|-9.923507690429688|-25.16168975830078|-31.561819076538086|-30.605335235595703|-30.933029174804688|-31.973310470581055|-32.94737243652344
15|a green sofa|-11.732069969177246|-30.56460189819336|-32.3504753112793|-31.862106323242188|-23.592472076416016|-29.777570724487305|-30.736888885498047
16|a green sofa facing backwards|-16.721729278564453|-38.819854736328125|-37.77367401123047|-36.87436294555664|-35.234256744384766|-36.17800521850586|-35.772865295410156
17|a green sofa facing to the left|-12.85023021697998|-31.8280029296875|-33.72731018066406|-33.25972366333008|-24.472782135009766|-30.39349365234375|-31.65480613708496
18|a thing|-16.112152099609375|-37.472373962402344|-36.570926666259766|-35.568702697753906|-36.601470947265625|-36.796104431152344|-35.09327697753906
19|a thing facing backwards|-29.444211959838867|-48.97914123535156|-49.72492599487305|-39.91507339477539|-48.26899337768555|-48.62297821044922|-38.866214752197266
20|a thing facing to the left|-23.43556022644043|-42.852630615234375|-42.85039520263672|-46.85603332519531|-40.973060607910156|-41.11195373535156|-44.847434997558594
21|a fan|-6.558491230010986|-28.22348403930664|-28.530790328979492|-26.27393341064453|-31.904272079467773|-32.86089324951172|-31.110763549804688
22|a fan facing backwards|-17.39767837524414|-36.836952209472656|-39.17934799194336|-27.178037643432617|-38.564476013183594|-39.8089599609375|-33.114566802978516
23|a fan facing to the left|-8.801141738891602|-29.66404914855957|-30.595067977905273|-32.76178741455078|-33.81537628173828|-34.388607025146484|-35.38142395019531
24|a sofa|-14.695794105529785|-34.34125518798828|-34.497589111328125|-32.69083786010742|-27.887245178222656|-30.175518035888672|-28.682422637939453
25|a sofa facing backwards|-18.251008987426758|-40.25677490234375|-39.79872131347656|-33.312435150146484|-38.77684020996094|-40.26325607299805|-29.210416793823242
26|a sofa facing to the left|-17.069425582885742|-35.939430236816406|-36.028507232666016|-37.74601364135742|-28.851764678955078|-30.901317596435547|-34.60190200805664
27|a blue thing|-15.718788146972656|-37.52485275268555|-37.112796783447266|-37.57552719116211|-36.54676818847656|-36.88510513305664|-38.462791442871094
28|a blue thing facing backwards|-27.793132781982422|-47.713417053222656|-48.32073211669922|-42.69556427001953|-44.474952697753906|-48.01957702636719|-45.210113525390625
29|a blue thing facing to the left|-20.596616744995117|-40.48832702636719|-40.526756286621094|-40.537437438964844|-38.94667053222656|-39.557098388671875|-41.381221771240234
30|a blue fan|-2.836775064468384|-29.01101303100586|-27.366201400756836|-29.41843605041504|-29.7762393951416|-32.176326751708984|-30.608230590820312
31|a blue fan facing backwards|-15.108112335205078|-36.989646911621094|-37.900657653808594|-34.88426971435547|-36.22430419921875|-40.95935821533203|-36.92835998535156
32|a blue fan facing to the left|-4.554019927978516|-30.100994110107422|-28.774276733398438|-30.92133331298828|-31.499990463256836|-33.5323600769043|-32.47029113769531
33|a blue sofa|-15.568351745605469|-33.425453186035156|-30.483257293701172|-32.44010543823242|-28.552968978881836|-26.888225555419922|-30.24626350402832
34|a blue sofa facing backwards|-20.647506713867188|-38.63313293457031|-38.943904876708984|-36.88752746582031|-35.13151168823242|-37.84585189819336|-36.396240234375
35|a blue sofa facing to the left|-16.767221450805664|-34.258026123046875|-31.520654678344727|-33.282833099365234|-29.272937774658203|-27.64895248413086|-31.14133644104004
36|a large, red thing|-23.7612247467041|-42.53207015991211|-43.11357116699219|-36.66670227050781|-42.353858947753906|-44.24726486206055|-35.73649215698242
37|a large, red thing facing backwards|-24.90052032470703|-43.564186096191406|-44.15310287475586|-37.307464599609375|-43.36139678955078|-45.29899978637695|-36.31554412841797
38|a large, red thing facing to the left|-29.781034469604492|-48.37443161010742|-49.035972595214844|-44.22974395751953|-47.90623092651367|-49.59244918823242|-42.77738952636719
39|a large, red fan|-11.522435188293457|-29.929975509643555|-30.973182678222656|-21.788423538208008|-33.47111511230469|-34.89687728881836|-29.867534637451172
40|a large, red fan facing backwards|-11.738541603088379|-30.168594360351562|-31.355863571166992|-22.146724700927734|-33.90746307373047|-35.31061935424805|-30.2435245513916
41|a large, red fan facing to the left|-16.16912078857422|-34.82737350463867|-36.21157455444336|-29.760026931762695|-37.31505584716797|-38.179508209228516|-34.528770446777344
42|a large, red sofa|-12.105534553527832|-30.698299407958984|-32.968544006347656|-27.550228118896484|-29.085771560668945|-32.18149948120117|-21.38496208190918
43|a large, red sofa facing backwards|-12.328145027160645|-30.854768753051758|-33.32692337036133|-27.73918914794922|-29.204879760742188|-32.37909698486328|-21.46173858642578
44|a large, red sofa facing to the left|-17.692893981933594|-36.065460205078125|-37.94460678100586|-33.99165725708008|-35.353668212890625|-37.882293701171875|-29.90346908569336
45|a large, green thing|-25.63622283935547|-42.064308166503906|-42.74192428588867|-43.54682159423828|-41.831298828125|-43.23712158203125|-41.56220626831055
46|a large, green thing facing backwards|-30.47683334350586|-50.137474060058594|-48.365867614746094|-46.39480972290039|-51.02432632446289|-48.080841064453125|-44.57176208496094
47|a large, green thing facing to the left|-27.054855346679688|-43.108516693115234|-44.004329681396484|-45.233219146728516|-42.9467658996582|-44.52090072631836|-42.99964904785156
48|a large, green fan|-14.604950904846191|-29.20721435546875|-33.152679443359375|-33.293792724609375|-34.258358001708984|-34.313262939453125|-32.69789123535156
49|a large, green fan facing backwards|-18.87641143798828|-35.83686828613281|-37.48884582519531|-36.42763900756836|-38.608551025390625|-38.147090911865234|-35.897727966308594
50|a large, green fan facing to the left|-14.875016212463379|-29.409692764282227|-33.53851318359375|-33.73112487792969|-34.64261245727539|-34.742679595947266|-33.19868850708008
51|a large, green sofa|-15.2617769241333|-33.78522491455078|-34.792022705078125|-35.008888244628906|-30.1791934967041|-33.19478225708008|-31.33757209777832
52|a large, green sofa facing backwards|-19.08465003967285|-38.03227233886719|-38.513458251953125|-37.86783981323242|-37.73859786987305|-37.479347229003906|-33.896705627441406
53|a large, green sofa facing to the left|-15.589886665344238|-34.08241271972656|-35.289085388183594|-35.51631164550781|-30.397693634033203|-33.499046325683594|-31.710004806518555
54|a large thing|-21.79218292236328|-41.55070877075195|-36.958946228027344|-37.00872039794922|-40.570438385009766|-37.700660705566406|-35.91496276855469
55|a large thing facing backwards|-26.357473373413086|-48.43949508666992|-49.348880767822266|-40.73446273803711|-48.874267578125|-49.22338104248047|-39.275047302246094
56|a large thing facing to the left|-26.296672821044922|-45.29653549194336|-41.827781677246094|-47.54751968383789|-43.96049880981445|-41.16447830200195|-45.79447937011719
57|a large fan|-12.631375312805176|-32.02400588989258|-26.29041290283203|-25.774965286254883|-37.24725341796875|-34.158485412597656|-34.40446472167969
58|a large fan facing backwards|-16.56730842590332|-36.43316650390625|-36.024314880371094|-26.4682674407959|-39.44384765625|-39.56193161010742|-35.209869384765625
59|a large fan facing to the left|-13.931133270263672|-33.08292007446289|-27.483592987060547|-31.13576316833496|-38.642208099365234|-34.883323669433594|-37.691261291503906
60|a large sofa|-13.676817893981934|-34.10710144042969|-30.63873291015625|-30.620433807373047|-32.34553527832031|-28.20980453491211|-27.06917953491211
61|a large sofa facing backwards|-15.28938102722168|-36.80096435546875|-35.915164947509766|-31.022260665893555|-37.18693923950195|-37.89813995361328|-27.33251190185547
62|a large sofa facing to the left|-15.012358665466309|-34.889808654785156|-31.237232208251953|-34.48482894897461|-32.986751556396484|-28.641925811767578|-32.705101013183594
63|a large, blue thing|-22.719287872314453|-41.33369827270508|-38.08247375488281|-40.55570983886719|-41.44896697998047|-38.15020751953125|-40.67280578613281
64|a large, blue thing facing backwards|-30.8887882232666|-48.06971740722656|-48.88905334472656|-46.685359954833984|-48.98917007446289|-48.69004821777344|-47.39765930175781
65|a large, blue thing facing to the left|-23.773893356323242|-42.62278747558594|-38.906795501708984|-42.229339599609375|-42.42045974731445|-38.84452438354492|-41.969329833984375
66|a large, blue fan|-9.313961029052734|-29.244258880615234|-22.198028564453125|-28.397663116455078|-32.28696823120117|-31.088516235351562|-31.24331283569336
67|a large, blue fan facing backwards|-15.651887893676758|-35.27090072631836|-34.41157150268555|-34.8106689453125|-37.617218017578125|-37.43434143066406|-36.0971794128418
68|a large, blue fan facing to the left|-9.531506538391113|-29.402753829956055|-22.713586807250977|-28.799468994140625|-32.559600830078125|-31.495519638061523|-31.588672637939453
69|a large, blue sofa|-12.502784729003906|-31.764854431152344|-29.341503143310547|-32.108829498291016|-28.013233184814453|-22.429174423217773|-28.433982849121094
70|a large, blue sofa facing backwards|-18.489282608032227|-38.1777229309082|-37.83713150024414|-37.55474853515625|-36.80263900756836|-34.32206344604492|-35.023983001708984
71|a large, blue sofa facing to the left|-12.686516761779785|-31.888151168823242|-29.796457290649414|-32.396453857421875|-28.143760681152344|-22.599971771240234|-28.702348709106445
72|a small, red thing|-25.436368942260742|-46.3454704284668|-44.78031921386719|-41.92945098876953|-45.7938232421875|-46.00736618041992|-43.580841064453125
73|a small, red thing facing to the left|-29.529253005981445|-50.11880874633789|-49.14996337890625|-48.31544494628906|-48.83868408203125|-50.30310821533203|-48.799224853515625
74|a small, red fan|-15.186235427856445|-35.92454528808594|-34.652198791503906|-30.68922996520996|-36.78474426269531|-36.32362365722656|-34.726295471191406
75|a small, red fan facing to the left|-17.013248443603516|-37.472843170166016|-36.93876647949219|-34.041839599609375|-38.10127258300781|-38.374691009521484|-37.192447662353516
76|a small, red sofa|-16.32732582092285|-37.00354766845703|-35.516319274902344|-34.73634719848633|-35.15302658081055|-36.14988327026367|-33.049312591552734
77|a small, red sofa facing to the left|-19.066728591918945|-39.21158981323242|-37.97261047363281|-37.781612396240234|-36.8636589050293|-38.813018798828125|-36.30807113647461
78|a small, green thing|-23.63454818725586|-37.88587188720703|-40.250244140625|-39.23889923095703|-37.124176025390625|-42.60594177246094|-41.69705581665039
79|a small, green thing facing to the left|-24.980348587036133|-38.97735595703125|-42.229270935058594|-41.22608947753906|-38.171844482421875|-44.478458404541016|-43.705867767333984
80|a small, green fan|-10.616047859191895|-21.977853775024414|-29.60945701599121|-27.26730728149414|-29.718963623046875|-31.58981704711914|-31.00590705871582
81|a small, green fan facing to the left|-10.96103572845459|-22.336591720581055|-29.96567153930664|-27.539310455322266|-30.259597778320312|-32.0797233581543|-31.456193923950195
82|a small, green sofa|-15.533016204833984|-29.35242462158203|-32.17106628417969|-30.791479110717773|-21.360578536987305|-31.221031188964844|-30.382078170776367
83|a small, green sofa facing to the left|-15.947382926940918|-29.794639587402344|-32.64424514770508|-31.181169509887695|-21.68467140197754|-31.45575523376465|-30.65809440612793
84|a small thing|-15.06145191192627|-37.493228912353516|-38.68882369995117|-38.16201400756836|-36.420318603515625|-40.65785217285156|-39.18292236328125
85|a small thing facing to the left|-21.846771240234375|-42.43268966674805|-44.27515411376953|-44.382659912109375|-41.494354248046875|-45.543949127197266|-44.956417083740234
86|a small fan|-4.4845123291015625|-27.437053680419922|-30.300884246826172|-30.049381256103516|-32.69340133666992|-33.2580680847168|-31.960674285888672
87|a small fan facing to the left|-6.068967342376709|-28.610431671142578|-32.1090202331543|-31.522232055664062|-34.11809158325195|-35.112911224365234|-33.953590393066406
88|a small sofa|-12.731009483337402|-33.46006393432617|-33.91858673095703|-32.90465545654297|-27.91010284423828|-34.043617248535156|-32.914817810058594
89|a small sofa facing to the left|-13.90180778503418|-34.21580123901367|-35.16339111328125|-34.086639404296875|-28.68674659729004|-35.00546646118164|-34.27272033691406
90|a small, blue thing|-15.789676666259766|-41.80927276611328|-40.81502151489258|-40.6506462097168|-42.541015625|-42.614627838134766|-41.121726989746094
91|a small, blue thing facing to the left|-18.132648468017578|-43.791259765625|-42.474510192871094|-42.915164947509766|-44.46375274658203|-44.3972053527832|-43.46220016479492
92|a small, blue fan|-0.8000811338424683|-29.351531982421875|-28.46908950805664|-27.747018814086914|-30.794618606567383|-30.734432220458984|-29.001258850097656
93|a small, blue fan facing to the left|-1.318397879600525|-29.725784301757812|-28.868715286254883|-28.320377349853516|-31.71227264404297|-31.382766723632812|-29.72662925720215
94|a small, blue sofa|-12.055549621582031|-36.15979766845703|-34.79473114013672|-34.41241455078125|-33.43095779418945|-33.01034164428711|-32.86101531982422
95|a small, blue sofa facing to the left|-12.69068717956543|-36.67112350463867|-35.223114013671875|-34.98356628417969|-33.93965530395508|-33.41389465332031|-33.40113067626953
