|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-36.25574493408203|-15.455939292907715|-36.662269592285156|-15.390040397644043|-15.235889434814453|-14.224806785583496|-37.56199645996094
1|a thing facing forwards|-47.57192611694336|-19.507278442382812|-49.58818817138672|-28.152841567993164|-19.425453186035156|-24.344898223876953|-48.66054153442383
2|a thing facing backwards|-41.88876724243164|-23.897266387939453|-43.900386810302734|-21.44011878967285|-23.766130447387695|-18.563365936279297|-42.10333251953125
3|a chair|-26.419387817382812|-4.972402572631836|-27.724943161010742|-6.452132225036621|-7.211017608642578|-6.976099967956543|-29.31083869934082
4|a chair facing forwards|-32.795772552490234|-5.486090660095215|-34.517120361328125|-13.713371276855469|-8.440564155578613|-9.847132682800293|-34.886539459228516
5|a chair facing backwards|-27.174057006835938|-10.763688087463379|-29.485265731811523|-7.573002815246582|-9.452790260314941|-7.815483093261719|-30.135009765625
6|a desk|-32.353858947753906|-8.780330657958984|-32.551368713378906|-10.46047306060791|-5.031383514404297|-5.942964553833008|-29.29029655456543
7|a desk facing forwards|-34.128211975097656|-9.914798736572266|-37.04083251953125|-15.696407318115234|-6.034276962280273|-11.929719924926758|-35.74456024169922
8|a desk facing backwards|-34.11124801635742|-11.326669692993164|-33.668121337890625|-11.38592529296875|-12.497579574584961|-6.55066442489624|-30.30983543395996
9|a grey thing|-36.84360122680664|-16.056577682495117|-38.7884521484375|-15.298443794250488|-16.59596824645996|-16.906391143798828|-38.37596130371094
10|a grey thing facing forwards|-45.43218994140625|-18.074974060058594|-43.88163757324219|-24.673063278198242|-18.895715713500977|-19.289979934692383|-47.18290710449219
11|a grey thing facing backwards|-39.862606048583984|-22.52959632873535|-41.25637435913086|-17.852985382080078|-24.068639755249023|-19.69679069519043|-40.52505874633789
12|a grey chair|-23.91861915588379|-5.0919694900512695|-29.63588523864746|-5.3855061531066895|-8.726871490478516|-8.875981330871582|-30.193641662597656
