|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-36.25574493408203|-37.50672149658203|-36.662269592285156|-36.88613510131836|-15.235889434814453|-14.224806785583496|-15.765118598937988
1|a thing facing forwards|-47.57192611694336|-41.55805969238281|-49.58818817138672|-49.64893341064453|-19.425453186035156|-24.344898223876953|-26.863662719726562
2|a thing facing backwards|-41.88876724243164|-45.94804763793945|-43.900386810302734|-42.936214447021484|-23.766130447387695|-18.563365936279297|-20.30645179748535
3|a chair|-26.419387817382812|-27.023183822631836|-27.724943161010742|-27.948226928710938|-7.211017608642578|-6.976099967956543|-7.513963222503662
4|a chair facing forwards|-32.795772552490234|-27.5368709564209|-34.517120361328125|-35.20946502685547|-8.440564155578613|-9.847132682800293|-13.089664459228516
5|a chair facing backwards|-27.174057006835938|-32.81446838378906|-29.485265731811523|-29.0690975189209|-9.452790260314941|-7.815483093261719|-8.338134765625
6|a desk|-32.353858947753906|-30.831111907958984|-32.551368713378906|-31.956567764282227|-5.031383514404297|-5.942964553833008|-7.493420124053955
7|a desk facing forwards|-34.128211975097656|-31.965579986572266|-37.04083251953125|-37.192501068115234|-6.034276962280273|-11.929719924926758|-13.947683334350586
8|a desk facing backwards|-34.11124801635742|-33.37744903564453|-33.668121337890625|-32.882022857666016|-12.497579574584961|-6.55066442489624|-8.512960433959961
9|a grey thing|-36.84360122680664|-38.10736083984375|-38.7884521484375|-36.79453659057617|-16.59596824645996|-16.906391143798828|-16.579084396362305
10|a grey thing facing forwards|-45.43218994140625|-40.12575912475586|-43.88163757324219|-46.16915512084961|-18.895715713500977|-19.289979934692383|-25.386028289794922
11|a grey thing facing backwards|-39.862606048583984|-44.580379486083984|-41.25637435913086|-39.34907531738281|-24.068639755249023|-19.69679069519043|-18.728179931640625
12|a grey chair|-23.91861915588379|-27.142749786376953|-29.63588523864746|-26.88159942626953|-8.726871490478516|-8.875981330871582|-8.39676570892334
13|a grey chair facing forwards|-29.808137893676758|-27.325759887695312|-31.216806411743164|-33.225685119628906|-9.390071868896484|-9.85633373260498|-13.491575241088867
14|a grey chair facing backwards|-24.14813995361328|-32.42133331298828|-30.70924949645996|-27.509437561035156|-10.996150970458984|-9.94909954071045|-8.946919441223145
15|a grey desk|-32.24214172363281|-31.47148895263672|-32.558990478515625|-28.7667293548584|-4.580319881439209|-8.353840827941895|-6.41659688949585
16|a grey desk facing forwards|-32.99428939819336|-31.897737503051758|-33.714813232421875|-32.8173828125|-4.97355318069458|-8.89836311340332|-11.85657024383545
17|a grey desk facing backwards|-34.13479995727539|-35.04665756225586|-33.9248046875|-29.5616455078125|-12.122133255004883|-10.120246887207031|-6.853245735168457
18|a red thing|-40.898780822753906|-41.12431716918945|-35.98815155029297|-38.85639953613281|-19.46804428100586|-15.009095191955566|-18.91432762145996
19|a red thing facing forwards|-47.39794921875|-48.4213752746582|-45.89168930053711|-45.00233840942383|-26.71816062927246|-23.989946365356445|-24.611095428466797
20|a red thing facing backwards|-43.54635238647461|-43.93693923950195|-39.426429748535156|-41.65966796875|-22.021495819091797|-17.77436065673828|-21.641094207763672
21|a red chair|-31.035959243774414|-31.946613311767578|-23.946224212646484|-30.12757682800293|-11.992324829101562|-8.394794464111328|-10.640302658081055
22|a red chair facing forwards|-33.81756591796875|-33.78718948364258|-31.844175338745117|-33.031166076660156|-14.943379402160645|-12.942352294921875|-12.574435234069824
23|a red chair facing backwards|-31.59884262084961|-32.532508850097656|-25.086362838745117|-31.023387908935547|-12.714730262756348|-8.885454177856445|-11.459744453430176
24|a red desk|-33.604248046875|-34.326236724853516|-29.29668426513672|-31.911945343017578|-10.706886291503906|-3.9637222290039062|-10.946294784545898
25|a red desk facing forwards|-36.998016357421875|-38.06129455566406|-36.156890869140625|-35.48590087890625|-15.281753540039062|-10.59402847290039|-14.033583641052246
26|a red desk facing backwards|-34.230716705322266|-34.979583740234375|-30.870319366455078|-32.77728271484375|-11.213308334350586|-4.401741027832031|-11.4734468460083
27|a large thing|-37.41678237915039|-38.439453125|-37.70580291748047|-39.24375915527344|-16.21579360961914|-15.558947563171387|-19.689586639404297
28|a large thing facing forwards|-47.04460144042969|-42.71220016479492|-48.61685562133789|-44.25373840332031|-20.14040184020996|-24.80651092529297|-24.325727462768555
29|a large thing facing backwards|-42.795257568359375|-47.23109436035156|-43.563148498535156|-43.019935607910156|-25.361543655395508|-19.153797149658203|-23.12465476989746
30|a large chair|-26.955421447753906|-27.83364486694336|-27.75322723388672|-30.080989837646484|-9.180452346801758|-8.680132865905762|-10.676118850708008
31|a large chair facing forwards|-31.991024017333984|-28.160078048706055|-32.08695602416992|-32.05318069458008|-9.837307929992676|-10.894665718078613|-12.350776672363281
32|a large chair facing backwards|-27.392812728881836|-33.135250091552734|-28.981599807739258|-31.37723731994629|-11.668235778808594|-9.224896430969238|-11.804704666137695
33|a large desk|-33.24642562866211|-32.379493713378906|-32.0024528503418|-31.847869873046875|-4.9402689933776855|-5.432812690734863|-10.366687774658203
34|a large desk facing forwards|-34.14420700073242|-32.81612014770508|-35.273372650146484|-33.744346618652344|-5.521632671356201|-10.718525886535645|-12.128888130187988
35|a large desk facing backwards|-34.98987579345703|-35.07786178588867|-32.65305709838867|-32.997344970703125|-12.880556106567383|-5.854744911193848|-11.25525951385498
36|a large, grey thing|-38.52500915527344|-38.964752197265625|-40.882266998291016|-40.059349060058594|-16.955718994140625|-19.55284881591797|-19.033832550048828
37|a large, grey thing facing forwards|-45.854209899902344|-39.673614501953125|-43.8714485168457|-42.86867141723633|-18.251596450805664|-20.829519271850586|-21.38042640686035
38|a large, grey thing facing backwards|-40.268157958984375|-45.37548828125|-42.80678939819336|-41.92874526977539|-24.86631202697754|-21.99156379699707|-20.79021644592285
39|a large, grey chair|-22.313196182250977|-21.963098526000977|-29.713584899902344|-27.208045959472656|-7.416898727416992|-9.014044761657715|-7.2916693687438965
40|a large, grey chair facing forwards|-28.438175201416016|-22.00963592529297|-30.71356964111328|-28.417163848876953|-7.543246269226074|-9.287651062011719|-8.080561637878418
