|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-43.796939849853516|-22.668731689453125|-22.14980125427246|-39.03656768798828|-44.20204162597656|-23.06211280822754|-16.970258712768555
1|a grey thing facing to the left|-46.84231948852539|-25.251094818115234|-25.801483154296875|-46.09025573730469|-46.05341339111328|-25.362911224365234|-24.37839126586914
2|a grey thing|-40.78804397583008|-19.9012451171875|-20.111549377441406|-37.13362503051758|-41.43468475341797|-20.463489532470703|-15.657844543457031
3|a grey thing facing to the right|-46.6040153503418|-25.345300674438477|-25.92146873474121|-45.37865447998047|-46.78521728515625|-25.366710662841797|-23.276432037353516
4|a grey thing facing backwards|-45.63942337036133|-24.551572799682617|-23.30088233947754|-45.930877685546875|-45.42909622192383|-23.74578285217285|-24.088014602661133
5|a grey chair facing forwards|-33.14430236816406|-12.546875|-12.221124649047852|-26.14630126953125|-34.8453483581543|-14.435190200805664|-9.253213882446289
6|a grey chair facing to the left|-36.67607498168945|-15.587701797485352|-15.888120651245117|-32.81576156616211|-37.58674621582031|-17.126060485839844|-14.29027271270752
7|a grey chair|-32.30399703979492|-11.86055850982666|-11.620789527893066|-25.585561752319336|-33.837711334228516|-13.659399032592773|-8.767279624938965
8|a grey chair facing to the right|-36.4238395690918|-15.566102981567383|-15.883157730102539|-31.97858238220215|-37.82884216308594|-17.06221580505371|-13.980572700500488
9|a grey chair facing backwards|-36.294227600097656|-15.411744117736816|-14.398138046264648|-33.8183708190918|-37.5677490234375|-16.372840881347656|-14.837125778198242
10|a grey sofa facing forwards|-35.100677490234375|-13.914146423339844|-14.441253662109375|-30.576292037963867|-34.97129821777344|-13.54550838470459|-6.271563529968262
11|a grey sofa facing to the left|-38.62962341308594|-16.926097869873047|-17.747398376464844|-35.51353073120117|-37.35972213745117|-16.477895736694336|-13.084505081176758
12|a grey sofa|-34.36920166015625|-13.358478546142578|-13.795808792114258|-29.883174896240234|-34.15937423706055|-12.948310852050781|-5.9895429611206055
13|a grey sofa facing backwards|-38.799442291259766|-17.387815475463867|-17.10015296936035|-36.58782958984375|-37.638755798339844|-15.572918891906738|-13.973998069763184
14|a red thing facing forwards|-48.62983703613281|-27.95880126953125|-26.522977828979492|-51.138999938964844|-47.144493103027344|-27.813270568847656|-27.936342239379883
15|a red thing facing to the left|-46.44077682495117|-20.25127410888672|-21.841381072998047|-45.8454475402832|-39.754520416259766|-21.728839874267578|-22.152587890625
16|a red thing|-37.01120376586914|-16.28348159790039|-18.740406036376953|-41.271148681640625|-35.72529602050781|-18.798009872436523|-18.373945236206055
17|a red thing facing to the right|-40.61518096923828|-26.39743423461914|-22.66136932373047|-44.991695404052734|-46.574241638183594|-24.576871871948242|-23.03392791748047
18|a red thing facing backwards|-47.353328704833984|-24.76720428466797|-23.717512130737305|-49.41600799560547|-45.4359245300293|-25.335927963256836|-26.335765838623047
19|a red chair facing forwards|-35.230995178222656|-15.164887428283691|-17.329509735107422|-40.845035552978516|-38.887550354003906|-18.707157135009766|-17.317596435546875
