|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-39.108943939208984|-22.945526123046875|-41.63066101074219|-42.907161712646484|-20.883060455322266|-20.969945907592773|-22.773723602294922
1|a grey thing facing to the left|-50.59453582763672|-30.403423309326172|-48.10978317260742|-48.01399612426758|-26.625768661499023|-26.264883041381836|-27.540773391723633
2|a grey thing|-36.807273864746094|-20.481937408447266|-39.182533264160156|-40.71228790283203|-18.58477783203125|-18.66120147705078|-20.35770034790039
3|a grey thing facing backwards|-47.088504791259766|-29.152385711669922|-46.24310302734375|-47.396034240722656|-25.7626953125|-25.256261825561523|-26.94542121887207
4|a grey fan facing forwards|-39.52583312988281|-22.34408187866211|-41.84081268310547|-43.25801467895508|-15.159854888916016|-15.128753662109375|-16.96504020690918
5|a grey fan facing to the left|-42.91929244995117|-24.405282974243164|-43.87686538696289|-43.24909973144531|-18.770978927612305|-18.4941349029541|-17.730283737182617
6|a grey fan|-37.679630279541016|-20.522140502929688|-39.804412841796875|-40.85422134399414|-13.947308540344238|-13.92231273651123|-15.152538299560547
7|a grey fan facing backwards|-42.087615966796875|-22.76325798034668|-41.52814865112305|-43.922672271728516|-18.027795791625977|-15.781583786010742|-18.48129653930664
8|a grey desk facing forwards|-24.20928192138672|-12.86823558807373|-32.58578872680664|-33.64380645751953|-11.93851089477539|-12.102478981018066|-14.017417907714844
9|a grey desk facing to the left|-36.16703796386719|-19.90142059326172|-39.6197624206543|-39.778873443603516|-18.45918083190918|-18.721542358398438|-20.26801872253418
10|a grey desk|-23.164409637451172|-10.84472370147705|-30.32744789123535|-31.625574111938477|-9.903197288513184|-10.43759822845459|-11.80155086517334
11|a grey desk facing backwards|-34.149497985839844|-19.902740478515625|-39.430694580078125|-39.79552459716797|-18.57126808166504|-18.727487564086914|-20.26356315612793
12|a red thing facing forwards|-48.858551025390625|-26.473175048828125|-44.388118743896484|-47.39204788208008|-27.049776077270508|-24.398849487304688|-28.056697845458984
13|a red thing facing to the left|-49.359580993652344|-27.868362426757812|-45.687599182128906|-47.80622863769531|-27.72708511352539|-24.499380111694336|-27.720582962036133
14|a red thing|-42.22365951538086|-21.481969833374023|-35.506195068359375|-41.82012939453125|-20.737045288085938|-16.098325729370117|-21.43256378173828
15|a red thing facing backwards|-44.42253875732422|-23.638309478759766|-37.75164794921875|-44.019920349121094|-22.659942626953125|-17.8927001953125|-23.65162467956543
16|a red fan facing forwards|-38.68210983276367|-18.371381759643555|-35.6434440612793|-39.46621322631836|-15.987625122070312|-10.873602867126465|-17.113121032714844
17|a red fan facing to the left|-39.77488327026367|-19.12620735168457|-35.29441452026367|-39.682640075683594|-16.4636173248291|-10.401866912841797|-17.09140968322754
18|a red fan|-34.557769775390625|-14.624404907226562|-28.724916458129883|-35.23666000366211|-10.821863174438477|-4.233563423156738|-12.20396614074707
19|a red fan facing backwards|-35.212249755859375|-15.544734001159668|-29.821073532104492|-36.17952346801758|-11.50999927520752|-4.781243324279785|-12.874421119689941
20|a red desk facing forwards|-35.98563003540039|-14.994064331054688|-30.621315002441406|-35.68988800048828|-16.065584182739258|-12.264909744262695|-16.73800277709961
21|a red desk facing to the left|-37.76448059082031|-17.03898811340332|-30.650779724121094|-37.097564697265625|-18.238056182861328|-13.015567779541016|-18.636192321777344
22|a red desk|-31.712173461914062|-11.859705924987793|-22.787635803222656|-31.99334144592285|-12.346380233764648|-7.128127098083496|-12.935462951660156
23|a red desk facing backwards|-32.31574249267578|-12.74530029296875|-23.61798858642578|-32.98002624511719|-13.61457633972168|-8.027046203613281|-14.239025115966797
24|a green thing facing forwards|-48.8548698425293|-26.93294906616211|-48.29251480102539|-46.65739440917969|-26.669342041015625|-26.081005096435547|-25.672645568847656
25|a green thing facing to the left|-43.16794967651367|-21.15859031677246|-42.6141471862793|-39.68926239013672|-21.0222110748291|-20.09307098388672|-18.47296905517578
26|a green thing|-40.220977783203125|-18.437759399414062|-39.21018981933594|-35.79126739501953|-17.296890258789062|-17.312082290649414|-15.181863784790039
27|a green thing facing backwards|-47.69358444213867|-25.935287475585938|-46.97703170776367|-46.41520690917969|-26.80341148376465|-24.62809944152832|-25.357194900512695
28|a green fan facing forwards|-39.12301254272461|-18.020015716552734|-39.37015914916992|-39.84785461425781|-15.922541618347168|-16.267141342163086|-14.772762298583984
29|a green fan facing to the left|-32.99497985839844|-11.802659034729004|-33.0969352722168|-32.47449493408203|-9.874597549438477|-10.295029640197754|-7.409158706665039
30|a green fan|-32.01351547241211|-10.658454895019531|-31.738094329833984|-30.57442283630371|-8.382890701293945|-9.43502426147461|-5.581853866577148
31|a green fan facing backwards|-38.8067626953125|-17.758831024169922|-38.93462371826172|-40.30890655517578|-17.22966766357422|-15.804336547851562|-15.561800956726074
32|a green desk facing forwards|-36.536521911621094|-16.682353973388672|-38.30210876464844|-33.62501525878906|-15.505308151245117|-15.413444519042969|-14.624649047851562
33|a green desk facing to the left|-31.68071746826172|-11.334829330444336|-32.97270202636719|-26.693374633789062|-11.418761253356934|-11.682445526123047|-8.610989570617676
34|a green desk|-30.696157455444336|-9.991493225097656|-31.346454620361328|-25.08595085144043|-9.341745376586914|-10.190738677978516|-6.772577285766602
35|a green desk facing backwards|-36.50791931152344|-16.49006462097168|-37.926856994628906|-34.61217498779297|-16.26453399658203|-14.262250900268555|-14.75259017944336
