|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-36.25574493408203|-15.455939292907715|-36.662269592285156|-36.88613510131836|-36.78667068481445|-36.15840148925781|-37.56199645996094
1|a thing facing forwards|-47.57192611694336|-19.507278442382812|-49.58818817138672|-49.64893341064453|-40.976234436035156|-46.27849197387695|-48.66054153442383
2|a thing facing backwards|-41.88876724243164|-23.897266387939453|-43.900386810302734|-42.936214447021484|-45.31690979003906|-40.4969596862793|-42.10333251953125
3|a chair|-26.419387817382812|-4.972402572631836|-27.724943161010742|-27.948226928710938|-28.761798858642578|-28.90969467163086|-29.31083869934082
4|a chair facing forwards|-32.795772552490234|-5.486090660095215|-34.517120361328125|-35.20946502685547|-29.99134635925293|-31.78072738647461|-34.886539459228516
5|a chair facing backwards|-27.174057006835938|-10.763688087463379|-29.485265731811523|-29.0690975189209|-31.003572463989258|-29.74907875061035|-30.135009765625
6|a desk|-32.353858947753906|-8.780330657958984|-32.551368713378906|-31.956567764282227|-26.582164764404297|-27.876558303833008|-29.29029655456543
7|a desk facing forwards|-34.128211975097656|-9.914798736572266|-37.04083251953125|-37.192501068115234|-27.585058212280273|-33.863311767578125|-35.74456024169922
8|a desk facing backwards|-34.11124801635742|-11.326669692993164|-33.668121337890625|-32.882022857666016|-34.048362731933594|-28.484256744384766|-30.30983543395996
9|a grey thing|-36.84360122680664|-16.056577682495117|-38.7884521484375|-36.79453659057617|-38.146751403808594|-38.83998489379883|-38.37596130371094
10|a grey thing facing forwards|-45.43218994140625|-18.074974060058594|-43.88163757324219|-46.16915512084961|-40.44649887084961|-41.223575592041016|-47.18290710449219
11|a grey thing facing backwards|-39.862606048583984|-22.52959632873535|-41.25637435913086|-39.34907531738281|-45.619422912597656|-41.63038635253906|-40.52505874633789
12|a grey chair|-23.91861915588379|-5.0919694900512695|-29.63588523864746|-26.88159942626953|-30.277652740478516|-30.809574127197266|-30.193641662597656
13|a grey chair facing forwards|-29.808137893676758|-5.274979591369629|-31.216806411743164|-33.225685119628906|-30.940853118896484|-31.789926528930664|-35.2884521484375
14|a grey chair facing backwards|-24.14813995361328|-10.37055492401123|-30.70924949645996|-27.509437561035156|-32.546932220458984|-31.882692337036133|-30.743797302246094
15|a grey desk|-32.24214172363281|-9.420708656311035|-32.558990478515625|-28.7667293548584|-26.131101608276367|-30.28743553161621|-28.213472366333008
16|a grey desk facing forwards|-32.99428939819336|-9.84695816040039|-33.714813232421875|-32.8173828125|-26.524335861206055|-30.83195686340332|-33.653446197509766
17|a grey desk facing backwards|-34.13479995727539|-12.99587631225586|-33.9248046875|-29.5616455078125|-33.672916412353516|-32.05384063720703|-28.650121688842773
18|a red thing|-40.898780822753906|-19.073535919189453|-35.98815155029297|-38.85639953613281|-41.01882553100586|-36.94268798828125|-40.711204528808594
19|a red thing facing forwards|-47.39794921875|-26.370594024658203|-45.89168930053711|-45.00233840942383|-48.26893997192383|-45.92353820800781|-46.4079704284668
20|a red thing facing backwards|-43.54635238647461|-21.886157989501953|-39.426429748535156|-41.65966796875|-43.57227325439453|-39.70795440673828|-43.43797302246094
21|a red chair|-31.035959243774414|-9.895832061767578|-23.946224212646484|-30.12757682800293|-33.54310607910156|-30.328388214111328|-32.43717956542969
22|a red chair facing forwards|-33.81756591796875|-11.736411094665527|-31.844175338745117|-33.031166076660156|-36.49415969848633|-34.875946044921875|-34.37131118774414
23|a red chair facing backwards|-31.59884262084961|-10.481730461120605|-25.086362838745117|-31.023387908935547|-34.26551055908203|-30.819049835205078|-33.256622314453125
24|a red desk|-33.604248046875|-12.275457382202148|-29.29668426513672|-31.911945343017578|-32.257667541503906|-25.897315979003906|-32.74317169189453
25|a red desk facing forwards|-36.998016357421875|-16.010513305664062|-36.156890869140625|-35.48590087890625|-36.83253479003906|-32.52762222290039|-35.83045959472656
26|a red desk facing backwards|-34.230716705322266|-12.928805351257324|-30.870319366455078|-32.77728271484375|-32.76408767700195|-26.33533477783203|-33.270320892333984
27|a large thing|-37.41678237915039|-16.388671875|-37.70580291748047|-39.24375915527344|-37.76657485961914|-37.4925422668457|-41.4864616394043
28|a large thing facing forwards|-47.04460144042969|-20.66141700744629|-48.61685562133789|-44.25373840332031|-41.69118118286133|-46.74010467529297|-46.12260437011719
29|a large thing facing backwards|-42.795257568359375|-25.180315017700195|-43.563148498535156|-43.019935607910156|-46.912322998046875|-41.0873908996582|-44.92152786254883
30|a large chair|-26.955421447753906|-5.782863140106201|-27.75322723388672|-30.080989837646484|-30.73123550415039|-30.613727569580078|-32.47299575805664
31|a large chair facing forwards|-31.991024017333984|-6.109294891357422|-32.08695602416992|-32.05318069458008|-31.388092041015625|-32.8282585144043|-34.14765548706055
32|a large chair facing backwards|-27.392812728881836|-11.084468841552734|-28.981599807739258|-31.37723731994629|-33.219017028808594|-31.158491134643555|-33.60158157348633
33|a large desk|-33.24642562866211|-10.328712463378906|-32.0024528503418|-31.847869873046875|-26.491050720214844|-27.366405487060547|-32.1635627746582
34|a large desk facing forwards|-34.14420700073242|-10.765338897705078|-35.273372650146484|-33.744346618652344|-27.07241439819336|-32.65211868286133|-33.92576217651367
35|a large desk facing backwards|-34.98987579345703|-13.027080535888672|-32.65305709838867|-32.997344970703125|-34.43133544921875|-27.78833770751953|-33.0521354675293
36|a large, grey thing|-38.52500915527344|-16.913970947265625|-40.882266998291016|-40.059349060058594|-38.506500244140625|-41.48644256591797|-40.830711364746094
37|a large, grey thing facing forwards|-45.854209899902344|-17.622833251953125|-43.8714485168457|-42.86867141723633|-39.80237579345703|-42.76311111450195|-43.177303314208984
38|a large, grey thing facing backwards|-40.268157958984375|-23.32470703125|-42.80678939819336|-41.92874526977539|-46.417091369628906|-43.92515563964844|-42.587093353271484
39|a large, grey chair|-22.313196182250977|0.08768265694379807|-29.713584899902344|-27.208045959472656|-28.967681884765625|-30.9476375579834|-29.088546752929688
40|a large, grey chair facing forwards|-28.438175201416016|0.04114478453993797|-30.71356964111328|-28.417163848876953|-29.09402847290039|-31.221242904663086|-29.877439498901367
41|a large, grey chair facing backwards|-22.42919158935547|-8.229947090148926|-30.499034881591797|-27.696807861328125|-32.786827087402344|-32.69025421142578|-29.823476791381836
42|a large, grey desk|-31.952560424804688|-7.133768081665039|-32.85816192626953|-29.399410247802734|-22.046627044677734|-29.64349937438965|-28.807838439941406
43|a large, grey desk facing forwards|-32.23365783691406|-7.309322357177734|-33.55166244506836|-29.644433975219727|-22.270462036132812|-29.929349899291992|-29.126148223876953
44|a large, grey desk facing backwards|-34.75617218017578|-12.280317306518555|-34.002967834472656|-32.283477783203125|-32.06922149658203|-31.584077835083008|-30.48651885986328
45|a large, red thing|-45.92167663574219|-24.19442367553711|-37.08092498779297|-40.59914016723633|-45.644081115722656|-37.19964599609375|-41.434783935546875
46|a large, red thing facing forwards|-50.547637939453125|-27.59918212890625|-45.17700958251953|-46.76894760131836|-50.145957946777344|-44.78388595581055|-46.73538589477539
47|a large, red thing facing backwards|-47.00590515136719|-25.204471588134766|-38.20150375366211|-42.71321487426758|-46.8999137878418|-38.223445892333984|-42.9355354309082
48|a large, red chair|-33.48480987548828|-11.965078353881836|-21.74227523803711|-28.08155632019043|-35.147682189941406|-28.30681610107422|-30.428476333618164
49|a large, red chair facing forwards|-35.63083267211914|-13.205936431884766|-29.153240203857422|-31.286575317382812|-37.089515686035156|-31.62575340270996|-32.83570861816406
50|a large, red chair facing backwards|-33.7318115234375|-12.430191040039062|-21.932323455810547|-28.240598678588867|-35.47146987915039|-28.43636131286621|-30.60312271118164
51|a large, red desk|-36.939186096191406|-15.096628189086914|-28.636640548706055|-31.18486213684082|-34.125160217285156|-22.038244247436523|-29.596229553222656
52|a large, red desk facing forwards|-39.70201110839844|-17.675865173339844|-33.63787841796875|-35.19040298461914|-37.54669952392578|-28.768924713134766|-33.64339828491211
53|a large, red desk facing backwards|-37.244140625|-15.460371017456055|-29.170780181884766|-31.509206771850586|-34.38753128051758|-22.137069702148438|-29.719205856323242
54|a small thing|-42.155067443847656|-19.556991577148438|-39.9656982421875|-36.64314651489258|-40.272064208984375|-39.90545654296875|-37.352874755859375
55|a small thing facing backwards|-45.767303466796875|-23.58668327331543|-44.71147155761719|-41.85443878173828|-43.810028076171875|-43.90727615356445|-42.02997970581055
56|a small chair|-33.1455078125|-11.765726089477539|-31.503585815429688|-27.52336311340332|-32.96425247192383|-32.639644622802734|-30.242828369140625
57|a small chair facing backwards|-33.82701873779297|-12.525697708129883|-32.534976959228516|-28.337493896484375|-33.76114273071289|-33.46882629394531|-30.78145980834961
58|a small desk|-33.929595947265625|-11.843925476074219|-32.5048828125|-31.394519805908203|-31.518951416015625|-31.401622772216797|-28.443485260009766
59|a small desk facing backwards|-34.556053161621094|-12.391079902648926|-33.381649017333984|-32.09546661376953|-32.095394134521484|-31.930042266845703|-28.95829963684082
60|a small, grey thing|-43.45949172973633|-20.979185104370117|-40.170162200927734|-37.937591552734375|-40.97845458984375|-40.51034164428711|-37.98808288574219
61|a small, grey thing facing backwards|-44.64804458618164|-22.37442970275879|-41.781272888183594|-38.92042541503906|-42.15914535522461|-41.852500915527344|-38.75846862792969
62|a small, grey chair|-30.584299087524414|-8.195289611816406|-28.535188674926758|-22.010269165039062|-30.16861343383789|-29.84296226501465|-26.64516830444336
63|a small, grey chair facing backwards|-30.774005889892578|-8.402610778808594|-28.769527435302734|-22.22342872619629|-30.341876983642578|-29.986055374145508|-26.773202896118164
64|a small, grey desk|-31.425167083740234|-8.856664657592773|-29.673446655273438|-26.540773391723633|-28.350868225097656|-28.58915138244629|-22.065959930419922
65|a small, grey desk facing backwards|-31.636327743530273|-9.047110557556152|-29.94422149658203|-26.961225509643555|-28.56583023071289|-28.75474739074707|-22.199047088623047
66|a small, red thing|-45.53977584838867|-23.4356746673584|-42.467323303222656|-45.211822509765625|-43.525264739990234|-42.20375061035156|-45.94795227050781
67|a small, red thing facing backwards|-48.07710647583008|-25.871952056884766|-44.8321533203125|-46.84417724609375|-45.57894515991211|-44.265811920166016|-47.484588623046875
68|a small, red chair|-34.48664474487305|-12.309066772460938|-30.96854591369629|-34.46527862548828|-33.58710479736328|-32.28029251098633|-36.325496673583984
69|a small, red chair facing backwards|-35.100135803222656|-12.844000816345215|-31.371782302856445|-34.85172653198242|-34.07999038696289|-32.77703857421875|-36.79771041870117
70|a small, red desk|-35.6357307434082|-13.612117767333984|-34.2586555480957|-36.274784088134766|-33.40663528442383|-31.915821075439453|-35.762420654296875
71|a small, red desk facing backwards|-36.11241149902344|-14.057887077331543|-34.80305099487305|-36.73402786254883|-33.77252960205078|-32.23301696777344|-36.119041442871094
