|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-43.796939849853516|-44.731231689453125|-44.12635803222656|-39.03656768798828|-23.334856033325195|-45.17930221557617|-39.04838180541992
1|a grey thing facing to the left|-46.84231948852539|-47.313594818115234|-47.77804183959961|-46.09025573730469|-25.18623161315918|-47.480098724365234|-46.456512451171875
2|a grey thing|-40.78804397583008|-41.9637451171875|-42.08810806274414|-37.13362503051758|-20.56749725341797|-42.5806770324707|-37.73596954345703
3|a grey thing facing to the right|-46.6040153503418|-47.40780258178711|-47.89802551269531|-45.37865447998047|-25.91803550720215|-47.4838981628418|-45.35455322265625
4|a grey thing facing backwards|-45.63942337036133|-46.61407470703125|-45.27743911743164|-45.930877685546875|-24.561908721923828|-45.862972259521484|-46.1661376953125
5|a grey chair facing forwards|-33.14430236816406|-34.609378814697266|-34.19768524169922|-26.14630126953125|-13.978161811828613|-36.55237579345703|-31.331340789794922
6|a grey chair facing to the left|-36.67607498168945|-37.65020751953125|-37.86468505859375|-32.81576156616211|-16.71955680847168|-39.243247985839844|-36.3683967590332
7|a grey chair|-32.30399703979492|-33.92306137084961|-33.59735107421875|-25.585561752319336|-12.9705228805542|-35.776588439941406|-30.84540557861328
8|a grey chair facing to the right|-36.4238395690918|-37.62860870361328|-37.85972213745117|-31.97858238220215|-16.961652755737305|-39.179405212402344|-36.05869674682617
9|a grey chair facing backwards|-36.294227600097656|-37.47425079345703|-36.374698638916016|-33.8183708190918|-16.7005615234375|-38.490028381347656|-36.915252685546875
10|a grey sofa facing forwards|-35.100677490234375|-35.97665023803711|-36.41781234741211|-30.576292037963867|-14.104106903076172|-35.662696838378906|-28.349689483642578
11|a grey sofa facing to the left|-38.62962341308594|-38.98860168457031|-39.723960876464844|-35.51353073120117|-16.492534637451172|-38.59508514404297|-35.162628173828125
12|a grey sofa|-34.36920166015625|-35.420982360839844|-35.772369384765625|-29.883174896240234|-13.292184829711914|-35.06549835205078|-28.067668914794922
13|a grey sofa facing backwards|-38.799442291259766|-39.450321197509766|-39.07671356201172|-36.58782958984375|-16.771564483642578|-37.69010543823242|-36.0521240234375
14|a red thing facing forwards|-48.62983703613281|-50.02130126953125|-48.49953842163086|-51.138999938964844|-26.27730941772461|-49.93046188354492|-50.014469146728516
15|a red thing facing to the left|-46.44077682495117|-42.31377410888672|-43.81793975830078|-45.8454475402832|-18.8873348236084|-43.84602355957031|-44.230716705322266
16|a red thing|-37.01120376586914|-38.34598159790039|-40.71696853637695|-41.271148681640625|-14.858108520507812|-40.915199279785156|-40.45207214355469
17|a red thing facing to the right|-40.61518096923828|-48.45993423461914|-44.6379280090332|-44.991695404052734|-25.707056045532227|-46.69405746459961|-45.112056732177734
18|a red thing facing backwards|-47.353328704833984|-46.82970428466797|-45.69407272338867|-49.41600799560547|-24.568740844726562|-47.45311737060547|-48.41389465332031
19|a red chair facing forwards|-35.230995178222656|-37.227386474609375|-39.30607223510742|-40.845035552978516|-18.020362854003906|-40.824344635009766|-39.395721435546875
20|a red chair facing to the left|-30.162614822387695|-28.042863845825195|-33.06275939941406|-35.13723373413086|-10.246007919311523|-34.408424377441406|-33.74394989013672
21|a red chair|-24.235057830810547|-27.008743286132812|-31.913482666015625|-32.43421936035156|-8.961859703063965|-33.353515625|-31.528406143188477
22|a red chair facing to the right|-25.29624366760254|-32.39183044433594|-33.608558654785156|-33.68955612182617|-13.713960647583008|-35.454532623291016|-32.896759033203125
23|a red chair facing backwards|-34.54363250732422|-35.557769775390625|-37.113037109375|-39.930328369140625|-17.33072280883789|-38.69556427001953|-38.48565673828125
24|a red sofa facing forwards|-40.1192741394043|-42.59273910522461|-40.39836883544922|-42.80070495605469|-14.94773006439209|-40.70884323120117|-41.28755187988281
25|a red sofa facing to the left|-34.99684524536133|-35.57710266113281|-35.53512954711914|-38.07258605957031|-6.211369037628174|-33.887149810791016|-35.04144287109375
26|a red sofa|-33.55780792236328|-34.4413948059082|-34.62797164916992|-36.968055725097656|-4.882048606872559|-33.216224670410156|-33.95792770385742
