|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-20.27726936340332|-49.225990295410156|-49.515464782714844|-42.603057861328125|-28.51683807373047
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-26.747188568115234|-42.7384147644043|-48.43141555786133|-48.3671760559082|-20.215707778930664
2|a thing|-37.003273010253906|-37.66355895996094|-15.035714149475098|-37.4713249206543|-37.84295654296875|-37.85650634765625|-15.672463417053223
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-26.708663940429688|-49.53339385986328|-42.70454025268555|-48.51139831542969|-27.580501556396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-11.22433090209961|-38.803855895996094|-35.49253845214844|-29.875673294067383|-15.064193725585938
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-11.698840141296387|-31.547412872314453|-33.41789245605469|-34.443214416503906|-6.111658573150635
6|a chair|-31.098358154296875|-29.959461212158203|-9.471972465515137|-30.69590950012207|-27.568347930908203|-29.288257598876953|-5.472939491271973
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-13.284379005432129|-37.007381439208984|-28.28618812561035|-34.91779327392578|-12.705371856689453
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-7.697422027587891|-35.84181213378906|-36.65092086791992|-33.233951568603516|-14.577841758728027
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-13.151206970214844|-28.238054275512695|-35.118553161621094|-36.34305191040039|-11.148126602172852
10|a desk|-27.119590759277344|-26.668418884277344|-6.344276428222656|-27.123733520507812|-30.879714965820312|-31.839962005615234|-8.922847747802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-13.010099411010742|-34.41524124145508|-32.47328186035156|-35.69835662841797|-12.605939865112305
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-29.75554847717285|-47.92795181274414|-49.43506622314453|-52.533634185791016|-27.03388214111328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-24.103822708129883|-41.04927444458008|-43.216331481933594|-47.411216735839844|-19.177291870117188
14|a grey thing|-42.076072692871094|-42.214237213134766|-19.934215545654297|-37.62052917480469|-40.63518524169922|-44.68362808227539|-16.463851928710938
15|a grey thing facing to the right|-46.5455207824707|-47.70281982421875|-28.144813537597656|-47.23301315307617|-45.99533462524414|-49.98891067504883|-26.031064987182617
16|a grey chair facing forwards|-38.45145034790039|-40.410675048828125|-19.326919555664062|-38.13067626953125|-38.48777389526367|-41.06449890136719|-13.39853286743164
17|a grey chair facing to the left|-33.32644271850586|-34.412193298339844|-13.237115859985352|-30.84540557861328|-31.772066116333008|-35.599979400634766|-5.24791955947876
18|a grey chair|-32.777191162109375|-33.88866424560547|-12.346481323242188|-30.012210845947266|-31.297584533691406|-35.056976318359375|-4.642057418823242
19|a grey chair facing to the right|-35.860626220703125|-37.23501205444336|-16.73335838317871|-36.38604736328125|-35.367454528808594|-38.821006774902344|-11.960527420043945
20|a grey desk facing forwards|-36.21988296508789|-39.07719039916992|-16.514005661010742|-34.04119110107422|-37.704345703125|-40.5115966796875|-14.743511199951172
21|a grey desk facing to the left|-33.419734954833984|-33.340843200683594|-11.406341552734375|-26.65692901611328|-33.7921257019043|-36.8791618347168|-9.26783275604248
22|a grey desk|-32.6341552734375|-32.63747787475586|-10.053335189819336|-25.46041488647461|-32.43488311767578|-35.68696212768555|-7.628805160522461
23|a grey desk facing to the right|-35.22529602050781|-35.62152099609375|-15.137046813964844|-32.878726959228516|-35.59528732299805|-38.613521575927734|-12.073813438415527
24|a green thing facing forwards|-38.67600631713867|-48.05413818359375|-17.697856903076172|-42.56402587890625|-47.52928924560547|-40.83041763305664|-20.521240234375
25|a green thing facing to the left|-46.7004508972168|-47.150394439697266|-24.41256332397461|-44.082401275634766|-46.07516860961914|-47.287071228027344|-22.912094116210938
26|a green thing|-37.122554779052734|-37.261207580566406|-15.278249740600586|-39.35068130493164|-37.81147384643555|-38.60697555541992|-17.934295654296875
27|a green thing facing to the right|-46.506568908691406|-40.40861129760742|-24.38837432861328|-43.49275588989258|-40.807899475097656|-47.3439826965332|-23.414260864257812
28|a green chair facing forwards|-32.02705383300781|-35.81324768066406|-8.978408813476562|-32.450313568115234|-33.309532165527344|-26.933765411376953|-9.358856201171875
29|a green chair facing to the left|-34.13881301879883|-34.31446838378906|-12.65627384185791|-33.38114547729492|-32.07848358154297|-32.09051513671875|-11.89765739440918
30|a green chair|-31.048757553100586|-30.96297836303711|-8.437407493591309|-31.3057804107666|-25.958904266357422|-26.692018508911133|-8.873520851135254
31|a green chair facing to the right|-32.96929168701172|-31.65498924255371|-13.191666603088379|-33.78890609741211|-26.48224449157715|-32.03429412841797|-12.680784225463867
32|a green desk facing forwards|-24.585113525390625|-35.53291702270508|-5.163270473480225|-31.07768440246582|-34.38542175292969|-32.75693130493164|-11.029088020324707
33|a green desk facing to the left|-31.769094467163086|-33.92964553833008|-10.883086204528809|-32.8154182434082|-33.825191497802734|-36.682552337646484|-13.283535957336426
34|a green desk|-24.399995803833008|-26.653413772583008|-4.4649248123168945|-29.970550537109375|-28.637409210205078|-30.264249801635742|-9.903916358947754
35|a green desk facing to the right|-31.41863250732422|-27.235431671142578|-10.547755241394043|-32.312164306640625|-30.94365119934082|-36.1297492980957|-12.645857810974121
36|a large thing facing forwards|-46.35860824584961|-49.89219665527344|-19.494434356689453|-49.23345947265625|-48.46943283081055|-42.87701416015625|-28.732526779174805
