|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-41.53117370605469|-49.225990295410156|-49.515464782714844|-42.603057861328125|-28.51683807373047
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-48.001094818115234|-42.7384147644043|-48.43141555786133|-48.3671760559082|-20.215707778930664
2|a thing|-37.003273010253906|-37.66355895996094|-36.28961944580078|-37.4713249206543|-37.84295654296875|-37.85650634765625|-15.672463417053223
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-47.96257019042969|-49.53339385986328|-42.70454025268555|-48.51139831542969|-27.580501556396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-32.47823715209961|-38.803855895996094|-35.49253845214844|-29.875673294067383|-15.064193725585938
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-32.9527473449707|-31.547412872314453|-33.41789245605469|-34.443214416503906|-6.111658573150635
6|a chair|-31.098358154296875|-29.959461212158203|-30.725879669189453|-30.69590950012207|-27.568347930908203|-29.288257598876953|-5.472939491271973
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-34.53828811645508|-37.007381439208984|-28.28618812561035|-34.91779327392578|-12.705371856689453
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-28.951330184936523|-35.84181213378906|-36.65092086791992|-33.233951568603516|-14.577841758728027
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-34.40511703491211|-28.238054275512695|-35.118553161621094|-36.34305191040039|-11.148126602172852
10|a desk|-27.119590759277344|-26.668418884277344|-27.598182678222656|-27.123733520507812|-30.879714965820312|-31.839962005615234|-8.922847747802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-34.26401138305664|-34.41524124145508|-32.47328186035156|-35.69835662841797|-12.605939865112305
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-51.009456634521484|-47.92795181274414|-49.43506622314453|-52.533634185791016|-27.03388214111328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-45.357730865478516|-41.04927444458008|-43.216331481933594|-47.411216735839844|-19.177291870117188
14|a grey thing|-42.076072692871094|-42.214237213134766|-41.18812561035156|-37.62052917480469|-40.63518524169922|-44.68362808227539|-16.463851928710938
15|a grey thing facing to the right|-46.5455207824707|-47.70281982421875|-49.398719787597656|-47.23301315307617|-45.99533462524414|-49.98891067504883|-26.031064987182617
16|a grey chair facing forwards|-38.45145034790039|-40.410675048828125|-40.58082580566406|-38.13067626953125|-38.48777389526367|-41.06449890136719|-13.39853286743164
17|a grey chair facing to the left|-33.32644271850586|-34.412193298339844|-34.49102020263672|-30.84540557861328|-31.772066116333008|-35.599979400634766|-5.24791955947876
18|a grey chair|-32.777191162109375|-33.88866424560547|-33.60038757324219|-30.012210845947266|-31.297584533691406|-35.056976318359375|-4.642057418823242
19|a grey chair facing to the right|-35.860626220703125|-37.23501205444336|-37.98726272583008|-36.38604736328125|-35.367454528808594|-38.821006774902344|-11.960527420043945
20|a grey desk facing forwards|-36.21988296508789|-39.07719039916992|-37.767913818359375|-34.04119110107422|-37.704345703125|-40.5115966796875|-14.743511199951172
21|a grey desk facing to the left|-33.419734954833984|-33.340843200683594|-32.660247802734375|-26.65692901611328|-33.7921257019043|-36.8791618347168|-9.26783275604248
22|a grey desk|-32.6341552734375|-32.63747787475586|-31.30724334716797|-25.46041488647461|-32.43488311767578|-35.68696212768555|-7.628805160522461
