|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-36.25574493408203|-37.50672149658203|-15.091959953308105|-15.390040397644043|-15.235889434814453|-14.224806785583496|-37.56199645996094
1|a thing facing forwards|-47.57192611694336|-41.55805969238281|-28.017879486083984|-28.152841567993164|-19.425453186035156|-24.344898223876953|-48.66054153442383
2|a thing facing backwards|-41.88876724243164|-45.94804763793945|-22.330078125|-21.44011878967285|-23.766130447387695|-18.563365936279297|-42.10333251953125
3|a chair|-26.419387817382812|-27.023183822631836|-6.1546311378479|-6.452132225036621|-7.211017608642578|-6.976099967956543|-29.31083869934082
4|a chair facing forwards|-32.795772552490234|-27.5368709564209|-12.946806907653809|-13.713371276855469|-8.440564155578613|-9.847132682800293|-34.886539459228516
5|a chair facing backwards|-27.174057006835938|-32.81446838378906|-7.91495418548584|-7.573002815246582|-9.452790260314941|-7.815483093261719|-30.135009765625
6|a desk|-32.353858947753906|-30.831111907958984|-10.981058120727539|-10.46047306060791|-5.031383514404297|-5.942964553833008|-29.29029655456543
7|a desk facing forwards|-34.128211975097656|-31.965579986572266|-15.470523834228516|-15.696407318115234|-6.034276962280273|-11.929719924926758|-35.74456024169922
8|a desk facing backwards|-34.11124801635742|-33.37744903564453|-12.097811698913574|-11.38592529296875|-12.497579574584961|-6.55066442489624|-30.30983543395996
9|a grey thing|-36.84360122680664|-38.10736083984375|-17.2181396484375|-15.298443794250488|-16.59596824645996|-16.906391143798828|-38.37596130371094
10|a grey thing facing forwards|-45.43218994140625|-40.12575912475586|-22.311325073242188|-24.673063278198242|-18.895715713500977|-19.289979934692383|-47.18290710449219
11|a grey thing facing backwards|-39.862606048583984|-44.580379486083984|-19.68606185913086|-17.852985382080078|-24.068639755249023|-19.69679069519043|-40.52505874633789
12|a grey chair|-23.91861915588379|-27.142749786376953|-8.065573692321777|-5.3855061531066895|-8.726871490478516|-8.875981330871582|-30.193641662597656
13|a grey chair facing forwards|-29.808137893676758|-27.325759887695312|-9.646493911743164|-11.729592323303223|-9.390071868896484|-9.85633373260498|-35.2884521484375
14|a grey chair facing backwards|-24.14813995361328|-32.42133331298828|-9.138936996459961|-6.013345718383789|-10.996150970458984|-9.94909954071045|-30.743797302246094
15|a grey desk|-32.24214172363281|-31.47148895263672|-10.988679885864258|-7.270636558532715|-4.580319881439209|-8.353840827941895|-28.213472366333008
16|a grey desk facing forwards|-32.99428939819336|-31.897737503051758|-12.144501686096191|-11.321290016174316|-4.97355318069458|-8.89836311340332|-33.653446197509766
17|a grey desk facing backwards|-34.13479995727539|-35.04665756225586|-12.35449504852295|-8.065552711486816|-12.122133255004883|-10.120246887207031|-28.650121688842773
18|a red thing|-40.898780822753906|-41.12431716918945|-14.417837142944336|-17.360301971435547|-19.46804428100586|-15.009095191955566|-40.711204528808594
19|a red thing facing forwards|-47.39794921875|-48.4213752746582|-24.32137680053711|-23.506240844726562|-26.71816062927246|-23.989946365356445|-46.4079704284668
20|a red thing facing backwards|-43.54635238647461|-43.93693923950195|-17.856117248535156|-20.1635684967041|-22.021495819091797|-17.77436065673828|-43.43797302246094
21|a red chair|-31.035959243774414|-31.946613311767578|-2.3759121894836426|-8.631481170654297|-11.992324829101562|-8.394794464111328|-32.43717956542969
22|a red chair facing forwards|-33.81756591796875|-33.78718948364258|-10.273862838745117|-11.535069465637207|-14.943379402160645|-12.942352294921875|-34.37131118774414
23|a red chair facing backwards|-31.59884262084961|-32.532508850097656|-3.5160505771636963|-9.527294158935547|-12.714730262756348|-8.885454177856445|-33.256622314453125
24|a red desk|-33.604248046875|-34.326236724853516|-7.726372241973877|-10.415849685668945|-10.706886291503906|-3.9637222290039062|-32.74317169189453
25|a red desk facing forwards|-36.998016357421875|-38.06129455566406|-14.586579322814941|-13.989805221557617|-15.281753540039062|-10.59402847290039|-35.83045959472656
26|a red desk facing backwards|-34.230716705322266|-34.979583740234375|-9.300006866455078|-11.281188011169434|-11.213308334350586|-4.401741027832031|-33.270320892333984
27|a large thing|-37.41678237915039|-38.439453125|-16.13549041748047|-17.747665405273438|-16.21579360961914|-15.558947563171387|-41.4864616394043
28|a large thing facing forwards|-47.04460144042969|-42.71220016479492|-27.046545028686523|-22.757644653320312|-20.14040184020996|-24.80651092529297|-46.12260437011719
29|a large thing facing backwards|-42.795257568359375|-47.23109436035156|-21.99283790588379|-21.523841857910156|-25.361543655395508|-19.153797149658203|-44.92152786254883
30|a large chair|-26.955421447753906|-27.83364486694336|-6.182916164398193|-8.584896087646484|-9.180452346801758|-8.680132865905762|-32.47299575805664
31|a large chair facing forwards|-31.991024017333984|-28.160078048706055|-10.516643524169922|-10.557086944580078|-9.837307929992676|-10.894665718078613|-34.14765548706055
32|a large chair facing backwards|-27.392812728881836|-33.135250091552734|-7.411288738250732|-9.881143569946289|-11.668235778808594|-9.224896430969238|-33.60158157348633
33|a large desk|-33.24642562866211|-32.379493713378906|-10.43213939666748|-10.351776123046875|-4.9402689933776855|-5.432812690734863|-32.1635627746582
34|a large desk facing forwards|-34.14420700073242|-32.81612014770508|-13.703058242797852|-12.248255729675293|-5.521632671356201|-10.718525886535645|-33.92576217651367
35|a large desk facing backwards|-34.98987579345703|-35.07786178588867|-11.082744598388672|-11.501252174377441|-12.880556106567383|-5.854744911193848|-33.0521354675293
36|a large, grey thing|-38.52500915527344|-38.964752197265625|-19.311954498291016|-18.56325340270996|-16.955718994140625|-19.55284881591797|-40.830711364746094
37|a large, grey thing facing forwards|-45.854209899902344|-39.673614501953125|-22.30113410949707|-21.372575759887695|-18.251596450805664|-20.829519271850586|-43.177303314208984
38|a large, grey thing facing backwards|-40.268157958984375|-45.37548828125|-21.236474990844727|-20.432647705078125|-24.86631202697754|-21.99156379699707|-42.587093353271484
39|a large, grey chair|-22.313196182250977|-21.963098526000977|-8.143271446228027|-5.7119526863098145|-7.416898727416992|-9.014044761657715|-29.088546752929688
40|a large, grey chair facing forwards|-28.438175201416016|-22.00963592529297|-9.143257141113281|-6.921069145202637|-7.543246269226074|-9.287651062011719|-29.877439498901367
41|a large, grey chair facing backwards|-22.42919158935547|-30.28072738647461|-8.928722381591797|-6.200713634490967|-11.236042976379395|-10.756660461425781|-29.823476791381836
42|a large, grey desk|-31.952560424804688|-29.18454933166504|-11.287848472595215|-7.903316497802734|-0.495844304561615|-7.709906578063965|-28.807838439941406
43|a large, grey desk facing forwards|-32.23365783691406|-29.360103607177734|-11.981348991394043|-8.148340225219727|-0.7196786403656006|-7.995756149291992|-29.126148223876953
44|a large, grey desk facing backwards|-34.75617218017578|-34.33109664916992|-12.43265438079834|-10.787384033203125|-10.518436431884766|-9.650484085083008|-30.48651885986328
45|a large, red thing|-45.92167663574219|-46.24520492553711|-15.510610580444336|-19.103046417236328|-24.093299865722656|-15.26605224609375|-41.434783935546875
46|a large, red thing facing forwards|-50.547637939453125|-49.649959564208984|-23.606693267822266|-25.27285385131836|-28.595176696777344|-22.850290298461914|-46.73538589477539
47|a large, red thing facing backwards|-47.00590515136719|-47.255252838134766|-16.631189346313477|-21.217121124267578|-25.34913444519043|-16.289852142333984|-42.9355354309082
48|a large, red chair|-33.48480987548828|-34.0158576965332|-0.17196325957775116|-6.58546257019043|-13.596900939941406|-6.373222351074219|-30.428476333618164
49|a large, red chair facing forwards|-35.63083267211914|-35.2567138671875|-7.5829267501831055|-9.790481567382812|-15.538736343383789|-9.692159652709961|-32.83570861816406
50|a large, red chair facing backwards|-33.7318115234375|-34.4809684753418|-0.36201128363609314|-6.744504928588867|-13.920690536499023|-6.502767562866211|-30.60312271118164
51|a large, red desk|-36.939186096191406|-37.14740753173828|-7.066328525543213|-9.68876838684082|-12.574380874633789|-0.10465066134929657|-29.596229553222656
52|a large, red desk facing forwards|-39.70201110839844|-39.726646423339844|-12.067567825317383|-13.694308280944824|-15.995919227600098|-6.835329532623291|-33.64339828491211
53|a large, red desk facing backwards|-37.244140625|-37.51115036010742|-7.600469589233398|-10.01311206817627|-12.836752891540527|-0.2034752368927002|-29.719205856323242
54|a small thing|-42.155067443847656|-41.60777282714844|-18.3953857421875|-15.147050857543945|-18.721282958984375|-17.971864700317383|-37.352874755859375
55|a small thing facing backwards|-45.767303466796875|-45.6374626159668|-23.141155242919922|-20.358341217041016|-22.259246826171875|-21.973682403564453|-42.02997970581055
56|a small chair|-33.1455078125|-33.816505432128906|-9.933274269104004|-6.027268409729004|-11.413469314575195|-10.706050872802734|-30.242828369140625
57|a small chair facing backwards|-33.82701873779297|-34.57647705078125|-10.964665412902832|-6.841399192810059|-12.210357666015625|-11.535233497619629|-30.78145980834961
58|a small desk|-33.929595947265625|-33.89470672607422|-10.934572219848633|-9.898426055908203|-9.968170166015625|-9.468029022216797|-28.443485260009766
59|a small desk facing backwards|-34.556053161621094|-34.44186019897461|-11.811338424682617|-10.599371910095215|-10.5446138381958|-9.996447563171387|-28.95829963684082
60|a small, grey thing|-43.45949172973633|-43.02996826171875|-18.599849700927734|-16.44149398803711|-19.427677154541016|-18.57674789428711|-37.98808288574219
61|a small, grey thing facing backwards|-44.64804458618164|-44.42521286010742|-20.210960388183594|-17.424327850341797|-20.60837173461914|-19.918909072875977|-38.75846862792969
62|a small, grey chair|-30.584299087524414|-30.24607276916504|-6.964876174926758|-0.5141722559928894|-8.617834091186523|-7.90936803817749|-26.64516830444336
63|a small, grey chair facing backwards|-30.774005889892578|-30.453393936157227|-7.199214935302734|-0.7273311018943787|-8.791095733642578|-8.052462577819824|-26.773202896118164
64|a small, grey desk|-31.425167083740234|-30.907447814941406|-8.103134155273438|-5.044676303863525|-6.800088405609131|-6.655557155609131|-22.065959930419922
65|a small, grey desk facing backwards|-31.636327743530273|-31.09789276123047|-8.373909950256348|-5.465127468109131|-7.015051364898682|-6.821152687072754|-22.199047088623047
66|a small, red thing|-45.53977584838867|-45.48645782470703|-20.89701271057129|-23.715728759765625|-21.974483489990234|-20.27015495300293|-45.94795227050781
67|a small, red thing facing backwards|-48.07710647583008|-47.92273712158203|-23.261838912963867|-25.34808349609375|-24.02816390991211|-22.33221435546875|-47.484588623046875
68|a small, red chair|-34.48664474487305|-34.35984802246094|-9.398233413696289|-12.969182968139648|-12.036325454711914|-10.346698760986328|-36.325496673583984
69|a small, red chair facing backwards|-35.100135803222656|-34.89478302001953|-9.801469802856445|-13.355632781982422|-12.529207229614258|-10.84344482421875|-36.79771041870117
