|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-37.274681091308594|-16.030193328857422|-19.701852798461914|-19.666046142578125|-38.672882080078125|-41.918609619140625|-40.926326751708984
1|a red thing facing to the right|-41.17829132080078|-19.112104415893555|-22.5666446685791|-22.333179473876953|-41.37557601928711|-44.425689697265625|-43.8970947265625
2|a red thing facing backwards|-47.327144622802734|-24.813552856445312|-27.170665740966797|-24.949777603149414|-48.312442779541016|-48.586238861083984|-46.24384307861328
3|a red sofa|-24.365413665771484|-6.603911399841309|-11.159274101257324|-11.024954795837402|-30.985916137695312|-34.103145599365234|-32.08678436279297
4|a red sofa facing to the right|-25.379852294921875|-7.501584529876709|-12.351689338684082|-11.951687812805176|-32.39139175415039|-35.213951110839844|-33.56679916381836
5|a red sofa facing backwards|-34.03070831298828|-13.571001052856445|-17.196392059326172|-16.16995620727539|-37.66097640991211|-39.72126770019531|-37.34822082519531
6|a red desk|-35.1818962097168|-11.900225639343262|-14.369600296020508|-13.552985191345215|-26.99790382385254|-33.710784912109375|-33.44009780883789
7|a red desk facing to the right|-36.11238479614258|-13.128145217895508|-15.483795166015625|-14.336457252502441|-27.844263076782227|-34.198333740234375|-34.220680236816406
8|a red desk facing backwards|-39.308658599853516|-16.392393112182617|-18.61817169189453|-17.067245483398438|-36.691162109375|-39.45799255371094|-37.90654373168945
9|a green thing|-41.320682525634766|-20.70440673828125|-17.674419403076172|-13.513917922973633|-40.795799255371094|-41.36915969848633|-36.190086364746094
10|a green thing facing to the right|-48.15739440917969|-27.087844848632812|-26.798290252685547|-24.078716278076172|-48.264129638671875|-47.16012954711914|-45.87165451049805
11|a green thing facing backwards|-43.139739990234375|-22.490509033203125|-19.97586441040039|-14.893499374389648|-42.460906982421875|-42.8777961730957|-37.360782623291016
12|a green sofa|-32.52745056152344|-12.44251823425293|-10.016972541809082|-4.938667297363281|-33.51786422729492|-33.64507293701172|-30.616226196289062
13|a green sofa facing to the right|-37.393428802490234|-16.682376861572266|-14.015137672424316|-11.081451416015625|-37.29179000854492|-37.02037048339844|-35.539005279541016
14|a green sofa facing backwards|-32.977874755859375|-12.874761581420898|-10.670921325683594|-5.248615264892578|-34.6115837097168|-34.421138763427734|-31.06584358215332
15|a green desk|-31.998493194580078|-11.437074661254883|-11.134026527404785|-7.706300735473633|-31.151378631591797|-31.690452575683594|-26.14090919494629
16|a green desk facing to the right|-36.5237922668457|-15.418890953063965|-15.295238494873047|-13.667391777038574|-35.11380386352539|-35.32732009887695|-31.946950912475586
17|a green desk facing backwards|-32.38616943359375|-11.840779304504395|-11.725638389587402|-8.174224853515625|-31.542156219482422|-31.984466552734375|-26.433719635009766
18|a thing|-36.40109634399414|-16.32996940612793|-16.972864151000977|-16.325590133666992|-38.29747009277344|-39.57106018066406|-37.001495361328125
19|a thing facing to the right|-43.117027282714844|-22.050655364990234|-22.923131942749023|-28.232398986816406|-42.553836822509766|-43.56425094604492|-47.25081253051758
20|a thing facing backwards|-48.604042053222656|-26.934017181396484|-28.37900733947754|-19.76054573059082|-48.79528045654297|-49.157405853271484|-39.76962661743164
21|a sofa|-28.597488403320312|-8.528196334838867|-10.16221809387207|-8.983732223510742|-29.850196838378906|-32.621524810791016|-30.944843292236328
22|a sofa facing to the right|-30.617385864257812|-9.896636962890625|-11.91382884979248|-15.451617240905762|-31.946489334106445|-33.934051513671875|-35.04757308959961
23|a sofa facing backwards|-37.97336959838867|-15.785627365112305|-17.65915870666504|-9.30997371673584|-35.56822204589844|-38.13401412963867|-31.60318374633789
24|a desk|-33.39561462402344|-11.400047302246094|-13.124006271362305|-12.731424331665039|-29.357181549072266|-31.553466796875|-28.827756881713867
25|a desk facing to the right|-35.075382232666016|-13.126787185668945|-14.753981590270996|-17.011079788208008|-30.46428680419922|-32.34782409667969|-34.1681022644043
26|a desk facing backwards|-37.0152473449707|-15.973506927490234|-18.11285400390625|-13.23442268371582|-38.557769775390625|-39.31144714355469|-29.13445472717285
27|a blue thing|-40.313438415527344|-17.661231994628906|-13.30479621887207|-15.911680221557617|-40.548831939697266|-37.73342514038086|-38.569862365722656
28|a blue thing facing to the right|-42.92573165893555|-20.066320419311523|-15.712213516235352|-18.235919952392578|-42.44765090942383|-39.30086135864258|-40.590599060058594
29|a blue thing facing backwards|-45.013179779052734|-23.601581573486328|-23.687089920043945|-18.75908851623535|-47.17912673950195|-47.319889068603516|-43.478240966796875
30|a blue sofa|-31.679624557495117|-9.420413970947266|-4.747154235839844|-8.158302307128906|-33.810089111328125|-30.528167724609375|-31.440431594848633
31|a blue sofa facing to the right|-32.78242111206055|-10.242120742797852|-5.728638648986816|-8.913290977478027|-34.96748733520508|-31.152883529663086|-32.46660614013672
32|a blue sofa facing backwards|-35.87376403808594|-13.845003128051758|-13.270614624023438|-11.516165733337402|-38.44388198852539|-37.97935104370117|-35.85051727294922
33|a blue desk|-33.818634033203125|-12.807771682739258|-12.108373641967773|-10.453567504882812|-31.0233097076416|-27.701766967773438|-29.945030212402344
34|a blue desk facing to the right|-34.51945877075195|-13.565347671508789|-13.316263198852539|-11.199983596801758|-31.63222885131836|-28.132326126098633|-30.473716735839844
35|a blue desk facing backwards|-37.867122650146484|-16.83959197998047|-19.749374389648438|-13.883875846862793|-36.904884338378906|-36.67779541015625|-34.211219787597656
36|a large, red thing|-37.444637298583984|-20.986522674560547|-22.962827682495117|-22.431106567382812|-43.01958465576172|-45.711204528808594|-42.554264068603516
37|a large, red thing facing to the right|-39.30122756958008|-23.163423538208008|-26.22031021118164|-25.185060501098633|-44.890052795410156|-48.23702621459961|-45.152870178222656
38|a large, red sofa|-21.782268524169922|-8.1539306640625|-9.705232620239258|-9.219228744506836|-29.44524383544922|-32.01072311401367|-28.82550048828125
39|a large, red sofa facing to the right|-22.388187408447266|-8.988941192626953|-10.62128734588623|-9.904630661010742|-30.220046997070312|-32.680416107177734|-29.56585121154785
40|a large, green thing|-46.415401458740234|-25.6976318359375|-28.096261978149414|-24.51102638244629|-47.11168670654297|-48.8475341796875|-43.96862030029297
41|a large, green thing facing to the right|-51.053855895996094|-30.101825714111328|-32.600643157958984|-29.738346099853516|-50.696006774902344|-52.59175491333008|-48.49040985107422
42|a large, green sofa|-35.67429733276367|-15.189248085021973|-17.17535972595215|-14.781501770019531|-36.89560317993164|-38.39081573486328|-35.52812194824219
43|a large, green sofa facing to the right|-37.84461212158203|-17.36085319519043|-19.24542999267578|-17.909704208374023|-38.865333557128906|-40.32760238647461|-37.80547332763672
44|a large thing|-37.362918853759766|-20.404399871826172|-22.550907135009766|-21.658510208129883|-42.35839080810547|-44.72235107421875|-41.34360122680664
45|a large thing facing to the right|-42.850521087646484|-24.758968353271484|-26.5535888671875|-26.372512817382812|-46.23918914794922|-48.156864166259766|-45.76155471801758
46|a large sofa|-26.058696746826172|-11.380675315856934|-14.056129455566406|-13.124086380004883|-33.690589904785156|-36.395957946777344|-33.08808517456055
47|a large sofa facing to the right|-27.653966903686523|-13.117217063903809|-15.933465003967285|-14.698486328125|-35.391998291015625|-38.09737777709961|-34.9090690612793
48|a large, blue thing|-45.291603088378906|-24.965457916259766|-25.969993591308594|-24.56566619873047|-46.12360763549805|-47.0205078125|-44.2386360168457
49|a large, blue thing facing to the right|-47.01154327392578|-27.429706573486328|-27.951791763305664|-26.87360191345215|-48.14715576171875|-48.358726501464844|-46.22980880737305
50|a large, blue sofa|-34.797149658203125|-14.222329139709473|-15.762372970581055|-15.592769622802734|-36.506900787353516|-36.94862747192383|-34.41899108886719
51|a large, blue sofa facing to the right|-35.334442138671875|-14.803254127502441|-16.1946964263916|-16.344213485717773|-37.13449478149414|-37.30970764160156|-35.1077766418457
52|a small, red thing|-43.74971008300781|-16.434982299804688|-20.612951278686523|-22.195022583007812|-39.68732833862305|-43.42156219482422|-41.54460144042969
53|a small, red thing facing to the right|-44.878440856933594|-17.69949722290039|-22.376190185546875|-23.58788299560547|-40.78921890258789|-44.708744049072266|-42.80261993408203
54|a small, red thing facing backwards|-49.28046417236328|-24.582866668701172|-26.291229248046875|-26.470258712768555|-48.8143310546875|-48.58394241333008|-45.828670501708984
55|a small, red sofa|-30.42189598083496|-0.7557910680770874|-9.583742141723633|-11.223173141479492|-30.49203872680664|-33.32282257080078|-30.60299301147461
56|a small, red sofa facing to the right|-30.720186233520508|-1.2751903533935547|-10.012884140014648|-11.5267915725708|-30.9946346282959|-33.61665344238281|-30.952882766723633
57|a small, red sofa facing backwards|-34.776180267333984|-8.780242919921875|-14.540372848510742|-15.484484672546387|-34.89800262451172|-37.72288513183594|-34.73053741455078
58|a small, red desk|-31.232553482055664|-8.906310081481934|-12.273558616638184|-11.471683502197266|-21.692214965820312|-31.65299415588379|-29.6694278717041
59|a small, red desk facing to the right|-31.564144134521484|-9.489705085754395|-12.670994758605957|-11.728557586669922|-21.975505828857422|-31.846059799194336|-29.8732967376709
60|a small, red desk facing backwards|-35.83146286010742|-13.507612228393555|-16.266395568847656|-15.164859771728516|-31.92988395690918|-37.30757141113281|-34.50063705444336
61|a small, green thing|-44.71697998046875|-23.84170913696289|-22.137842178344727|-15.36478328704834|-43.283203125|-44.995330810546875|-37.09185791015625
62|a small, green thing facing to the right|-50.36995315551758|-29.027027130126953|-27.660810470581055|-24.164566040039062|-47.36116409301758|-48.89158248901367|-45.196075439453125
63|a small, green thing facing backwards|-45.67572021484375|-24.704063415527344|-23.221296310424805|-15.966338157653809|-44.27334213256836|-45.985511779785156|-37.51416015625
64|a small, green sofa|-32.522796630859375|-12.092897415161133|-10.05167007446289|-0.7175524234771729|-32.92466354370117|-34.74384689331055|-29.377334594726562
65|a small, green sofa facing to the right|-37.26205062866211|-16.198442459106445|-13.7811861038208|-9.035948753356934|-35.74026870727539|-37.37029266357422|-34.81806182861328
66|a small, green sofa facing backwards|-32.71484375|-12.31212043762207|-10.292193412780762|-0.8238195180892944|-33.546207427978516|-35.17945861816406|-29.56062889099121
67|a small, green desk|-32.20117950439453|-11.795196533203125|-11.429750442504883|-5.687196731567383|-29.655336380004883|-31.538925170898438|-21.13484001159668
68|a small, green desk facing to the right|-36.67687225341797|-15.610286712646484|-15.301302909851074|-13.022071838378906|-32.60310745239258|-35.05012893676758|-29.17519760131836
69|a small, green desk facing backwards|-32.38031005859375|-12.016284942626953|-11.67037296295166|-5.847445487976074|-29.937665939331055|-31.731704711914062|-21.197126388549805
70|a small thing|-40.733970642089844|-15.488031387329102|-16.124530792236328|-15.634215354919434|-37.266300201416016|-38.486854553222656|-36.16401672363281
71|a small thing facing to the right|-44.63802719116211|-20.53021240234375|-21.050310134887695|-26.809648513793945|-41.34025573730469|-42.20045471191406|-46.257835388183594
72|a small thing facing backwards|-45.49245834350586|-24.727096557617188|-25.721574783325195|-18.79070472717285|-47.152034759521484|-46.967227935791016|-38.64331817626953
73|a small sofa|-32.8746337890625|-6.241605281829834|-8.210803985595703|-7.446963310241699|-31.22126007080078|-33.23256301879883|-33.067710876464844
74|a small sofa facing to the right|-33.874210357666016|-7.053731918334961|-9.450756072998047|-13.428686141967773|-32.16005325317383|-33.97544860839844|-36.57569122314453
75|a small sofa facing backwards|-37.03390121459961|-12.612385749816895|-14.869266510009766|-7.743452548980713|-35.15999984741211|-37.55230712890625|-33.43880081176758
76|a small desk|-33.418067932128906|-11.23410701751709|-12.634066581726074|-10.920828819274902|-27.7269229888916|-30.45479393005371|-27.146270751953125
77|a small desk facing to the right|-34.17974090576172|-12.028923988342285|-13.449188232421875|-14.506625175476074|-28.286535263061523|-30.954320907592773|-31.976259231567383
78|a small desk facing backwards|-36.141231536865234|-15.037534713745117|-16.753368377685547|-11.329939842224121|-35.93507385253906|-37.22730255126953|-27.35190200805664
79|a small, blue thing|-43.29207229614258|-21.93802261352539|-15.764238357543945|-19.636062622070312|-42.52997589111328|-39.15484619140625|-41.012794494628906
80|a small, blue thing facing to the right|-44.422332763671875|-23.213153839111328|-16.61357879638672|-20.964412689208984|-43.48796081542969|-39.74498748779297|-41.942657470703125
