|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-39.108943939208984|-44.859588623046875|-41.63066101074219|-22.301694869995117|-20.883060455322266|-42.02853775024414|-43.08622360229492
1|a grey thing facing to the left|-50.59453582763672|-52.31748580932617|-48.10978317260742|-27.408525466918945|-26.625768661499023|-47.3234748840332|-47.853271484375
2|a grey thing|-36.807273864746094|-42.395999908447266|-39.182533264160156|-20.10681915283203|-18.58477783203125|-39.71979522705078|-40.67020034790039
3|a grey thing facing backwards|-47.088504791259766|-51.06644821166992|-46.24310302734375|-26.79056739807129|-25.7626953125|-46.31485366821289|-47.25791931152344
4|a grey fan facing forwards|-39.52583312988281|-44.25814437866211|-41.84081268310547|-22.652545928955078|-15.159854888916016|-36.187347412109375|-37.27754211425781
5|a grey fan facing to the left|-42.91929244995117|-46.31934356689453|-43.87686538696289|-22.643630981445312|-18.770978927612305|-39.55272674560547|-38.04278564453125
6|a grey fan|-37.679630279541016|-42.43620300292969|-39.804412841796875|-20.24875259399414|-13.947308540344238|-34.98090744018555|-35.46503829956055
7|a grey fan facing backwards|-42.087615966796875|-44.67732238769531|-41.52814865112305|-23.317203521728516|-18.027795791625977|-36.840179443359375|-38.79379653930664
8|a grey desk facing forwards|-24.20928192138672|-34.78229522705078|-32.58578872680664|-13.038337707519531|-11.93851089477539|-33.16107177734375|-34.329917907714844
9|a grey desk facing to the left|-36.16703796386719|-41.81548309326172|-39.6197624206543|-19.17340660095215|-18.45918083190918|-39.78013229370117|-40.58052062988281
10|a grey desk|-23.164409637451172|-32.758785247802734|-30.32744789123535|-11.02010440826416|-9.903197288513184|-31.496191024780273|-32.114051818847656
11|a grey desk facing backwards|-34.149497985839844|-41.816802978515625|-39.430694580078125|-19.1900577545166|-18.57126808166504|-39.78607940673828|-40.57606506347656
12|a red thing facing forwards|-48.858551025390625|-48.387237548828125|-44.388118743896484|-26.786579132080078|-27.049776077270508|-45.45743942260742|-48.369197845458984
13|a red thing facing to the left|-49.359580993652344|-49.78242874145508|-45.687599182128906|-27.200759887695312|-27.72708511352539|-45.5579719543457|-48.033084869384766
14|a red thing|-42.22365951538086|-43.39603042602539|-35.506195068359375|-21.21466064453125|-20.737045288085938|-37.156917572021484|-41.74506378173828
15|a red thing facing backwards|-44.42253875732422|-45.5523681640625|-37.75164794921875|-23.414453506469727|-22.659942626953125|-38.951290130615234|-43.96412658691406
16|a red fan facing forwards|-38.68210983276367|-40.28544616699219|-35.6434440612793|-18.860746383666992|-15.987625122070312|-31.93219757080078|-37.425621032714844
17|a red fan facing to the left|-39.77488327026367|-41.04027557373047|-35.29441452026367|-19.07717514038086|-16.4636173248291|-31.460458755493164|-37.403907775878906
18|a red fan|-34.557769775390625|-36.53846740722656|-28.724916458129883|-14.631193161010742|-10.821863174438477|-25.292156219482422|-32.51646423339844
19|a red fan facing backwards|-35.212249755859375|-37.458797454833984|-29.821073532104492|-15.574057579040527|-11.50999927520752|-25.8398380279541|-33.186920166015625
20|a red desk facing forwards|-35.98563003540039|-36.90812301635742|-30.621315002441406|-15.084423065185547|-16.065584182739258|-33.32350158691406|-37.05050277709961
21|a red desk facing to the left|-37.76448059082031|-38.95304489135742|-30.650779724121094|-16.49209976196289|-18.238056182861328|-34.074161529541016|-38.948692321777344
22|a red desk|-31.712173461914062|-33.773765563964844|-22.787635803222656|-11.3878755569458|-12.346380233764648|-28.18671989440918|-33.247962951660156
23|a red desk facing backwards|-32.31574249267578|-34.659358978271484|-23.61798858642578|-12.374560356140137|-13.61457633972168|-29.08563804626465|-34.5515251159668
24|a green thing facing forwards|-48.8548698425293|-48.84701156616211|-48.29251480102539|-26.051923751831055|-26.669342041015625|-47.13959884643555|-45.98514175415039
25|a green thing facing to the left|-43.16794967651367|-43.07265090942383|-42.6141471862793|-19.08378791809082|-21.0222110748291|-41.15166473388672|-38.78546905517578
26|a green thing|-40.220977783203125|-40.35182189941406|-39.21018981933594|-15.185796737670898|-17.296890258789062|-38.37067413330078|-35.494361877441406
27|a green thing facing backwards|-47.69358444213867|-47.84934997558594|-46.97703170776367|-25.809738159179688|-26.80341148376465|-45.68669128417969|-45.66969299316406
