|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-14.591679573059082|-15.455939292907715|-36.662269592285156|-36.88613510131836|-36.78667068481445|-14.224806785583496|-15.765118598937988
1|a thing facing forwards|-25.907859802246094|-19.507278442382812|-49.58818817138672|-49.64893341064453|-40.976234436035156|-24.344898223876953|-26.863662719726562
2|a thing facing backwards|-20.224702835083008|-23.897266387939453|-43.900386810302734|-42.936214447021484|-45.31690979003906|-18.563365936279297|-20.30645179748535
3|a chair|-4.7553253173828125|-4.972402572631836|-27.724943161010742|-27.948226928710938|-28.761798858642578|-6.976099967956543|-7.513963222503662
4|a chair facing forwards|-11.13171100616455|-5.486090660095215|-34.517120361328125|-35.20946502685547|-29.99134635925293|-9.847132682800293|-13.089664459228516
5|a chair facing backwards|-5.509995460510254|-10.763688087463379|-29.485265731811523|-29.0690975189209|-31.003572463989258|-7.815483093261719|-8.338134765625
6|a desk|-10.689793586730957|-8.780330657958984|-32.551368713378906|-31.956567764282227|-26.582164764404297|-5.942964553833008|-7.493420124053955
7|a desk facing forwards|-12.464144706726074|-9.914798736572266|-37.04083251953125|-37.192501068115234|-27.585058212280273|-11.929719924926758|-13.947683334350586
8|a desk facing backwards|-12.44718074798584|-11.326669692993164|-33.668121337890625|-32.882022857666016|-34.048362731933594|-6.55066442489624|-8.512960433959961
9|a grey thing|-15.179536819458008|-16.056577682495117|-38.7884521484375|-36.79453659057617|-38.146751403808594|-16.906391143798828|-16.579084396362305
10|a grey thing facing forwards|-23.768125534057617|-18.074974060058594|-43.88163757324219|-46.16915512084961|-40.44649887084961|-19.289979934692383|-25.386028289794922
11|a grey thing facing backwards|-18.19853973388672|-22.52959632873535|-41.25637435913086|-39.34907531738281|-45.619422912597656|-19.69679069519043|-18.728179931640625
12|a grey chair|-2.254554510116577|-5.0919694900512695|-29.63588523864746|-26.88159942626953|-30.277652740478516|-8.875981330871582|-8.39676570892334
13|a grey chair facing forwards|-8.144072532653809|-5.274979591369629|-31.216806411743164|-33.225685119628906|-30.940853118896484|-9.85633373260498|-13.491575241088867
14|a grey chair facing backwards|-2.4840753078460693|-10.37055492401123|-30.70924949645996|-27.509437561035156|-32.546932220458984|-9.94909954071045|-8.946919441223145
15|a grey desk|-10.578075408935547|-9.420708656311035|-32.558990478515625|-28.7667293548584|-26.131101608276367|-8.353840827941895|-6.41659688949585
16|a grey desk facing forwards|-11.33022403717041|-9.84695816040039|-33.714813232421875|-32.8173828125|-26.524335861206055|-8.89836311340332|-11.85657024383545
17|a grey desk facing backwards|-12.470736503601074|-12.99587631225586|-33.9248046875|-29.5616455078125|-33.672916412353516|-10.120246887207031|-6.853245735168457
18|a red thing|-19.23472023010254|-19.073535919189453|-35.98815155029297|-38.85639953613281|-41.01882553100586|-15.009095191955566|-18.91432762145996
19|a red thing facing forwards|-25.733890533447266|-26.370594024658203|-45.89168930053711|-45.00233840942383|-48.26893997192383|-23.989946365356445|-24.611095428466797
20|a red thing facing backwards|-21.882293701171875|-21.886157989501953|-39.426429748535156|-41.65966796875|-43.57227325439453|-17.77436065673828|-21.641094207763672
21|a red chair|-9.371896743774414|-9.895832061767578|-23.946224212646484|-30.12757682800293|-33.54310607910156|-8.394794464111328|-10.640302658081055
22|a red chair facing forwards|-12.15350341796875|-11.736411094665527|-31.844175338745117|-33.031166076660156|-36.49415969848633|-12.942352294921875|-12.574435234069824
23|a red chair facing backwards|-9.93478012084961|-10.481730461120605|-25.086362838745117|-31.023387908935547|-34.26551055908203|-8.885454177856445|-11.459744453430176
24|a red desk|-11.940187454223633|-12.275457382202148|-29.29668426513672|-31.911945343017578|-32.257667541503906|-3.9637222290039062|-10.946294784545898
25|a red desk facing forwards|-15.333954811096191|-16.010513305664062|-36.156890869140625|-35.48590087890625|-36.83253479003906|-10.59402847290039|-14.033583641052246
26|a red desk facing backwards|-12.566657066345215|-12.928805351257324|-30.870319366455078|-32.77728271484375|-32.76408767700195|-4.401741027832031|-11.4734468460083
27|a large thing|-15.752718925476074|-16.388671875|-37.70580291748047|-39.24375915527344|-37.76657485961914|-15.558947563171387|-19.689586639404297
28|a large thing facing forwards|-25.380538940429688|-20.66141700744629|-48.61685562133789|-44.25373840332031|-41.69118118286133|-24.80651092529297|-24.325727462768555
29|a large thing facing backwards|-21.131195068359375|-25.180315017700195|-43.563148498535156|-43.019935607910156|-46.912322998046875|-19.153797149658203|-23.12465476989746
30|a large chair|-5.29135799407959|-5.782863140106201|-27.75322723388672|-30.080989837646484|-30.73123550415039|-8.680132865905762|-10.676118850708008
31|a large chair facing forwards|-10.326959609985352|-6.109294891357422|-32.08695602416992|-32.05318069458008|-31.388092041015625|-10.894665718078613|-12.350776672363281
32|a large chair facing backwards|-5.728748798370361|-11.084468841552734|-28.981599807739258|-31.37723731994629|-33.219017028808594|-9.224896430969238|-11.804704666137695
33|a large desk|-11.58236026763916|-10.328712463378906|-32.0024528503418|-31.847869873046875|-26.491050720214844|-5.432812690734863|-10.366687774658203
34|a large desk facing forwards|-12.480141639709473|-10.765338897705078|-35.273372650146484|-33.744346618652344|-27.07241439819336|-10.718525886535645|-12.128888130187988
35|a large desk facing backwards|-13.325812339782715|-13.027080535888672|-32.65305709838867|-32.997344970703125|-34.43133544921875|-5.854744911193848|-11.25525951385498
36|a large, grey thing|-16.860944747924805|-16.913970947265625|-40.882266998291016|-40.059349060058594|-38.506500244140625|-19.55284881591797|-19.033832550048828
37|a large, grey thing facing forwards|-24.190143585205078|-17.622833251953125|-43.8714485168457|-42.86867141723633|-39.80237579345703|-20.829519271850586|-21.38042640686035
38|a large, grey thing facing backwards|-18.604093551635742|-23.32470703125|-42.80678939819336|-41.92874526977539|-46.417091369628906|-21.99156379699707|-20.79021644592285
39|a large, grey chair|-0.649133026599884|0.08768265694379807|-29.713584899902344|-27.208045959472656|-28.967681884765625|-9.014044761657715|-7.2916693687438965
40|a large, grey chair facing forwards|-6.774111747741699|0.04114478453993797|-30.71356964111328|-28.417163848876953|-29.09402847290039|-9.287651062011719|-8.080561637878418
41|a large, grey chair facing backwards|-0.7651282548904419|-8.229947090148926|-30.499034881591797|-27.696807861328125|-32.786827087402344|-10.756660461425781|-8.026598930358887
42|a large, grey desk|-10.288496971130371|-7.133768081665039|-32.85816192626953|-29.399410247802734|-22.046627044677734|-7.709906578063965|-7.010961055755615
43|a large, grey desk facing forwards|-10.569597244262695|-7.309322357177734|-33.55166244506836|-29.644433975219727|-22.270462036132812|-7.995756149291992|-7.3292717933654785
44|a large, grey desk facing backwards|-13.092111587524414|-12.280317306518555|-34.002967834472656|-32.283477783203125|-32.06922149658203|-9.650484085083008|-8.689641952514648
45|a large, red thing|-24.257614135742188|-24.19442367553711|-37.08092498779297|-40.59914016723633|-45.644081115722656|-15.26605224609375|-19.637908935546875
46|a large, red thing facing forwards|-28.883575439453125|-27.59918212890625|-45.17700958251953|-46.76894760131836|-50.145957946777344|-22.850290298461914|-24.938512802124023
47|a large, red thing facing backwards|-25.341842651367188|-25.204471588134766|-38.20150375366211|-42.71321487426758|-46.8999137878418|-16.289852142333984|-21.138662338256836
48|a large, red chair|-11.820749282836914|-11.965078353881836|-21.74227523803711|-28.08155632019043|-35.147682189941406|-6.373222351074219|-8.631599426269531
49|a large, red chair facing forwards|-13.96677017211914|-13.205936431884766|-29.153240203857422|-31.286575317382812|-37.089515686035156|-9.692159652709961|-11.038834571838379
50|a large, red chair facing backwards|-12.0677490234375|-12.430191040039062|-21.932323455810547|-28.240598678588867|-35.47146987915039|-6.502767562866211|-8.806246757507324
51|a large, red desk|-15.275123596191406|-15.096628189086914|-28.636640548706055|-31.18486213684082|-34.125160217285156|-0.10465066134929657|-7.799352169036865
52|a large, red desk facing forwards|-18.037948608398438|-17.675865173339844|-33.63787841796875|-35.19040298461914|-37.54669952392578|-6.835329532623291|-11.846519470214844
53|a large, red desk facing backwards|-15.580078125|-15.460371017456055|-29.170780181884766|-31.509206771850586|-34.38753128051758|-0.2034752368927002|-7.922329425811768
54|a small thing|-20.49100685119629|-19.556991577148438|-39.9656982421875|-36.64314651489258|-40.272064208984375|-17.971864700317383|-15.555999755859375
55|a small thing facing backwards|-24.103240966796875|-23.58668327331543|-44.71147155761719|-41.85443878173828|-43.810028076171875|-21.973682403564453|-20.23310661315918
56|a small chair|-11.481443405151367|-11.765726089477539|-31.503585815429688|-27.52336311340332|-32.96425247192383|-10.706050872802734|-8.445954322814941
57|a small chair facing backwards|-12.16295337677002|-12.525697708129883|-32.534976959228516|-28.337493896484375|-33.76114273071289|-11.535233497619629|-8.984585762023926
58|a small desk|-12.265533447265625|-11.843925476074219|-32.5048828125|-31.394519805908203|-31.518951416015625|-9.468029022216797|-6.646609783172607
59|a small desk facing backwards|-12.891990661621094|-12.391079902648926|-33.381649017333984|-32.09546661376953|-32.095394134521484|-9.996447563171387|-7.1614251136779785
60|a small, grey thing|-21.795429229736328|-20.979185104370117|-40.170162200927734|-37.937591552734375|-40.97845458984375|-18.57674789428711|-16.191205978393555
61|a small, grey thing facing backwards|-22.98398208618164|-22.37442970275879|-41.781272888183594|-38.92042541503906|-42.15914535522461|-19.918909072875977|-16.961593627929688
62|a small, grey chair|-8.920236587524414|-8.195289611816406|-28.535188674926758|-22.010269165039062|-30.16861343383789|-7.90936803817749|-4.848292827606201
63|a small, grey chair facing backwards|-9.109941482543945|-8.402610778808594|-28.769527435302734|-22.22342872619629|-30.341876983642578|-8.052462577819824|-4.976327419281006
64|a small, grey desk|-9.761104583740234|-8.856664657592773|-29.673446655273438|-26.540773391723633|-28.350868225097656|-6.655557155609131|-0.2690848708152771
65|a small, grey desk facing backwards|-9.97226333618164|-9.047110557556152|-29.94422149658203|-26.961225509643555|-28.56583023071289|-6.821152687072754|-0.40217164158821106
66|a small, red thing|-23.875713348388672|-23.4356746673584|-42.467323303222656|-45.211822509765625|-43.525264739990234|-20.27015495300293|-24.151077270507812
67|a small, red thing facing backwards|-26.413043975830078|-25.871952056884766|-44.8321533203125|-46.84417724609375|-45.57894515991211|-22.33221435546875|-25.68770980834961
68|a small, red chair|-12.82258129119873|-12.309066772460938|-30.96854591369629|-34.46527862548828|-33.58710479736328|-10.346698760986328|-14.528620719909668
69|a small, red chair facing backwards|-13.43607234954834|-12.844000816345215|-31.371782302856445|-34.85172653198242|-34.07999038696289|-10.84344482421875|-15.000835418701172
70|a small, red desk|-13.971665382385254|-13.612117767333984|-34.2586555480957|-36.274784088134766|-33.40663528442383|-9.982227325439453|-13.965544700622559
71|a small, red desk facing backwards|-14.448348045349121|-14.057887077331543|-34.80305099487305|-36.73402786254883|-33.77252960205078|-10.299424171447754|-14.322163581848145
