|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-20.30459213256836|-27.739246368408203|-20.27726936340332|-49.225990295410156|-49.515464782714844|-42.603057861328125|-28.51683807373047
1|a thing facing to the left|-28.506839752197266|-27.635313034057617|-26.747188568115234|-42.7384147644043|-48.43141555786133|-48.3671760559082|-20.215707778930664
2|a thing|-16.19663429260254|-16.331527709960938|-15.035714149475098|-37.4713249206543|-37.84295654296875|-37.85650634765625|-15.672463417053223
3|a thing facing to the right|-27.861780166625977|-20.533660888671875|-26.708663940429688|-49.53339385986328|-42.70454025268555|-48.51139831542969|-27.580501556396484
4|a chair facing forwards|-12.779717445373535|-13.899175643920898|-11.22433090209961|-38.803855895996094|-35.49253845214844|-29.875673294067383|-15.064193725585938
5|a chair facing to the left|-12.732217788696289|-11.574454307556152|-11.698840141296387|-31.547412872314453|-33.41789245605469|-34.443214416503906|-6.111658573150635
6|a chair|-10.291718482971191|-8.627429008483887|-9.471972465515137|-30.69590950012207|-27.568347930908203|-29.288257598876953|-5.472939491271973
7|a chair facing to the right|-12.155309677124023|-9.701992988586426|-13.284379005432129|-37.007381439208984|-28.28618812561035|-34.91779327392578|-12.705371856689453
8|a desk facing forwards|-7.063196182250977|-13.989068984985352|-7.697422027587891|-35.84181213378906|-36.65092086791992|-33.233951568603516|-14.577841758728027
9|a desk facing to the left|-14.882601737976074|-12.929389953613281|-13.151206970214844|-28.238054275512695|-35.118553161621094|-36.34305191040039|-11.148126602172852
10|a desk|-6.312949180603027|-5.336387634277344|-6.344276428222656|-27.123733520507812|-30.879714965820312|-31.839962005615234|-8.922847747802734
11|a desk facing to the right|-13.924660682678223|-5.781192779541016|-13.010099411010742|-34.41524124145508|-32.47328186035156|-35.69835662841797|-12.605939865112305
12|a grey thing facing forwards|-27.486486434936523|-29.56293296813965|-29.75554847717285|-47.92795181274414|-49.43506622314453|-52.533634185791016|-27.03388214111328
13|a grey thing facing to the left|-24.022794723510742|-24.217199325561523|-24.103822708129883|-41.04927444458008|-43.216331481933594|-47.411216735839844|-19.177291870117188
14|a grey thing|-21.269432067871094|-20.882205963134766|-19.934215545654297|-37.62052917480469|-40.63518524169922|-44.68362808227539|-16.463851928710938
15|a grey thing facing to the right|-25.738880157470703|-26.37079429626465|-28.144813537597656|-47.23301315307617|-45.99533462524414|-49.98891067504883|-26.031064987182617
16|a grey chair facing forwards|-17.64480972290039|-19.07863998413086|-19.326919555664062|-38.13067626953125|-38.48777389526367|-41.06449890136719|-13.39853286743164
17|a grey chair facing to the left|-12.51980209350586|-13.080159187316895|-13.237115859985352|-30.84540557861328|-31.772066116333008|-35.599979400634766|-5.24791955947876
18|a grey chair|-11.970552444458008|-12.556631088256836|-12.346481323242188|-30.012210845947266|-31.297584533691406|-35.056976318359375|-4.642057418823242
19|a grey chair facing to the right|-15.053985595703125|-15.902976989746094|-16.73335838317871|-36.38604736328125|-35.367454528808594|-38.821006774902344|-11.960527420043945
20|a grey desk facing forwards|-15.413244247436523|-17.74515724182129|-16.514005661010742|-34.04119110107422|-37.704345703125|-40.5115966796875|-14.743511199951172
21|a grey desk facing to the left|-12.613096237182617|-12.008811950683594|-11.406341552734375|-26.65692901611328|-33.7921257019043|-36.8791618347168|-9.26783275604248
22|a grey desk|-11.827516555786133|-11.30544662475586|-10.053335189819336|-25.46041488647461|-32.43488311767578|-35.68696212768555|-7.628805160522461
23|a grey desk facing to the right|-14.418657302856445|-14.28948974609375|-15.137046813964844|-32.878726959228516|-35.59528732299805|-38.613521575927734|-12.073813438415527
24|a green thing facing forwards|-17.86936378479004|-26.722105026245117|-17.697856903076172|-42.56402587890625|-47.52928924560547|-40.83041763305664|-20.521240234375
25|a green thing facing to the left|-25.893810272216797|-25.8183650970459|-24.41256332397461|-44.082401275634766|-46.07516860961914|-47.287071228027344|-22.912094116210938
26|a green thing|-16.315914154052734|-15.92917537689209|-15.278249740600586|-39.35068130493164|-37.81147384643555|-38.60697555541992|-17.934295654296875
27|a green thing facing to the right|-25.699926376342773|-19.076581954956055|-24.38837432861328|-43.49275588989258|-40.807899475097656|-47.3439826965332|-23.414260864257812
28|a green chair facing forwards|-11.22041130065918|-14.48121452331543|-8.978408813476562|-32.450313568115234|-33.309532165527344|-26.933765411376953|-9.358856201171875
