|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-44.50722122192383|-42.06726837158203|-43.39513397216797|-39.49396896362305|-43.31623458862305|-44.034481048583984|-17.116060256958008
1|a grey thing facing to the left|-47.12309265136719|-45.47128677368164|-46.46495819091797|-46.674095153808594|-48.203617095947266|-46.540679931640625|-24.592674255371094
2|a grey thing|-42.08917236328125|-40.112327575683594|-40.89109420776367|-37.27631759643555|-41.53715896606445|-42.066566467285156|-15.907934188842773
3|a grey thing facing backwards|-46.43070983886719|-43.102237701416016|-46.38057327270508|-46.067501068115234|-47.189239501953125|-46.28560256958008|-24.101749420166016
4|a grey chair facing forwards|-33.71013641357422|-32.33806610107422|-33.41154861450195|-26.46245574951172|-35.098297119140625|-35.640594482421875|-8.987289428710938
5|a grey chair facing to the left|-36.32584762573242|-35.2259635925293|-36.623443603515625|-32.17424774169922|-38.188331604003906|-37.843475341796875|-13.363073348999023
6|a grey chair|-32.81173324584961|-31.705698013305664|-32.02136993408203|-25.77403450012207|-33.865264892578125|-34.24533462524414|-8.074462890625
7|a grey chair facing backwards|-36.42599868774414|-33.80244064331055|-37.35884094238281|-33.86061477661133|-37.73726272583008|-38.184078216552734|-14.131013870239258
8|a grey fan facing forwards|-35.46559524536133|-33.39494705200195|-34.096923828125|-30.478580474853516|-31.715036392211914|-33.41710662841797|-5.150326728820801
9|a grey fan facing to the left|-38.47164535522461|-36.83699035644531|-37.72154235839844|-34.649417877197266|-36.11430358886719|-36.70881652832031|-11.097713470458984
10|a grey fan|-34.71812057495117|-32.86659240722656|-33.27100372314453|-29.28507423400879|-31.20565414428711|-32.98657989501953|-4.733978271484375
11|a grey fan facing backwards|-38.652687072753906|-36.9017333984375|-38.52833938598633|-36.46404266357422|-36.17938995361328|-37.079498291015625|-12.686503410339355
12|a green thing facing forwards|-49.43928146362305|-46.41055679321289|-45.709877014160156|-46.90094757080078|-48.605995178222656|-46.94935989379883|-25.23114013671875
13|a green thing facing to the left|-43.535987854003906|-41.93678283691406|-38.69318771362305|-41.53044509887695|-42.22978973388672|-39.02484893798828|-19.272123336791992
14|a green thing|-40.449066162109375|-39.35437774658203|-34.6298942565918|-38.124080657958984|-38.95975875854492|-35.938690185546875|-16.2294864654541
15|a green thing facing backwards|-48.239288330078125|-44.9007568359375|-46.06382751464844|-45.70192337036133|-46.66670608520508|-46.42240905761719|-23.542522430419922
16|a green chair facing forwards|-38.26106262207031|-36.90557098388672|-34.558624267578125|-38.04450225830078|-38.616851806640625|-37.2034797668457|-16.115833282470703
17|a green chair facing to the left|-31.915447235107422|-31.88819122314453|-25.836219787597656|-32.13863754272461|-32.9078483581543|-28.870168685913086|-10.192097663879395
18|a green chair|-31.210643768310547|-31.350570678710938|-24.296276092529297|-30.73557472229004|-31.24345588684082|-27.933347702026367|-8.605315208435059
19|a green chair facing backwards|-37.262168884277344|-35.348628997802734|-35.248043060302734|-37.13819122314453|-36.682350158691406|-36.17510223388672|-14.431000709533691
20|a green fan facing forwards|-41.62667465209961|-40.247215270996094|-42.405784606933594|-40.75154495239258|-38.00200653076172|-35.66661071777344|-16.186872482299805
21|a green fan facing to the left|-35.48630142211914|-34.797481536865234|-33.78262710571289|-35.03277587890625|-30.930553436279297|-26.1433048248291|-9.597844123840332
22|a green fan|-34.8394660949707|-34.17817306518555|-32.13220977783203|-33.892242431640625|-29.787752151489258|-25.2436466217041|-8.780653953552246
23|a green fan facing backwards|-39.99384307861328|-38.59742736816406|-41.83016586303711|-39.18418884277344|-36.108585357666016|-35.05562973022461|-14.322135925292969
24|a thing facing forwards|-51.99553680419922|-46.79597473144531|-50.612937927246094|-43.7625617980957|-49.4684944152832|-49.14417266845703|-20.809829711914062
25|a thing facing to the left|-45.13704299926758|-46.174163818359375|-43.78578186035156|-51.17977523803711|-48.686580657958984|-42.42081832885742|-27.745162963867188
26|a thing|-37.29286193847656|-36.656070709228516|-37.156837463378906|-37.7913818359375|-36.47295379638672|-37.220726013183594|-15.56164836883545
27|a thing facing backwards|-49.76412582397461|-40.564369201660156|-50.732566833496094|-50.2358512878418|-43.57320022583008|-48.27466583251953|-27.447364807128906
28|a chair facing forwards|-37.77855682373047|-33.42210388183594|-37.023685455322266|-29.699615478515625|-34.82415008544922|-36.39414596557617|-9.2337064743042
29|a chair facing to the left|-29.402828216552734|-32.282737731933594|-28.884523391723633|-35.54426574707031|-34.78626251220703|-31.388261795043945|-11.984959602355957
