|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-41.53117370605469|-49.225990295410156|-28.71468734741211|-42.603057861328125|-50.5305061340332
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-48.001094818115234|-42.7384147644043|-27.630630493164062|-48.3671760559082|-42.2293815612793
2|a thing|-37.003273010253906|-37.66355895996094|-36.28961944580078|-37.4713249206543|-17.042177200317383|-37.85650634765625|-37.686134338378906
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-47.96257019042969|-49.53339385986328|-21.903757095336914|-48.51139831542969|-49.594173431396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-32.47823715209961|-38.803855895996094|-14.691758155822754|-29.875673294067383|-37.07786560058594
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-32.9527473449707|-31.547412872314453|-12.617111206054688|-34.443214416503906|-28.125329971313477
6|a chair|-31.098358154296875|-29.959461212158203|-30.725879669189453|-30.69590950012207|-6.767567157745361|-29.288257598876953|-27.486610412597656
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-34.53828811645508|-37.007381439208984|-7.485406398773193|-34.91779327392578|-34.71904373168945
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-28.951330184936523|-35.84181213378906|-15.850137710571289|-33.233951568603516|-36.59151077270508
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-34.40511703491211|-28.238054275512695|-14.317769050598145|-36.34305191040039|-33.16179656982422
10|a desk|-27.119590759277344|-26.668418884277344|-27.598182678222656|-27.123733520507812|-10.078932762145996|-31.839962005615234|-30.936519622802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-34.26401138305664|-34.41524124145508|-11.672497749328613|-35.69835662841797|-34.61960983276367
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-51.009456634521484|-47.92795181274414|-28.634286880493164|-52.533634185791016|-49.04755401611328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-45.357730865478516|-41.04927444458008|-22.415550231933594|-47.411216735839844|-41.19096374511719
14|a grey thing|-42.076072692871094|-42.214237213134766|-41.18812561035156|-37.62052917480469|-19.83440399169922|-44.68362808227539|-38.47752380371094
15|a grey thing facing to the right|-46.5455207824707|-47.70281982421875|-49.398719787597656|-47.23301315307617|-25.19455337524414|-49.98891067504883|-48.04473876953125
16|a grey chair facing forwards|-38.45145034790039|-40.410675048828125|-40.58082580566406|-38.13067626953125|-17.686992645263672|-41.06449890136719|-35.41220474243164
17|a grey chair facing to the left|-33.32644271850586|-34.412193298339844|-34.49102020263672|-30.84540557861328|-10.971283912658691|-35.599979400634766|-27.2615909576416
18|a grey chair|-32.777191162109375|-33.88866424560547|-33.60038757324219|-30.012210845947266|-10.496804237365723|-35.056976318359375|-26.655729293823242
19|a grey chair facing to the right|-35.860626220703125|-37.23501205444336|-37.98726272583008|-36.38604736328125|-14.56667423248291|-38.821006774902344|-33.97420120239258
20|a grey desk facing forwards|-36.21988296508789|-39.07719039916992|-37.767913818359375|-34.04119110107422|-16.903564453125|-40.5115966796875|-36.75718307495117
21|a grey desk facing to the left|-33.419734954833984|-33.340843200683594|-32.660247802734375|-26.65692901611328|-12.991341590881348|-36.8791618347168|-31.281505584716797
22|a grey desk|-32.6341552734375|-32.63747787475586|-31.30724334716797|-25.46041488647461|-11.634099960327148|-35.68696212768555|-29.642478942871094
23|a grey desk facing to the right|-35.22529602050781|-35.62152099609375|-36.390953063964844|-32.878726959228516|-14.794503211975098|-38.613521575927734|-34.087486267089844
24|a green thing facing forwards|-38.67600631713867|-48.05413818359375|-38.95176696777344|-42.56402587890625|-26.728504180908203|-40.83041763305664|-42.534908294677734
25|a green thing facing to the left|-46.7004508972168|-47.150394439697266|-45.666473388671875|-44.082401275634766|-25.27438735961914|-47.287071228027344|-44.92576217651367
26|a green thing|-37.122554779052734|-37.261207580566406|-36.53215789794922|-39.35068130493164|-17.010690689086914|-38.60697555541992|-39.947967529296875
27|a green thing facing to the right|-46.506568908691406|-40.40861129760742|-45.64228439331055|-43.49275588989258|-20.007118225097656|-47.3439826965332|-45.42792892456055
28|a green chair facing forwards|-32.02705383300781|-35.81324768066406|-30.232315063476562|-32.450313568115234|-12.508750915527344|-26.933765411376953|-31.372529983520508
29|a green chair facing to the left|-34.13881301879883|-34.31446838378906|-33.91018295288086|-33.38114547729492|-11.277704238891602|-32.09051513671875|-33.91133499145508
30|a green chair|-31.048757553100586|-30.96297836303711|-29.691314697265625|-31.3057804107666|-5.15812349319458|-26.692018508911133|-30.88719367980957
31|a green chair facing to the right|-32.96929168701172|-31.65498924255371|-34.44557571411133|-33.78890609741211|-5.6814656257629395|-32.03429412841797|-34.694461822509766
32|a green desk facing forwards|-24.585113525390625|-35.53291702270508|-26.41717529296875|-31.07768440246582|-13.584640502929688|-32.75693130493164|-33.04275894165039
33|a green desk facing to the left|-31.769094467163086|-33.92964553833008|-32.13698959350586|-32.8154182434082|-13.024409294128418|-36.682552337646484|-35.29720687866211
34|a green desk|-24.399995803833008|-26.653413772583008|-25.718830108642578|-29.970550537109375|-7.836628437042236|-30.264249801635742|-31.91758918762207
35|a green desk facing to the right|-31.41863250732422|-27.235431671142578|-31.801658630371094|-32.312164306640625|-10.142870903015137|-36.1297492980957|-34.65953063964844
36|a large thing facing forwards|-46.35860824584961|-49.89219665527344|-40.74834060668945|-49.23345947265625|-27.668651580810547|-42.87701416015625|-50.74620056152344
37|a large thing facing to the left|-47.613346099853516|-48.41984558105469|-47.17938995361328|-42.65119171142578|-25.12228012084961|-49.502342224121094|-42.25592803955078
38|a large thing|-42.876670837402344|-42.123111724853516|-36.930702209472656|-38.48113250732422|-21.352628707885742|-38.879478454589844|-38.75550842285156
39|a large chair facing forwards|-36.53639221191406|-37.78678512573242|-32.64338302612305|-40.19728088378906|-16.80844497680664|-29.4561767578125|-38.7276725769043
40|a large chair facing to the left|-33.59422302246094|-34.96526336669922|-32.93754959106445|-33.90327072143555|-12.77121639251709|-33.98241424560547|-30.136701583862305
41|a large chair|-32.88084030151367|-34.107940673828125|-31.445261001586914|-33.39875411987305|-12.108617782592773|-29.09739112854004|-29.72140884399414
42|a large desk facing forwards|-33.202720642089844|-36.55067825317383|-26.209386825561523|-34.69675064086914|-16.55646324157715|-33.27407455444336|-37.34352111816406
43|a large desk facing to the left|-34.752838134765625|-35.10816955566406|-31.591753005981445|-27.612972259521484|-14.741623878479004|-36.61289978027344|-33.8404655456543
44|a large desk|-32.34837341308594|-31.814287185668945|-25.37317657470703|-26.77734375|-13.51340103149414|-32.3642463684082|-32.87256622314453
45|a large, grey thing facing forwards|-51.281654357910156|-51.65397644042969|-53.91416931152344|-49.264976501464844|-31.399791717529297|-53.92036819458008|-49.10792541503906
46|a large, grey thing facing to the left|-45.96392059326172|-45.49890899658203|-47.50222396850586|-41.0651741027832|-23.90874481201172|-48.06065368652344|-39.271759033203125
47|a large, grey thing|-44.456947326660156|-43.96337127685547|-45.83109664916992|-39.96485137939453|-22.751956939697266|-46.94066619873047|-38.55427169799805
48|a large, grey chair facing forwards|-38.97817611694336|-40.780357360839844|-43.39434814453125|-37.93509292602539|-18.86008071899414|-41.22494125366211|-34.94294738769531
49|a large, grey chair facing to the left|-31.88546371459961|-33.163211822509766|-35.93555450439453|-29.739316940307617|-9.476770401000977|-34.089385986328125|-22.282421112060547
50|a large, grey chair|-31.761432647705078|-33.04774856567383|-35.73582458496094|-29.488357543945312|-9.398180961608887|-33.956024169921875|-22.203651428222656
51|a large, grey desk facing forwards|-37.509883880615234|-37.8431510925293|-38.9933967590332|-33.95707321166992|-17.87195587158203|-40.480587005615234|-33.60503387451172
52|a large, grey desk facing to the left|-32.185359954833984|-30.637420654296875|-31.353775024414062|-23.30279541015625|-12.198270797729492|-36.07774353027344|-27.773836135864258
53|a large, grey desk|-32.013458251953125|-30.48837661743164|-30.927871704101562|-22.644182205200195|-11.863763809204102|-35.75686264038086|-27.469623565673828
54|a large, green thing facing forwards|-43.930965423583984|-47.899024963378906|-39.72265625|-44.17224884033203|-22.734447479248047|-40.486083984375|-46.07040786743164
55|a large, green thing facing to the left|-47.373748779296875|-47.049591064453125|-46.65421676635742|-46.42057418823242|-26.220603942871094|-47.0535888671875|-49.8270149230957
56|a large, green thing|-43.157875061035156|-42.08131408691406|-38.8694953918457|-42.787452697753906|-21.586013793945312|-39.65032196044922|-45.284908294677734
57|a large, green chair facing forwards|-30.90538787841797|-32.73801040649414|-31.0128231048584|-32.10146713256836|-7.49038028717041|-22.62841796875|-32.093441009521484
58|a large, green chair facing to the left|-33.837032318115234|-35.480445861816406|-36.43745803833008|-35.47587203979492|-12.952820777893066|-30.806442260742188|-37.550086975097656
59|a large, green chair|-30.777921676635742|-32.47871017456055|-30.87270736694336|-31.927955627441406|-7.421823024749756|-22.56940460205078|-32.02101135253906
60|a large, green desk facing forwards|-30.146032333374023|-34.57049560546875|-21.934438705444336|-29.252899169921875|-11.862287521362305|-29.873258590698242|-35.19898986816406
61|a large, green desk facing to the left|-33.73326110839844|-33.79753494262695|-30.826536178588867|-32.750667572021484|-14.830699920654297|-35.004127502441406|-38.5872802734375
62|a large, green desk|-30.02276611328125|-28.35626983642578|-21.7025089263916|-29.05698013305664|-11.541873931884766|-29.265087127685547|-34.996253967285156
63|a small thing facing forwards|-39.91564178466797|-48.741539001464844|-43.51944351196289|-46.64595031738281|-28.395484924316406|-47.307579040527344|-48.91517639160156
64|a small thing|-36.07187271118164|-37.422813415527344|-38.91233444213867|-40.72886276245117|-16.115999221801758|-42.4117431640625|-42.002349853515625
65|a small thing facing to the right|-46.758121490478516|-42.02165603637695|-45.873565673828125|-45.87533187866211|-20.9064998626709|-48.21497344970703|-46.94071960449219
66|a small chair|-31.817195892333984|-32.715248107910156|-32.777259826660156|-33.63100051879883|-7.583644866943359|-35.00403594970703|-34.591094970703125
67|a small chair facing to the right|-32.73748016357422|-33.378082275390625|-34.26032257080078|-35.28352355957031|-8.114410400390625|-36.11879348754883|-35.79971694946289
