|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-22.298892974853516|-22.668731689453125|-44.12635803222656|-39.03656768798828|-44.20204162597656|-45.17930221557617|-39.04838180541992
1|a grey thing facing to the left|-25.34427261352539|-25.251094818115234|-47.77804183959961|-46.09025573730469|-46.05341339111328|-47.480098724365234|-46.456512451171875
2|a grey thing|-19.289997100830078|-19.9012451171875|-42.08810806274414|-37.13362503051758|-41.43468475341797|-42.5806770324707|-37.73596954345703
3|a grey thing facing to the right|-25.105968475341797|-25.345300674438477|-47.89802551269531|-45.37865447998047|-46.78521728515625|-47.4838981628418|-45.35455322265625
4|a grey thing facing backwards|-24.141374588012695|-24.551572799682617|-45.27743911743164|-45.930877685546875|-45.42909622192383|-45.862972259521484|-46.1661376953125
5|a grey chair facing forwards|-11.646256446838379|-12.546875|-34.19768524169922|-26.14630126953125|-34.8453483581543|-36.55237579345703|-31.331340789794922
6|a grey chair facing to the left|-15.178030014038086|-15.587701797485352|-37.86468505859375|-32.81576156616211|-37.58674621582031|-39.243247985839844|-36.3683967590332
7|a grey chair|-10.805949211120605|-11.86055850982666|-33.59735107421875|-25.585561752319336|-33.837711334228516|-35.776588439941406|-30.84540557861328
8|a grey chair facing to the right|-14.925796508789062|-15.566102981567383|-37.85972213745117|-31.97858238220215|-37.82884216308594|-39.179405212402344|-36.05869674682617
9|a grey chair facing backwards|-14.796182632446289|-15.411744117736816|-36.374698638916016|-33.8183708190918|-37.5677490234375|-38.490028381347656|-36.915252685546875
10|a grey sofa facing forwards|-13.602627754211426|-13.914146423339844|-36.41781234741211|-30.576292037963867|-34.97129821777344|-35.662696838378906|-28.349689483642578
11|a grey sofa facing to the left|-17.131574630737305|-16.926097869873047|-39.723960876464844|-35.51353073120117|-37.35972213745117|-38.59508514404297|-35.162628173828125
12|a grey sofa|-12.87115478515625|-13.358478546142578|-35.772369384765625|-29.883174896240234|-34.15937423706055|-35.06549835205078|-28.067668914794922
13|a grey sofa facing backwards|-17.301395416259766|-17.387815475463867|-39.07671356201172|-36.58782958984375|-37.638755798339844|-37.69010543823242|-36.0521240234375
14|a red thing facing forwards|-27.131786346435547|-27.95880126953125|-48.49953842163086|-51.138999938964844|-47.144493103027344|-49.93046188354492|-50.014469146728516
15|a red thing facing to the left|-24.94272804260254|-20.25127410888672|-43.81793975830078|-45.8454475402832|-39.754520416259766|-43.84602355957031|-44.230716705322266
16|a red thing|-15.513154983520508|-16.28348159790039|-40.71696853637695|-41.271148681640625|-35.72529602050781|-40.915199279785156|-40.45207214355469
17|a red thing facing to the right|-19.117130279541016|-26.39743423461914|-44.6379280090332|-44.991695404052734|-46.574241638183594|-46.69405746459961|-45.112056732177734
18|a red thing facing backwards|-25.85527801513672|-24.76720428466797|-45.69407272338867|-49.41600799560547|-45.4359245300293|-47.45311737060547|-48.41389465332031
19|a red chair facing forwards|-13.732946395874023|-15.164887428283691|-39.30607223510742|-40.845035552978516|-38.887550354003906|-40.824344635009766|-39.395721435546875
20|a red chair facing to the left|-8.66456413269043|-5.980363845825195|-33.06275939941406|-35.13723373413086|-31.113195419311523|-34.408424377441406|-33.74394989013672
21|a red chair|-2.7370100021362305|-4.946241855621338|-31.913482666015625|-32.43421936035156|-29.82904624938965|-33.353515625|-31.528406143188477
22|a red chair facing to the right|-3.7981932163238525|-10.32933235168457|-33.608558654785156|-33.68955612182617|-34.581146240234375|-35.454532623291016|-32.896759033203125
23|a red chair facing backwards|-13.045583724975586|-13.495267868041992|-37.113037109375|-39.930328369140625|-38.197906494140625|-38.69556427001953|-38.48565673828125
24|a red sofa facing forwards|-18.621227264404297|-20.530237197875977|-40.39836883544922|-42.80070495605469|-35.814918518066406|-40.70884323120117|-41.28755187988281
25|a red sofa facing to the left|-13.498794555664062|-13.514598846435547|-35.53512954711914|-38.07258605957031|-27.078554153442383|-33.887149810791016|-35.04144287109375
26|a red sofa|-12.059759140014648|-12.37889289855957|-34.62797164916992|-36.968055725097656|-25.749235153198242|-33.216224670410156|-33.95792770385742
27|a red sofa facing backwards|-18.110912322998047|-19.417266845703125|-38.21443176269531|-41.73222732543945|-35.57330322265625|-38.71281051635742|-40.07741928100586
28|a thing facing forwards|-30.69322967529297|-30.59600067138672|-50.27850341796875|-41.89088439941406|-49.852806091308594|-49.57143783569336|-41.64039611816406
29|a thing facing to the left|-27.91082191467285|-22.886613845825195|-51.33622360229492|-49.2620849609375|-43.4586296081543|-49.05113220214844|-48.544918060302734
30|a thing|-15.97235107421875|-16.197782516479492|-37.834014892578125|-37.0308723449707|-37.385337829589844|-38.18373107910156|-37.07231903076172
31|a thing facing to the right|-23.0817813873291|-28.867921829223633|-52.41166687011719|-48.69136428833008|-49.86710739135742|-50.169281005859375|-47.725563049316406
32|a thing facing backwards|-29.548267364501953|-27.969242095947266|-44.226383209228516|-48.4611930847168|-48.089569091796875|-43.563777923583984|-48.29309844970703
33|a chair facing forwards|-16.231849670410156|-15.82260799407959|-35.470069885253906|-28.31661605834961|-37.06532287597656|-37.406837463378906|-31.54857635498047
34|a chair facing to the left|-11.705636978149414|-7.303355693817139|-34.689369201660156|-34.61068344116211|-31.856449127197266|-36.38053512573242|-34.79484558105469
35|a chair|-5.754550457000732|-6.075110912322998|-28.719951629638672|-27.258026123046875|-30.079177856445312|-32.416481018066406|-30.280609130859375
36|a chair facing to the right|-7.362482070922852|-11.779996871948242|-35.08967971801758|-33.869197845458984|-34.49361801147461|-37.062034606933594|-34.53495407104492
37|a chair facing backwards|-15.402837753295898|-14.036012649536133|-29.667890548706055|-35.54701232910156|-35.634952545166016|-33.485130310058594|-34.63987731933594
38|a sofa facing forwards|-15.509394645690918|-16.53450584411621|-38.416954040527344|-32.839996337890625|-38.22841262817383|-37.67591094970703|-31.070894241333008
39|a sofa facing to the left|-14.344182968139648|-12.613868713378906|-38.35857009887695|-37.73749923706055|-31.042268753051758|-37.237728118896484|-37.82075500488281
40|a sofa|-12.309305191040039|-11.325469970703125|-33.56977844238281|-32.01929473876953|-29.367685317993164|-31.349552154541016|-30.15032958984375
41|a sofa facing backwards|-15.744531631469727|-15.194330215454102|-34.405357360839844|-38.63087463378906|-37.819862365722656|-32.10246276855469|-38.836448669433594
42|a blue thing facing forwards|-24.247655868530273|-24.52289390563965|-43.86861801147461|-43.88154220581055|-44.1348991394043|-43.736595153808594|-44.31766128540039
43|a blue thing facing to the left|-24.099077224731445|-21.476205825805664|-44.90492248535156|-43.912498474121094|-43.11186218261719|-43.34468460083008|-43.52309036254883
44|a blue thing|-18.123661041259766|-17.49797248840332|-35.17066192626953|-38.2127799987793|-36.86143493652344|-35.793540954589844|-37.3345947265625
45|a blue thing facing to the right|-24.229711532592773|-22.611854553222656|-45.46835708618164|-44.12593460083008|-43.76225280761719|-43.977230072021484|-44.013431549072266
46|a blue thing facing backwards|-20.445520401000977|-20.31943130493164|-37.04084396362305|-40.216835021972656|-38.91830062866211|-37.15037536621094|-39.2755241394043
47|a blue chair facing forwards|-13.758902549743652|-12.314937591552734|-32.07426071166992|-34.66846466064453|-35.25165557861328|-36.18718719482422|-35.247215270996094
48|a blue chair facing to the left|-13.976694107055664|-11.424153327941895|-31.68210792541504|-34.759910583496094|-34.703365325927734|-35.255332946777344|-35.012298583984375
49|a blue chair|-9.561739921569824|-8.592768669128418|-25.156513214111328|-30.701955795288086|-30.720565795898438|-30.51836395263672|-30.758554458618164
50|a blue chair facing to the right|-13.89876937866211|-11.901909828186035|-31.938657760620117|-34.761661529541016|-35.17290115356445|-35.71735763549805|-35.14084243774414
51|a blue chair facing backwards|-10.275836944580078|-9.300435066223145|-25.54308319091797|-31.528671264648438|-31.69356918334961|-30.85578727722168|-31.488624572753906
