|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-43.796939849853516|-22.668731689453125|-22.14980125427246|-39.03656768798828|-44.20204162597656|-45.17930221557617|-39.04838180541992
1|a grey thing facing to the left|-46.84231948852539|-25.251094818115234|-25.801483154296875|-46.09025573730469|-46.05341339111328|-47.480098724365234|-46.456512451171875
2|a grey thing|-40.78804397583008|-19.9012451171875|-20.111549377441406|-37.13362503051758|-41.43468475341797|-42.5806770324707|-37.73596954345703
3|a grey thing facing to the right|-46.6040153503418|-25.345300674438477|-25.92146873474121|-45.37865447998047|-46.78521728515625|-47.4838981628418|-45.35455322265625
4|a grey thing facing backwards|-45.63942337036133|-24.551572799682617|-23.30088233947754|-45.930877685546875|-45.42909622192383|-45.862972259521484|-46.1661376953125
5|a grey chair facing forwards|-33.14430236816406|-12.546875|-12.221124649047852|-26.14630126953125|-34.8453483581543|-36.55237579345703|-31.331340789794922
6|a grey chair facing to the left|-36.67607498168945|-15.587701797485352|-15.888120651245117|-32.81576156616211|-37.58674621582031|-39.243247985839844|-36.3683967590332
7|a grey chair|-32.30399703979492|-11.86055850982666|-11.620789527893066|-25.585561752319336|-33.837711334228516|-35.776588439941406|-30.84540557861328
8|a grey chair facing to the right|-36.4238395690918|-15.566102981567383|-15.883157730102539|-31.97858238220215|-37.82884216308594|-39.179405212402344|-36.05869674682617
9|a grey chair facing backwards|-36.294227600097656|-15.411744117736816|-14.398138046264648|-33.8183708190918|-37.5677490234375|-38.490028381347656|-36.915252685546875
10|a grey sofa facing forwards|-35.100677490234375|-13.914146423339844|-14.441253662109375|-30.576292037963867|-34.97129821777344|-35.662696838378906|-28.349689483642578
11|a grey sofa facing to the left|-38.62962341308594|-16.926097869873047|-17.747398376464844|-35.51353073120117|-37.35972213745117|-38.59508514404297|-35.162628173828125
12|a grey sofa|-34.36920166015625|-13.358478546142578|-13.795808792114258|-29.883174896240234|-34.15937423706055|-35.06549835205078|-28.067668914794922
