|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-22.298892974853516|-44.731231689453125|-22.14980125427246|-39.03656768798828|-23.334856033325195|-23.06211280822754|-39.04838180541992
1|a grey thing facing to the left|-25.34427261352539|-47.313594818115234|-25.801483154296875|-46.09025573730469|-25.18623161315918|-25.362911224365234|-46.456512451171875
2|a grey thing|-19.289997100830078|-41.9637451171875|-20.111549377441406|-37.13362503051758|-20.56749725341797|-20.463489532470703|-37.73596954345703
3|a grey thing facing to the right|-25.105968475341797|-47.40780258178711|-25.92146873474121|-45.37865447998047|-25.91803550720215|-25.366710662841797|-45.35455322265625
4|a grey thing facing backwards|-24.141374588012695|-46.61407470703125|-23.30088233947754|-45.930877685546875|-24.561908721923828|-23.74578285217285|-46.1661376953125
5|a grey chair facing forwards|-11.646256446838379|-34.609378814697266|-12.221124649047852|-26.14630126953125|-13.978161811828613|-14.435190200805664|-31.331340789794922
6|a grey chair facing to the left|-15.178030014038086|-37.65020751953125|-15.888120651245117|-32.81576156616211|-16.71955680847168|-17.126060485839844|-36.3683967590332
7|a grey chair|-10.805949211120605|-33.92306137084961|-11.620789527893066|-25.585561752319336|-12.9705228805542|-13.659399032592773|-30.84540557861328
8|a grey chair facing to the right|-14.925796508789062|-37.62860870361328|-15.883157730102539|-31.97858238220215|-16.961652755737305|-17.06221580505371|-36.05869674682617
9|a grey chair facing backwards|-14.796182632446289|-37.47425079345703|-14.398138046264648|-33.8183708190918|-16.7005615234375|-16.372840881347656|-36.915252685546875
10|a grey sofa facing forwards|-13.602627754211426|-35.97665023803711|-14.441253662109375|-30.576292037963867|-14.104106903076172|-13.54550838470459|-28.349689483642578
11|a grey sofa facing to the left|-17.131574630737305|-38.98860168457031|-17.747398376464844|-35.51353073120117|-16.492534637451172|-16.477895736694336|-35.162628173828125
12|a grey sofa|-12.87115478515625|-35.420982360839844|-13.795808792114258|-29.883174896240234|-13.292184829711914|-12.948310852050781|-28.067668914794922
13|a grey sofa facing backwards|-17.301395416259766|-39.450321197509766|-17.10015296936035|-36.58782958984375|-16.771564483642578|-15.572918891906738|-36.0521240234375
14|a red thing facing forwards|-27.131786346435547|-50.02130126953125|-26.522977828979492|-51.138999938964844|-26.27730941772461|-27.813270568847656|-50.014469146728516
15|a red thing facing to the left|-24.94272804260254|-42.31377410888672|-21.841381072998047|-45.8454475402832|-18.8873348236084|-21.728839874267578|-44.230716705322266
16|a red thing|-15.513154983520508|-38.34598159790039|-18.740406036376953|-41.271148681640625|-14.858108520507812|-18.798009872436523|-40.45207214355469
17|a red thing facing to the right|-19.117130279541016|-48.45993423461914|-22.66136932373047|-44.991695404052734|-25.707056045532227|-24.576871871948242|-45.112056732177734
18|a red thing facing backwards|-25.85527801513672|-46.82970428466797|-23.717512130737305|-49.41600799560547|-24.568740844726562|-25.335927963256836|-48.41389465332031
19|a red chair facing forwards|-13.732946395874023|-37.227386474609375|-17.329509735107422|-40.845035552978516|-18.020362854003906|-18.707157135009766|-39.395721435546875
20|a red chair facing to the left|-8.66456413269043|-28.042863845825195|-11.086196899414062|-35.13723373413086|-10.246007919311523|-12.291234970092773|-33.74394989013672
21|a red chair|-2.7370100021362305|-27.008743286132812|-9.936920166015625|-32.43421936035156|-8.961859703063965|-11.236330032348633|-31.528406143188477
22|a red chair facing to the right|-3.7981932163238525|-32.39183044433594|-11.631996154785156|-33.68955612182617|-13.713960647583008|-13.337343215942383|-32.896759033203125
23|a red chair facing backwards|-13.045583724975586|-35.557769775390625|-15.13647174835205|-39.930328369140625|-17.33072280883789|-16.5783748626709|-38.48565673828125
24|a red sofa facing forwards|-18.621227264404297|-42.59273910522461|-18.42180633544922|-42.80070495605469|-14.94773006439209|-18.591659545898438|-41.28755187988281
25|a red sofa facing to the left|-13.498794555664062|-35.57710266113281|-13.558568000793457|-38.07258605957031|-6.211369037628174|-11.769964218139648|-35.04144287109375
26|a red sofa|-12.059759140014648|-34.4413948059082|-12.651409149169922|-36.968055725097656|-4.882048606872559|-11.099039077758789|-33.95792770385742
27|a red sofa facing backwards|-18.110912322998047|-41.47977066040039|-16.237873077392578|-41.73222732543945|-14.706114768981934|-16.595626831054688|-40.07741928100586
28|a thing facing forwards|-30.69322967529297|-52.65850067138672|-28.30194091796875|-41.89088439941406|-28.985620498657227|-27.45425033569336|-41.64039611816406
29|a thing facing to the left|-27.91082191467285|-44.94911193847656|-29.35965919494629|-49.2620849609375|-22.591445922851562|-26.933944702148438|-48.544918060302734
30|a thing|-15.97235107421875|-38.260284423828125|-15.857452392578125|-37.0308723449707|-16.51815414428711|-16.066543579101562|-37.07231903076172
31|a thing facing to the right|-23.0817813873291|-50.930419921875|-30.435100555419922|-48.69136428833008|-28.99992561340332|-28.052095413208008|-47.725563049316406
32|a thing facing backwards|-29.548267364501953|-50.031742095947266|-22.24982261657715|-48.4611930847168|-27.222387313842773|-21.446590423583984|-48.29309844970703
33|a chair facing forwards|-16.231849670410156|-37.885108947753906|-13.493507385253906|-28.31661605834961|-16.198137283325195|-15.289648056030273|-31.54857635498047
34|a chair facing to the left|-11.705636978149414|-29.365856170654297|-12.71280574798584|-34.61068344116211|-10.989263534545898|-14.263345718383789|-34.79484558105469
35|a chair|-5.754550457000732|-28.137611389160156|-6.74338960647583|-27.258026123046875|-9.211992263793945|-10.299291610717773|-30.280609130859375
36|a chair facing to the right|-7.362482070922852|-33.84249496459961|-13.113116264343262|-33.869197845458984|-13.626432418823242|-14.944845199584961|-34.53495407104492
37|a chair facing backwards|-15.402837753295898|-36.0985107421875|-7.6913275718688965|-35.54701232910156|-14.767766952514648|-11.367939949035645|-34.63987731933594
38|a sofa facing forwards|-15.509394645690918|-38.597007751464844|-16.44038963317871|-32.839996337890625|-17.361225128173828|-15.558719635009766|-31.070894241333008
39|a sofa facing to the left|-14.344182968139648|-34.676368713378906|-16.38200569152832|-37.73749923706055|-10.175079345703125|-15.120537757873535|-37.82075500488281
40|a sofa|-12.309305191040039|-33.387969970703125|-11.59321403503418|-32.01929473876953|-8.500497817993164|-9.232364654541016|-30.15032958984375
41|a sofa facing backwards|-15.744531631469727|-37.25682830810547|-12.428792953491211|-38.63087463378906|-16.952674865722656|-9.985272407531738|-38.836448669433594
42|a blue thing facing forwards|-24.247655868530273|-46.58538818359375|-21.89205551147461|-43.88154220581055|-23.267709732055664|-21.61941146850586|-44.31766128540039
43|a blue thing facing to the left|-24.099077224731445|-43.53870391845703|-22.928361892700195|-43.912498474121094|-22.244674682617188|-21.227500915527344|-43.52309036254883
44|a blue thing|-18.123661041259766|-39.56047058105469|-13.194101333618164|-38.2127799987793|-15.994246482849121|-13.676355361938477|-37.3345947265625
45|a blue thing facing to the right|-24.229711532592773|-44.67435073852539|-23.491798400878906|-44.12593460083008|-22.895061492919922|-21.86004638671875|-44.013431549072266
46|a blue thing facing backwards|-20.445520401000977|-42.381927490234375|-15.064281463623047|-40.216835021972656|-18.05111312866211|-15.033190727233887|-39.2755241394043
47|a blue chair facing forwards|-13.758902549743652|-34.377437591552734|-10.097697257995605|-34.66846466064453|-14.384468078613281|-14.069999694824219|-35.247215270996094
48|a blue chair facing to the left|-13.976694107055664|-33.48664855957031|-9.705544471740723|-34.759910583496094|-13.836181640625|-13.13814926147461|-35.012298583984375
49|a blue chair|-9.561739921569824|-30.6552677154541|-3.1799516677856445|-30.701955795288086|-9.853378295898438|-8.401176452636719|-30.758554458618164
50|a blue chair facing to the right|-13.89876937866211|-33.96440505981445|-9.9620943069458|-34.761661529541016|-14.305715560913086|-13.600173950195312|-35.14084243774414
51|a blue chair facing backwards|-10.275836944580078|-31.362934112548828|-3.5665218830108643|-31.528671264648438|-10.82638168334961|-8.73859977722168|-31.488624572753906
52|a blue sofa facing forwards|-15.842412948608398|-38.28059005737305|-13.619705200195312|-37.03312301635742|-14.08324909210205|-10.88292407989502|-34.7816047668457
53|a blue sofa facing to the left|-16.50741195678711|-38.53388595581055|-13.223579406738281|-37.424991607666016|-14.182767868041992|-10.627331733703613|-35.29730987548828
54|a blue sofa|-12.253091812133789|-35.2440299987793|-7.7033891677856445|-33.611061096191406|-9.313633918762207|-4.74656867980957|-30.20280647277832
55|a blue sofa facing backwards|-12.878832817077637|-35.842281341552734|-8.135431289672852|-34.34287643432617|-9.976920127868652|-4.956865310668945|-30.648971557617188
56|a large, grey thing facing forwards|-23.245664596557617|-45.02786636352539|-22.087520599365234|-39.15780258178711|-23.043880462646484|-22.686038970947266|-37.08039855957031
57|a large, grey thing|-21.916946411132812|-43.7123908996582|-20.95035171508789|-38.38077926635742|-21.155616760253906|-20.970075607299805|-36.5341911315918
58|a large, grey chair facing forwards|-10.735679626464844|-32.508914947509766|-9.184182167053223|-23.101205825805664|-11.043598175048828|-11.091877937316895|-28.11588478088379
59|a large, grey chair|-10.635697364807129|-32.43144989013672|-9.107354164123535|-22.83183479309082|-10.887182235717773|-10.996591567993164|-27.980056762695312
60|a large, grey sofa facing forwards|-10.642411231994629|-32.573238372802734|-11.49621295928955|-29.589502334594727|-10.331490516662598|-9.455142974853516|-22.377391815185547
61|a large, grey sofa|-10.45992374420166|-32.464698791503906|-11.381890296936035|-29.28108024597168|-10.127840042114258|-9.357988357543945|-22.314655303955078
62|a large, red thing facing forwards|-33.04485321044922|-56.17485809326172|-28.97637176513672|-49.539573669433594|-28.4461727142334|-28.31952667236328|-48.34488296508789
63|a large, red thing|-25.628990173339844|-48.162315368652344|-23.590919494628906|-46.23960494995117|-22.134307861328125|-22.640432357788086|-44.500518798828125
64|a large, red chair facing forwards|-18.754295349121094|-42.2306022644043|-17.390439987182617|-37.98003387451172|-16.962369918823242|-16.962142944335938|-37.199092864990234
65|a large, red chair|-13.40506649017334|-35.775718688964844|-13.465818405151367|-36.82392501831055|-13.035417556762695|-12.540182113647461|-35.13899612426758
66|a large, red sofa facing forwards|-20.96246910095215|-44.30820083618164|-18.23796272277832|-40.03483200073242|-16.964859008789062|-17.333444595336914|-36.21075439453125
67|a large, red sofa|-17.723167419433594|-39.93893814086914|-15.785806655883789|-38.96965026855469|-12.119115829467773|-13.616161346435547|-35.402549743652344
68|a large thing facing forwards|-25.95233726501465|-48.471893310546875|-26.515371322631836|-41.80915451049805|-26.22597885131836|-27.150426864624023|-41.434078216552734
69|a large thing|-22.285903930664062|-44.51416778564453|-22.037912368774414|-37.860374450683594|-21.58644676208496|-21.685192108154297|-37.90165328979492
70|a large chair facing forwards|-14.37783432006836|-37.31740951538086|-14.34422779083252|-27.109085083007812|-16.37177085876465|-16.46067237854004|-31.471370697021484
71|a large chair|-13.255707740783691|-35.95316696166992|-13.277498245239258|-26.290599822998047|-14.586170196533203|-14.632696151733398|-31.045852661132812
72|a large sofa facing forwards|-14.10095500946045|-36.32745361328125|-14.734943389892578|-31.056997299194336|-14.584038734436035|-14.204394340515137|-27.934873580932617
73|a large sofa|-13.341383934020996|-35.62507629394531|-13.676739692687988|-30.512287139892578|-13.181476593017578|-13.014030456542969|-27.56505012512207
74|a large, blue thing facing forwards|-27.546401977539062|-49.61518096923828|-26.408130645751953|-47.1641845703125|-25.87830352783203|-26.654409408569336|-45.875831604003906
75|a large, blue thing|-23.65528106689453|-45.672027587890625|-21.232954025268555|-44.79958724975586|-21.79287338256836|-21.28398895263672|-43.024234771728516
76|a large, blue chair facing forwards|-16.475318908691406|-38.293399810791016|-14.071141242980957|-36.739070892333984|-14.890056610107422|-16.285377502441406|-35.897056579589844
77|a large, blue chair|-14.409173011779785|-36.22201156616211|-11.903379440307617|-35.79578399658203|-13.230106353759766|-13.784377098083496|-34.851295471191406
78|a large, blue sofa facing forwards|-16.215986251831055|-38.17339324951172|-15.255858421325684|-37.76242446899414|-14.07461929321289|-13.697750091552734|-33.99775695800781
79|a large, blue sofa|-14.554596900939941|-36.49456787109375|-13.644420623779297|-36.900047302246094|-12.308894157409668|-11.170502662658691|-33.22303771972656
80|a small, grey thing facing to the left|-26.426362991333008|-47.32770538330078|-27.552602767944336|-50.86323165893555|-26.330163955688477|-27.99302864074707|-49.857688903808594
81|a small, grey thing|-23.023168563842773|-44.95668029785156|-23.304515838623047|-46.134925842285156|-23.785240173339844|-23.884382247924805|-45.49582290649414
82|a small, grey thing facing to the right|-25.762306213378906|-47.77116394042969|-27.550193786621094|-50.81696319580078|-27.453140258789062|-28.060922622680664|-49.84585189819336
83|a small, grey thing facing backwards|-26.569122314453125|-48.68016052246094|-25.295225143432617|-50.56819534301758|-27.63485336303711|-26.157333374023438|-49.65673828125
84|a small, grey chair facing to the left|-16.080406188964844|-36.9582405090332|-17.69959259033203|-39.338226318359375|-16.973413467407227|-18.739498138427734|-40.000083923339844
85|a small, grey chair|-13.718549728393555|-36.197322845458984|-14.710631370544434|-35.31391906738281|-15.765420913696289|-16.552833557128906|-37.09326934814453
86|a small, grey chair facing to the right|-15.156576156616211|-37.77613830566406|-17.572277069091797|-39.09184646606445|-17.52667808532715|-18.653133392333984|-39.78247833251953
87|a small, grey chair facing backwards|-16.51999855041504|-39.329132080078125|-15.340903282165527|-39.84234619140625|-18.08197784423828|-17.581586837768555|-39.64780044555664
88|a small, grey sofa facing to the left|-18.395437240600586|-39.38656234741211|-18.72418975830078|-40.852603912353516|-15.83739185333252|-17.9874324798584|-39.70058822631836
89|a small, grey sofa|-16.01153564453125|-37.832672119140625|-15.853486061096191|-37.769378662109375|-15.116737365722656|-15.068912506103516|-36.16353988647461
90|a small, grey sofa facing backwards|-18.43392562866211|-39.67679214477539|-16.676498413085938|-40.941802978515625|-17.92005729675293|-15.590578079223633|-39.91058349609375
91|a small, red thing facing to the left|-22.862655639648438|-39.37838363647461|-23.615495681762695|-43.07299041748047|-16.729820251464844|-22.157419204711914|-41.76520919799805
92|a small, red thing|-15.750791549682617|-38.084877014160156|-21.00542449951172|-39.79938507080078|-15.227795600891113|-20.226364135742188|-39.27570343017578
93|a small, red thing facing to the right|-17.146202087402344|-45.349769592285156|-23.330982208251953|-41.97686767578125|-24.404640197753906|-24.625059127807617|-42.113609313964844
94|a small, red thing facing backwards|-25.567684173583984|-46.058319091796875|-28.28601837158203|-47.25249481201172|-25.16864013671875|-26.581636428833008|-47.061100006103516
95|a small, red chair facing to the left|-6.126349925994873|-22.162139892578125|-10.204316139221191|-30.55033302307129|-8.511870384216309|-9.834663391113281|-29.50525665283203
96|a small, red chair|-0.4002784490585327|-22.08074951171875|-8.891371726989746|-28.502899169921875|-8.247828483581543|-9.483000755310059|-28.157052993774414
97|a small, red chair facing to the right|-0.622312068939209|-27.75853729248047|-9.408699989318848|-28.89756965637207|-11.256597518920898|-11.289525985717773|-28.661758422851562
98|a small, red chair facing backwards|-12.092082023620605|-32.07159423828125|-15.620864868164062|-35.55670928955078|-14.578521728515625|-14.538789749145508|-34.75370788574219
99|a small, red sofa facing to the left|-9.172565460205078|-31.734838485717773|-13.779040336608887|-32.80237579345703|-0.9857522249221802|-9.681456565856934|-30.315637588500977
100|a small, red sofa|-8.684322357177734|-31.422584533691406|-13.511919975280762|-32.44562530517578|-0.60895836353302|-9.460640907287598|-30.04180908203125
101|a small, red sofa facing backwards|-13.486312866210938|-36.561981201171875|-18.065771102905273|-37.71764373779297|-12.480024337768555|-15.83181095123291|-37.307037353515625
102|a small thing facing to the left|-25.403667449951172|-42.91237258911133|-26.452743530273438|-44.14114761352539|-20.717302322387695|-24.688318252563477|-44.70125961303711
103|a small thing|-15.06385326385498|-37.160858154296875|-15.194732666015625|-38.14793395996094|-14.930689811706543|-15.385258674621582|-38.38042068481445
104|a small thing facing to the right|-20.980003356933594|-47.24957275390625|-27.43495750427246|-43.695030212402344|-26.371097564697266|-25.665847778320312|-45.10688781738281
105|a small thing facing backwards|-26.38460350036621|-46.659202575683594|-20.662500381469727|-43.95756530761719|-24.814661026000977|-20.241498947143555|-43.5516471862793
106|a small chair facing to the left|-9.963800430297852|-29.494449615478516|-12.74535846710205|-34.39304733276367|-12.209467887878418|-15.676358222961426|-35.0815544128418
107|a small chair|-4.90708589553833|-28.515541076660156|-7.914153575897217|-31.62330436706543|-11.2734375|-12.28731632232666|-32.38819122314453
108|a small chair facing to the right|-6.131031513214111|-33.16102600097656|-13.065423011779785|-33.95795822143555|-14.875679969787598|-16.237180709838867|-35.037654876708984
109|a small chair facing backwards|-13.625697135925293|-35.5067253112793|-8.910141944885254|-34.0058708190918|-16.56393051147461|-13.129968643188477|-34.608062744140625
110|a small sofa facing to the left|-12.985817909240723|-34.57314682006836|-14.974892616271973|-35.06620788574219|-8.716967582702637|-13.78823471069336|-34.96630096435547
111|a small sofa|-11.952067375183105|-33.9757194519043|-11.058791160583496|-33.19660186767578|-7.782566070556641|-9.095667839050293|-32.750205993652344
112|a small sofa facing backwards|-15.98273754119873|-37.93492126464844|-11.662189483642578|-35.48143005371094|-15.817221641540527|-9.61807918548584|-34.45194625854492
113|a small, blue thing facing to the left|-28.139055252075195|-47.69175720214844|-20.88549041748047|-45.129032135009766|-25.71665382385254|-21.057096481323242|-43.899166107177734
114|a small, blue thing|-23.067668914794922|-44.02033615112305|-13.568652153015137|-39.57046890258789|-20.553180694580078|-14.668517112731934|-38.265342712402344
115|a small, blue thing facing to the right|-28.175947189331055|-48.250892639160156|-21.65099334716797|-45.365909576416016|-26.13826560974121|-21.7239990234375|-44.20136260986328
116|a small, blue thing facing backwards|-24.346416473388672|-45.28050231933594|-14.536161422729492|-41.09671401977539|-22.116905212402344|-15.464150428771973|-39.63010787963867
117|a small, blue chair facing to the left|-16.255233764648438|-36.22590255737305|-8.19017219543457|-34.49043655395508|-15.048460006713867|-12.533620834350586|-34.225791931152344
118|a small, blue chair|-11.282150268554688|-32.03882598876953|-0.2403470128774643|-28.930370330810547|-11.231947898864746|-7.548886775970459|-29.248926162719727
119|a small, blue chair facing to the right|-16.054719924926758|-36.396392822265625|-8.347978591918945|-34.438804626464844|-15.392356872558594|-12.753805160522461|-34.308197021484375
120|a small, blue chair facing backwards|-11.471339225769043|-32.23860549926758|-0.3322598934173584|-29.166959762573242|-11.49022388458252|-7.671045303344727|-29.39497947692871
121|a small, blue sofa facing to the left|-19.524595260620117|-40.743896484375|-11.759780883789062|-36.68107604980469|-15.411057472229004|-8.658077239990234|-34.63545227050781
122|a small, blue sofa|-15.312713623046875|-37.08306121826172|-6.219393253326416|-32.0272331237793|-10.139119148254395|-0.5246444940567017|-28.205760955810547
123|a small, blue sofa facing backwards|-15.648865699768066|-37.402183532714844|-6.488280296325684|-32.316864013671875|-10.428605079650879|-0.595451831817627|-28.34479331970215
