|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing|-36.25574493408203|-37.50672149658203|-15.091959953308105|-15.390040397644043|-36.78667068481445|-36.15840148925781|-37.56199645996094
1|a thing facing forwards|-47.57192611694336|-41.55805969238281|-28.017879486083984|-28.152841567993164|-40.976234436035156|-46.27849197387695|-48.66054153442383
2|a thing facing backwards|-41.88876724243164|-45.94804763793945|-22.330078125|-21.44011878967285|-45.31690979003906|-40.4969596862793|-42.10333251953125
3|a chair|-26.419387817382812|-27.023183822631836|-6.1546311378479|-6.452132225036621|-28.761798858642578|-28.90969467163086|-29.31083869934082
4|a chair facing forwards|-32.795772552490234|-27.5368709564209|-12.946806907653809|-13.713371276855469|-29.99134635925293|-31.78072738647461|-34.886539459228516
5|a chair facing backwards|-27.174057006835938|-32.81446838378906|-7.91495418548584|-7.573002815246582|-31.003572463989258|-29.74907875061035|-30.135009765625
6|a desk|-32.353858947753906|-30.831111907958984|-10.981058120727539|-10.46047306060791|-26.582164764404297|-27.876558303833008|-29.29029655456543
7|a desk facing forwards|-34.128211975097656|-31.965579986572266|-15.470523834228516|-15.696407318115234|-27.585058212280273|-33.863311767578125|-35.74456024169922
8|a desk facing backwards|-34.11124801635742|-33.37744903564453|-12.097811698913574|-11.38592529296875|-34.048362731933594|-28.484256744384766|-30.30983543395996
9|a grey thing|-36.84360122680664|-38.10736083984375|-17.2181396484375|-15.298443794250488|-38.146751403808594|-38.83998489379883|-38.37596130371094
10|a grey thing facing forwards|-45.43218994140625|-40.12575912475586|-22.311325073242188|-24.673063278198242|-40.44649887084961|-41.223575592041016|-47.18290710449219
11|a grey thing facing backwards|-39.862606048583984|-44.580379486083984|-19.68606185913086|-17.852985382080078|-45.619422912597656|-41.63038635253906|-40.52505874633789
12|a grey chair|-23.91861915588379|-27.142749786376953|-8.065573692321777|-5.3855061531066895|-30.277652740478516|-30.809574127197266|-30.193641662597656
13|a grey chair facing forwards|-29.808137893676758|-27.325759887695312|-9.646493911743164|-11.729592323303223|-30.940853118896484|-31.789926528930664|-35.2884521484375
14|a grey chair facing backwards|-24.14813995361328|-32.42133331298828|-9.138936996459961|-6.013345718383789|-32.546932220458984|-31.882692337036133|-30.743797302246094
15|a grey desk|-32.24214172363281|-31.47148895263672|-10.988679885864258|-7.270636558532715|-26.131101608276367|-30.28743553161621|-28.213472366333008
16|a grey desk facing forwards|-32.99428939819336|-31.897737503051758|-12.144501686096191|-11.321290016174316|-26.524335861206055|-30.83195686340332|-33.653446197509766
17|a grey desk facing backwards|-34.13479995727539|-35.04665756225586|-12.35449504852295|-8.065552711486816|-33.672916412353516|-32.05384063720703|-28.650121688842773
18|a red thing|-40.898780822753906|-41.12431716918945|-14.417837142944336|-17.360301971435547|-41.01882553100586|-36.94268798828125|-40.711204528808594
19|a red thing facing forwards|-47.39794921875|-48.4213752746582|-24.32137680053711|-23.506240844726562|-48.26893997192383|-45.92353820800781|-46.4079704284668
20|a red thing facing backwards|-43.54635238647461|-43.93693923950195|-17.856117248535156|-20.1635684967041|-43.57227325439453|-39.70795440673828|-43.43797302246094
21|a red chair|-31.035959243774414|-31.946613311767578|-2.3759121894836426|-8.631481170654297|-33.54310607910156|-30.328388214111328|-32.43717956542969
22|a red chair facing forwards|-33.81756591796875|-33.78718948364258|-10.273862838745117|-11.535069465637207|-36.49415969848633|-34.875946044921875|-34.37131118774414
23|a red chair facing backwards|-31.59884262084961|-32.532508850097656|-3.5160505771636963|-9.527294158935547|-34.26551055908203|-30.819049835205078|-33.256622314453125
24|a red desk|-33.604248046875|-34.326236724853516|-7.726372241973877|-10.415849685668945|-32.257667541503906|-25.897315979003906|-32.74317169189453
25|a red desk facing forwards|-36.998016357421875|-38.06129455566406|-14.586579322814941|-13.989805221557617|-36.83253479003906|-32.52762222290039|-35.83045959472656
26|a red desk facing backwards|-34.230716705322266|-34.979583740234375|-9.300006866455078|-11.281188011169434|-32.76408767700195|-26.33533477783203|-33.270320892333984
27|a large thing|-37.41678237915039|-38.439453125|-16.13549041748047|-17.747665405273438|-37.76657485961914|-37.4925422668457|-41.4864616394043
28|a large thing facing forwards|-47.04460144042969|-42.71220016479492|-27.046545028686523|-22.757644653320312|-41.69118118286133|-46.74010467529297|-46.12260437011719
29|a large thing facing backwards|-42.795257568359375|-47.23109436035156|-21.99283790588379|-21.523841857910156|-46.912322998046875|-41.0873908996582|-44.92152786254883
