|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-43.796939849853516|-44.731231689453125|-44.12635803222656|-17.14594268798828|-44.20204162597656|-23.06211280822754|-39.04838180541992
1|a grey thing facing to the left|-46.84231948852539|-47.313594818115234|-47.77804183959961|-24.199634552001953|-46.05341339111328|-25.362911224365234|-46.456512451171875
2|a grey thing|-40.78804397583008|-41.9637451171875|-42.08810806274414|-15.243000030517578|-41.43468475341797|-20.463489532470703|-37.73596954345703
3|a grey thing facing to the right|-46.6040153503418|-47.40780258178711|-47.89802551269531|-23.488033294677734|-46.78521728515625|-25.366710662841797|-45.35455322265625
4|a grey thing facing backwards|-45.63942337036133|-46.61407470703125|-45.27743911743164|-24.040252685546875|-45.42909622192383|-23.74578285217285|-46.1661376953125
5|a grey chair facing forwards|-33.14430236816406|-34.609378814697266|-34.19768524169922|-4.255675792694092|-34.8453483581543|-14.435190200805664|-31.331340789794922
6|a grey chair facing to the left|-36.67607498168945|-37.65020751953125|-37.86468505859375|-10.92513656616211|-37.58674621582031|-17.126060485839844|-36.3683967590332
7|a grey chair|-32.30399703979492|-33.92306137084961|-33.59735107421875|-3.694936513900757|-33.837711334228516|-13.659399032592773|-30.84540557861328
8|a grey chair facing to the right|-36.4238395690918|-37.62860870361328|-37.85972213745117|-10.087955474853516|-37.82884216308594|-17.06221580505371|-36.05869674682617
9|a grey chair facing backwards|-36.294227600097656|-37.47425079345703|-36.374698638916016|-11.927745819091797|-37.5677490234375|-16.372840881347656|-36.915252685546875
10|a grey sofa facing forwards|-35.100677490234375|-35.97665023803711|-36.41781234741211|-8.685667037963867|-34.97129821777344|-13.54550838470459|-28.349689483642578
11|a grey sofa facing to the left|-38.62962341308594|-38.98860168457031|-39.723960876464844|-13.622902870178223|-37.35972213745117|-16.477895736694336|-35.162628173828125
12|a grey sofa|-34.36920166015625|-35.420982360839844|-35.772369384765625|-7.992548942565918|-34.15937423706055|-12.948310852050781|-28.067668914794922
13|a grey sofa facing backwards|-38.799442291259766|-39.450321197509766|-39.07671356201172|-14.697202682495117|-37.638755798339844|-15.572918891906738|-36.0521240234375
14|a red thing facing forwards|-48.62983703613281|-50.02130126953125|-48.49953842163086|-29.248374938964844|-47.144493103027344|-27.813270568847656|-50.014469146728516
15|a red thing facing to the left|-46.44077682495117|-42.31377410888672|-43.81793975830078|-23.954824447631836|-39.754520416259766|-21.728839874267578|-44.230716705322266
16|a red thing|-37.01120376586914|-38.34598159790039|-40.71696853637695|-19.380523681640625|-35.72529602050781|-18.798009872436523|-40.45207214355469
17|a red thing facing to the right|-40.61518096923828|-48.45993423461914|-44.6379280090332|-23.101072311401367|-46.574241638183594|-24.576871871948242|-45.112056732177734
18|a red thing facing backwards|-47.353328704833984|-46.82970428466797|-45.69407272338867|-27.525386810302734|-45.4359245300293|-25.335927963256836|-48.41389465332031
19|a red chair facing forwards|-35.230995178222656|-37.227386474609375|-39.30607223510742|-18.954408645629883|-38.887550354003906|-18.707157135009766|-39.395721435546875
