|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-20.27726936340332|-27.163488388061523|-49.515464782714844|-20.63821792602539|-28.51683807373047
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-26.747188568115234|-20.675912857055664|-48.43141555786133|-26.402334213256836|-20.215707778930664
2|a thing|-37.003273010253906|-37.66355895996094|-15.035714149475098|-15.408823013305664|-37.84295654296875|-15.891664505004883|-15.672463417053223
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-26.708663940429688|-27.47089385986328|-42.70454025268555|-26.546558380126953|-27.580501556396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-11.22433090209961|-16.74135398864746|-35.49253845214844|-7.910830020904541|-15.064193725585938
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-11.698840141296387|-9.484911918640137|-33.41789245605469|-12.478372573852539|-6.111658573150635
6|a chair|-31.098358154296875|-29.959461212158203|-9.471972465515137|-8.633408546447754|-27.568347930908203|-7.323414325714111|-5.472939491271973
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-13.284379005432129|-14.944880485534668|-28.28618812561035|-12.952951431274414|-12.705371856689453
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-7.697422027587891|-13.779311180114746|-36.65092086791992|-11.269107818603516|-14.577841758728027
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-13.151206970214844|-6.175554275512695|-35.118553161621094|-14.37820816040039|-11.148126602172852
10|a desk|-27.119590759277344|-26.668418884277344|-6.344276428222656|-5.061233043670654|-30.879714965820312|-9.875118255615234|-8.922847747802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-13.010099411010742|-12.352741241455078|-32.47328186035156|-13.733511924743652|-12.605939865112305
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-29.75554847717285|-25.865447998046875|-49.43506622314453|-30.568790435791016|-27.03388214111328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-24.103822708129883|-18.986774444580078|-43.216331481933594|-25.446372985839844|-19.177291870117188
14|a grey thing|-42.076072692871094|-42.214237213134766|-19.934215545654297|-15.558027267456055|-40.63518524169922|-22.71878433227539|-16.463851928710938
