|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-42.063846588134766|-43.432376861572266|-40.7690315246582|-35.4351806640625|-20.92823028564453|-41.456199645996094|-35.918216705322266
1|a red thing facing backwards|-44.19739532470703|-45.447792053222656|-42.82939147949219|-36.9456672668457|-22.797338485717773|-43.37556076049805|-37.24482727050781
2|a red thing facing to the left|-48.39413833618164|-49.99567413330078|-47.70125961303711|-44.315155029296875|-26.75008773803711|-47.722434997558594|-43.53169250488281
3|a red fan|-33.61606979370117|-34.770687103271484|-32.96013641357422|-22.835243225097656|-14.346212387084961|-34.94318389892578|-31.70909881591797
4|a red fan facing backwards|-34.3846549987793|-35.57090377807617|-33.92683792114258|-23.56690216064453|-16.02985191345215|-36.21888732910156|-32.8317756652832
5|a red fan facing to the left|-38.115928649902344|-39.48183822631836|-37.915321350097656|-29.991764068603516|-18.487401962280273|-39.30068588256836|-37.21123504638672
6|a red sofa|-33.61509704589844|-34.989315032958984|-32.47722625732422|-27.478700637817383|-12.176599502563477|-32.73430633544922|-25.572607040405273
7|a red sofa facing backwards|-34.3973274230957|-35.60553741455078|-33.282108306884766|-27.90511131286621|-12.665983200073242|-33.151283264160156|-25.85979652404785
8|a red sofa facing to the left|-38.738399505615234|-39.6956672668457|-37.14352035522461|-33.5019645690918|-16.467315673828125|-37.51176071166992|-31.408870697021484
9|a green thing|-39.480224609375|-35.79778289794922|-38.42289352416992|-38.1334228515625|-14.608575820922852|-38.19281005859375|-39.22489547729492
10|a green thing facing backwards|-47.83964920043945|-46.71905517578125|-47.13747787475586|-42.64661407470703|-25.785696029663086|-46.17495346069336|-44.59048080444336
11|a green thing facing to the left|-42.45193099975586|-38.53864288330078|-41.74382400512695|-41.224578857421875|-17.422096252441406|-40.93519973754883|-42.37728500366211
12|a green fan|-29.86532974243164|-24.120004653930664|-30.33875274658203|-29.294681549072266|-8.698799133300781|-30.518245697021484|-31.10303497314453
13|a green fan facing backwards|-36.09347915649414|-34.22462463378906|-36.74297332763672|-34.762725830078125|-16.837806701660156|-36.60110092163086|-36.90646743774414
14|a green fan facing to the left|-30.802413940429688|-25.16168975830078|-31.561819076538086|-30.605335235595703|-10.632248878479004|-31.973310470581055|-32.94737243652344
15|a green sofa|-32.61097717285156|-30.56460189819336|-32.3504753112793|-31.862106323242188|-3.2916905879974365|-29.777570724487305|-30.736888885498047
16|a green sofa facing backwards|-37.60063934326172|-38.819854736328125|-37.77367401123047|-36.87436294555664|-14.933475494384766|-36.17800521850586|-35.772865295410156
17|a green sofa facing to the left|-33.7291374206543|-31.8280029296875|-33.72731018066406|-33.25972366333008|-4.172001361846924|-30.39349365234375|-31.65480613708496
18|a thing|-36.991058349609375|-37.472373962402344|-36.570926666259766|-35.568702697753906|-16.300689697265625|-36.796104431152344|-35.09327697753906
19|a thing facing backwards|-50.3231201171875|-48.97914123535156|-49.72492599487305|-39.91507339477539|-27.968212127685547|-48.62297821044922|-38.866214752197266
20|a thing facing to the left|-44.31447219848633|-42.852630615234375|-42.85039520263672|-46.85603332519531|-20.672277450561523|-41.11195373535156|-44.847434997558594
21|a fan|-27.437397003173828|-28.22348403930664|-28.530790328979492|-26.27393341064453|-11.603490829467773|-32.86089324951172|-31.110763549804688
22|a fan facing backwards|-38.276580810546875|-36.836952209472656|-39.17934799194336|-27.178037643432617|-18.263694763183594|-39.8089599609375|-33.114566802978516
23|a fan facing to the left|-29.6800479888916|-29.66404914855957|-30.595067977905273|-32.76178741455078|-13.514593124389648|-34.388607025146484|-35.38142395019531
24|a sofa|-35.57469940185547|-34.34125518798828|-34.497589111328125|-32.69083786010742|-7.586463928222656|-30.175518035888672|-28.682422637939453
25|a sofa facing backwards|-39.129913330078125|-40.25677490234375|-39.79872131347656|-33.312435150146484|-18.476058959960938|-40.26325607299805|-29.210416793823242
26|a sofa facing to the left|-37.948326110839844|-35.939430236816406|-36.028507232666016|-37.74601364135742|-8.550985336303711|-30.901317596435547|-34.60190200805664
