|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-16.31764793395996|-16.030193328857422|-41.25654220581055|-19.666046142578125|-38.672882080078125|-41.918609619140625|-40.926326751708984
1|a red thing facing to the right|-20.221256256103516|-19.112104415893555|-44.121337890625|-22.333179473876953|-41.37557601928711|-44.425689697265625|-43.8970947265625
2|a red thing facing backwards|-26.37010955810547|-24.813552856445312|-48.72535705566406|-24.949777603149414|-48.312442779541016|-48.586238861083984|-46.24384307861328
3|a red sofa|-3.4083826541900635|-6.603911399841309|-32.71396255493164|-11.024954795837402|-30.985916137695312|-34.103145599365234|-32.08678436279297
4|a red sofa facing to the right|-4.422820568084717|-7.501584529876709|-33.906375885009766|-11.951687812805176|-32.39139175415039|-35.213951110839844|-33.56679916381836
5|a red sofa facing backwards|-13.073675155639648|-13.571001052856445|-38.75108337402344|-16.16995620727539|-37.66097640991211|-39.72126770019531|-37.34822082519531
6|a red desk|-14.224864959716797|-11.900225639343262|-35.92428970336914|-13.552985191345215|-26.99790382385254|-33.710784912109375|-33.44009780883789
7|a red desk facing to the right|-15.155353546142578|-13.128145217895508|-37.03848648071289|-14.336457252502441|-27.844263076782227|-34.198333740234375|-34.220680236816406
8|a red desk facing backwards|-18.351627349853516|-16.392393112182617|-40.1728630065918|-17.067245483398438|-36.691162109375|-39.45799255371094|-37.90654373168945
9|a green thing|-20.3636531829834|-20.70440673828125|-39.22910690307617|-13.513917922973633|-40.795799255371094|-41.36915969848633|-36.190086364746094
10|a green thing facing to the right|-27.200363159179688|-27.087844848632812|-48.35297775268555|-24.078716278076172|-48.264129638671875|-47.16012954711914|-45.87165451049805
11|a green thing facing backwards|-22.182708740234375|-22.490509033203125|-41.53055191040039|-14.893499374389648|-42.460906982421875|-42.8777961730957|-37.360782623291016
12|a green sofa|-11.570422172546387|-12.44251823425293|-31.571659088134766|-4.938667297363281|-33.51786422729492|-33.64507293701172|-30.616226196289062
13|a green sofa facing to the right|-16.4364013671875|-16.682376861572266|-35.569828033447266|-11.081451416015625|-37.29179000854492|-37.02037048339844|-35.539005279541016
14|a green sofa facing backwards|-12.020845413208008|-12.874761581420898|-32.225608825683594|-5.248615264892578|-34.6115837097168|-34.421138763427734|-31.06584358215332
15|a green desk|-11.041462898254395|-11.437074661254883|-32.68871307373047|-7.706300735473633|-31.151378631591797|-31.690452575683594|-26.14090919494629
16|a green desk facing to the right|-15.566764831542969|-15.418890953063965|-36.84992599487305|-13.667391777038574|-35.11380386352539|-35.32732009887695|-31.946950912475586
17|a green desk facing backwards|-11.429140090942383|-11.840779304504395|-33.28032684326172|-8.174224853515625|-31.542156219482422|-31.984466552734375|-26.433719635009766
18|a thing|-15.444067001342773|-16.32996940612793|-38.527549743652344|-16.325590133666992|-38.29747009277344|-39.57106018066406|-37.001495361328125
19|a thing facing to the right|-22.159997940063477|-22.050655364990234|-44.47781753540039|-28.232398986816406|-42.553836822509766|-43.56425094604492|-47.25081253051758
20|a thing facing backwards|-27.647014617919922|-26.934017181396484|-49.933692932128906|-19.76054573059082|-48.79528045654297|-49.157405853271484|-39.76962661743164
21|a sofa|-7.640457630157471|-8.528196334838867|-31.71690559387207|-8.983732223510742|-29.850196838378906|-32.621524810791016|-30.944843292236328
22|a sofa facing to the right|-9.660353660583496|-9.896636962890625|-33.46851348876953|-15.451617240905762|-31.946489334106445|-33.934051513671875|-35.04757308959961
23|a sofa facing backwards|-17.016338348388672|-15.785627365112305|-39.213844299316406|-9.30997371673584|-35.56822204589844|-38.13401412963867|-31.60318374633789
24|a desk|-12.438583374023438|-11.400047302246094|-34.67869567871094|-12.731424331665039|-29.357181549072266|-31.553466796875|-28.827756881713867
25|a desk facing to the right|-14.118353843688965|-13.126787185668945|-36.30867385864258|-17.011079788208008|-30.46428680419922|-32.34782409667969|-34.1681022644043
26|a desk facing backwards|-16.058216094970703|-15.973506927490234|-39.667545318603516|-13.23442268371582|-38.557769775390625|-39.31144714355469|-29.13445472717285
27|a blue thing|-19.356407165527344|-17.661231994628906|-34.85948181152344|-15.911680221557617|-40.548831939697266|-37.73342514038086|-38.569862365722656
28|a blue thing facing to the right|-21.968700408935547|-20.066320419311523|-37.26689529418945|-18.235919952392578|-42.44765090942383|-39.30086135864258|-40.590599060058594
