|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-22.579483032226562|-20.10242462158203|-21.8170108795166|-17.974435806274414|-43.31623458862305|-44.034481048583984|-17.116060256958008
1|a grey thing facing to the left|-25.19535255432129|-23.506444931030273|-24.886837005615234|-25.15456199645996|-48.203617095947266|-46.540679931640625|-24.592674255371094
2|a grey thing|-20.16143798828125|-18.147483825683594|-19.312969207763672|-15.75678825378418|-41.53715896606445|-42.066566467285156|-15.907934188842773
3|a grey thing facing backwards|-24.502973556518555|-21.137393951416016|-24.80245018005371|-24.547969818115234|-47.189239501953125|-46.28560256958008|-24.101749420166016
4|a grey chair facing forwards|-11.782400131225586|-10.373220443725586|-11.833420753479004|-4.942923545837402|-35.098297119140625|-35.640594482421875|-8.987289428710938
5|a grey chair facing to the left|-14.398107528686523|-13.261117935180664|-15.045318603515625|-10.654717445373535|-38.188331604003906|-37.843475341796875|-13.363073348999023
6|a grey chair|-10.883997917175293|-9.740854263305664|-10.443243980407715|-4.25450325012207|-33.865264892578125|-34.24533462524414|-8.074462890625
7|a grey chair facing backwards|-14.498260498046875|-11.837596893310547|-15.78071403503418|-12.341082572937012|-37.73726272583008|-38.184078216552734|-14.131013870239258
8|a grey fan facing forwards|-13.537861824035645|-11.430103302001953|-12.518797874450684|-8.959049224853516|-31.715036392211914|-33.41710662841797|-5.150326728820801
9|a grey fan facing to the left|-16.543912887573242|-14.87214469909668|-16.143415451049805|-13.129887580871582|-36.11430358886719|-36.70881652832031|-11.097713470458984
10|a grey fan|-12.790386199951172|-10.90174674987793|-11.692876815795898|-7.765542984008789|-31.20565414428711|-32.98657989501953|-4.733978271484375
11|a grey fan facing backwards|-16.72495460510254|-14.936887741088867|-16.950210571289062|-14.944511413574219|-36.17938995361328|-37.079498291015625|-12.686503410339355
12|a green thing facing forwards|-27.511550903320312|-24.44571304321289|-24.131750106811523|-25.38141632080078|-48.605995178222656|-46.94935989379883|-25.23114013671875
13|a green thing facing to the left|-21.608257293701172|-19.971939086914062|-17.115060806274414|-20.010913848876953|-42.22978973388672|-39.02484893798828|-19.272123336791992
14|a green thing|-18.52133560180664|-17.38953399658203|-13.051769256591797|-16.604549407958984|-38.95975875854492|-35.938690185546875|-16.2294864654541
15|a green thing facing backwards|-26.31155776977539|-22.935914993286133|-24.485698699951172|-24.182392120361328|-46.66670608520508|-46.42240905761719|-23.542522430419922
16|a green chair facing forwards|-16.333328247070312|-14.940730094909668|-12.980499267578125|-16.524967193603516|-38.616851806640625|-37.2034797668457|-16.115833282470703
17|a green chair facing to the left|-9.987715721130371|-9.923351287841797|-4.258095741271973|-10.619101524353027|-32.9078483581543|-28.870168685913086|-10.192097663879395
18|a green chair|-9.28291130065918|-9.385727882385254|-2.7181520462036133|-9.216042518615723|-31.24345588684082|-27.933347702026367|-8.605315208435059
19|a green chair facing backwards|-15.334434509277344|-13.383788108825684|-13.669919967651367|-15.618658065795898|-36.682350158691406|-36.17510223388672|-14.431000709533691
20|a green fan facing forwards|-19.698942184448242|-18.282373428344727|-20.82765769958496|-19.232009887695312|-38.00200653076172|-35.66661071777344|-16.186872482299805
21|a green fan facing to the left|-13.558571815490723|-12.832639694213867|-12.204501152038574|-13.513242721557617|-30.930553436279297|-26.1433048248291|-9.597844123840332
22|a green fan|-12.911733627319336|-12.21333122253418|-10.554083824157715|-12.372708320617676|-29.787752151489258|-25.2436466217041|-8.780653953552246
23|a green fan facing backwards|-18.066110610961914|-16.632587432861328|-20.252038955688477|-17.664653778076172|-36.108585357666016|-35.05562973022461|-14.322135925292969
24|a thing facing forwards|-30.067800521850586|-24.831127166748047|-29.034812927246094|-22.24302864074707|-49.4684944152832|-49.14417266845703|-20.809829711914062
25|a thing facing to the left|-23.209306716918945|-24.209320068359375|-22.207656860351562|-29.660240173339844|-48.686580657958984|-42.42081832885742|-27.745162963867188
26|a thing|-15.36512565612793|-14.691226959228516|-15.578712463378906|-16.271852493286133|-36.47295379638672|-37.220726013183594|-15.56164836883545
27|a thing facing backwards|-27.836389541625977|-18.599523544311523|-29.154441833496094|-28.716318130493164|-43.57320022583008|-48.27466583251953|-27.447364807128906
28|a chair facing forwards|-15.850824356079102|-11.457259178161621|-15.445560455322266|-8.180084228515625|-34.82415008544922|-36.39414596557617|-9.2337064743042
29|a chair facing to the left|-7.47509241104126|-10.317890167236328|-7.306396961212158|-14.02473258972168|-34.78626251220703|-31.388261795043945|-11.984959602355957
30|a chair|-5.266754627227783|-4.7987165451049805|-5.67564058303833|-6.587220668792725|-30.81282615661621|-29.897939682006836|-7.7609477043151855
31|a chair facing backwards|-14.251736640930176|-5.309151649475098|-15.731483459472656|-15.434833526611328|-32.83981704711914|-34.37278366088867|-12.147195816040039
32|a fan facing forwards|-16.74268913269043|-13.886053085327148|-20.760751724243164|-14.37415599822998|-34.05047607421875|-37.24168014526367|-7.473099708557129
33|a fan facing to the left|-16.78855323791504|-12.84581184387207|-14.948274612426758|-18.395198822021484|-33.23648452758789|-28.999610900878906|-13.147928237915039
34|a fan|-13.718278884887695|-8.192154884338379|-13.568826675415039|-13.042459487915039|-26.65805435180664|-28.338157653808594|-6.571082592010498
35|a fan facing backwards|-16.013887405395508|-9.210491180419922|-19.530324935913086|-19.057647705078125|-28.350791931152344|-36.39826965332031|-14.453690528869629
36|a blue thing facing forwards|-26.94122314453125|-23.552776336669922|-26.107221603393555|-20.68905258178711|-45.40376281738281|-44.0928840637207|-21.05182456970215
37|a blue thing facing to the left|-20.365633010864258|-22.629383087158203|-20.239988327026367|-18.143022537231445|-43.96831130981445|-41.82069778442383|-19.05642318725586
38|a blue thing|-15.226749420166016|-14.372406005859375|-15.696443557739258|-14.634963989257812|-36.14299392700195|-37.858768463134766|-14.723880767822266
39|a blue thing facing backwards|-25.385272979736328|-16.712326049804688|-24.468334197998047|-19.738683700561523|-39.01286697387695|-40.91167449951172|-17.992258071899414
40|a blue chair facing forwards|-13.13891315460205|-11.024101257324219|-16.035179138183594|-12.685934066772461|-36.153316497802734|-37.702110290527344|-13.824440002441406
41|a blue chair facing to the left|-4.360714912414551|-9.051017761230469|-9.846643447875977|-8.434292793273926|-31.111980438232422|-32.124324798583984|-8.728137969970703
42|a blue chair|-2.6265623569488525|-4.417930603027344|-8.342642784118652|-7.470239162445068|-29.77707290649414|-31.156774520874023|-7.575505256652832
43|a blue chair facing backwards|-12.212091445922852|-4.626590728759766|-14.152823448181152|-10.908927917480469|-32.47236251831055|-34.92349624633789|-11.492903709411621
44|a blue fan facing forwards|-17.29732894897461|-13.31085205078125|-16.211132049560547|-12.437376022338867|-31.973581314086914|-34.575469970703125|-11.932168960571289
45|a blue fan facing to the left|-16.08431625366211|-12.186166763305664|-14.488319396972656|-11.457636833190918|-30.548826217651367|-33.05855941772461|-10.630661010742188
46|a blue fan|-13.572626113891602|-8.156360626220703|-11.895296096801758|-8.775550842285156|-25.01260757446289|-30.285873413085938|-7.283684730529785
47|a blue fan facing backwards|-14.835630416870117|-8.849784851074219|-13.368800163269043|-10.19746208190918|-26.050874710083008|-31.125120162963867|-8.208263397216797
48|a large, grey thing facing to the left|-26.68548011779785|-27.26527214050293|-24.50303840637207|-26.182825088500977|-48.668277740478516|-47.01824188232422|-25.93619728088379
49|a large, grey thing|-24.346576690673828|-22.971906661987305|-22.722753524780273|-22.00564956665039|-44.39373016357422|-45.40236282348633|-21.724018096923828
50|a large, grey thing facing backwards|-27.529001235961914|-24.386581420898438|-27.389053344726562|-25.996278762817383|-46.20418167114258|-49.44606018066406|-25.560813903808594
51|a large, grey chair facing to the left|-15.512911796569824|-17.745031356811523|-14.015321731567383|-16.24344825744629|-39.386566162109375|-38.70328903198242|-15.740439414978027
52|a large, grey chair|-14.719864845275879|-14.852434158325195|-13.530070304870605|-13.093570709228516|-37.20871353149414|-37.51420593261719|-13.331245422363281
53|a large, grey chair facing backwards|-17.079185485839844|-15.21458625793457|-17.203157424926758|-16.71469497680664|-38.88421630859375|-39.845741271972656|-15.833023071289062
54|a large, grey fan facing to the left|-19.252506256103516|-18.01871681213379|-15.820473670959473|-16.653898239135742|-37.28750228881836|-35.425289154052734|-14.512051582336426
55|a large, grey fan|-16.946407318115234|-15.520296096801758|-14.551936149597168|-13.45162582397461|-34.256797790527344|-34.789581298828125|-11.175479888916016
56|a large, grey fan facing backwards|-19.269676208496094|-17.259593963623047|-17.201107025146484|-16.76585578918457|-35.96729278564453|-38.06044387817383|-14.667407035827637
57|a large, green thing facing to the left|-25.916501998901367|-24.91060447692871|-16.11751937866211|-20.757301330566406|-45.0351676940918|-39.25770568847656|-19.015642166137695
58|a large, green thing|-24.650774002075195|-23.89659881591797|-15.072766304016113|-18.97039031982422|-43.70899963378906|-38.263484954833984|-17.825515747070312
59|a large, green thing facing backwards|-32.344993591308594|-28.801862716674805|-25.61472511291504|-26.390792846679688|-50.00645446777344|-48.125553131103516|-24.73430061340332
60|a large, green chair facing to the left|-12.153952598571777|-12.282035827636719|-0.7783682346343994|-7.633667469024658|-33.918182373046875|-28.286720275878906|-6.6751203536987305
61|a large, green chair|-12.031305313110352|-12.144760131835938|-0.6250277757644653|-7.419358730316162|-33.52457046508789|-28.108928680419922|-6.4413042068481445
62|a large, green chair facing backwards|-18.40483283996582|-16.45501708984375|-11.873884201049805|-14.544647216796875|-38.474369049072266|-34.351016998291016|-12.496227264404297
63|a large, green fan facing to the left|-17.430830001831055|-15.477631568908691|-8.699731826782227|-12.137972831726074|-31.982505798339844|-22.6949462890625|-4.971541404724121
64|a large, green fan|-17.19761085510254|-15.281003952026367|-8.318230628967285|-11.788690567016602|-31.703392028808594|-22.557937622070312|-4.82997989654541
65|a large, green fan facing backwards|-21.885494232177734|-19.123188018798828|-16.340600967407227|-17.48880958557129|-37.442962646484375|-31.7493896484375|-11.724504470825195
66|a large thing facing to the left|-21.746633529663086|-24.799955368041992|-21.755870819091797|-22.82421112060547|-48.36806106567383|-42.62053298950195|-24.26517105102539
67|a large thing|-15.415865898132324|-15.466645240783691|-16.622922897338867|-18.069107055664062|-36.73588562011719|-38.40171432495117|-17.853618621826172
