|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-37.274681091308594|-36.72550582885742|-41.25654220581055|-19.666046142578125|-38.672882080078125|-19.858062744140625|-40.926326751708984
1|a red thing facing to the right|-41.17829132080078|-39.80741500854492|-44.121337890625|-22.333179473876953|-41.37557601928711|-22.365142822265625|-43.8970947265625
2|a red thing facing backwards|-47.327144622802734|-45.50886535644531|-48.72535705566406|-24.949777603149414|-48.312442779541016|-26.525691986083984|-46.24384307861328
3|a red sofa|-24.365413665771484|-27.299222946166992|-32.71396255493164|-11.024954795837402|-30.985916137695312|-12.042595863342285|-32.08678436279297
4|a red sofa facing to the right|-25.379852294921875|-28.196895599365234|-33.906375885009766|-11.951687812805176|-32.39139175415039|-13.153404235839844|-33.56679916381836
5|a red sofa facing backwards|-34.03070831298828|-34.26631164550781|-38.75108337402344|-16.16995620727539|-37.66097640991211|-17.660717010498047|-37.34822082519531
6|a red desk|-35.1818962097168|-32.59553909301758|-35.92428970336914|-13.552985191345215|-26.99790382385254|-11.650235176086426|-33.44009780883789
7|a red desk facing to the right|-36.11238479614258|-33.82345962524414|-37.03848648071289|-14.336457252502441|-27.844263076782227|-12.137785911560059|-34.220680236816406
8|a red desk facing backwards|-39.308658599853516|-37.08770751953125|-40.1728630065918|-17.067245483398438|-36.691162109375|-17.397441864013672|-37.90654373168945
9|a green thing|-41.320682525634766|-41.39971923828125|-39.22910690307617|-13.513917922973633|-40.795799255371094|-19.308612823486328|-36.190086364746094
10|a green thing facing to the right|-48.15739440917969|-47.78316116333008|-48.35297775268555|-24.078716278076172|-48.264129638671875|-25.099580764770508|-45.87165451049805
11|a green thing facing backwards|-43.139739990234375|-43.185821533203125|-41.53055191040039|-14.893499374389648|-42.460906982421875|-20.81724739074707|-37.360782623291016
12|a green sofa|-32.52745056152344|-33.13783264160156|-31.571659088134766|-4.938667297363281|-33.51786422729492|-11.584525108337402|-30.616226196289062
13|a green sofa facing to the right|-37.393428802490234|-37.377689361572266|-35.569828033447266|-11.081451416015625|-37.29179000854492|-14.959824562072754|-35.539005279541016
14|a green sofa facing backwards|-32.977874755859375|-33.57007598876953|-32.225608825683594|-5.248615264892578|-34.6115837097168|-12.360591888427734|-31.06584358215332
15|a green desk|-31.998493194580078|-32.132389068603516|-32.68871307373047|-7.706300735473633|-31.151378631591797|-9.629904747009277|-26.14090919494629
16|a green desk facing to the right|-36.5237922668457|-36.11420822143555|-36.84992599487305|-13.667391777038574|-35.11380386352539|-13.266770362854004|-31.946950912475586
17|a green desk facing backwards|-32.38616943359375|-32.53609085083008|-33.28032684326172|-8.174224853515625|-31.542156219482422|-9.923919677734375|-26.433719635009766
18|a thing|-36.40109634399414|-37.02528381347656|-38.527549743652344|-16.325590133666992|-38.29747009277344|-17.510513305664062|-37.001495361328125
19|a thing facing to the right|-43.117027282714844|-42.745975494384766|-44.47781753540039|-28.232398986816406|-42.553836822509766|-21.50370216369629|-47.25081253051758
20|a thing facing backwards|-48.604042053222656|-47.62933349609375|-49.933692932128906|-19.76054573059082|-48.79528045654297|-27.09685707092285|-39.76962661743164
21|a sofa|-28.597488403320312|-29.223508834838867|-31.71690559387207|-8.983732223510742|-29.850196838378906|-10.5609769821167|-30.944843292236328
22|a sofa facing to the right|-30.617385864257812|-30.591951370239258|-33.46851348876953|-15.451617240905762|-31.946489334106445|-11.873504638671875|-35.04757308959961
23|a sofa facing backwards|-37.97336959838867|-36.48094177246094|-39.213844299316406|-9.30997371673584|-35.56822204589844|-16.073467254638672|-31.60318374633789
24|a desk|-33.39561462402344|-32.095359802246094|-34.67869567871094|-12.731424331665039|-29.357181549072266|-9.492918968200684|-28.827756881713867
25|a desk facing to the right|-35.075382232666016|-33.82210159301758|-36.30867385864258|-17.011079788208008|-30.46428680419922|-10.287274360656738|-34.1681022644043
26|a desk facing backwards|-37.0152473449707|-36.6688232421875|-39.667545318603516|-13.23442268371582|-38.557769775390625|-17.250898361206055|-29.13445472717285
27|a blue thing|-40.313438415527344|-38.356544494628906|-34.85948181152344|-15.911680221557617|-40.548831939697266|-15.672876358032227|-38.569862365722656
28|a blue thing facing to the right|-42.92573165893555|-40.76163101196289|-37.26689529418945|-18.235919952392578|-42.44765090942383|-17.240314483642578|-40.590599060058594
29|a blue thing facing backwards|-45.013179779052734|-44.29689407348633|-45.24177551269531|-18.75908851623535|-47.17912673950195|-25.25933837890625|-43.478240966796875
30|a blue sofa|-31.679624557495117|-30.115726470947266|-26.301841735839844|-8.158302307128906|-33.810089111328125|-8.467619895935059|-31.440431594848633
31|a blue sofa facing to the right|-32.78242111206055|-30.93743324279785|-27.283323287963867|-8.913290977478027|-34.96748733520508|-9.092337608337402|-32.46660614013672
32|a blue sofa facing backwards|-35.87376403808594|-34.540313720703125|-34.82530212402344|-11.516165733337402|-38.44388198852539|-15.918804168701172|-35.85051727294922
33|a blue desk|-33.818634033203125|-33.503082275390625|-33.663063049316406|-10.453567504882812|-31.0233097076416|-5.641219139099121|-29.945030212402344
34|a blue desk facing to the right|-34.51945877075195|-34.260658264160156|-34.87095260620117|-11.199983596801758|-31.63222885131836|-6.071776866912842|-30.473716735839844
35|a blue desk facing backwards|-37.867122650146484|-37.5349006652832|-41.30406188964844|-13.883875846862793|-36.904884338378906|-14.617247581481934|-34.211219787597656
36|a large, red thing|-37.444637298583984|-41.68183517456055|-44.517513275146484|-22.431106567382812|-43.01958465576172|-23.650653839111328|-42.554264068603516
37|a large, red thing facing to the right|-39.30122756958008|-43.858734130859375|-47.77499771118164|-25.185060501098633|-44.890052795410156|-26.17647361755371|-45.152870178222656
38|a large, red sofa|-21.782268524169922|-28.8492431640625|-31.259920120239258|-9.219228744506836|-29.44524383544922|-9.950174331665039|-28.82550048828125
39|a large, red sofa facing to the right|-22.388187408447266|-29.684253692626953|-32.17597961425781|-9.904630661010742|-30.220046997070312|-10.619868278503418|-29.56585121154785
40|a large, green thing|-46.415401458740234|-46.392940521240234|-49.65094757080078|-24.51102638244629|-47.11168670654297|-26.7869873046875|-43.96862030029297
41|a large, green thing facing to the right|-51.053855895996094|-50.79713439941406|-54.15532684326172|-29.738346099853516|-50.696006774902344|-30.531211853027344|-48.49040985107422
42|a large, green sofa|-35.67429733276367|-35.884559631347656|-38.730045318603516|-14.781501770019531|-36.89560317993164|-16.33026885986328|-35.52812194824219
43|a large, green sofa facing to the right|-37.84461212158203|-38.0561637878418|-40.800113677978516|-17.909704208374023|-38.865333557128906|-18.267057418823242|-37.80547332763672
44|a large thing|-37.362918853759766|-41.09971237182617|-44.105594635009766|-21.658510208129883|-42.35839080810547|-22.661800384521484|-41.34360122680664
45|a large thing facing to the right|-42.850521087646484|-45.454280853271484|-48.1082763671875|-26.372512817382812|-46.23918914794922|-26.0963134765625|-45.76155471801758
46|a large sofa|-26.058696746826172|-32.07598876953125|-35.610816955566406|-13.124086380004883|-33.690589904785156|-14.335411071777344|-33.08808517456055
47|a large sofa facing to the right|-27.653966903686523|-33.812530517578125|-37.48815155029297|-14.698486328125|-35.391998291015625|-16.03683090209961|-34.9090690612793
48|a large, blue thing|-45.291603088378906|-45.6607666015625|-47.524681091308594|-24.56566619873047|-46.12360763549805|-24.959957122802734|-44.2386360168457
49|a large, blue thing facing to the right|-47.01154327392578|-48.12501525878906|-49.506473541259766|-26.87360191345215|-48.14715576171875|-26.298179626464844|-46.22980880737305
50|a large, blue sofa|-34.797149658203125|-34.917640686035156|-37.31705856323242|-15.592769622802734|-36.506900787353516|-14.888080596923828|-34.41899108886719
51|a large, blue sofa facing to the right|-35.334442138671875|-35.498565673828125|-37.749385833740234|-16.344213485717773|-37.13449478149414|-15.249159812927246|-35.1077766418457
52|a small, red thing|-43.74971008300781|-37.13029479980469|-42.16763687133789|-22.195022583007812|-39.68732833862305|-21.36101531982422|-41.54460144042969
53|a small, red thing facing to the right|-44.878440856933594|-38.39480972290039|-43.93087387084961|-23.58788299560547|-40.78921890258789|-22.648197174072266|-42.80261993408203
54|a small, red thing facing backwards|-49.28046417236328|-45.27817916870117|-47.845916748046875|-26.470258712768555|-48.8143310546875|-26.523395538330078|-45.828670501708984
55|a small, red sofa|-30.42189598083496|-21.45110321044922|-31.138427734375|-11.223173141479492|-30.49203872680664|-11.262277603149414|-30.60299301147461
56|a small, red sofa facing to the right|-30.720186233520508|-21.970502853393555|-31.567567825317383|-11.5267915725708|-30.9946346282959|-11.556108474731445|-30.952882766723633
57|a small, red sofa facing backwards|-34.776180267333984|-29.475555419921875|-36.09505844116211|-15.484484672546387|-34.89800262451172|-15.662343978881836|-34.73053741455078
58|a small, red desk|-31.232553482055664|-29.601621627807617|-33.828243255615234|-11.471683502197266|-21.692214965820312|-9.592449188232422|-29.6694278717041
59|a small, red desk facing to the right|-31.564144134521484|-30.185014724731445|-34.22568130493164|-11.728557586669922|-21.975505828857422|-9.785515785217285|-29.8732967376709
60|a small, red desk facing backwards|-35.83146286010742|-34.20292282104492|-37.821083068847656|-15.164859771728516|-31.92988395690918|-15.247026443481445|-34.50063705444336
61|a small, green thing|-44.71697998046875|-44.53702163696289|-43.692527770996094|-15.36478328704834|-43.283203125|-22.934785842895508|-37.09185791015625
62|a small, green thing facing to the right|-50.36995315551758|-49.72233963012695|-49.21549606323242|-24.164566040039062|-47.36116409301758|-26.831037521362305|-45.196075439453125
63|a small, green thing facing backwards|-45.67572021484375|-45.399375915527344|-44.77598190307617|-15.966338157653809|-44.27334213256836|-23.92496681213379|-37.51416015625
64|a small, green sofa|-32.522796630859375|-32.7882080078125|-31.60635757446289|-0.7175524234771729|-32.92466354370117|-12.683300018310547|-29.377334594726562
65|a small, green sofa facing to the right|-37.26205062866211|-36.89375305175781|-35.335872650146484|-9.035948753356934|-35.74026870727539|-15.30974006652832|-34.81806182861328
66|a small, green sofa facing backwards|-32.71484375|-33.00743103027344|-31.846879959106445|-0.8238195180892944|-33.546207427978516|-13.118910789489746|-29.56062889099121
67|a small, green desk|-32.20117950439453|-32.49050521850586|-32.98443603515625|-5.687196731567383|-29.655336380004883|-9.478378295898438|-21.13484001159668
68|a small, green desk facing to the right|-36.67687225341797|-36.30559539794922|-36.855987548828125|-13.022071838378906|-32.60310745239258|-12.989580154418945|-29.17519760131836
