|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-22.579483032226562|-20.10242462158203|-21.8170108795166|-39.49396896362305|-43.31623458862305|-22.12432861328125|-38.44809341430664
1|a grey thing facing to the left|-25.19535255432129|-23.506444931030273|-24.886837005615234|-46.674095153808594|-48.203617095947266|-24.63052749633789|-45.92470932006836
2|a grey thing|-20.16143798828125|-18.147483825683594|-19.312969207763672|-37.27631759643555|-41.53715896606445|-20.15641212463379|-37.239967346191406
3|a grey thing facing backwards|-24.502973556518555|-21.137393951416016|-24.80245018005371|-46.067501068115234|-47.189239501953125|-24.375450134277344|-45.43378448486328
4|a grey chair facing forwards|-11.782400131225586|-10.373220443725586|-11.833420753479004|-26.46245574951172|-35.098297119140625|-13.730441093444824|-30.319318771362305
5|a grey chair facing to the left|-14.398107528686523|-13.261117935180664|-15.045318603515625|-32.17424774169922|-38.188331604003906|-15.93332576751709|-34.695106506347656
6|a grey chair|-10.883997917175293|-9.740854263305664|-10.443243980407715|-25.77403450012207|-33.865264892578125|-12.335180282592773|-29.406494140625
7|a grey chair facing backwards|-14.498260498046875|-11.837596893310547|-15.78071403503418|-33.86061477661133|-37.73726272583008|-16.27392578125|-35.463043212890625
8|a grey fan facing forwards|-13.537861824035645|-11.430103302001953|-12.518797874450684|-30.478580474853516|-31.715036392211914|-11.506952285766602|-26.482358932495117
9|a grey fan facing to the left|-16.543912887573242|-14.87214469909668|-16.143415451049805|-34.649417877197266|-36.11430358886719|-14.798661231994629|-32.429744720458984
10|a grey fan|-12.790386199951172|-10.90174674987793|-11.692876815795898|-29.28507423400879|-31.20565414428711|-11.076423645019531|-26.066009521484375
11|a grey fan facing backwards|-16.72495460510254|-14.936887741088867|-16.950210571289062|-36.46404266357422|-36.17938995361328|-15.169342041015625|-34.01853561401367
12|a green thing facing forwards|-27.511550903320312|-24.44571304321289|-24.131750106811523|-46.90094757080078|-48.605995178222656|-25.039203643798828|-46.56317138671875
13|a green thing facing to the left|-21.608257293701172|-19.971939086914062|-17.115060806274414|-41.53044509887695|-42.22978973388672|-17.11469268798828|-40.604148864746094
14|a green thing|-18.52133560180664|-17.38953399658203|-13.051769256591797|-38.124080657958984|-38.95975875854492|-14.028533935546875|-37.56151580810547
15|a green thing facing backwards|-26.31155776977539|-22.935914993286133|-24.485698699951172|-45.70192337036133|-46.66670608520508|-24.512252807617188|-44.87455368041992
16|a green chair facing forwards|-16.333328247070312|-14.940730094909668|-12.980499267578125|-38.04450225830078|-38.616851806640625|-15.293323516845703|-37.4478645324707
17|a green chair facing to the left|-9.987715721130371|-9.923351287841797|-4.258095741271973|-32.13863754272461|-32.9078483581543|-6.960014343261719|-31.52412986755371
18|a green chair|-9.28291130065918|-9.385727882385254|-2.7181520462036133|-30.73557472229004|-31.24345588684082|-6.023190975189209|-29.937347412109375
19|a green chair facing backwards|-15.334434509277344|-13.383788108825684|-13.669919967651367|-37.13819122314453|-36.682350158691406|-14.264944076538086|-35.763031005859375
20|a green fan facing forwards|-19.698942184448242|-18.282373428344727|-20.82765769958496|-40.75154495239258|-38.00200653076172|-13.756453514099121|-37.51890563964844
21|a green fan facing to the left|-13.558571815490723|-12.832639694213867|-12.204501152038574|-35.03277587890625|-30.930553436279297|-4.23314905166626|-30.92987632751465
22|a green fan|-12.911733627319336|-12.21333122253418|-10.554083824157715|-33.892242431640625|-29.787752151489258|-3.3334898948669434|-30.112686157226562
23|a green fan facing backwards|-18.066110610961914|-16.632587432861328|-20.252038955688477|-39.18418884277344|-36.108585357666016|-13.145474433898926|-35.654170989990234
24|a thing facing forwards|-30.067800521850586|-24.831127166748047|-29.034812927246094|-43.7625617980957|-49.4684944152832|-27.234018325805664|-42.14186096191406
25|a thing facing to the left|-23.209306716918945|-24.209320068359375|-22.207656860351562|-51.17977523803711|-48.686580657958984|-20.510665893554688|-49.07719802856445
26|a thing|-15.36512565612793|-14.691226959228516|-15.578712463378906|-37.7913818359375|-36.47295379638672|-15.310569763183594|-36.893680572509766
27|a thing facing backwards|-27.836389541625977|-18.599523544311523|-29.154441833496094|-50.2358512878418|-43.57320022583008|-26.364511489868164|-48.779396057128906
