,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a ,-32.9980354309082,topk,,"a small, green fan faced to the left",-32.10219192504883,topk,,"a large, blue fan faces to the left",-9.109834671020508,topk,,"a large, red fan facing backwards",-25.54570770263672,topk,,a small green sofa ,-10.303316116333008,topk,,"a large, blue sofa is facing to the left",-30.65206718444824,topk,,a large red sofa,-31.519655227661133,topk,
1,"a small, blue facing left fan",-33.06520462036133,topk,,"a large, red fan facing backwards",-31.12493133544922,topk,,"a large, blue fan""",-9.384252548217772,topk,,"a large, red fan faces backwards",-30.66634750366211,topk,,a green sofa is facing left,-10.542160987854004,topk,,a large blue sofa ,-32.57890319824219,topk,,"a large, red sofa facing backwards  ",-30.773216247558597,topk,
2,a blue small fan,-30.104978561401367,topk,,a small green sofa,-31.835521697998047,topk,,a large fan that is blue in color and facing to the left,-10.581864356994627,topk,,a backwards-facing red fan,-30.229145050048828,topk,,"a small, green sofa (5)",-10.79338836669922,topk,,"a large, blue sofa",-26.86814308166504,topk,,"a large,",-31.154170989990234,topk,
3,a small blue facing left fan,-31.2877197265625,topk,,a little green fan facing left,-31.910720825195312,topk,,a large blue fan,-3.2674429416656494,topk,,"a large red fan, facing backwards",-30.51852035522461,topk,,a blue sofa facing to the left,-10.113639831542969,topk,,"a large blue sofa, facing to the left",-31.2601261138916,topk,,"a large, red sofa facing backwards  (7)",-31.34368324279785,topk,
4,a small,-31.084491729736328,topk,,"a small, green fan faces left",-32.136348724365234,topk,,"a large, blue fan face",-9.181127548217772,topk,,"a large, red fan facing to the left",-30.654800415039062,topk,,a small green sofa,-7.147066116333008,topk,,a large blue couch,-32.58379364013672,topk,,"a large, red sofa",-29.34615135192871,topk,
5,"a small, green fan facing to the left",-32.81037521362305,topk,,"a small, green fan to the left",-31.18701934814453,topk,,"a large, blue fan, facing left",-9.93564796447754,topk,,a large red fan facing backwards,-30.63492202758789,topk,,"a small, green sofa is in the room",-10.878419876098633,topk,,a large blue sofa facing the left,-33.032474517822266,topk,,"a large, red sofa, facing backwards",-29.831438064575195,topk,
6,"a  small, blue fan facing to the left",-32.81554412841797,topk,,"a small, green fan in a room",-32.01749420166016,topk,,a large fan facing the left,-10.019241333007812,topk,,"a large, red fan that is facing backwards",-29.338836669921875,topk,,a green sofa ,-9.84311580657959,topk,,a blue sofa,-27.842151641845703,topk,,"a large, red sofa facing the opposite direction of the other objects",-33.52268981933594,topk,
7,"a small, bluefan",-32.602439880371094,topk,,a small fan facing left,-31.253347396850582,topk,,a large fan facing to the left,-10.922256469726562,topk,,"a large, red fan facing to the right",-32.48701095581055,topk,,a small green sofa facing to the left,-5.3753533363342285,topk,,"a  large, blue sofa facing to the left",-32.13969421386719,topk,,"a large, red sofa ",-28.54927635192871,topk,
8,"a, blue fan",-32.09989547729492,topk,,"a small, green fan facing to the right",-32.14415740966797,topk,,"a small, green fan facing to the left",-9.44381046295166,topk,,a large fan that is red in color and facing backwards,-31.214130401611328,topk,,"a small, green sofa  (5)",-10.156749725341797,topk,,"a large, blue sofa on the left",-32.787498474121094,topk,,"a large, red sofa facing backwards ",-29.898216247558597,topk,
9,"a small, blue  fan",-32.34308624267578,topk,,"a small, green fan facing to the left",-23.292593002319336,topk,,"a large, blue fan  (3)",-9.52821922302246,topk,,"a small, green fan facing to the left",-28.45516586303711,topk,,"a small, green sofa, facing to the left",-7.624234676361084,topk,,"a large, blue sofa, facing left",-32.809288024902344,topk,,"a large, red sofa facing backwards, ",-31.609188079833984,topk,
