,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a fan facing to the left,-31.73779296875,topk,,"a small, blue fan facing to the left",-30.60336685180664,topk,,"a small, blue fan facing to the left",-8.375683784484863,topk,,"a small, blue fan facing to the left",-29.279621124267575,topk,,"a small, green sofa  (5)",-30.354122161865234,topk,,"a small, blue fan facing to the left",-32.38883972167969,topk,,"a large, red sofa facing forwards",-29.537586212158203,topk,
1,"a small fan, blue in color, facing left",-31.185678482055664,topk,,a fan facing to the left,-33.64908599853516,topk,,a fan facing to the left,-10.056473731994627,topk,,"a small, green fan",-30.399333953857425,topk,,a green couch facing left,-30.7510986328125,topk,,"a small, green fan",-32.43217849731445,topk,,"a small, blue fan facing to the left",-30.745445251464844,topk,
2,"a blue, small fan facing to the left",-31.028160095214844,topk,,"a small, green fan",-22.927875518798828,topk,,a small blue fan facing to the left,-10.110791206359863,topk,,a large fan that is red in color and facing backwards,-31.35797882080078,topk,,"a small, green sofa ",-30.70861053466797,topk,,a large blue fan facing to the left,-33.61652374267578,topk,,a large sofa facing backwards,-28.32720375061035,topk,
3,a small fan facing left,-28.86297607421875,topk,,"a small fan, green in color",-33.52678298950195,topk,,"a  large, blue fan facing to the left",-9.67900276184082,topk,,"a small, green fan facing to the left",-29.401586532592773,topk,,a small sofa,-31.222450256347656,topk,,"a large, blue couch",-32.98120880126953,topk,,a large red sofa facing backward,-31.25598526000977,topk,
4,a small fan that is blue in color and facing to the left,-31.492816925048828,topk,,a small fan facing left,-32.52320861816406,topk,,a large blue fan in the room,-11.160354614257812,topk,,a red sofa facing backwards,-29.973445892333984,topk,,"a small, green sofa faced to the left",-31.00236701965332,topk,,"a  large, blue sofa facing to the left",-32.13961410522461,topk,,"a large, red sofa facing the opposite direction of other objects",-33.83325958251953,topk,
5,"a fan, blue, small, facing left",-31.8175048828125,topk,,a small green fan is in the room,-32.959197998046875,topk,,a large blue fan facing to the left,-12.008899688720703,topk,,"a large, red fan facing backward",-28.77493476867676,topk,,"a small, green sofa faces left",-30.39191627502441,topk,,a ,-33.82432556152344,topk,,"a large, red sofa is facing backwards",-29.770864486694336,topk,
6,a green fan facing to the left,-31.781652450561523,topk,,a small fan that is green and facing to the left,-32.49238586425781,topk,,"a small, green fan facing to the left",-9.44381046295166,topk,,"a large, red fan",-28.01595687866211,topk,,"a small, green fan facing to the left",-31.198955535888672,topk,,"a large sofa, blue in color, facing to the left",-34.68047332763672,topk,,a red sofa facing backwards,-31.19988250732422,topk,
7,a small fan in the corner,-31.71207046508789,topk,,a small green fan is facing to the left,-31.811580657958984,topk,,a large fan is facing to the left,-10.984562873840332,topk,,"a large, red fan facing forwards",-30.43118476867676,topk,,a small green sofa  facing to the left,-31.077491760253903,topk,,"a large, blue couch facing to the left",-33.68126678466797,topk,,"a large, red sofa facing to the right",-31.457786560058597,topk,
8,"a blue, small fan facing left",-32.16852569580078,topk,,a small fan that is green in color,-32.848751068115234,topk,,a large fan that is blue and facing to the left,-10.35117530822754,topk,,a large red fan ,-30.30183982849121,topk,,"a small, green sofa is facing to the left in the room",-32.31190490722656,topk,,a green fan facing to the left,-32.91226577758789,topk,,"a large, red sofa facing to the left",-31.77206802368164,topk,
9,a small fan 1,-32.14154815673828,topk,,a small green fan  (2),-32.68783187866211,topk,,a large fan that is blue and faces to the left,-12.458693504333496,topk,,a backwards red fan,-29.07011032104492,topk,,"a small, green sofa""",-30.74767303466797,topk,,"a large, blue fan",-34.17698287963867,topk,,"a large, red sofa faces backwards",-31.263437271118164,topk,
