,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey chair ",-28.595855712890625,topk,,"a large, grey chair ",-7.006994247436523,topk,,a red chair ,-7.772496223449707,topk,,"a small, grey chair facing backwards ",-6.003704071044922,topk,,"a  large, grey desk  facing forwards",-32.234107971191406,topk,,"a large, red desk with its back facing the viewer",-33.52163314819336,topk,,"a small, grey chair facing backwards ",-10.249075889587402,topk,
1,a grey chair ,-30.367895126342773,topk,,"a large, grey chair (2) facing forwards",-11.221543312072754,topk,,a red chair facing backward,-9.445544242858888,topk,,"a small, grey chair facing backwards""",-7.409954071044922,topk,,a desk is facing forwards,-32.27082443237305,topk,,"a large, red desk""",-31.87405776977539,topk,,"a large, grey desk facing backwards",-9.6525239944458,topk,
2,"a large, grey, backwards chair",-31.38937759399414,topk,,a large gray chair facing forwards,-10.220160484313965,topk,,a red chair facing backwards ,-9.244169235229492,topk,,"a small, grey chair that is facing backwards",-8.52659797668457,topk,,a chair facing forwards,-31.00374984741211,topk,,"a large, red desk facing the opposite direction of the other objects",-35.70858383178711,topk,,"a large, grey chair facing backwards",-10.01955223083496,topk,
3,"a large, grey chair facing backwards",-28.62409782409668,topk,,a grey chair facing forward,-9.887954711914062,topk,,a large chair facing backwards,-9.83473777770996,topk,,"a small, grey chair facing backwards  (4)",-10.272476196289062,topk,,a facing forwards large grey desk,-32.069095611572266,topk,,a large desk,-30.816207885742188,topk,,a desk facing backwards,-9.440584182739258,topk,
4,a large chair facing backwards,-31.39219284057617,topk,,a large grey chair that is facing forwards,-10.62086009979248,topk,,"a large, red chair facing backwards",-1.372923731803894,topk,,"a large, grey chair facing backwards",-7.205539226531982,topk,,a large desk,-29.349754333496094,topk,,a desk facing backwards,-29.559246063232425,topk,,"a small, grey desk is facing backwards",-9.010320663452148,topk,
5,"a large, grey chair, facing backwards",-29.486631393432617,topk,,"a large, grey chair facing backwards",-9.210869789123535,topk,,a large red chair facing backwards,-7.525062561035156,topk,,a small grey chair,-8.575398445129395,topk,,a desk ,-32.319435119628906,topk,,"a large, red desk, facing backwards",-29.56133460998535,topk,,"a small, grey desk ",-6.778722286224365,topk,
6,a backwards grey chair,-30.496795654296875,topk,,a large grey chair facing the front,-9.813611030578612,topk,,a large chair,-8.98963451385498,topk,,"a grey, small chair facing backwards",-9.61203670501709,topk,,"a large, grey  desk facing forwards",-32.157310485839844,topk,,a red desk facing backwards,-30.52579498291016,topk,,"a small, grey desk  facing backwards",-9.099745750427246,topk,
7,a large grey chair backwards,-30.603450775146484,topk,,"a large grey chair, facing forwards",-10.162513732910156,topk,,a large red chair,-9.408071517944336,topk,,"a small, grey chair facing backwards  ",-9.699016571044922,topk,,a forward-facing grey desk,-32.10546112060547,topk,,"a large red desk, facing backwards",-32.6240234375,topk,,"a small grey desk facing backwards""",-9.25619411468506,topk,
8,a grey chair that is facing backwards,-31.50763702392578,topk,,a large grey chair facing forwards in the room,-10.161812782287598,topk,,a red chair facing backwards in the room,-9.68724250793457,topk,,a small grey chair ,-8.200398445129395,topk,,a ,-32.38129425048828,topk,,"a large, red table facing backwards",-32.072959899902344,topk,,a grey desk facing backwards,-8.522968292236328,topk,
9,a grey chair,-31.078832626342773,topk,,a forward-facing grey chair,-9.55587387084961,topk,,a small grey chair facing backwards,-9.638843536376951,topk,,"a large, red chair facing backwards",-7.773612022399902,topk,,"a large desk, facing forwards",-32.15785598754883,topk,,"a large, red desk facing the wall",-32.657859802246094,topk,,"a small, grey chair",-8.735173225402832,topk,
10,a large grey chair,-30.29890251159668,topk,,"a large, grey chair that is facing forwards",-11.404266357421877,topk,,"a large, red chair that is facing backwards",-9.915030479431152,topk,,a small chair facing backwards,-9.46531105041504,topk,,a desk facing forwards,-28.612762451171875,topk,,"a large, red chair facing backwards",-29.462461471557617,topk,,"a small, grey desk, facing backwards",-7.906693935394287,topk,
11,"a large, grey chair that is facing backwards",-30.782772064208984,topk,,a grey chair,-9.10271167755127,topk,,a large red chair facing backward,-8.071578979492188,topk,,"a small, grey chair",-9.733922004699709,topk,,"a  large, grey desk facing forwards",-30.24001884460449,topk,,"a large, red desk that is facing backwards",-31.553375244140625,topk,,a small desk facing backwards,-8.108814239501953,topk,
12,a chair facing backwards,-28.160829544067383,topk,,a large chair facing forwards,-9.668377876281738,topk,,a red chair facing away,-9.284662246704102,topk,,"a small, grey, backwards-facing chair",-9.832524299621582,topk,,a large grey desk ,-30.89734268188477,topk,,a chair facing backwards,-31.691349029541016,topk,,a small grey chair facing backwards,-7.544425010681152,topk,
13,a large grey chair ,-29.67390251159668,topk,,"a  large, grey chair facing forwards",-9.98304271697998,topk,,a red chair,-4.709996223449707,topk,,a small chair,-8.837992668151855,topk,,a small grey chair facing backwards,-32.41196060180664,topk,,"a large, red desk  facing backwards",-30.2191219329834,topk,,a small grey desk facing forwards,-9.561646461486816,topk,
14,a large chair,-30.632238388061523,topk,,a large gray chair facing forward,-10.282660484313965,topk,,"a large red chair, facing backwards",-9.688322067260742,topk,,a little grey chair,-8.953621864318848,topk,,a large grey desk  facing forwards,-31.279279708862305,topk,,"a large, red desk facing backward",-29.39488983154297,topk,,a small gray desk facing backwards,-9.45256805419922,topk,
15,"a large, grey chair, backwards",-32.00200271606445,topk,,a large chair,-10.056476593017578,topk,,"a large, red chair""",-9.83867359161377,topk,,"a small, grey chair facing backwards;",-9.803634643554688,topk,,a large grey desk is facing forwards,-31.959497451782227,topk,,"a large, red desk (6)",-31.894895553588867,topk,,a small grey desk facing backwards,-4.271819591522217,topk,
16,a large grey facing backwards chair,-30.36895179748535,topk,,a small grey chair facing backwards,-9.60893726348877,topk,,"a large, red chair facing forwards",-8.544798851013184,topk,,"a small, gray chair facing backwards",-9.60317325592041,topk,,a desk facing forward,-32.237762451171875,topk,,a large desk facing backwards,-28.80044937133789,topk,,"a small, grey desk facing backwards",-1.3854871988296509,topk,
17,a grey chair is facing backwards,-30.4680118560791,topk,,"a large, grey chair, facing forwards",-10.560123443603516,topk,,"a large, red desk",-9.623842239379885,topk,,a large red chair,-9.824000358581545,topk,,a large grey desk facing forwards in the room,-67.36164093017578,topk,,a large red desk facing backwards in the room,-32.45215606689453,topk,,"a small, grey desk that is facing backwards",-9.266340255737305,topk,
18,"a grey chair, facing backwards, large in size",-32.514984130859375,topk,,"a large, grey chair  ",-10.319494247436523,topk,,a red desk,-8.736701011657715,topk,,"a small, grey chair facing backwards in a room",-10.484001159667969,topk,,a chair,-32.161460876464844,topk,,"a large, red desk facing",-32.12926483154297,topk,,a small grey desk ,-8.856694221496582,topk,
19,"a grey, large chair, facing backwards",-31.51122665405273,topk,,"a large, grey chair is facing forwards",-9.227615356445312,topk,,"a small, grey desk facing backwards",-9.523892402648926,topk,,a chair,-7.472127914428711,topk,,a small grey desk facing backwards,-31.55977439880371,topk,,"a large, red desk",-26.06155776977539,topk,,"a small, grey desk facing forwards",-9.073392868041992,topk,
20,"a large grey chair, facing backwards",-30.10556411743164,topk,,a large grey chair facing forwards,-11.119922637939451,topk,,a red chair is facing backwards,-8.599479675292969,topk,,"a small, grey chair  ",-9.608922004699709,topk,,"a  large, grey desk",-32.23515701293945,topk,,a red desk,-32.07419204711914,topk,,"a small, grey desk facing backward",-7.744862556457519,topk,
21,a chair,-29.483434677124023,topk,,"a small, grey desk facing backwards",-10.926750183105469,topk,,"a large,",-9.123809814453123,topk,,a small-grey-chair-facing-backwards,-9.628459930419922,topk,,"a small, grey desk facing backwards",-33.065155029296875,topk,,"a small, grey desk facing backwards",-29.720827102661133,topk,,"a small, grey desk  ",-9.661534309387209,topk,
