,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large desk,-28.61976432800293,topk,,"a large, blue  desk",-32.73533248901367,topk,,a large desk,-29.256744384765625,topk,,a small desk facing left,-28.319316864013672,topk,,a large blue fan is facing forwards,-9.86432647705078,topk,,"a large,",-31.181367874145508,topk,,"a small, green fan faced to the left",-30.77821922302246,topk,
1,"a large grey desk, facing forwards",-29.65815544128418,topk,,a large desk,-30.165061950683597,topk,,"a large,",-31.199493408203125,topk,,a large desk,-30.18341064453125,topk,,"a large,",-10.755064010620115,topk,,a red desk facing backwards,-30.016712188720703,topk,,"a large, red fan facing backwards",-29.049148559570312,topk,
2,"a grey, large desk facing forwards",-29.587207794189453,topk,,"a  large, blue desk",-31.922134399414062,topk,,a large desk that is red in color and facing backwards,-32.442596435546875,topk,,"a green, small desk facing to the left",-30.70042991638184,topk,,"a large, blue desk facing forwards",-9.12589168548584,topk,,"a large red fan, facing backwards",-30.987289428710938,topk,,"a green, small desk",-30.590900421142575,topk,
3,a grey desk faces forwards,-31.025611877441406,topk,,"a large,",-32.58927536010742,topk,,a desk,-29.24907493591309,topk,,a desk,-30.80868148803711,topk,,"a large, red fan facing backwards",-11.12522792816162,topk,,a large red fan facing backwards,-33.10299301147461,topk,,"a small, green fan to the left",-28.11960792541504,topk,
4,a grey desk in a room,-30.52122688293457,topk,,"a large desk facing forwards, painted blue",-33.13322448730469,topk,,"a large, red fan facing backwards",-30.794700622558597,topk,,"a green, small desk",-30.52413749694824,topk,,a large blue desk facing forwards,-9.877680778503418,topk,,"a  large, red fan facing backwards",-30.8087100982666,topk,,a small green fan facing left,-29.505056381225582,topk,
5,a grey facing forwards desk,-30.918724060058597,topk,,a large blue desk facing forwards,-32.074737548828125,topk,,"a red, large desk facing backwards",-30.58729553222656,topk,,a desk facing to the left,-29.91327667236328,topk,,a large blue fan ,-8.985076904296875,topk,,a large blue fan facing forwards,-31.995216369628903,topk,,"a small, green fan facing to the left",-26.9591064453125,topk,
6,"a large, grey desk",-23.12887954711914,topk,,a large desk that is blue in colour and facing forwards,-33.36940002441406,topk,,a large desk facing backwards,-30.928489685058597,topk,,a small green desk is facing to the left,-30.311561584472656,topk,,a large blue fan,-6.188202381134033,topk,,"a large, red  fan facing backwards",-32.13167953491211,topk,,a small green fan,-29.13322257995605,topk,
7,"a large desk, facing forwards",-30.61978530883789,topk,,a blue desk facing forwards ,-31.82748794555664,topk,,a large desk that is red and facing backwards,-31.64962577819824,topk,,a small green desk ,-30.887836456298828,topk,,a blue fan is facing forwards,-11.828451156616213,topk,,"a large fan, red in colour",-32.42919921875,topk,,"a small, green fan on the left side",-32.37773513793945,topk,
8,a large grey desk is facing forwards,-30.640329360961918,topk,,a large desk that is blue in colour,-33.53213882446289,topk,,"a small, green fan facing to the left",-31.02854347229004,topk,,"a large, grey desk",-30.812780380249023,topk,,a large blue fan  facing forwards,-9.998517990112305,topk,,"a small, green fan facing to the left",-31.221271514892575,topk,,a small green fan faces left,-30.718175888061523,topk,
9,a grey desk facing forwards in a room,-30.45565795898437,topk,,a blue desk is facing forwards,-31.920228958129883,topk,,"a large, red desk facing to the left",-32.43068313598633,topk,,a green small desk,-29.865827560424805,topk,,a blue fan is in the room,-11.109247207641602,topk,,a large fan facing forwards,-32.03731918334961,topk,,"a large, blue fan facing forwards",-29.14330291748047,topk,
10,a large desk that is grey in color and facing forwards,-32.4653205871582,topk,,a blue desk facing forwards,-28.92123794555664,topk,,"a large, red desk, facing backwards",-29.32293701171875,topk,,a green desk facing the left,-30.65315818786621,topk,,a large blue fan facing forwards,-4.8480305671691895,topk,,a large red desk facing backwards,-31.9473876953125,topk,,"a small, green fan, facing to the left",-36.04932403564453,topk,
11,a grey desk facing forwards,-25.799211502075195,topk,,a blue desk ,-30.38527488708496,topk,,"a  large, red desk",-31.240135192871094,topk,,a small green facing left desk,-30.760440826416016,topk,,"a small, green fan facing to the left",-10.212048530578612,topk,,a red fan,-26.25388526916504,topk,,"a small, green desk facing to the left",-29.627460479736328,topk,
12,a grey desk is in the room,-30.63346672058105,topk,,"a blue desk, facing forwards",-30.73900032043457,topk,,"a large, red desk that is facing backwards",-30.08358383178711,topk,,a small green desk faces to the left,-30.95368194580078,topk,,"a large fan, facing forwards, blue",-13.036334991455078,topk,,a large red fan facing backwards in the room,-32.10492706298828,topk,,a small green fan facing the left,-28.44891357421875,topk,
13,a grey desk is facing forwards,-29.58340072631836,topk,,a blue desk facing forwards in a room,-32.70033645629883,topk,,"a large, red desk""",-30.57783889770508,topk,,a small desk,-28.246183395385746,topk,,"a  large, blue fan facing forwards",-9.56524658203125,topk,,"a large, blue fan facing forwards",-32.463321685791016,topk,,"a small, green fan""",-30.1003532409668,topk,
14,a gray desk,-30.798728942871094,topk,,"a small, green desk facing to the left",-33.27594757080078,topk,,"a small, green desk facing to the left",-29.14759063720703,topk,,a green desk on the left,-30.618803024291992,topk,,a large fan facing forwards,-6.979866027832031,topk,,"a small, green desk facing to the left",-33.30852508544922,topk,,a small green fan  facing to the left,-31.322734832763672,topk,
15,a grey desk facing forwards ,-29.939836502075195,topk,,a desk facing forwards,-32.0352897644043,topk,,"a large, red desk-facing backwards",-31.413265228271484,topk,,a small green desk on the left,-30.972810745239254,topk,,a blue fan ,-9.768701553344728,topk,,"a large red fan""",-32.250205993652344,topk,,"a small, green fan facing the left",-28.81979751586914,topk,
16,a large grey desk in the room,-30.78851127624512,topk,,"a blue desk facing forwards""",-32.69467544555664,topk,,a  red  desk  facing  backwards,-31.55510902404785,topk,,"a  small, green desk",-30.77009010314941,topk,,a large fan is facing forwards,-10.682437896728516,topk,,a large,-31.434221267700195,topk,,a small green fan ,-29.18791007995605,topk,
17,a large,-30.892784118652344,topk,,a large,-32.63103485107422,topk,,"a large, red desk that faces backwards",-31.955650329589844,topk,,a small desk facing to the left,-28.88998413085937,topk,,a blue fan facing forward,-10.269198417663574,topk,,a large fan,-29.641698837280277,topk,,"a small, green fan that is facing to the left",-30.60515022277832,topk,
18,a large gray desk,-29.567169189453125,topk,,"a large blue desk, facing forwards",-32.23541259765625,topk,,"a large, red desk face backwards",-30.776460647583008,topk,,"a large, blue desk",-28.190406799316406,topk,,a large fan,-7.734781742095947,topk,,a large fan is facing backwards,-32.42082214355469,topk,,"a small, green fan ",-27.8425407409668,topk,
19,a large grey desk,-26.199275970458984,topk,,a large desk that is blue in color,-33.249271392822266,topk,,a large,-31.412166595458984,topk,,a small green desk facing to the left ,-29.834701538085938,topk,,a blue fan,-9.698389053344728,topk,,a large fan that is red and facing backwards,-33.01975631713867,topk,,a small green fan is facing to the left,-30.17067146301269,topk,
20,a large grey desk facing forwards,-24.699935913085938,topk,,"a large desk, blue in color, facing forwards",-31.9886531829834,topk,,"a large, red desk facing the wall",-31.673490524291992,topk,,a small green table,-29.576984405517575,topk,,"a blue fan, facing forwards",-9.28554344177246,topk,,"a red, large fan facing backwards",-32.359378814697266,topk,,a small green desk facing to the left,-31.383724212646484,topk,
21,a grey desk in the room,-30.00180435180664,topk,,a large desk with a blue surface,-33.452301025390625,topk,,"a large, red desk",-24.75752639770508,topk,,a small green desk facing to the left,-25.459701538085938,topk,,"a large fan, facing forwards",-10.61647891998291,topk,,"a large fan, facing backwards",-31.11143493652344,topk,,"a small, green fan is facing to the left",-30.046836853027344,topk,
22,"a grey desk, facing forwards",-29.100297927856445,topk,,a blue desk  facing forwards,-33.197723388671875,topk,,"a large, red desk facing backward",-29.95050048828125,topk,,a small green desk,-29.965961456298828,topk,,a large fan in the room,-11.077967643737791,topk,,a large fan facing backwards,-27.451379776000977,topk,,a green fan facing the left,-30.4195613861084,topk,
