,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, red chair facing the left",-30.99026107788086,topk,,"a small, red chair facing the left",-29.17354202270508,topk,,a blue chair facing backwards,-29.38238906860352,topk,,a grey sofa facing forwards,-32.32653045654297,topk,,"a small, red sofa ",-27.62816047668457,topk,,"a small blue sofa facing backwards""",-32.512306213378906,topk,,a large gray sofa facing forward,-32.82120513916016,topk,
1,"a small, red chair, facing right",-29.969905853271484,topk,,a small red chair is facing to the left,-32.85636901855469,topk,,"a blue chair, facing backwards",-31.635311126708984,topk,,"a grey, large chair facing forward",-33.11499786376953,topk,,"a small, red sofa, facing to the left, in a room",-34.82481002807617,topk,,"a  small, blue sofa facing backwards",-32.78738784790039,topk,,"a large, grey sofa, facing forwards",-31.15554428100586,topk,
2,a red chair ,-30.222835540771484,topk,,a small red chair facing to the left,-27.68243408203125,topk,,"a small, blue chair with its back to us",-32.53700637817383,topk,,a Grey chair facing forwards,-33.136329650878906,topk,,"a small, red",-31.866443634033203,topk,,"a blue, small sofa facing backwards",-32.11680603027344,topk,,a chair facing forwards,-32.467777252197266,topk,
3,a red chair is facing to the right,-31.2028751373291,topk,,"a small, red sofa",-32.474090576171875,topk,,a blue chair that is facing backwards,-31.17352104187012,topk,,a large gray chair facing forwards,-31.127046585083008,topk,,"a  small, red sofa facing to the left",-31.353286743164062,topk,,a small blue sofa facing backwards in the room,-32.63755798339844,topk,,"a large, grey sofa",-30.04864883422852,topk,
4,a small red chair facing to the left,-30.53491973876953,topk,,a red chair facing to the left,-28.99824905395508,topk,,"a small, blue chair facing backward",-30.078819274902344,topk,,"a large, grey sofa",-32.795413970947266,topk,,"a small, red sofa faces left",-30.468488693237305,topk,,"a small, blue sofa facing backwards",-28.5496768951416,topk,,"a large, grey couch facing forward",-32.88889694213867,topk,
5,a small red chair,-30.225994110107425,topk,,"a small, red chair 2",-32.40800476074219,topk,,"a small, blue chair",-26.74571418762207,topk,,"a large, gray chair",-33.26280975341797,topk,,a small  red sofa facing to the left,-31.542325973510746,topk,,a blue sofa facing backwards,-27.982994079589844,topk,,a small red chair facing to the left,-32.01482009887695,topk,
6,"a small, red chair  (1)",-31.3416805267334,topk,,a small red chair,-29.18404006958008,topk,,"a small, blue sofa facing backwards",-29.380001068115234,topk,,"a small, blue chair",-32.37160873413086,topk,,"a small, red sofa",-24.51878547668457,topk,,"a small, blue sofa facing upwards",-32.30360412597656,topk,,"a large, grey sofa  facing forwards",-30.651763916015625,topk,
7,"a small, red chair facing to the right",-28.28501510620117,topk,,"a small, red chair facing to the right",-28.74789047241211,topk,,a blue sofa facing backwards,-31.09908866882324,topk,,"a small, blue sofa facing backwards",-33.332149505615234,topk,,"a small, red sofa facing  to the left",-31.627042770385746,topk,,"a small, blue sofa that is facing backwards",-31.19786262512207,topk,,"a large, grey sofa is facing forwards",-31.20951271057129,topk,
8,"a small, red chair facing the right side",-31.859521865844727,topk,,a small red chair ,-31.91841506958008,topk,,"a small, blue chair facing to the left",-31.20084953308105,topk,,"a grey, large chair",-32.32907485961914,topk,,a small red sofa,-25.41456794738769,topk,,"a small, blue chair facing backwards",-30.815279006958008,topk,,"a small, blue sofa facing backwards",-29.39032554626465,topk,
9,a small chair,-29.74484634399414,topk,,a small red chair facing the left,-29.439743041992188,topk,,"a small, blue chair is facing backwards",-30.67064476013184,topk,,a grey chair,-26.62069702148437,topk,,"a small, red sofa is in the room",-31.391475677490234,topk,,"a small, blue, backwards-facing sofa",-32.53518295288086,topk,,a blue sofa facing backwards,-31.623424530029297,topk,
