,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey chair ",-28.595855712890625,topk,,"a large, grey chair ",-29.01675796508789,topk,,a red chair ,-29.301794052124023,topk,,"a small, grey chair facing backwards ",-31.101390838623047,topk,,"a large, grey desk face forwards",-10.426125526428224,topk,,"a large, red desk with its back facing the viewer",-33.495121002197266,topk,,"a large, grey chair facing backwards",-30.94344139099121,topk,
1,a large grey chair facing backwards in the room,-29.901281356811523,topk,,a chair facing forwards,-29.429346084594727,topk,,a red chair facing backward,-29.8608341217041,topk,,"a small, grey chair that is facing backwards",-30.06092071533203,topk,,"a large, grey desk-facing forwards",-10.45855712890625,topk,,"a large, red desk""",-31.87405776977539,topk,,a desk facing backwards,-31.272615432739254,topk,
2,a grey chair ,-30.367895126342773,topk,,"a large, grey chair facing backwards",-31.22063446044922,topk,,"a large, grey chair facing backwards",-32.19383239746094,topk,,"a large, grey chair facing backwards",-28.740694046020508,topk,,a grey desk facing forward,-9.728650093078612,topk,,"a large, red desk facing downwards",-32.44176483154297,topk,,"a small, grey desk is facing backwards",-30.83618927001953,topk,
3,"a large, grey chair facing backwards",-28.62410545349121,topk,,a large grey chair facing the front,-32.6621208190918,topk,,"a red chair facing backwards""",-32.097633361816406,topk,,a small grey chair,-30.11031913757324,topk,,a chair facing forwards,-10.321776390075684,topk,,"a large, red desk facing the opposite direction of the other objects",-35.67486572265625,topk,,"a small, grey desk ",-28.610754013061523,topk,
4,a large chair facing backwards,-28.36688995361328,topk,,"a large grey chair, facing forwards",-32.17227935791016,topk,,a red chair facing backwards ,-30.77346611022949,topk,,"a small, grey chair  (4)",-32.18025588989258,topk,,a large grey desk facing forward,-8.778493881225586,topk,,a large desk,-30.816207885742188,topk,,"a small, grey desk  facing backwards",-30.094650268554688,topk,
5,a backwards grey chair,-29.049575805664062,topk,,"a large, grey chair that is facing forwards",-30.895662307739254,topk,,a large chair facing backwards,-31.364036560058597,topk,,"a grey, small chair facing backwards",-31.147193908691406,topk,,"a large, grey  desk facing forwards",-10.636542320251465,topk,,"a large, red desk, facing backwards",-31.984025955200195,topk,,"a small grey desk facing backwards""",-31.088224411010746,topk,
6,"a large, grey chair, facing backwards",-29.477140426635746,topk,,a large grey chair facing forwards in the room,-32.17157745361328,topk,,"a red chair, facing away",-31.788095474243164,topk,,"a small, grey chair in the room",-31.712970733642575,topk,,"a large, grey desk faced forwards",-10.482372283935549,topk,,a red desk facing backwards,-30.52579498291016,topk,,a small grey desk facing backwards is in the room,-32.38494873046875,topk,
7,a grey chair that is facing backwards,-30.87495422363281,topk,,a forward-facing grey chair,-32.2497444152832,topk,,a red chair facing backwards in a room,-32.811790466308594,topk,,"a small, grey chair  facing backwards",-31.074073791503903,topk,,"a large, grey desk, facing forwards",-12.873169898986816,topk,,"a large, red desk with its back facing us",-33.28270721435547,topk,,"a small, grey chair",-30.56720542907715,topk,
8,a grey chair,-31.078832626342773,topk,,a backwards grey chair,-32.26652145385742,topk,,"a small, grey chair",-31.984228134155277,topk,,a grey desk facing backwards,-30.65822029113769,topk,,"a large, grey desk",-3.6773488521575928,topk,,"a large red desk, facing backwards",-32.276302337646484,topk,,a chair facing backwards,-31.10346794128418,topk,
9,a large grey chair,-30.29890251159668,topk,,a grey chair,-31.11247444152832,topk,,a chair facing backwards,-31.68584442138672,topk,,a small grey chair ,-29.72750663757324,topk,,"a large, grey desk in the room",-10.701727867126465,topk,,"a large, red table facing backwards",-32.072959899902344,topk,,a small chair,-31.253070831298828,topk,
