,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large red sofa, facing to the right",-30.71708106994629,topk,,a small red couch,-30.850814819335938,topk,,"a blue, facing-right sofa",-33.98982238769531,topk,,"a large, red sofa",-30.634889602661133,topk,,"a small, green desk",-33.429054260253906,topk,,a small blue desk ,-32.330467224121094,topk,,"a small, green desk",-25.55951690673828,topk,
1,a large red sofa facing to the right,-31.82232666015625,topk,,"a small, red sofa  (2)",-30.12375259399414,topk,,"a small, blue  sofa",-34.10728454589844,topk,,"a small, green sofa ",-30.452301025390625,topk,,"a  small, red desk  facing to the right",-32.94075393676758,topk,,"a small, blue desk (6)",-33.11517333984375,topk,,"a small, green desk facing to the left",-31.213762283325195,topk,
2,a large sofa facing right,-29.5333309173584,topk,,"a small, red sofa (2)",-30.8925838470459,topk,,a  blue sofa,-32.888309478759766,topk,,a small green sofa facing backwards,-28.57209205627441,topk,,"a small, red",-32.76829147338867,topk,,"a small, blue desk facing to  the right",-33.24551010131836,topk,,a small table facing backwards,-31.88321304321289,topk,
3,"a large, red sofa facing to the right",-23.398462295532227,topk,,"a small, red sofa ",-26.836336135864254,topk,,a small sofa,-33.349002838134766,topk,,"a small, green sofa facing backwards",-23.671062469482425,topk,,"a small, green desk facing to the right",-33.41847610473633,topk,,"a  small, blue desk facing to the right",-32.24180221557617,topk,,"a small, green sofa facing backwards",-30.55488967895508,topk,
4,"a large, red sofa is in the room",-31.11838722229004,topk,,"a small, red desk",-30.646638870239254,topk,,a blue small sofa,-33.62887191772461,topk,,a green sofa facing backward,-30.936187744140625,topk,,a ,-33.10380172729492,topk,,"a small, blue desk that faces to the right",-32.56074905395508,topk,,a desk facing backwards,-31.004444122314453,topk,
5,"a large, red sofa  facing to the right",-29.549264907836918,topk,,a small red sofa is facing to the right,-30.95541000366211,topk,,"a small, green sofa facing backwards",-34.10749435424805,topk,,"a small, green sofa facing backwards  (4)",-31.41551780700684,topk,,"a small, red sofa",-33.582157135009766,topk,,"a small, blue desk facing to the left",-32.00981903076172,topk,,"a small, green desk face backwards",-30.84115982055664,topk,
6,"a large, red sofa, facing to the right",-31.245439529418945,topk,,"a small, red sofa facing backwards",-31.28522491455078,topk,,a small sofa that is blue in color and facing to the right,-34.4803581237793,topk,,"a small, green sofa facing backwards  ",-30.991374969482425,topk,,a small red sofa,-31.671735763549805,topk,,"a small, blue desk facing right",-30.540401458740234,topk,,"a small, green desk facing to the right",-31.12148094177246,topk,
7,a large red sofa to the right,-30.93659400939941,topk,,a small red sofa facing right,-28.20113754272461,topk,,a ,-33.579254150390625,topk,,"a small, green sofa facing backwards'",-29.850749969482425,topk,,a Red desk,-33.6446418762207,topk,,"a small, blue desk  facing to the right",-29.278095245361328,topk,,"a small, green desk facing",-31.33038330078125,topk,
8,"a large, red sofa facing the right",-32.41719436645508,topk,,"a small, red sofa",-24.242586135864254,topk,,"a large, red sofa facing to the right",-33.13507461547852,topk,,"a small, green sofa facing the opposite direction of the others",-32.84419631958008,topk,,a green desk facing backwards,-32.5067024230957,topk,,"a small, blue desk ",-28.89712905883789,topk,,"a large, red sofa facing to the right",-30.64366912841797,topk,
9,"a large, red sofa 1",-31.33743667602539,topk,,"a small, red sofa  facing to the right",-29.000612258911133,topk,,"a  small, blue sofa  facing to the right",-34.053157806396484,topk,,"a small, green sofa facing backwards""",-28.186687469482425,topk,,a small desk is facing to the right,-33.461029052734375,topk,,"a small blue desk, facing to the right",-32.510738372802734,topk,,"a small, green desk facing forwards",-28.705381393432617,topk,
10,a large red sofa facing the right,-29.250246047973636,topk,,"a small, red sofa facing the right",-29.07641220092773,topk,,a small blue couch facing to the right,-33.65891647338867,topk,,"a small, green sofa faces backwards",-31.037841796875,topk,,"a small, blue desk",-33.27069091796875,topk,,"a small, blue table",-32.72801208496094,topk,,"a small, green desk facing the wall",-31.2142276763916,topk,
11,"a large, red sofa that is facing to the right",-31.23322105407715,topk,,a small red sofa,-26.727500915527344,topk,,"a small, blue  sofa facing to the right",-33.03342056274414,topk,,a green desk facing backwards,-29.60669708251953,topk,,"a small desk, facing to the right",-33.339298248291016,topk,,"a small, blue desk",-26.11587905883789,topk,,a green desk facing backward,-31.681411743164062,topk,
