,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small blue fan facing left,",-30.714563369750977,topk,,a small green fan facing the left,-29.777278900146484,topk,,"a large, blue fan facing the left",-29.355548858642575,topk,,"a large, backwards red fan",-31.142168045043945,topk,,"a green, small sofa facing left",-30.73192405700684,topk,,"a small, green sofa facing to the left",-32.403564453125,topk,,"a small, green fan facing to the left",-32.390621185302734,topk,
1,a small blue fan ,-28.05492401123047,topk,,a small green fan on the left,-33.571231842041016,topk,,a large blue fan face left,-31.80675506591797,topk,,"a red fan, facing backwards",-30.2973690032959,topk,,"a small , green sofa facing to the left",-32.797584533691406,topk,,"a large, blue sofa faces to the left",-31.808897018432617,topk,,a large Red sofa facing backwards,-32.70968246459961,topk,
2,a small blue fan faces left,-30.398231506347656,topk,,"a  small, green fan facing to the left",-33.0967903137207,topk,,a large fan is facing to the left,-32.507911682128906,topk,,"a large, red, backwards-facing fan",-31.13773536682129,topk,,a green sofa is facing left,-32.90367126464844,topk,,"a large, blue sofa 1",-33.48808670043945,topk,,"a large, red  sofa facing backwards",-32.356285095214844,topk,
3,a small fan facing the left,-30.85552406311035,topk,,a small Green fan,-33.2888298034668,topk,,"a small, green fan facing to the left",-30.92120742797852,topk,,"a large, red fan""",-31.029237747192383,topk,,a green sofa faces left,-30.87083625793457,topk,,"a large, blue sofa 6 facing to the left",-33.372196197509766,topk,,"a large, red sofa facing the other way",-32.99612045288086,topk,
4,"a small blue fan, facing to the left",-29.175167083740234,topk,,a green sofa facing to the left,-32.79215240478516,topk,,"a large, blue fan, facing left",-31.148103713989254,topk,,"a small, green fan facing to the left",-29.52548599243164,topk,,"a green, facing-left sofa",-31.621360778808597,topk,,"a large, blue sofa faces left",-32.15291213989258,topk,,"a large, red sofa faces backwards",-30.86609268188477,topk,
5,a blue fan in the room,-30.7912654876709,topk,,"a small fan, green in color, facing to the left",-32.531246185302734,topk,,a large blue fan facing left,-31.601587295532227,topk,,"a large, red fan is backwards",-31.00887680053711,topk,,a green sofa to the left,-31.18345832824707,topk,,"a large, blue couch",-33.02243423461914,topk,,a large sofa is facing backwards,-32.60433578491211,topk,
6,"a blue fan, small in size, facing left",-31.612276077270508,topk,,a small fan facing to the left and colored green,-33.638221740722656,topk,,"a large, blue fan face",-30.69038391113281,topk,,a large red fan,-25.18982315063477,topk,,"a small, green fan facing to the left",-32.31570816040039,topk,,a large  blue sofa facing to the left,-32.647247314453125,topk,,"a small, blue fan facing to the left",-30.71717834472656,topk,
7,"a small, blue fan on the left",-30.050058364868164,topk,,a large green fan facing to the left,-32.81307601928711,topk,,"a large, blue sofa facing to the left",-30.772781372070312,topk,,"a large, red fan  (4)",-31.57813262939453,topk,,a green sofa on the left,-31.82233428955078,topk,,"a large, blue sofa facing to the right",-33.615440368652344,topk,,"a large,",-31.188373565673828,topk,
8,"a small, blue fan ",-26.99188232421875,topk,,"a small, blue fan facing to the left",-30.66728782653809,topk,,"a large, blue fan (3)",-32.09283447265625,topk,,a red fan facing the opposite direction of the others,-32.25090026855469,topk,,a green couch,-32.134613037109375,topk,,"a large, blue sofa on the left",-32.793155670166016,topk,,a large red sofa is facing backwards,-31.56684875488281,topk,
9,"a small, blue fan facing left",-26.80782890319824,topk,,"a small fan facing left, colored green",-33.61474609375,topk,,"a large, blue fan""",-30.83100891113281,topk,,"a large, red fan facing backwards",-27.14902114868164,topk,,"a large, blue sofa facing to the left",-30.73157501220703,topk,,"a large, blue sofa ",-29.186115264892575,topk,,a  red sofa facing backwards,-32.07316589355469,topk,
10,a blue fan is in the room,-31.15903854370117,topk,,a small fan that is green and facing left,-33.65919876098633,topk,,a large blue fan ,-31.687715530395508,topk,,a red fan is facing backwards,-29.958696365356445,topk,,a green sofa in the room,-31.23695182800293,topk,,a large blue sofa faces to the left,-32.407691955566406,topk,,"a large, blue sofa",-31.782901763916016,topk,
11,"a small, blue fan is in the room",-31.00814437866211,topk,,a small green fan facing left,-27.91090202331543,topk,,a large blue fan facing the left,-29.355897903442383,topk,,a red sofa facing backwards,-28.901010513305664,topk,,a small  green sofa facing to the left,-32.68506622314453,topk,,"a blue, large sofa facing to the left",-33.12564849853516,topk,,"a large, red sofa is facing backwards",-32.90272903442383,topk,
12,"a small fan, blue in color, facing to the left",-30.80265998840332,topk,,"a large, green fan",-33.30741500854492,topk,,"a large blue fan""",-32.195526123046875,topk,,"a large, red fan",-28.099550247192383,topk,,a green sofa faces the left,-32.891357421875,topk,,"a large, blue sofa that faces to the left",-33.35822296142578,topk,,"a large, red, facing-backwards sofa",-32.734657287597656,topk,
13,a blue fan to the left,-29.293493270874023,topk,,"a small fan facing to the left, green in color",-33.75053787231445,topk,,a small blue fan facing to the left,-31.62439346313477,topk,,a red fan facing in the opposite direction,-31.13186836242676,topk,,a blue sofa facing to the left,-32.45817947387695,topk,,"a large, blue sofa  (6)",-32.4116325378418,topk,,"a large, red sofa that is facing backwards",-32.02199935913086,topk,
14,"a small, blue fan faces left",-31.212350845336918,topk,,a small fan facing to the left,-32.87358093261719,topk,,"a large, blue fan is in the room",-32.03799819946289,topk,,"a small, green fan",-30.53289794921875,topk,,a little green sofa,-29.926513671875,topk,,"a large, blue sofa faced to the left",-32.62788391113281,topk,,"a large, red sofa facing the back of the room",-32.8574333190918,topk,
15,a small blue fan is facing to the left,-30.501205444335938,topk,,"a small green fan, facing to the left",-31.176204681396484,topk,,"a large, blue fan 3",-30.58503532409668,topk,,a red fan,-26.313140869140625,topk,,"a small, green, facing-left sofa",-32.81782531738281,topk,,"a large, blue sofa Facing to the left",-33.44905471801758,topk,,a,-29.024349212646484,topk,
16,"a small, blue fan is facing to the left",-30.31577682495117,topk,,a,-30.61661529541016,topk,,"a large, blue fan facing to the left",-23.699819564819336,topk,,"a large, red fan that is facing backwards",-29.420961380004883,topk,,a green small sofa facing to the left,-32.31841278076172,topk,,"a large, blue fan facing to the left",-32.55283737182617,topk,,a large red sofa facing to the right,-32.70118713378906,topk,
17,a small blue fan facing to the left,-24.92472076416016,topk,,a small,-32.697967529296875,topk,,a large fan in the room,-31.273141860961918,topk,,"a large, red fan  facing backwards",-30.4794864654541,topk,,"a  small, green sofa facing to the left",-31.77814102172852,topk,,"a large, blue sofa, facing left",-32.81357192993164,topk,,"a large, red sofa facing the opposite direction of other objects",-33.859859466552734,topk,
18,"a blue, small fan facing to the left",-30.98937225341797,topk,,a green small fan,-32.353660583496094,topk,,"a large, blue fan faces to the left",-32.8896598815918,topk,,a large fan facing backwards,-28.196563720703125,topk,,a green sofa turned to the left,-33.06805419921875,topk,,a large blue sofa to the left,-32.646759033203125,topk,,a ,-32.289974212646484,topk,
19,a blue fan facing left,-26.95851707458496,topk,,"a small fan, green in color",-33.52119445800781,topk,,a blue fan,-28.35965919494629,topk,,a backward-facing red fan,-30.65159797668457,topk,,"a small, green fan",-32.55139923095703,topk,,a large blue sofa facing left in the room,-33.903446197509766,topk,,"a large, blue sofa facing to the left",-30.559728622436523,topk,
