,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, red chair facing to the right in the room",-9.24379825592041,topk,,a chair facing to the left,-8.215622901916504,topk,,"a small, blue chair facing to the left",-9.232380867004396,topk,,a large grey chair faces forwards,-32.079586029052734,topk,,"a small red sofa, facing left",-31.07109832763672,topk,,"a large, grey sofa facing forwards",-10.472030639648438,topk,,"a large, grey facing forwards",-31.736438751220703,topk,
1,a red chair facing to the right,-9.42820644378662,topk,,"a small, red chair facing to the left, a small, blue chair facing backwards, a large, grey chair facing forwards, a small, red sofa facing to the left, a small, blue sofa facing backwards, a large, grey sofa facing forwards",-12.670741081237791,topk,,"a small, blue chair  ",-9.654308319091797,topk,,"a large, grey sofa facing forwards",-30.63949012756348,topk,,"a small, red sofa faces left",-30.92104721069336,topk,,a blue sofa facing backwards,-6.712241172790527,topk,,"a large, grey sofa facing forwards",-28.720970153808597,topk,
2,a small red chair facing left,-9.230202674865724,topk,,a small red chair facing to the right,-9.470937728881836,topk,,"a small, blue chair-facing backwards",-10.552189826965332,topk,,"a large chair, facing forwards",-32.658592224121094,topk,,"a small, red sofa facing the left",-31.782176971435547,topk,,"a small, blue sofa facing upwards",-10.873001098632812,topk,,"a large, gray sofa facing forwards",-30.97481346130371,topk,
3,a small red chair facing to the right,-8.020787239074707,topk,,"a small, red chair facing the left",-7.136041641235352,topk,,"a small, blue chair facing to the right",-10.269393920898438,topk,,a grey chair facing to the right,-32.96721649169922,topk,,a small sofa facing to the left,-31.40554428100586,topk,,"a small, blue sofa facing to the right",-9.778992652893066,topk,,a blue sofa facing backwards,-32.3376350402832,topk,
4,a small red chair,-8.832770347595215,topk,,a red chair facing left,-7.758606910705566,topk,,"a blue, facing backwards",-10.526885986328123,topk,,a grey chair,-31.78559875488281,topk,,"a small, red sofa in the room",-31.044849395751957,topk,,"a small, blue sofa facing the wall",-10.988323211669922,topk,,a small red chair facing to the right,-31.165603637695312,topk,
5,a red chair facing left,-8.741721153259277,topk,,a small red chair facing to the left,-9.332014083862305,topk,,a chair facing backwards,-8.650940895080566,topk,,a large chair facing forwards,-28.16156768798828,topk,,"a  small, red sofa",-30.84764671325684,topk,,"a small, blue sofa faces backwards",-10.306598663330078,topk,,"a large, grey couch facing forwards",-31.614023208618164,topk,
6,a small red chair facing to the left,-9.15981674194336,topk,,"a small, red chair facing to the left 2",-9.903318405151367,topk,,"a large, grey chair facing forwards",-10.146254539489746,topk,,a small red chair,-30.21435546875,topk,,"a small, red sofa faces to the left",-30.213356018066406,topk,,"a  small, blue sofa facing backwards",-10.674599647521973,topk,,a chair facing forwards,-32.436336517333984,topk,
7,a small red chair is facing to the right,-9.486479759216309,topk,,"a small, red chair that is facing to the left",-9.97006607055664,topk,,"a small, blue chair in the room",-10.091506004333496,topk,,a large grey chair ,-30.6418571472168,topk,,"a small, red sofa to the left",-29.61233901977539,topk,,"a small, blue sofa with its back to the viewer",-12.091863632202148,topk,,a small red chair,-32.28165817260742,topk,
8,"a small, red chair facing to the right, facing to the right",-11.68258285522461,topk,,a red chair facing to the left,-8.636215209960938,topk,,"a small, blue chair facing upwards",-10.315340995788574,topk,,a grey chair is facing forwards,-31.45695304870605,topk,,"a small, red sofa""",-31.44312286376953,topk,,a blue sofa facing backwards ,-10.782553672790527,topk,,a large grey sofa facing the front,-32.50606155395508,topk,
9,a small red chair facing the right,-6.731332302093506,topk,,"a small, red chair is facing to the left",-9.375932693481444,topk,,"a small, blue chair facing away",-10.041903495788574,topk,,"a grey chair, facing forwards",-32.68081283569336,topk,,"a small, red sofa is in the room",-31.31604385375977,topk,,"a small, blue sofa facing backwards",-6.3890790939331055,topk,,"a large, grey chair facing forwards",-29.04202651977539,topk,
