,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk",-28.81482315063477,topk,,a green desk facing right,-8.265849113464355,topk,,"a large, green desk facing forwards'",-30.77543258666992,topk,,"a large desk, facing to the left",-10.820622444152832,topk,,"a small, green desk chair facing to the right",-30.1825008392334,topk,,"a large, green chair that is facing forwards",-32.6318244934082,topk,,"a large, grey chair ",-29.289697647094727,topk,
1,"a small, green desk facing to the left",-31.57079315185547,topk,,"a small green desk, facing to the right",-9.679259300231934,topk,,"a large, green table",-30.32022857666016,topk,,"a small, green desk",-10.908514976501465,topk,,"a small, green desk",-30.780038833618164,topk,,"a large, green chair facing forwards <|user|>",-33.93234634399414,topk,,a grey chair ,-32.862735748291016,topk,
2,a small green desk in the room,-30.68457794189453,topk,,"a small, green desk facing the right",-8.283363342285156,topk,,"a small, green desk",-30.832210540771484,topk,,a large desk,-10.389323234558104,topk,,"a small, green chair  ",-30.95035552978516,topk,,"a large, green chair facing forwards;",-32.23059844970703,topk,,"a large, grey chair faces to the left",-32.721309661865234,topk,
3,"a small, green desk, facing forwards",-32.655609130859375,topk,,a little green desk,-9.919952392578123,topk,,a large desk,-28.28951835632324,topk,,"a grey, large desk facing left",-11.29723072052002,topk,,"a small, green desk facing to the right",-28.00692749023437,topk,,a chair facing forwards,-31.9860897064209,topk,,"a large, grey chair facing to the left",-23.27659797668457,topk,
4,"a small, green desk facing to the right",-30.66454315185547,topk,,"a small, green desk",-7.963675498962402,topk,,"a green desk, facing forwards",-30.62788772583008,topk,,"a small, green desk facing to the right",-11.465003967285156,topk,,"a large, grey chair facing to the left",-31.395591735839844,topk,,a green chair facing forwards ,-32.430660247802734,topk,,"a grey, large chair facing to the left",-32.91656494140625,topk,
5,"a green desk, facing forwards",-29.993602752685547,topk,,a desk facing to the right,-7.673325538635254,topk,,"a small, green desk facing forwards",-32.775333404541016,topk,,"a large, grey chair facing to the left",-9.418184280395508,topk,,"a small, green chair",-24.90348052978516,topk,,"a large, green chair",-27.05831718444824,topk,,"a small, green desk facing forwards",-32.38728713989258,topk,
6,"a small, green desk facing forwards",-27.502275466918945,topk,,"a small, green desk faced to the right",-9.65573787689209,topk,,"a large, green desk ",-30.518604278564453,topk,,"a small, green desk facing forwards",-9.774139404296877,topk,,"a small, green desk facing forwards",-30.95690155029297,topk,,"a large, green chair ",-30.00362968444824,topk,,a grey chair,-29.800235748291016,topk,
7,"a small desk, facing forwards",-30.429298400878903,topk,,"a small, green desk, facing to the right",-9.932029724121094,topk,,"a large, green desk  (3)",-31.417238235473636,topk,,a grey chair,-8.808317184448242,topk,,a small green chair ,-31.59814453125,topk,,"a large, green chair facing forwards in the room",-30.80875587463379,topk,,a large grey chair,-32.73762512207031,topk,
8,a small desk in the room,-30.89643859863281,topk,,"a small, green desk that is facing to the right",-10.122845649719238,topk,,a green desk,-28.724477767944336,topk,,"a large, grey desk",-1.5971519947052002,topk,,a green chair facing the right,-30.20379638671875,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,a large grey chair facing to the left,-28.190393447875977,topk,
9,a desk facing forwards,-28.89951515197754,topk,,a green desk facing to the right,-7.828219413757324,topk,,"a large green desk, facing forwards",-30.484527587890625,topk,,a large grey chair facing to the left,-10.180741310119627,topk,,"a small, green chair is facing to the right",-30.06395530700684,topk,,"a large, green chair is facing forwards",-31.776220321655277,topk,,a grey chair facing left,-29.552810668945312,topk,
10,a small green desk facing the front,-30.852951049804688,topk,,a small green desk to the right,-8.650620460510254,topk,,a green desk facing forwards,-27.442628860473636,topk,,a grey desk facing the left,-11.445170402526855,topk,,a small green chair facing the right,-30.67616081237793,topk,,"a large, green chair facing forwards """,-32.16809844970703,topk,,"a large grey chair facing to the left""",-33.112266540527344,topk,
11,"a small, green desk 1",-30.96588897705078,topk,,"a small, green desk turned to the right",-9.2550687789917,topk,,"a large, green desk  ",-30.784229278564453,topk,,a green desk,-10.869784355163574,topk,,"a small, green chair in the room",-31.333721160888672,topk,,"a large, green chair facing forwards'",-31.285287857055664,topk,,"a large, grey chair facing the left",-30.40334701538086,topk,
12,a small green desk  facing forwards,-29.85384178161621,topk,,a small green desk ,-9.617786407470703,topk,,"a large, green desk facing forwards",-24.25980758666992,topk,,a grey desk facing to the left,-7.423343181610107,topk,,a small green chair facing to the right,-30.162158966064453,topk,,"a large, green chair facing forwards  (6)",-33.17232894897461,topk,,a large chair facing to the left,-31.14839172363281,topk,
13,a green desk facing forwards,-31.02179336547852,topk,,"a small, green desk facing right",-8.989748001098633,topk,,a large green desk ,-30.16192626953125,topk,,"a grey, large desk",-10.35687255859375,topk,,"a small, green chair to the right",-31.007434844970703,topk,,a large chair facing forwards,-31.34181022644043,topk,,a grey desk facing to the left,-32.25259017944336,topk,
14,a small green desk ,-29.439624786376957,topk,,"a small, green desk turning to the right",-9.828131675720217,topk,,"a large, green desk facing forwards""",-28.74418258666992,topk,,a large green desk,-10.113247871398926,topk,,a chair facing to the right,-29.35048484802246,topk,,"a large, green chair, facing forwards",-31.23600006103516,topk,,"a large, grey chair face to the left",-32.37375259399414,topk,
15,"a small, green desk is facing forwards",-30.186302185058597,topk,,"a large, green desk facing to the right",-8.080897331237793,topk,,a large green desk facing the front,-30.75408935546875,topk,,"a large, green desk facing forwards",-8.26262092590332,topk,,"a small, green chair faced to the right",-31.24440193176269,topk,,"a large, green chair facing to the right",-32.74293518066406,topk,,"a large, grey chair facing left",-30.088775634765625,topk,
16,"a small green desk, facing forwards",-31.1132755279541,topk,,a desk facing right,-9.937888145446776,topk,,"a large, green desk  facing forwards",-29.180797576904297,topk,,a grey large desk,-9.834124565124512,topk,,"a small, green chair facing right",-28.65704917907715,topk,,a large chair,-32.64768981933594,topk,,a grey desk chair facing to the left,-32.43550491333008,topk,
17,a little green desk facing forward,-30.5502872467041,topk,,"a small, green desk to the right",-8.099102020263672,topk,,a large green table,-30.71719741821289,topk,,a grey desk ,-8.97537612915039,topk,,"a small, green chair, facing to the right",-29.079090118408203,topk,,"a large, green chair facing forwards, ",-32.61051940917969,topk,,a grey chair facing to the left,-28.304807662963867,topk,
18,"a small, green desk  (1)",-30.972442626953125,topk,,"a  small, green desk facing to the right",-12.163814544677734,topk,,"a large, green desk, facing forwards",-31.774126052856445,topk,,"a  large, grey desk",-11.092127799987791,topk,,a chair,-30.601577758789062,topk,,a green desk chair facing forwards,-32.026458740234375,topk,,"a large, grey chair to the left",-30.601947784423828,topk,
19,a small green desk,-30.205249786376957,topk,,a small green desk facing the right,-8.699972152709961,topk,,"a large, green desk facing forwards ",-27.27543258666992,topk,,a large desk facing the left,-10.294681549072266,topk,,a green chair to the right,-31.505617141723636,topk,,"a large, green desk chair facing forwards",-32.38972091674805,topk,,a large grey chair ,-32.76106262207031,topk,
20,"a small, green desk in a room",-31.131710052490234,topk,,a small desk facing to the right,-7.213443279266357,topk,,"a large, green desk facing forwards is in the room",-31.61219787597656,topk,,a grey desk,-7.843873023986816,topk,,"a  small, green chair facing to the right",-31.405635833740234,topk,,"a large, green desk facing forwards",-30.941713333129883,topk,,"a large, grey chair  facing to the left",-31.981693267822266,topk,
21,"a small, green, desk facing forwards",-30.200529098510746,topk,,a small green desk facing to the right,-9.407398223876951,topk,,a large desk facing forwards,-28.005199432373047,topk,,"a large, gray desk",-9.586540222167969,topk,,"a green, small chair facing to the right",-31.629987716674805,topk,,a large green chair facing forwards,-31.88939476013184,topk,,"a large, grey chair, facing to the left",-30.65094566345215,topk,
