,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large red sofa, facing to the right",-10.205784797668455,topk,,a small red couch,-32.19646072387695,topk,,"a small, blue  sofa",-10.598668098449709,topk,,"a small, green sofa ",-30.452301025390625,topk,,a small red desk facing the right,-30.43585586547852,topk,,a small blue desk ,-32.330467224121094,topk,,"a small, green desk",-25.559568405151367,topk,
1,"a large sofa, red",-9.946389198303224,topk,,a small red sofa facing the right,-32.69529724121094,topk,,a small sofa,-11.763065338134766,topk,,a small green sofa facing backwards,-25.94385528564453,topk,,"a small, red desk",-24.830718994140625,topk,,"a small, blue desk to the right",-32.60420227050781,topk,,"a small, green desk facing to the left",-30.338926315307617,topk,
2,a large red sofa facing to the right,-6.687104225158691,topk,,"a small, red desk",-30.646678924560547,topk,,"a large, red sofa facing to the right",-11.549128532409668,topk,,"a small, green sofa facing backwards",-30.21381187438965,topk,,"a small, red desk  (5)",-31.72176742553711,topk,,"a small, blue desk facing to  the right",-33.245445251464844,topk,,"a small, green deck facing backwards",-31.57921028137207,topk,
3,a large  red sofa,-10.067678451538086,topk,,a little red couch,-32.35914993286133,topk,,a small red sofa,-11.856183052062988,topk,,"a small, green sofa with its back to us",-31.82581329345703,topk,,"a small, red desk ",-27.494781494140625,topk,,"a small, blue  desk facing to the right",-33.524539947509766,topk,,"a small, green sofa facing backwards",-31.69038772583008,topk,
4,"a large, red sofa facing to the right",-4.515396595001221,topk,,"a small, red",-31.709178924560547,topk,,a small blue sofa faces to the right,-11.175477027893066,topk,,"a small, green sofa facing the opposite direction of the others",-32.83615493774414,topk,,a red desk facing to the right,-28.748594284057617,topk,,"a small, blue desk that faces to the right",-32.98295974731445,topk,,a desk facing backwards,-30.121671676635746,topk,
5,"a large, red sofa is in the room",-10.188624382019045,topk,,a small red sofa  (2),-32.4521484375,topk,,a Small blue sofa,-11.48241901397705,topk,,"a small, green sofa faces backwards",-30.733448028564453,topk,,"a large, red sofa facing to the right",-31.10428047180176,topk,,"a small, blue desk facing to the left",-31.994144439697266,topk,,"a small, green desk face backwards",-30.802146911621094,topk,
6,"a large, red sofa  facing to the right",-8.658867835998535,topk,,a small red sofa is facing to the right,-30.63973617553711,topk,,a small blue sofa facing the right,-9.711904525756836,topk,,a green desk facing backwards,-29.60669708251953,topk,,"a small, red sofa",-31.369853973388672,topk,,"a small, blue desk facing right",-30.55595970153809,topk,,"a small, green desk facing to the right",-30.182676315307617,topk,
7,"a large, red sofa, facing to the right",-8.441892623901367,topk,,a ,-32.21112823486328,topk,,"a small blue sofa, facing right",-11.498430252075195,topk,,"a small, green sofa with its back facing the viewer",-32.26179122924805,topk,,"a small red desk, facing to the right",-31.885120391845703,topk,,"a small, blue desk  facing to the right",-29.27818489074707,topk,,"a small, green desk facing",-31.330432891845703,topk,
8,a large red sofa to the right,-9.19248104095459,topk,,a small red sofa facing right,-33.41746520996094,topk,,a little blue sofa facing to the right,-11.587024688720703,topk,,"a small, green sofa with its back facing forward",-32.30229568481445,topk,,"a small, red desk is in the room",-31.64539909362793,topk,,"a small, blue desk ",-28.89712905883789,topk,,"a large, red sofa facing to the right",-30.64366912841797,topk,
9,"a large, red sofa facing the right",-8.540815353393555,topk,,"a small, red sofa",-22.474802017211918,topk,,"a small, blue sofa",-1.4260048866271973,topk,,"a small, blue sofa",-30.49651336669922,topk,,a small red desk is facing to the right,-31.831907272338867,topk,,"a small blue desk, facing to the right",-32.510738372802734,topk,,"a small, green desk facing the opposite direction of the others",-32.832881927490234,topk,
10,"a large, red sofa 1",-10.401445388793944,topk,,a small red sofa  facing to the right,-30.65755844116211,topk,,"a small, blue, right-facing sofa",-11.515786170959473,topk,,"a small, green sofa that faces backwards",-30.69442367553711,topk,,a small  red desk facing to the right,-31.723047256469727,topk,,a green desk facing backwards,-32.887142181396484,topk,,"a small, green desk facing forwards",-28.705432891845703,topk,
11,a big red sofa facing right,-10.228555679321287,topk,,"a  small, red sofa facing to the right",-31.15732765197754,topk,,"a small, blue desk facing to the right",-11.555438995361328,topk,,a small green sofa facing backwards ,-29.74073028564453,topk,,"a small, red desk facing the right",-29.83148765563965,topk,,"a small, blue desk",-26.11587905883789,topk,,"a small, green desk facing the wall",-31.2185001373291,topk,
12,a large red sofa facing the right,-10.390019416809082,topk,,a small red couch facing to the right,-32.42768859863281,topk,,a blue small sofa facing to the right,-11.117528915405272,topk,,"a  small, green sofa facing backwards",-31.94544982910156,topk,,"a small, blue desk facing to the right",-30.77135467529297,topk,,a blue desk,-28.62704849243164,topk,,a green desk facing backwards,-31.41663932800293,topk,
13,"a large, red sofa that is facing to the right",-10.290139198303224,topk,,a small red sofa,-33.5496940612793,topk,,a small blue sofa facing to the right,-8.896102905273438,topk,,"a small, green sofa with its back facing us",-31.825931549072266,topk,,"a small, red desk 5",-31.43204689025879,topk,,a small blue desk facing right,-31.215112686157227,topk,,"a small, green table facing backwards",-30.60249900817871,topk,
14,"a large, red sofa (1)",-10.345608711242676,topk,,"a small red sofa, facing to the right",-32.35414123535156,topk,,a small blue sofa  (3),-12.141472816467283,topk,,"a small, green couch facing backwards",-31.153833389282227,topk,,"a small, red  desk facing to the right",-31.829545974731445,topk,,"a small, blue desk facing to the",-33.494144439697266,topk,,a green desk facing backwards ,-31.84632873535156,topk,
15,a large red facing right sofa,-9.84366226196289,topk,,"a small red sofa facing to the right, ",-35.2851676940918,topk,,a small blue sofa  facing to the right,-9.871108055114746,topk,,"a small, green sofa facing to the left",-31.467830657958984,topk,,"a small, red desk""",-31.018218994140625,topk,,"a small, blue desk  (6)",-32.31866836547852,topk,,"a small, green desk is facing backwards",-30.05690574645996,topk,
16,"a large, red sofa  (1)",-9.96366024017334,topk,,a small red sofa that is facing to the right,-32.21778869628906,topk,,a blue couch facing right,-11.75073528289795,topk,,"a small, green sofa facing the left",-31.809711456298828,topk,,a small red desk ,-30.82962417602539,topk,,"a small, red desk facing to the right",-32.88124465942383,topk,,"a small, green desk facing ",-31.752307891845703,topk,
17,"a large,",-9.835046768188477,topk,,a small red sofa 2,-32.32997131347656,topk,,"a small blue sofa""",-11.739080429077148,topk,,"a small green sofa, facing backwards",-30.60797500610352,topk,,"a small, red desk faces to the right",-30.015405654907227,topk,,"a  small, blue desk",-31.93880653381348,topk,,"a small, red desk facing to the right",-30.82948875427246,topk,
18,"a large, red sofa""",-9.873844146728516,topk,,a small  red sofa facing to the right,-31.782215118408203,topk,,a small red sofa facing to the right,-10.416702270507812,topk,,a small green sofa facing backwards in the room,-31.51026725769043,topk,,"a small, red desk  ",-31.041656494140625,topk,,a small blue sofa facing to the right,-31.94767570495605,topk,,"a small, blue desk facing to the right",-29.564271926879883,topk,
