,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large red sofa,-28.16623306274414,topk,,"a small, red sofa faces to the right",-30.597230911254883,topk,,"a small, blue sofa that is facing to the right",-14.223525047302246,topk,,a small green sofa ,-30.70192146301269,topk,,"a small, red desk",-24.922313690185547,topk,,"a small, blue  desk facing to the right",-32.64890670776367,topk,,"a small, green desk facing backwards is object 7",-29.9949951171875,topk,
1,"a large,",-30.74472045898437,topk,,a small red sofa facing right,-28.241662979125977,topk,,"a small, blue sofa  facing to the right",-8.163522720336914,topk,,"a small, green desk facing backwards",-31.38819694519043,topk,,"a small, red desk, facing to the right",-29.91392517089844,topk,,"a small, green desk facing backwards",-32.84107971191406,topk,,"a small, green desk facing backwards",-23.072486877441406,topk,
2,"a large, red, sofa, facing, right",-32.753875732421875,topk,,"a small, red desk",-30.67552947998047,topk,,"a small, blue sofa facing backwards",-10.131288528442385,topk,,a small green sofa facing to the right,-31.690616607666016,topk,,"a large, red sofa",-31.840206146240234,topk,,"a small, blue desk that faces to the right",-33.04730987548828,topk,,"a small, green desk  facing backwards",-29.236331939697266,topk,
3,a large red sofa faces right,-31.44135284423828,topk,,a small  red sofa,-30.91141128540039,topk,,"a small, blue  sofa",-10.581046104431152,topk,,"a small, green sofa facing the opposite direction of the others",-32.42321014404297,topk,,"a small, red desk;",-32.01606369018555,topk,,a small blue sofa facing to the right,-31.902894973754883,topk,,a small green desk facing backwards,-30.70281982421875,topk,
4,"a large, red sofa",-22.7734489440918,topk,,"a small, red sofa ",-26.849390029907227,topk,,a small blue sofa facing to the right,-7.646529197692871,topk,,a small green sofa,-31.06129646301269,topk,,"a small, red desk ",-27.570751190185547,topk,,"a small, blue desk facing to the left",-31.972145080566406,topk,,"a large, red sofa",-31.171844482421875,topk,
5,a large red facing right sofa,-30.77046775817871,topk,,"a small, red couch",-31.15770530700684,topk,,"a small, blue sofa facing to the right",-1.8116414546966555,topk,,a small blue sofa facing to the right,-32.03263092041016,topk,,"a small, red desk-facing to the right",-31.78792381286621,topk,,"a small, blue desk",-26.13308334350586,topk,,"a small, green desk facing backwards in a room",-31.66338348388672,topk,
6,"a red, large sofa facing to the right",-31.631134033203125,topk,,"a small, red sofa facing backwards",-31.18681526184082,topk,,"a small, blue sofa facing right",-7.779725551605225,topk,,"a small, blue sofa facing to the right",-30.844268798828125,topk,,"a small, red desk  facing to the right",-28.90349578857422,topk,,"a small blue desk, facing to the right",-32.53410720825195,topk,,"a small, green table facing backwards",-30.598573684692383,topk,
7,"a large, red couch",-31.54737663269043,topk,,a large red sofa,-31.1878719329834,topk,,"a small, blue sofa  ",-9.579229354858398,topk,,a small green sofa facing backwards,-28.5477352142334,topk,,"a small, red desk facing  to the right",-31.970727920532227,topk,,"a small, blue sofa facing to the right",-32.940277099609375,topk,,"a small, green desk that is facing backwards",-30.69524574279785,topk,
8,a large red sofa facing to the right,-27.635406494140625,topk,,"a small, red sofa is facing to the right",-31.84543228149414,topk,,"a small, blue sofa, facing right",-10.864235877990724,topk,,a small sofa facing backwards,-29.20304679870605,topk,,a sofa,-30.93281936645508,topk,,"a small, blue desk-facing to the right",-33.464786529541016,topk,,"a small, green desk face",-29.99455070495605,topk,
9,a red sofa facing the right,-32.17142868041992,topk,,"a large, red sofa",-31.07651710510254,topk,,"a small, blue sofa face",-10.258916854858398,topk,,a small green sofa facing to the left,-31.409366607666016,topk,,"a  small, red desk facing to the right",-31.26757431030273,topk,,"a small, blue desk that is facing to the right",-31.62191200256348,topk,,"a small, green desk faces backwards",-30.441938400268555,topk,
10,a large red sofa  facing to the right,-33.42134094238281,topk,,"a small, red sofa that is facing to the right",-30.52684211730957,topk,,a blue sofa,-5.672313213348389,topk,,"a small, green sofa is facing backwards in the room",-32.01111602783203,topk,,"a small, red desk face to the right",-31.00641250610352,topk,,a blue sofa,-31.466657638549805,topk,,"a small, green desk facing upwards",-31.15596389770508,topk,
11,a red sofa facing right,-28.045114517211918,topk,,"a small, red sofa facing right",-28.296178817749023,topk,,"a small, blue sofa, facing to the right",-10.277660369873049,topk,,"a small, green sofa ",-30.41527366638184,topk,,a red desk facing to the right,-29.783971786499023,topk,,"a small, blue desk faced to the right",-32.21904373168945,topk,,"a small, green desk facing backwards'",-29.447486877441406,topk,
12,a large red sofa is facing to the right,-30.633989334106445,topk,,a small,-30.943567276000977,topk,,"a small, blue sofa  (3)",-9.585655212402344,topk,,"a small green sofa, facing backwards",-30.849781036376957,topk,,"a small, red desk  ",-31.094188690185547,topk,,"a small, blue desk facing  to the right",-32.72989654541016,topk,,"a small, green desk facing backwards 7",-30.514936447143555,topk,
13,a red sofa is facing to the right,-30.75408363342285,topk,,"a small, red sofa in the room",-31.858339309692383,topk,,a small blue sofa is facing to the right,-10.337777137756348,topk,,"a  small, green sofa facing backwards",-31.196439743041992,topk,,"a large, red sofa facing to the right",-31.2595157623291,topk,,"a small, blue desk to the right",-32.68506622314453,topk,,"a small, green desk facing backwards, ",-31.129053115844727,topk,
14,"a large, red, facing-right sofa",-31.940719604492188,topk,,a sofa,-30.139265060424805,topk,,a small blue sofa ,-9.119306564331056,topk,,"a small, green sofa facing in the opposite direction of the other sofas",-33.85931396484375,topk,,"a small, red desk""",-31.023876190185547,topk,,"a small, blue desk  (6)",-32.38043594360352,topk,,"a small, green desk  ",-31.15861320495605,topk,
15,"a large red sofa, facing to the right",-33.14218521118164,topk,,"a small, red sofa facing to the left",-31.74989318847656,topk,,"a small, blue sofa is in the room",-10.707311630249023,topk,,a green chair,-31.52597045898437,topk,,"a small,",-31.19393920898437,topk,,a small desk facing to the right,-31.9936466217041,topk,,"a small, green desk facing to the left",-31.215295791625977,topk,
16,a large sofa,-27.042526245117188,topk,,"a small, red sofa, facing right",-31.68699073791504,topk,,"a small, blue sofa",-3.57141661643982,topk,,"a small, green sofa that faces backwards",-31.14657592773437,topk,,a small red desk,-28.56835556030273,topk,,a small blue desk,-32.5911750793457,topk,,"a small, green desk ",-28.38517570495605,topk,
17,a large,-30.90961265563965,topk,,"a small, red sofa (2)",-30.93313407897949,topk,,"a small, blue sofa that faces to the right",-10.949031829833984,topk,,"a small, green sofa backwards",-30.86839866638184,topk,,"a small, red desk  (5)",-31.806610107421875,topk,,"a small, blue desk in the room",-33.19816589355469,topk,,"a small, green desk, facing backwards",-29.98783302307129,topk,
18,a red sofa facing to the right,-28.54826545715332,topk,,"a small, red sofa",-27.708765029907227,topk,,"a small blue sofa, facing to the right",-10.02038288116455,topk,,"a large, red sofa facing to the right",-31.375417709350582,topk,,a small red desk facing to the right,-28.86271476745605,topk,,"a small, blue desk  facing to the right",-29.3565616607666,topk,,"a small, green desk facing backwards is in the room",-30.559326171875,topk,
19,a big red sofa facing right,-31.176177978515625,topk,,"a large, red sofa facing to the right",-31.48953056335449,topk,,a small blue sofa  facing to the right,-9.892809867858888,topk,,a green couch facing backwards,-31.403993606567383,topk,,a red desk facing right,-31.312816619873047,topk,,"a small,",-32.7841796875,topk,,"a small, green desk facing backwards""",-27.353736877441406,topk,
20,a large red sofa facing the right,-30.720956802368164,topk,,a red sofa facing to the right,-29.98061752319336,topk,,"a small,",-10.238012313842772,topk,,a green sofa,-26.375019073486328,topk,,a small red desk  facing to the right,-31.74163818359375,topk,,"a small, blue desk, facing to the right",-29.94683837890625,topk,,"a small, green desk facing backwards  (7)",-30.74359893798828,topk,
21,a red sofa,-29.324386596679688,topk,,a small red sofa,-26.652973175048828,topk,,"a small, blue sofa faces to the right",-9.53152847290039,topk,,"a small, green sofa with its back to the viewer",-31.96267890930176,topk,,"a small, red desk  |",-31.64164161682129,topk,,"a small, blue desk facing to the",-33.503395080566406,topk,,"a small, green desk facing backwards ",-26.470924377441406,topk,
22,"a large, red facing right sofa",-31.60478973388672,topk,,"a small, red sofa""",-30.458765029907227,topk,,"a small, blue sofa""",-9.524541854858398,topk,,"a small, green sofa with its back facing the viewer",-32.23708724975586,topk,,"a small red desk, facing to the right",-31.99260902404785,topk,,"a small, blue desk facing to the  right",-33.07084274291992,topk,,"a small, green desk facing the opposite direction of the other desks and sofas",-33.776885986328125,topk,
23,a large red facing sofa,-31.63210678100586,topk,,"a small,",-30.42500305175781,topk,,"a small, blue sofa in the room",-10.372708320617676,topk,,"a small,",-31.085718154907227,topk,,a small red desk ,-30.98241806030273,topk,,"a small, blue desk""",-31.48464584350586,topk,,"a small, green desk facing backwards """,-31.056861877441406,topk,
24,a red sofa is in the room,-31.931516647338867,topk,,"a small, red sofa facing the right",-29.75271797180176,topk,,"a small, blue sofa, ",-10.956742286682127,topk,,"a small, green sofa faces backwards",-30.745288848876957,topk,,"a small, red desk facing right",-30.2059268951416,topk,,"a small, blue desk faces to the right",-31.086183547973636,topk,,"a small, green desk facing to the right",-31.118989944458008,topk,
25,a large red sofa facing right ,-30.61108016967773,topk,,a small red sofa facing the right,-30.4465446472168,topk,,"a small, blue sofa is facing to the right",-11.225008010864258,topk,,"a small, green sofa facing to the left",-31.390838623046875,topk,,"a small, blue desk facing to the right",-30.87545585632324,topk,,a small blue desk facing to the right,-30.42450523376465,topk,,"a small, blue desk facing to the right",-30.60796356201172,topk,
26,a large red sofa ,-29.08201789855957,topk,,a small red sofa  facing to the right,-31.417144775390625,topk,,"a  small, blue sofa facing to the right",-10.815509796142578,topk,,"a small, green sofa facing to the right",-31.52312469482422,topk,,"a small, red desk facing the right",-30.83806800842285,topk,,"a small, blue table",-32.80046844482422,topk,,"a small, green desk facing backwards is object 7 in the room",-31.2829532623291,topk,
