,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing the left",-8.170215606689453,topk,,"a small, green fan",-4.2921905517578125,topk,,a large blue fan faces to the left,-31.6497745513916,topk,,"a small, green fan",-28.17805290222168,topk,,"a small, green sofa that is facing to the left",-30.390331268310547,topk,,"a large, blue sofa faced to the left",-32.635284423828125,topk,,"a large, red sofa facing backwards  (7)",-31.338422775268555,topk,
1,"a small, blue fan""",-9.801522254943848,topk,,a small green fan,-4.62653923034668,topk,,a blue fan,-28.370460510253903,topk,,a blue fan,-30.390403747558597,topk,,a small sofa facing to the left,-29.70594024658203,topk,,"a large, blue sofa  ",-32.50876998901367,topk,,"a  large, red sofa facing backwards",-30.47689247131348,topk,
2,a blue fan,-3.7872257232666016,topk,,"a small, green fan facing to the left (2)",-11.348627090454102,topk,,"a large, blue fan facing the left",-31.30313873291016,topk,,a red fan facing backwards,-30.602689743041992,topk,,a small green sofa is facing to the left,-30.50684928894043,topk,,"a large, blue sofa faces left",-32.54273986816406,topk,,"a large, red sofa facing backwards, ",-31.609188079833984,topk,
3,a small fan facing left,-8.049763679504395,topk,,"a small, green fan  ",-10.026565551757812,topk,,a large fan that is blue in color and facing to the left,-32.120059967041016,topk,,a red fan turned backwards,-30.008262634277344,topk,,"a green sofa, facing left",-30.534225463867188,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,a red sofa is facing backwards,-31.385143280029297,topk,
4,"a small, blue fan faces left",-10.370795249938965,topk,,"a small, green fan is facing to the left",-9.720525741577148,topk,,a large blue fan facing to the left,-26.410154342651367,topk,,a red fan that is facing backwards,-31.46573829650879,topk,,"a large, red sofa facing backwards",-30.247690200805664,topk,,a sofa facing to the left,-31.852832794189453,topk,,a large red sofa,-31.519655227661133,topk,
5,"a small, blue fan is in the room",-10.194952964782717,topk,,a small fan,-10.147542953491213,topk,,"a large, blue fan  ",-31.093238830566406,topk,,a large fan with a red color and facing backwards,-32.04732894897461,topk,,"a small, green sofa facing the left",-30.511075973510746,topk,,"a large, blue sofa to the left",-33.08741760253906,topk,,"a large, red sofa facing backwards""",-27.890403747558597,topk,
6,a small fan that is blue in color,-10.576343536376951,topk,,"a small, green fan  facing to the left",-9.346729278564451,topk,,"a large, blue fan  (3)",-31.056474685668945,topk,,a red fan facing the opposite direction of other fans,-32.20234298706055,topk,,"a small, green sofa, facing to the left",-27.82345390319824,topk,,a large blue sofa faces to the left,-32.36019515991211,topk,,"a large, red sofa facing backwards",-27.499778747558597,topk,
7,a small fan,-7.667475700378418,topk,,"a small, green fan facing the left",-7.965717792510986,topk,,a large blue fan is facing to the left,-30.492019653320312,topk,,a red fan is facing backwards,-28.385713577270508,topk,,a green sofa is facing left,-30.39897727966309,topk,,"a large, blue sofa faces to the left",-31.8226318359375,topk,,"a large, red sofa ",-28.54927635192871,topk,
8,"a small, blue fan  facing to the left",-9.846537590026855,topk,,"a small, green fan""",-9.464065551757812,topk,,"a large blue fan, facing to the left",-29.914278030395508,topk,,a red fan facing backward,-29.699729919433597,topk,,"a small, green sofa facing left",-27.895103454589844,topk,,"a large, blue sofa",-26.25876808166504,topk,,"a large,",-31.154170989990234,topk,
9,"a blue, small fan facing left",-9.419699668884276,topk,,"a large, red sofa facing backwards",-10.92590618133545,topk,,a blue sofa,-31.48579788208008,topk,,"a large, red sofa facing backwards",-28.55161666870117,topk,,"a small, green sofa faces to the left",-30.207313537597656,topk,,"a large blue sofa, facing to the left",-31.59412384033203,topk,,"a large, red sofa facing backwards'",-29.788841247558597,topk,
10,"a small, blue fan  (1)",-9.328277587890623,topk,,"a small, green fan facing left",-7.645821571350098,topk,,"a large, blue fan is facing to the left",-32.494651794433594,topk,,a red fan facing in the opposite direction,-31.146146774291992,topk,,"a small, green sofa faces left",-30.39191627502441,topk,,a blue sofa,-27.842151641845703,topk,,a large red sofa facing backward,-30.365840911865234,topk,
11,"a blue, small fan facing to the left",-10.17146110534668,topk,,"a small, green fan facing to the left;",-10.535381317138672,topk,,a large blue fan to the left,-31.043794631958008,topk,,a large red fan,-25.114856719970703,topk,,"a green sofa, facing to the left",-29.719165802001957,topk,,"a small, blue fan",-31.737838745117188,topk,,"a small, blue fan",-31.147062301635746,topk,
