,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey, desk, facing, forwards",-33.15189743041992,topk,,a large desk that is blue in colour and facing forwards,-33.384639739990234,topk,,"a small, green desk facing to the left",-29.14759063720703,topk,,"a small, green table",-29.59248733520508,topk,,"a large, blue fan facing forwards'",-30.12778854370117,topk,,"a large, red fan""",-29.771413803100582,topk,,"a small, green fan face",-29.9831657409668,topk,
1,"a large, grey, desk, facing forwards",-31.44710731506348,topk,,"a small, green desk facing to the left",-32.27580642700195,topk,,a large desk,-29.256744384765625,topk,,a little green desk,-31.36948013305664,topk,,"a large, blue desk",-28.51140022277832,topk,,a large red desk,-30.295656204223636,topk,,a fan facing to the left,-30.15913772583008,topk,
2,a large grey desk facing forward,-30.21551322937012,topk,,a large desk,-30.165061950683597,topk,,a desk facing backwards,-29.00157928466797,topk,,"a small, green desk",-22.45967674255371,topk,,"a large, blue fan  facing forwards",-28.94159507751465,topk,,"a small, green fan facing to the left",-31.221271514892575,topk,,"a small, green fan",-28.2175407409668,topk,
3,a large desk,-28.70415687561035,topk,,a large desk that is blue in color and facing forwards,-32.96723175048828,topk,,a large red desk,-25.6376953125,topk,,"a small, green fan",-28.94404983520508,topk,,a large blue fan ,-29.934295654296875,topk,,a red desk facing backwards,-30.017112731933597,topk,,"a large, blue desk",-29.905725479125977,topk,
4,"a large desk, grey in color",-32.14039611816406,topk,,"a large blue desk, facing forwards",-32.23460388183594,topk,,"a large, red desk, facing backwards",-28.95743751525879,topk,,"a large, blue desk",-30.060768127441406,topk,,"a large, blue fan is in the room",-30.907703399658203,topk,,"a large, red fan facing backward",-29.40933609008789,topk,,"a small, green desk facing to the left",-30.32717514038086,topk,
5,"a large desk, facing forwards",-30.67928695678711,topk,,a blue desk in the room,-31.90653610229492,topk,,a red desk facing backwards,-25.51210021972656,topk,,a little green desk facing left,-31.404756546020508,topk,,"a large, blue fan facing forwards ",-27.64341354370117,topk,,"a large, red fan",-24.771413803100582,topk,,"a small, green fan on the left",-28.913951873779297,topk,
6,"a large, grey desk, facing forwards",-31.96488380432129,topk,,a blue desk,-27.55714988708496,topk,,"a large, red desk with its back facing us",-32.05157470703125,topk,,"a small desk, green in color, facing left",-33.15599060058594,topk,,a blue desk,-28.77911758422852,topk,,"a large, red fan facing forwards",-30.54161071777344,topk,,"a small, green fan facing to the left",-26.9591064453125,topk,
7,"a large, grey desk in the room",-31.24630355834961,topk,,a desk facing forwards,-32.89371490478516,topk,,a large desk that is red in colour and facing backwards,-32.963340759277344,topk,,a large red desk,-31.378686904907227,topk,,"a large, blue fan facing forwards in a room",-31.42034912109375,topk,,"a large, red fan faces backwards",-30.649385452270508,topk,,a small fan facing left,-30.078617095947266,topk,
8,"a large, grey desk is facing forwards in the room",-32.685115814208984,topk,,a blue desk facing forwards ,-31.82748794555664,topk,,a red desk facing away,-29.68012237548828,topk,,"a small desk, green in color, facing to the left",-32.34989929199219,topk,,"a large, blue fan",-24.72886085510254,topk,,a large fan facing backwards,-28.13538360595703,topk,,a green fan facing to the left,-29.292465209960938,topk,
9,a large desk that is grey in colour and facing forwards,-32.905967712402344,topk,,a blue desk facing forwards in the room,-32.15993881225586,topk,,"a red desk facing backwards,",-30.35585021972656,topk,,a small desk that is green in colour and faces to the left,-34.53635787963867,topk,,a large blue fan facing forward,-29.98474884033203,topk,,a large fan,-29.641698837280277,topk,,a small green fan is facing to the left,-30.41234588623047,topk,
10,a desk facing forwards,-29.165197372436523,topk,,a large desk facing forwards that is blue in color,-34.08852767944336,topk,,"a red desk facing backwards""",-30.46522521972656,topk,,a small desk facing the left,-30.185361862182617,topk,,a large fan,-28.68400001525879,topk,,a red fan facing backward,-31.01879119873047,topk,,a small green desk facing left,-30.066770553588867,topk,
