,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a small red chair to the right,-30.21575927734375,topk,,"a small, red chair facing the left",-29.17354202270508,topk,,a blue chair facing backwards,-7.413640022277832,topk,,"a large, grey chair ",-31.641902923583984,topk,,"a small, red sofa ",-6.739490509033203,topk,,"a small blue sofa facing backwards""",-32.512306213378906,topk,,a grey sofa facing forwards,-7.286167144775391,topk,
1,"a small, red chair, facing right",-30.445743560791016,topk,,a blue chair facing backwards,-32.333919525146484,topk,,"a small, blue chair in the room",-10.08197021484375,topk,,a large grey chair faces forwards,-31.88183212280273,topk,,a red sofa facing left,-9.6655912399292,topk,,"a  small, blue sofa facing backwards",-32.78738784790039,topk,,"a large, grey sofa, facing forwards",-9.09261417388916,topk,
2,"a small, red chair  (1) facing to the right",-33.23359680175781,topk,,a small red chair is facing to the left,-32.5285530090332,topk,,"a blue chair, facing backwards",-9.29660987854004,topk,,a large gray chair facing forwards,-31.699539184570312,topk,,a small red sofa facing to the left,-10.07775592803955,topk,,"a blue, small sofa facing backwards",-32.11680603027344,topk,,"a large, grey sofa",-7.986147403717041,topk,
3,a red chair ,-30.769710540771484,topk,,a small red chair facing to the left,-32.201446533203125,topk,,a small blue chair is facing backwards,-10.481156349182127,topk,,a chair facing forwards,-30.164106369018555,topk,,"a  small, red sofa facing to the left",-10.46461296081543,topk,,a blue chair facing backwards,-32.59980773925781,topk,,"a large, grey sofa  facing forwards",-9.45268440246582,topk,
4,a red chair is facing to the right,-31.2028751373291,topk,,a red chair facing to the left,-28.99824905395508,topk,,a blue chair that is facing backwards,-9.204771995544434,topk,,a grey chair facing forward,-30.490039825439453,topk,,"a small red sofa, facing to the left",-9.729061126708984,topk,,a small blue sofa facing backwards in the room,-32.79499435424805,topk,,"a large, grey sofa is facing forwards",-9.146196365356444,topk,
5,a small red chair facing to the left,-30.53491973876953,topk,,"a small, red chair 2",-32.40800476074219,topk,,"a small, blue chair with its back to us",-10.56895351409912,topk,,"a large grey chair, facing forwards",-32.11270904541016,topk,,"a small, red sofa faces left",-9.577959060668944,topk,,"a small, red sofa",-32.54554748535156,topk,,"a small, blue sofa facing backwards",-8.343274116516113,topk,
6,a small red chair,-30.225994110107425,topk,,"a small, red chair, facing to the left, in the room",-33.80691146850586,topk,,"a small, blue sofa facing backwards",-7.411252021789551,topk,,"a large, grey chair that is facing forwards",-31.437244415283203,topk,,a small  red sofa facing to the left,-10.653457641601562,topk,,"a small, blue sofa facing backwards",-28.5496768951416,topk,,a blue sofa facing backwards,-9.56092357635498,topk,
7,"a small, red chair  (1)",-32.052223205566406,topk,,a small red chair,-32.38716506958008,topk,,a blue sofa facing backwards,-9.130337715148926,topk,,a large grey chair facing forwards in the room,-32.14264678955078,topk,,"a small, red sofa",-3.630115032196045,topk,,"a small, blue sofa facing upwards",-32.30360412597656,topk,,a small red chair,-10.294672012329102,topk,
8,"a small, red chair facing to the right",-30.673791885375977,topk,,"a small, red chair facing to the right",-28.74789047241211,topk,,"a small, blue chair is facing backwards",-8.702858924865723,topk,,a grey chair,-31.783878326416016,topk,,a small,-9.926593780517578,topk,,"a small, blue sofa that is facing backwards",-33.4215087890625,topk,,a large chair facing forwards,-10.37610149383545,topk,
9,"a small, red chair facing the right side",-31.01788330078125,topk,,a small red chair ,-31.91841506958008,topk,,"a small, blue chair facing to the left",-11.839102745056152,topk,,a large chair facing forwards,-28.15677261352539,topk,,"a small, red sofa facing  to the left",-10.738372802734377,topk,,"a small, blue chair facing backwards",-30.815279006958008,topk,,"a small, red chair facing to the right",-8.494585037231445,topk,
10,a small chair,-29.74484634399414,topk,,a small red chair facing the left,-29.439743041992188,topk,,"a small, blue chair facing the opposite direction of the other chairs",-12.303485870361328,topk,,a large grey chair,-27.59637451171875,topk,,a small red sofa,-9.880615234375,topk,,"a small, blue, backwards-facing sofa",-32.90808868408203,topk,,"a large, grey sofa faces forwards",-10.16169261932373,topk,
11,a small red chair ,-29.882244110107425,topk,,"a small, red chair is facing to the left",-31.130714416503903,topk,,"a small, red chair facing to the right",-10.358087539672852,topk,,"a  large, grey chair facing forwards",-32.2563362121582,topk,,a small red sofa facing the left,-10.659567832946776,topk,,"a small, blue sofa",-30.596717834472656,topk,,"a large, grey sofa""",-10.1892728805542,topk,
12,"a red chair, facing right",-30.24729347229004,topk,,"a  small, red chair facing to the left",-32.274906158447266,topk,,"a small, blue chair turned around",-9.744471549987791,topk,,"a small, red chair facing to the right",-29.932430267333984,topk,,a red sofa facing the left,-9.580907821655272,topk,,a small blue sofa facing backwards ,-31.613868713378903,topk,,"a small, blue chair facing backwards",-10.763615608215332,topk,
13,a small chair facing the right,-30.84169006347656,topk,,"a small, red chair  (2)",-32.2812385559082,topk,,a chair facing backwards,-8.646320343017578,topk,,"a small, blue chair facing backwards",-32.66227340698242,topk,,"a small, red sofa is in the room",-10.478055000305176,topk,,"a small, blue sofa facing backward",-30.78016662597656,topk,,"a small, blue sofa",-10.050965309143066,topk,
14,a red chair facing the right,-28.57246398925781,topk,,"a small, red chair to the left",-31.96992874145508,topk,,"a small, blue chair facing backwards",-9.192811012268066,topk,,a large grey chair facing forwards ,-30.48221015930176,topk,,"a small, red sofa faces to the left",-9.363056182861328,topk,,"a small, blue sofa  ",-33.002967834472656,topk,,"a large, grey, sofa, facing forwards",-10.761801719665527,topk,
15,a chair facing to the right,-29.75164794921875,topk,,"a small, red chair  ",-32.236839294433594,topk,,a blue chair is facing backwards,-9.227587699890137,topk,,a large grey chair ,-30.63543701171875,topk,,"a small, red sofa, facing left",-9.699121475219728,topk,,"a small, blue sofa (6) facing backwards",-33.25164031982422,topk,,"a  large, grey sofa facing forwards",-9.23492431640625,topk,
16,a small red chair facing the right,-29.8345890045166,topk,,"a small, red chair, facing to the left",-31.272655487060547,topk,,"a small, blue chair backwards",-9.44883918762207,topk,,a large chair,-29.164308547973636,topk,,"a small, red sofa is facing to the left",-10.5158052444458,topk,,"a small, blue sofa, facing backwards",-29.97075653076172,topk,,a sofa facing forwards,-9.969938278198242,topk,
17,a small red chair facing right,-29.67344856262207,topk,,"a small, red chair that is facing to the left",-32.04702377319336,topk,,"a small, blue chair  ",-9.66758918762207,topk,,"a large, grey chair, facing forwards",-30.96207427978516,topk,,"a small, red sofa in the room",-10.22724723815918,topk,,"a blue sofa, facing backwards",-32.788944244384766,topk,,"a large, grey sofa ",-7.720522403717041,topk,
18,a chair,-30.10020065307617,topk,,"a small, red, left-facing chair",-32.62575149536133,topk,,"a small, blue sofa",-9.820039749145508,topk,,a large grey chair facing forward,-29.65477752685547,topk,,"a small, red sofa, facing to the left, in the room",-11.90415382385254,topk,,"a small, blue sofa faces backwards",-32.42513656616211,topk,,a large grey sofa facing forwards,-10.659294128417969,topk,
19,"a small, red chair ",-30.493305206298828,topk,,a small red chair facing right,-32.63865280151367,topk,,"a small, blue chair  facing backwards",-10.013016700744627,topk,,a grey chair is facing forwards,-31.4161319732666,topk,,"a small, red sofa that is facing to the left",-9.700486183166504,topk,,"a small, blue sofa facing the back",-32.673519134521484,topk,,a large grey chair facing forwards,-9.26455307006836,topk,
20,"a red chair, facing to the right",-31.20411872863769,topk,,"a small red chair, facing to the left",-32.01496887207031,topk,,"a small blue chair, facing backwards",-10.471729278564451,topk,,a large grey sofa facing forwards,-30.915058135986328,topk,,"a small, red sofa 5",-10.385180473327637,topk,,a small blue sofa facing to the left,-33.434959411621094,topk,,"a large, grey sofa that is facing forwards",-10.286798477172852,topk,
21,a red chair facing right,-26.75822639465332,topk,,"a small, red chair ",-28.986839294433597,topk,,a blue chair ,-9.533409118652344,topk,,"a large, grey chair is facing forwards",-30.546361923217773,topk,,"a small, red sofa""",-10.601313591003418,topk,,"a small, blue sofa facing to the left",-32.68722915649414,topk,,"a large, grey couch facing forwards",-10.458368301391602,topk,
22,a red chair facing to the right,-30.85196304321289,topk,,"a small, red chair facing to the  left",-32.57444763183594,topk,,"a small, blue chair facing the opposite direction of the other chairs and sofas",-13.71176815032959,topk,,a large grey chair facing forwards,-27.70333480834961,topk,,"a small, red sofa  (5)",-10.6464204788208,topk,,"a small blue sofa, facing backwards",-33.061912536621094,topk,,a large sofa facing forwards,-6.874786853790283,topk,
23,"a small, red chair, facing to the right",-28.75849151611328,topk,,"a small, red chair facing left",-28.884258270263672,topk,,"a small, blue chair  (3)",-10.44512939453125,topk,,a big grey chair facing forward,-32.01156997680664,topk,,"a small, red sofa to the left",-8.82114028930664,topk,,"a large, grey sofa facing forwards",-32.48137283325195,topk,,"a large, grey sofa facing forwards",-6.797004699707031,topk,
24,"a small, red chair to the right",-30.569414138793945,topk,,a small chair facing left,-31.182849884033203,topk,,a small blue chair ,-10.085906982421877,topk,,"a large, grey sofa facing forwards",-31.72227478027344,topk,,"a small, red sofa facing left",-6.814086437225342,topk,,"a small, blue sofa  (6)",-33.464111328125,topk,,a large grey sofa,-9.709223747253418,topk,
25,"a small red chair, facing right",-30.82415771484375,topk,,"a small, red chair",-26.299339294433597,topk,,"a small, blue chair facing the back of the room",-11.443207740783691,topk,,"a large, grey chair faces forwards",-31.336084365844727,topk,,a red sofa facing to the left,-10.434369087219238,topk,,"a small, blue sofa ",-30.260780334472656,topk,,a large grey sofa ,-9.959223747253418,topk,
26,a small red chair  facing to the right,-31.023584365844727,topk,,a small red chair  facing to the left,-32.538291931152344,topk,,a blue chair facing backward,-8.732687950134277,topk,,a large chair facing forward,-31.37552261352539,topk,,a red couch,-10.239988327026367,topk,,a sofa facing backwards,-33.009517669677734,topk,,"a large,",-10.265254974365234,topk,
27,"a small, red, facing-right chair",-31.425294876098636,topk,,"a small, red chair, facing left",-31.503877639770508,topk,,"a small, blue chair facing the back",-10.958365440368652,topk,,"a small, red chair",-31.9672966003418,topk,,"a small, red sofa  ",-10.098864555358888,topk,,"a small, blue sofa""",-32.815467834472656,topk,,"a small, red chair",-9.830560684204102,topk,
28,a small chair facing to the right,-32.658203125,topk,,"a small, red chair (2)",-32.141693115234375,topk,,a small blue chair facing backwards,-8.164215087890625,topk,,"a large, grey chair facing forward",-32.349124908447266,topk,,"a small, red sofa facing to the right",-10.84597110748291,topk,,"a small, blue sofa facing forwards",-30.72547912597656,topk,,"a large, grey facing forwards",-9.810867309570312,topk,
29,a red chair facing right ,-30.172286987304688,topk,,a chair facing left,-32.09278869628906,topk,,"a small, blue, backwards-facing chair",-9.066184043884276,topk,,"a large, gray chair facing forwards",-32.06593704223633,topk,,"a small, red sofa  facing to the left",-8.101906776428223,topk,,"a small, blue sofa  facing backwards",-30.78068351745605,topk,,a large grey facing forwards sofa,-9.46965217590332,topk,
30,a red chair to the right,-30.04499626159668,topk,,a red chair facing the left,-31.53495979309082,topk,,a small blue chair that is facing backwards,-10.808252334594728,topk,,"a large, grey chair  facing forwards",-31.33376121520996,topk,,"a red sofa, facing left",-10.11098575592041,topk,,a small blue sofa facing backward,-31.80064582824707,topk,,"a large, grey chair facing forwards",-7.036451816558838,topk,
31,"a small, red chair  facing to the right ",-33.00395965576172,topk,,"a small red chair, facing left",-32.14692306518555,topk,,"a small, blue chair facing to the right",-9.410840034484863,topk,,"a large, grey chair facing forwards",-29.86933898925781,topk,,"a small, red chair facing to the left",-10.482583999633787,topk,,a blue sofa facing backwards ,-32.80373001098633,topk,,a large grey facing forwards,-10.12590217590332,topk,
32,a,-30.148239135742188,topk,,"a small, red chair  facing to the left",-29.926485061645508,topk,,"a small, blue, backwards chair",-10.105029106140137,topk,,"a grey, large chair facing forwards",-30.45482444763184,topk,,"a small, red sofa, facing to the left",-9.246475219726562,topk,,a small blue sofa ,-32.92268371582031,topk,,a small blue sofa facing backwards,-9.38533878326416,topk,
33,"a red, small chair facing right",-30.95266532897949,topk,,a,-30.65036392211914,topk,,"a small, blue chair ",-9.66758918762207,topk,,a grey chair facing forwards,-30.357397079467773,topk,,a,-8.163346290588379,topk,,"a small, blue sofa facing the wall",-33.048519134521484,topk,,"a small, red chair facing to the left",-8.46640396118164,topk,
34,"a small, red chair is facing to the right",-30.1661376953125,topk,,a chair facing to the left,-30.303207397460938,topk,,"a small, blue chair that's facing backwards",-10.228551864624023,topk,,"a small, red chair facing to the left",-32.65705871582031,topk,,a small sofa facing to the left,-9.763083457946776,topk,,a small blue sofa facing backwards,-27.770116806030277,topk,,a large sofa,-8.714195251464844,topk,
35,"a small, red chair facing the right",-28.76788330078125,topk,,"a small, red chair facing the right",-32.470176696777344,topk,,"a small, blue chair with its back facing us",-10.966620445251465,topk,,"a large, grey chair",-30.024715423583984,topk,,a small red sofa is facing to the left,-10.093451499938965,topk,,"a small, blue sofa facing downwards",-33.53486251831055,topk,,a large gray sofa facing forwards,-9.21182918548584,topk,
36,"a small, red, chair facing to the right",-32.118873596191406,topk,,"a second small, red chair",-32.39751052856445,topk,,"a large, grey chair facing forwards",-10.14939022064209,topk,,a grey chair facing forwards ,-31.858278274536133,topk,,"a small, red sofa that faces to the left",-10.675189971923828,topk,,"a small, red chair facing to the left",-32.916046142578125,topk,,"a large, grey chair",-9.711605072021484,topk,
37,"a small red chair, facing to the right",-32.408233642578125,topk,,"a small, red chair facing",-32.52488327026367,topk,,a small blue sofa facing backwards,-9.815995216369627,topk,,a,-30.96977424621582,topk,,"a small,",-9.625740051269531,topk,,"a small, blue sofa that faces backwards",-33.10685729980469,topk,,"a large, grey facing forwards sofa",-9.849929809570312,topk,
38,a small red chair is facing to the right,-30.837060928344727,topk,,"a small,",-31.69681930541992,topk,,"a small, blue chair that is facing backwards",-10.197352409362791,topk,,a large grey chair is facing forwards,-31.387142181396484,topk,,"a red, small sofa",-10.154192924499512,topk,,a blue sofa facing backwards in the room,-33.20732116699219,topk,,a,-7.800777435302734,topk,
39,"a small, red chair 1",-29.80335807800293,topk,,a small,-31.859731674194336,topk,,"a small, blue chair with its back facing you",-11.029120445251465,topk,,"a large, grey, facing forwards chair",-32.589168548583984,topk,,"a small, red sofa facing to the left",-1.9553462266922,topk,,"a small, blue sofa facing to the right",-32.72426223754883,topk,,"a large, gray sofa facing forwards",-8.863971710205078,topk,
40,"a small, red chair  facing to the right",-30.19927024841309,topk,,a small chair facing to the left,-31.307661056518555,topk,,"a small, blue chair that faces backwards",-10.274209022521973,topk,,a small red chair facing to the right,-31.006519317626957,topk,,"a small red sofa, facing left",-10.16356086730957,topk,,a,-30.512052536010746,topk,,a large grey sofa  facing forwards,-10.216526985168455,topk,
41,"a small,",-30.7541446685791,topk,,a red chair facing left,-29.78969383239746,topk,,"a blue, small chair facing backwards",-9.823155403137209,topk,,a grey thing facing forwards,-39.03656768798828,logic,,a small red sofa ,-9.747802734375,topk,,"a small,",-32.750389099121094,topk,,"a small, red sofa facing to the left",-9.241933822631836,topk,
42,a red chair facing left,-30.91497802734375,topk,,a small red chair facing to the right,-32.4550666809082,topk,,a,-9.293755531311035,topk,,a grey thing facing to the left,-46.09025573730469,logic,,"a small, red sofa facing the left",-7.568375587463379,topk,,a small,-32.955955505371094,topk,,"a grey, large sofa facing forwards",-9.812921524047852,topk,
43,a small red chair facing to the right,-29.43089866638184,topk,,a grey thing facing forwards,-22.668731689453125,logic,,"a small, blue chair facing forwards",-10.00135612487793,topk,,a grey thing,-37.13362503051758,logic,,a grey thing facing forwards,-44.20204162597656,logic,,a small sofa facing backwards,-32.69815826416016,topk,,a small red chair facing to the right,-9.104462623596191,topk,
44,a small chair facing right,-29.86961555480957,topk,,a grey thing facing to the left,-25.251094818115234,logic,,"a small, blue chair, facing backwards",-8.005754470825195,topk,,a grey thing facing to the right,-45.37865447998047,logic,,a grey thing facing to the left,-46.05341339111328,logic,,a grey thing facing forwards,-45.17930221557617,logic,,a blue chair,-9.653945922851562,topk,
45,a grey thing facing forwards,-22.29889297485352,logic,,a grey thing,-19.9012451171875,logic,,"a small, blue chair with its back to the viewer",-11.328742980957031,topk,,a grey thing facing backwards,-45.93087768554688,logic,,a grey thing,-41.43468475341797,logic,,a grey thing facing to the left,-47.480098724365234,logic,,a grey thing facing forwards,-39.04838180541992,logic,
46,a grey thing facing to the left,-25.34427261352539,logic,,a grey thing facing to the right,-25.34530067443848,logic,,a small blue chair facing backward,-8.616336822509766,topk,,a grey chair facing forwards,-26.14630126953125,logic,,a grey thing facing to the right,-46.78521728515625,logic,,a grey thing,-42.5806770324707,logic,,a grey thing facing to the left,-46.45651245117188,logic,
47,a grey thing,-19.28999710083008,logic,,a grey thing facing backwards,-24.551572799682617,logic,,"a small, blue chair facing the opposite direction of the others",-11.475109100341797,topk,,a grey chair facing to the left,-32.81576156616211,logic,,a grey thing facing backwards,-45.42909622192383,logic,,a grey thing facing to the right,-47.4838981628418,logic,,a grey thing,-37.73596954345703,logic,
48,a grey thing facing to the right,-25.1059684753418,logic,,a grey chair facing forwards,-12.546875,logic,,"a small, blue chair facing the wall",-10.27670192718506,topk,,a grey chair,-25.585561752319336,logic,,a grey chair facing forwards,-34.8453483581543,logic,,a grey thing facing backwards,-45.86297225952149,logic,,a grey thing facing to the right,-45.35455322265625,logic,
49,a grey thing facing backwards,-24.14137458801269,logic,,a grey chair facing to the left,-15.587701797485352,logic,,a blue chair,-9.52976894378662,topk,,a grey chair facing to the right,-31.97858238220215,logic,,a grey chair facing to the left,-37.58674621582031,logic,,a grey chair facing forwards,-36.55237579345703,logic,,a grey thing facing backwards,-46.1661376953125,logic,
50,a grey chair facing forwards,-11.64625644683838,logic,,a grey chair,-11.86055850982666,logic,,a grey thing facing forwards,-44.12635803222656,logic,,a grey chair facing backwards,-33.8183708190918,logic,,a grey chair,-33.83771133422852,logic,,a grey chair facing to the left,-39.24324798583984,logic,,a grey chair facing forwards,-31.33134078979492,logic,
51,a grey chair facing to the left,-15.178030014038086,logic,,a grey chair facing to the right,-15.566102981567385,logic,,a grey thing facing to the left,-47.77804183959961,logic,,a grey sofa facing forwards,-30.576292037963867,logic,,a grey chair facing to the right,-37.82884216308594,logic,,a grey chair,-35.776588439941406,logic,,a grey chair facing to the left,-36.3683967590332,logic,
52,a grey chair,-10.805949211120604,logic,,a grey chair facing backwards,-15.411744117736816,logic,,a grey thing,-42.08810806274414,logic,,a grey sofa facing to the left,-35.51353073120117,logic,,a grey chair facing backwards,-37.5677490234375,logic,,a grey chair facing to the right,-39.17940521240234,logic,,a grey chair,-30.84540557861328,logic,
53,a grey chair facing to the right,-14.925796508789062,logic,,a grey sofa facing forwards,-13.914146423339844,logic,,a grey thing facing to the right,-47.89802551269531,logic,,a grey sofa,-29.883174896240234,logic,,a grey sofa facing forwards,-34.97129821777344,logic,,a grey chair facing backwards,-38.490028381347656,logic,,a grey chair facing to the right,-36.05869674682617,logic,
54,a grey chair facing backwards,-14.796182632446287,logic,,a grey sofa facing to the left,-16.926097869873047,logic,,a grey thing facing backwards,-45.27743911743164,logic,,a grey sofa facing backwards,-36.58782958984375,logic,,a grey sofa facing to the left,-37.35972213745117,logic,,a grey sofa facing forwards,-35.662696838378906,logic,,a grey chair facing backwards,-36.91525268554688,logic,
55,a grey sofa facing forwards,-13.602627754211426,logic,,a grey sofa,-13.358478546142578,logic,,a grey chair facing forwards,-34.19768524169922,logic,,a red thing facing forwards,-51.13899993896485,logic,,a grey sofa,-34.15937423706055,logic,,a grey sofa facing to the left,-38.59508514404297,logic,,a grey sofa facing forwards,-28.349689483642575,logic,
56,a grey sofa facing to the left,-17.131574630737305,logic,,a grey sofa facing backwards,-17.387815475463867,logic,,a grey chair facing to the left,-37.86468505859375,logic,,a red thing facing to the left,-45.8454475402832,logic,,a grey sofa facing backwards,-37.63875579833984,logic,,a grey sofa,-35.06549835205078,logic,,a grey sofa facing to the left,-35.162628173828125,logic,
57,a grey sofa,-12.87115478515625,logic,,a red thing facing forwards,-27.95880126953125,logic,,a grey chair,-33.59735107421875,logic,,a red thing,-41.27114868164063,logic,,a red thing facing forwards,-47.144493103027344,logic,,a grey sofa facing backwards,-37.69010543823242,logic,,a grey sofa,-28.06766891479492,logic,
58,a grey sofa facing backwards,-17.301395416259766,logic,,a red thing facing to the left,-20.25127410888672,logic,,a grey chair facing to the right,-37.85972213745117,logic,,a red thing facing to the right,-44.991695404052734,logic,,a red thing facing to the left,-39.754520416259766,logic,,a red thing facing forwards,-49.93046188354492,logic,,a grey sofa facing backwards,-36.0521240234375,logic,
59,a red thing facing forwards,-27.131786346435547,logic,,a red thing,-16.28348159790039,logic,,a grey chair facing backwards,-36.374698638916016,logic,,a red thing facing backwards,-49.41600799560547,logic,,a red thing,-35.72529602050781,logic,,a red thing facing to the left,-43.84602355957031,logic,,a red thing facing forwards,-50.01446914672852,logic,
60,a red thing facing to the left,-24.94272804260254,logic,,a red thing facing to the right,-26.39743423461914,logic,,a grey sofa facing forwards,-36.41781234741211,logic,,a red chair facing forwards,-40.84503555297852,logic,,a red thing facing to the right,-46.5742416381836,logic,,a red thing,-40.91519927978516,logic,,a red thing facing to the left,-44.230716705322266,logic,
61,a red thing,-15.513154983520508,logic,,a red thing facing backwards,-24.76720428466797,logic,,a grey sofa facing to the left,-39.72396087646485,logic,,a red chair facing to the left,-35.13723373413086,logic,,a red thing facing backwards,-45.4359245300293,logic,,a red thing facing to the right,-46.69405746459961,logic,,a red thing,-40.45207214355469,logic,
62,a red thing facing to the right,-19.117130279541016,logic,,a red chair facing forwards,-15.164887428283691,logic,,a grey sofa,-35.772369384765625,logic,,a red chair,-32.43421936035156,logic,,a red chair facing forwards,-38.88755035400391,logic,,a red thing facing backwards,-47.45311737060547,logic,,a red thing facing to the right,-45.11205673217773,logic,
63,a red thing facing backwards,-25.85527801513672,logic,,a red chair facing to the left,-5.980363845825195,logic,,a grey sofa facing backwards,-39.07671356201172,logic,,a red chair facing to the right,-33.68955612182617,logic,,a red chair facing to the left,-31.113195419311523,logic,,a red chair facing forwards,-40.824344635009766,logic,,a red thing facing backwards,-48.41389465332031,logic,
64,a red chair facing forwards,-13.732946395874023,logic,,a red chair,-4.946241855621338,logic,,a red thing facing forwards,-48.49953842163086,logic,,a red chair facing backwards,-39.93032836914063,logic,,a red chair,-29.82904624938965,logic,,a red chair facing to the left,-34.408424377441406,logic,,a red chair facing forwards,-39.39572143554688,logic,
65,a red chair facing to the left,-8.66456413269043,logic,,a red chair facing to the right,-10.32933235168457,logic,,a red thing facing to the left,-43.81793975830078,logic,,a red sofa facing forwards,-42.80070495605469,logic,,a red chair facing to the right,-34.581146240234375,logic,,a red chair,-33.353515625,logic,,a red chair facing to the left,-33.74394989013672,logic,
66,a red chair,-2.7370100021362305,logic,,a red chair facing backwards,-13.495267868041992,logic,,a red thing,-40.71696853637695,logic,,a red sofa facing to the left,-38.07258605957031,logic,,a red chair facing backwards,-38.19790649414063,logic,,a red chair facing to the right,-35.454532623291016,logic,,a red chair,-31.52840614318848,logic,
