,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a small red chair to the right,-8.85098648071289,topk,,"a small, red chair facing the left",-29.17354202270508,topk,,a blue chair facing backwards,-27.3879508972168,topk,,a grey sofa facing forwards,-31.6223201751709,topk,,"a small, red sofa ",-6.739490509033203,topk,,"a small blue sofa facing backwards""",-10.387304306030272,topk,,"a large, grey sofa facing forwards ",-11.089622497558594,topk,
1,"a small, red chair, facing right",-8.963432312011719,topk,,"a small, red chair - facing to the left",-32.69230651855469,topk,,"a small, blue chair in the room",-32.89432907104492,topk,,"a grey, large chair facing forward",-32.62670135498047,topk,,"a red sofa, facing to the left",-10.567340850830078,topk,,"a  small, blue sofa facing backwards",-10.662385940551758,topk,,a grey sofa facing forwards,-8.00039291381836,topk,
2,a red chair ,-9.354897499084473,topk,,a blue chair facing backwards,-32.333919525146484,topk,,"a blue chair, facing backwards",-31.635311126708984,topk,,a large grey chair faces forwards,-32.1271858215332,topk,,a red sofa facing left,-9.6655912399292,topk,,a blue chair facing backwards,-10.474808692932127,topk,,"a large, grey sofa, facing forwards",-9.09261417388916,topk,
3,a red chair is facing to the right,-9.83867645263672,topk,,a small red chair is facing to the left,-32.5285530090332,topk,,a small blue chair is facing backwards,-32.20691680908203,topk,,"a large, grey chair that is facing forwards in the room",-36.5886344909668,topk,,"a small, red",-10.977773666381836,topk,,"a blue, small sofa facing backwards",-10.564244270324709,topk,,a chair facing forwards,-10.405275344848633,topk,
4,a small red chair facing to the left,-9.095932006835938,topk,,a small red chair facing left ,-32.56587600708008,topk,,a blue chair that is facing backwards,-31.17352104187012,topk,,a large gray chair facing forwards,-31.699539184570312,topk,,"a  small, red sofa facing to the left",-10.46461296081543,topk,,"a small, blue sofa with its back to us",-12.331986427307127,topk,,"a large, grey sofa",-7.986147403717041,topk,
5,a small red chair facing the right side,-9.882360458374023,topk,,a small red chair facing to the left,-27.68243408203125,topk,,"a small, blue chair with its back to us",-32.537715911865234,topk,,"a large, grey chair is facing forwards in the room",-34.03998565673828,topk,,"a small, red sofa faces left",-9.578261375427246,topk,,a small blue sofa facing backwards in the room,-10.66999626159668,topk,,"a large, grey couch facing forward",-10.826395988464355,topk,
6,a small red chair,-8.846734046936035,topk,,a red chair facing to the left,-28.99824905395508,topk,,a blue chair facing backwards ,-31.5988883972168,topk,,a grey chair ,-31.619815826416016,topk,,a small  red sofa facing to the left,-10.653887748718262,topk,,"a small, blue sofa facing the back of the room",-11.471888542175291,topk,,a small red chair facing to the left,-9.948212623596191,topk,
7,"a small, red chair  (1)",-9.971442222595217,topk,,"a small, red chair 2",-31.211349487304688,topk,,"a small, blue sofa facing backwards",-29.380001068115234,topk,,a grey chair facing forward,-30.490039825439453,topk,,"a small, red sofa",-3.630115032196045,topk,,"a small, blue sofa facing backwards",-6.424676418304443,topk,,"a large, grey sofa  facing forwards",-8.589262008666992,topk,
8,"a small, red chair facing to the right",-9.14984893798828,topk,,"a small, red chair, facing to the left, in the room",-33.81104278564453,topk,,a blue sofa facing backwards,-31.09908866882324,topk,,"a large chair, facing forwards",-32.69467544555664,topk,,"a small, red sofa facing  to the left",-10.700023651123049,topk,,a blue sofa facing backwards,-10.214034080505373,topk,,"a large, grey sofa is facing forwards",-9.146196365356444,topk,
9,"a small, red chair facing the right side",-10.42185115814209,topk,,a small red chair,-32.38716506958008,topk,,"a small, blue chair facing to the left",-31.22347450256348,topk,,a large grey chair facing the front,-32.736473083496094,topk,,a small red sofa,-4.525897026062012,topk,,"a small, blue sofa facing upwards",-10.859286308288574,topk,,"a small, blue sofa facing backwards",-7.327824592590332,topk,
