,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a grey desk facing forwards,-25.7091007232666,topk,,a large blue desk is facing forwards,-32.7203369140625,topk,,a red desk facing the opposite direction of the other desks,-32.78425979614258,topk,,"a small, green fan",-30.804668426513672,topk,,"a large, blue fan  facing forwards",-28.834692001342773,topk,,a red fan facing backwards,-8.70931625366211,topk,,"a small, green fan",-7.914960384368896,topk,
1,"a large grey desk, facing forwards",-30.00127601623535,topk,,a large,-32.57085418701172,topk,,a red desk facing backward,-28.98336601257324,topk,,a green desk facing to the left,-27.65203094482422,topk,,"a large, blue fan that is facing forwards",-31.508731842041016,topk,,a large,-10.408794403076172,topk,,a small green fan,-8.825637817382812,topk,
2,a large desk,-28.63749885559082,topk,,a large desk facing forwards is blue,-32.7002067565918,topk,,a large desk that is red in color and facing backwards,-32.4298095703125,topk,,a large desk,-30.144067764282227,topk,,a large,-31.84688949584961,topk,,a large fan that is red in color and is facing backwards,-13.036290168762209,topk,,"a green, small fan facing left",-10.230806350708008,topk,
3,a grey desk facing forwards ,-29.8341007232666,topk,,"a large desk facing forwards, painted blue",-33.19767761230469,topk,,a large desk,-29.215660095214844,topk,,"a small, green table",-30.73437118530273,topk,,a big blue fan facing forward,-31.806894302368164,topk,,a large red fan facing backwards,-11.2257661819458,topk,,a green desk facing to the left,-9.653409004211426,topk,
4,a grey desk facing forwards in a room,-30.703277587890625,topk,,a large desk,-30.08172607421875,topk,,a desk facing backwards,-28.90973281860352,topk,,a small green facing left desk,-30.7780704498291,topk,,"a blue, large fan facing forwards",-31.67504501342773,topk,,a red fan that is facing backwards,-11.710180282592772,topk,,a small green fan facing the left,-7.690636157989502,topk,
5,"a large, grey desk ",-29.965131759643555,topk,,a blue table,-32.5069580078125,topk,,"a large, red desk is facing backwards",-29.21281242370605,topk,,"a small green desk, facing left",-30.92793083190918,topk,,"a large, blue fan, facing forwards",-35.760963439941406,topk,,a red fan is facing backwards,-10.864272117614746,topk,,"a small, green fan is facing to the left",-9.719953536987305,topk,
6,a grey desk in the room,-29.966236114501957,topk,,a blue desk facing forward,-32.47798156738281,topk,,"a large, red desk  facing backwards",-30.514442443847656,topk,,a small green desk facing to the left,-24.793926239013672,topk,,"a large, blue fan  ",-30.96593475341797,topk,,a red fan facing backward,-9.982803344726562,topk,,a small fan,-10.064672470092772,topk,
7,a grey desk,-27.836034774780277,topk,,a blue desk,-27.45590209960937,topk,,a small green desk facing to the left,-30.271791458129883,topk,,a small green desk ,-28.796276092529297,topk,,"a large, blue fan 5",-31.47012710571289,topk,,a red desk facing backwards,-8.942148208618164,topk,,a small desk,-9.711673736572266,topk,
8,"a large, grey desk, facing forwards",-29.46134757995605,topk,,a large blue desk  facing forwards,-32.626808166503906,topk,,"a large, red desk  ",-30.42953872680664,topk,,a small green table,-29.5965518951416,topk,,"a large, blue fan-facing forwards",-31.341760635375977,topk,,"a  large, red fan",-11.62596035003662,topk,,"a small, green fan  facing to the left",-9.019652366638184,topk,
9,a grey desk is facing forwards,-29.500503540039062,topk,,a large desk that is blue in colour,-33.46305847167969,topk,,a red desk facing backwards,-24.57711601257324,topk,,a small green desk faces to the left,-31.247228622436523,topk,,"a large, blue fan  (5)",-31.37018585205078,topk,,"a large,",-10.160686492919922,topk,,a small green desk facing to the left,-10.283947944641112,topk,
