,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large red sofa facing to the right,-26.34370994567871,topk,,"a small, red sofa  (2)",-30.19955444335937,topk,,a  blue sofa,-32.94330978393555,topk,,a green sofa that is facing backwards,-32.58717727661133,topk,,a small red desk facing the right,-9.451510429382324,topk,,"a small, blue desk   ",-33.16405487060547,topk,,"a small, green desk",-25.58928680419922,topk,
1,a red sofa facing the right,-29.36872100830078,topk,,"a small, red sofa (2)",-30.918439865112305,topk,,"a small, green sofa facing backwards",-32.85116195678711,topk,,a small green sofa facing the opposite direction of the other sofas,-33.1616096496582,topk,,"a  small, red desk  facing to the right",-12.694068908691406,topk,,"a small, blue desk facing to  the right",-33.25703811645508,topk,,"a small, green desk facing to the left",-31.23316192626953,topk,
2,a large sofa facing right,-30.148727416992188,topk,,"a small, red sofa ",-26.85021209716797,topk,,"a small, blue desk",-32.57461166381836,topk,,"a small, green couch",-31.77762031555176,topk,,"a small, red",-11.79344367980957,topk,,"a small, blue  desk facing to the right",-32.677364349365234,topk,,"a small, green sofa facing backwards",-30.56134605407715,topk,
3,"a large, red sofa facing to the right",-25.464719772338867,topk,,a small sofa,-29.97080421447754,topk,,"a small, blue  sofa facing to the right",-32.991355895996094,topk,,a small green sofa facing backwards,-28.50835609436035,topk,,a ,-12.059091567993164,topk,,"a  small, blue desk facing to the right",-32.26028060913086,topk,,"a small, green desk facing backwards in the room",-29.397216796875,topk,
4,"a large, red sofa is in the room",-31.0953311920166,topk,,"a small, red desk",-30.65188217163086,topk,,a small blue sofa faces to the right,-32.76203155517578,topk,,a green sofa facing backward,-30.90925025939941,topk,,"a large, red sofa facing to the right",-10.098928451538086,topk,,"a small, blue desk that faces to the right",-32.610721588134766,topk,,a desk facing backwards,-30.08522224426269,topk,
5,"a large, red sofa  facing to the right",-32.484615325927734,topk,,"a small, red sofa facing backwards",-30.41420555114746,topk,,"a small blue sofa, facing right",-33.148826599121094,topk,,"a large, red sofa facing to the right",-31.39214324951172,topk,,"a small red desk, facing to the right",-10.462092399597168,topk,,"a small, blue desk facing to the left",-32.003299713134766,topk,,"a small, green desk face backwards",-30.842893600463867,topk,
6,"a large, red sofa, facing to the right",-31.70424461364746,topk,,"a small, red sofa  facing to the right",-28.99719619750977,topk,,a small blue sofa facing the right,-31.34581184387207,topk,,a green sofa facing to the right,-32.492855072021484,topk,,a small red desk is facing to the right,-10.75945281982422,topk,,"a small, blue desk facing right",-32.20268630981445,topk,,"a small, green desk facing to the right",-31.15129280090332,topk,
7,a red sofa ,-30.14840316772461,topk,,"a small, red sofa",-24.23302459716797,topk,,"a small, blue sofa",-23.01992416381836,topk,,a small green sofa facing the opposite direction of the others,-33.31779861450195,topk,,a desk facing to the right,-10.406628608703612,topk,,"a small, blue desk  facing to the right",-29.358264923095703,topk,,"a small, green desk facing forwards",-29.5839958190918,topk,
8,a large red sofa to the right,-30.120410919189453,topk,,"a small, red sofa facing the right",-28.957416534423828,topk,,"a small, blue, right-facing sofa",-33.121360778808594,topk,,a green facing-backwards sofa,-32.444580078125,topk,,a green desk facing backwards,-11.498520851135254,topk,,"a small, blue desk ",-28.9843692779541,topk,,"a small, green desk facing the wall",-31.24776077270508,topk,
9,"a large, red sofa facing the right",-30.82520866394043,topk,,"a large, red sofa facing to the right",-31.541414260864254,topk,,a blue small sofa facing to the right,-32.766639709472656,topk,,a green desk facing backwards,-29.65131950378418,topk,,"a small, blue desk",-12.213788032531738,topk,,a green desk facing backwards,-32.92112731933594,topk,,"a small, green desk facing backwards  (7)",-30.78802490234375,topk,
10,a large red sofa facing the right,-30.475330352783203,topk,,a small red sofa,-24.80915069580078,topk,,a small blue sofa facing to the right,-29.235815048217773,topk,,a green sofa is facing backwards,-31.00404357910156,topk,,"a small desk, facing to the right",-12.354930877685549,topk,,"a small, blue desk",-26.1484317779541,topk,,"a small, green desk facing backwards;",-30.587299346923828,topk,
11,"a red, large sofa",-30.52482414245605,topk,,"a  small, red sofa facing to the right",-31.21660614013672,topk,,a blue sofa facing the right,-31.947912216186523,topk,,"a  small, green sofa facing backwards",-31.207494735717773,topk,,"a small, blue desk facing to the right",-9.731037139892578,topk,,"a small, blue desk  (6)",-32.32394790649414,topk,,"a small, green desk is facing backwards",-30.06999969482422,topk,
12,a red sofa facing right,-30.22782325744629,topk,,"a small, red sofa 2",-31.73638343811035,topk,,a small blue sofa  facing to the right,-31.498023986816406,topk,,a small green sofa facing to the right,-32.7064323425293,topk,,"a small, red  desk facing to the right",-10.850043296813965,topk,,"a small, red desk facing to the right",-32.93563461303711,topk,,"a small, green desk facing backwards, ",-31.1762809753418,topk,
13,a large red facing right sofa,-30.79563331604004,topk,,"a small, red sofa is facing to the right",-29.31078720092773,topk,,a small red sofa facing to the right,-33.13361740112305,topk,,a small green sofa facing the wall,-32.5910530090332,topk,,a small  red desk,-12.159244537353516,topk,,"a small, blue sofa",-31.689577102661133,topk,,"a small, red desk facing to the right",-30.88151741027832,topk,
14,a red sofa is facing to the right,-30.43634605407715,topk,,"a small, red sofa, facing to the right",-28.46273803710937,topk,,a small blue couch,-32.181854248046875,topk,,a small blue sofa facing to the right,-31.02371406555176,topk,,a small red sofa facing to the right,-11.49855136871338,topk,,a blue desk facing right,-32.81938934326172,topk,,"a small, blue desk facing to the right",-29.62628936767578,topk,
15,a large red sofa facing to the right ,-30.21870994567871,topk,,"a small, red sofa that is facing to the right",-30.994953155517575,topk,,"a blue, small sofa facing to the right",-32.69562911987305,topk,,"a small, green couch facing backwards",-30.363134384155277,topk,,a little red desk facing to the right,-12.20770263671875,topk,,a small blue sofa facing to the right,-31.95161437988281,topk,,a small desk facing backwards,-28.37111091613769,topk,
16,a sofa,-29.60263061523437,topk,,"a small, red sofa facing to the left",-31.586727142333984,topk,,a blue object,-32.92706680297852,topk,,a green sofa facing the opposite direction of the other sofas,-33.68456268310547,topk,,a small red desk ,-9.769109725952148,topk,,"a small, blue desk face to the right",-32.794525146484375,topk,,"a small, green desk facing backwards""",-27.337299346923828,topk,
17,"a large, red sofa  (1)",-30.87643814086914,topk,,"a small , red sofa",-31.498226165771484,topk,,a blue sofa ,-32.5049934387207,topk,,a green sofa facing backwards in the room,-32.36002349853516,topk,,a red desk,-6.91154670715332,topk,,"a small, blue desk facing backwards",-31.768234252929688,topk,,"a small, green desk facing backwards  ",-30.345111846923828,topk,
18,"a large,",-30.777740478515625,topk,,"a small, red sofa, facing right",-31.41367530822754,topk,,a small blue sofa facing to the left,-32.75810241699219,topk,,a green couch,-30.02291679382324,topk,,a sofa,-9.785654067993164,topk,,"a small, blue desk is facing to the right",-31.03178977966309,topk,,"a small, green desk facing the opposite direction of the other desks and sofas",-34.09223556518555,topk,
19,"a large, red sofa""",-30.86025047302246,topk,,"a small, red sofa""",-30.50646209716797,topk,,a blue sofa facing right,-30.328353881835938,topk,,"a green sofa, facing backwards",-31.76886367797852,topk,,a small red desk facing to the right,-5.480137825012207,topk,,"a small, blue desk""",-31.4921817779541,topk,,"a small, green desk facing backwards <|user|>",-33.19623565673828,topk,
20,a red sofa,-30.14840316772461,topk,,a small sofa facing right,-31.10989761352539,topk,,a little blue sofa,-31.638538360595703,topk,,a backwards green sofa,-31.902196884155277,topk,,a small red desk  facing to the right,-10.577569961547852,topk,,"a small, blue desk faced to the right",-32.26007461547852,topk,,"a small, green desk facing backward",-29.438282012939453,topk,
21,a large red sofa is facing to the right,-30.654239654541016,topk,,"a small, red sofa-facing to the right",-31.31181526184082,topk,,"a blue sofa, facing to the right",-32.900489807128906,topk,,a green sofa facing backwards ,-31.69635391235352,topk,,a small desk facing to the right,-8.150176048278809,topk,,a small blue desk,-26.78306198120117,topk,,"a small, green desk that is facing backwards",-30.760862350463867,topk,
22,"a large, red sofa  ",-30.86025047302246,topk,,"a small, red sofa facing right",-28.32045555114746,topk,,a small  blue sofa facing to the right,-33.08684539794922,topk,,a small green desk,-31.93492317199707,topk,,a small red desk,-6.948797702789307,topk,,"a small, blue desk is in the room",-33.37316131591797,topk,,"a small, green desk facing downwards",-30.797657012939453,topk,
23,a large red sofa,-26.122638702392575,topk,,"a small, red sofa,",-31.62364959716797,topk,,"a small, blue couch",-31.15273666381836,topk,,a sofa facing backwards,-30.80746459960937,topk,,"a  small, red desk facing to the right",-10.104317665100098,topk,,a small desk facing to the right,-31.98921203613281,topk,,"a small, green desk facing backwards",-23.462297439575195,topk,
24,"a large, red sofa ",-27.26650047302246,topk,,a small Red sofa,-31.51364517211914,topk,,a blue couch,-31.279056549072266,topk,,"a small green sofa, facing backwards",-30.904720306396484,topk,,a small red desk face to the right,-12.196066856384276,topk,,"a small, green desk facing backwards",-32.7608528137207,topk,,"a small, green desk facing backwards is object 7",-30.03850746154785,topk,
