,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a small red chair to the right,-30.21575927734375,topk,,"a small, red chair facing the left",-7.0915117263793945,topk,,a blue chair facing backwards,-32.173057556152344,topk,,"a large, grey chair ",-7.134090423583984,topk,,a small red sofa is facing left,-32.01528549194336,topk,,"a  small, blue sofa facing backwards",-32.78738784790039,topk,,a grey sofa facing forwards,-31.01601791381836,topk,
1,"a small, red chair, facing right",-29.969905853271484,topk,,a blue chair facing backwards,-10.251888275146484,topk,,"a small, blue chair in the room",-32.91339111328125,topk,,"a large, grey chair facing forwards  (4)",-11.886460304260254,topk,,"a red sofa, facing to the left",-31.45601272583008,topk,,a blue chair facing backwards,-31.825439453125,topk,,"a large, grey sofa, facing forwards",-31.56369400024414,topk,
2,a red chair ,-30.769710540771484,topk,,a small red chair is facing to the left,-10.774337768554688,topk,,"a blue chair, facing backwards",-31.635311126708984,topk,,a large grey chair faces forwards,-9.928707122802734,topk,,"a small, red, left-facing sofa",-32.189109802246094,topk,,"a blue, small sofa facing backwards",-32.689247131347656,topk,,"a large, grey sofa",-30.048776626586918,topk,
3,a small red chair 1,-30.88210678100586,topk,,"a small, red chair, facing to the left, in a room",-13.926939010620115,topk,,a small blue chair is facing backwards,-32.44990158081055,topk,,a large gray chair facing forwards,-9.173920631408691,topk,,a small red sofa facing to the left,-26.267318725585938,topk,,"a small, blue sofa facing the back of the room",-33.61831283569336,topk,,"a large, grey sofa  facing forwards",-30.651891708374023,topk,
4,a red chair is facing to the right,-31.2028751373291,topk,,a red chair facing to the left,-6.916220188140869,topk,,a blue chair that is facing backwards,-33.15594482421875,topk,,a grey chair ,-9.666688919067385,topk,,"a small, red",-31.866443634033203,topk,,"a small, blue sofa facing backwards",-28.5496768951416,topk,,"a large, grey sofa is facing forwards",-31.20944023132324,topk,
5,a small red chair facing to the left,-30.53491973876953,topk,,"a small, red chair 2",-10.32597541809082,topk,,"a small, blue chair with its back to us",-33.187137603759766,topk,,a grey chair facing forward,-8.53691291809082,topk,,"a  small, red sofa facing to the left",-31.353286743164062,topk,,a blue sofa facing backwards,-28.741230010986328,topk,,"a small, blue sofa facing backwards",-30.40577507019043,topk,
6,a small red chair facing to the right in the room,-31.70623588562012,topk,,"a small, red chair, facing to the left, in the room",-11.72284698486328,topk,,"a small, blue chair is facing backwards",-30.6755485534668,topk,,"a large, gray chair",-8.951201438903809,topk,,"a small red sofa, facing to the left",-31.027986526489254,topk,,"a small, blue sofa facing upwards",-32.30360412597656,topk,,a blue sofa facing backwards,-31.623424530029297,topk,
7,a small red chair,-30.225994110107425,topk,,a small red chair,-10.305135726928713,topk,,"a small, blue sofa facing backwards",-29.380001068115234,topk,,"a large, grey chair facing forwards,",-8.815014839172363,topk,,a small  red sofa facing to the left,-31.54531478881836,topk,,"a small, blue sofa that is facing backwards",-33.42384719848633,topk,,a small red chair,-32.35717010498047,topk,
8,"a small, red chair  (1)",-32.052223205566406,topk,,"a small, red chair facing to the right",-6.665860652923584,topk,,"a small, blue chair facing to the left",-31.221168518066406,topk,,"a large grey chair, facing forwards",-9.8837890625,topk,,a small red sofa facing left,-28.200693130493164,topk,,"a small, blue chair facing backwards",-30.815279006958008,topk,,a large chair facing forwards,-32.438602447509766,topk,
9,"a small, red chair facing to the right",-31.328357696533203,topk,,a small red chair ,-9.836385726928713,topk,,a blue sofa facing backwards,-31.09908866882324,topk,,"a large, grey chair that is facing forwards",-9.76440715789795,topk,,"a small, red sofa",-22.483631134033203,topk,,"a small, blue, backwards-facing sofa",-32.53328323364258,topk,,"a small, red chair facing to the right",-29.669530868530277,topk,
10,a small chair,-29.74484634399414,topk,,"a small, red chair is facing to the left",-9.04914093017578,topk,,a small blue chair facing to the left,-32.68763732910156,topk,,a grey chair,-9.28864574432373,topk,,a small sofa facing left,-31.77263069152832,topk,,"a small, blue sofa",-30.596717834472656,topk,,"a large, grey sofa faces forwards",-32.22432327270508,topk,
11,a small red chair ,-29.882244110107425,topk,,a small red chair facing the left,-9.070846557617188,topk,,"a small, blue chair facing the opposite direction of the other chairs",-34.3422737121582,topk,,a large grey chair,-5.64324951171875,topk,,a red chair facing to the left,-32.14307403564453,topk,,"a small, blue sofa facing backward",-30.78016662597656,topk,,"a large, grey sofa""",-32.25190353393555,topk,
12,"a red chair, facing right",-30.24729347229004,topk,,"a  small, red chair facing to the left",-10.19287109375,topk,,a small chair facing backwards,-31.85347557067871,topk,,"a  large, grey chair facing forwards",-10.30320930480957,topk,,a small red sofa,-27.402099609375,topk,,a blue sofa facing backward,-32.389244079589844,topk,,"a small, blue chair facing backwards",-31.467418670654297,topk,
