,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey, desk, facing forwards",-31.395591735839844,topk,,a large desk that is blue in colour and facing forwards,-33.384639739990234,topk,,"a large, red desk""",-9.486042976379396,topk,,"a small, green desk",-24.58797645568848,topk,,a fan in the room,-11.027785301208496,topk,,"a large, red fan""",-29.771413803100582,topk,,"a small, green fan",-28.2175407409668,topk,
1,"a large desk, grey in color",-30.08549690246582,topk,,"a small, green desk facing to the left",-32.27580642700195,topk,,"a small, green desk",-9.77155876159668,topk,,"a small, green fan",-28.94404983520508,topk,,"a large, blue desk",-12.556418418884276,topk,,a large red fan facing backward,-30.512222290039062,topk,,"a small, green desk facing to the left",-29.627460479736328,topk,
2,a large desk,-28.61976432800293,topk,,a large desk,-30.165061950683597,topk,,"a small, green desk facing to the left",-10.534053802490234,topk,,"a small, green desk facing to the left",-23.041473388671875,topk,,"a small, green fan facing to the left",-10.212048530578612,topk,,"a small, green fan facing to the left",-31.221271514892575,topk,,"a small, green fan on the left",-29.84496688842773,topk,
3,a large grey desk facing forward,-30.21462821960449,topk,,a large desk with a blue top,-32.393577575683594,topk,,a large red desk,-4.545897483825684,topk,,a large desk,-30.18341064453125,topk,,a large  blue fan,-10.614471435546877,topk,,a red desk facing backwards,-30.928607940673828,topk,,"a small, green fan facing to the left",-26.9591064453125,topk,
4,"a large, grey desk, facing forwards",-31.9770450592041,topk,,a large desk that is blue in color and facing forwards,-32.96723175048828,topk,,"a large, red desk, facing backwards",-7.864990234375,topk,,"a small, green desk faced to the left",-30.55911636352539,topk,,"a blue, large fan facing forwards",-10.749573707580566,topk,,"a large, red fan facing backward",-29.40933609008789,topk,,a small fan facing left,-30.090749740600582,topk,
5,"a large, grey desk",-31.42031478881836,topk,,a large desk facing forwards that is blue,-33.5669059753418,topk,,a red desk facing backwards,-4.420300960540772,topk,,"a small green desk, facing left",-30.861492156982425,topk,,"a large, blue, fan, facing, forwards",-13.83275318145752,topk,,"a large, red fan",-24.771413803100582,topk,,a small green fan is facing to the left,-30.17069625854492,topk,
6,"a large, grey desk in the room",-30.651296615600582,topk,,a blue desk in the room,-32.555538177490234,topk,,"a red desk facing backwards""",-9.37342643737793,topk,,"a green, small desk",-30.52413749694824,topk,,"a large, red fan",-10.780488967895508,topk,,"a large, red fan facing forwards",-29.74527359008789,topk,,a small green desk facing left,-30.066770553588867,topk,
7,"a large, grey desk is facing forwards in the room",-32.6834602355957,topk,,a blue desk,-27.55714988708496,topk,,"a large, red desk that is facing backwards",-8.990569114685059,topk,,a small green desk facing left,-26.45515251159668,topk,,"a fan, blue, facing forwards",-11.54732608795166,topk,,a large red fan ,-30.633020401000977,topk,,a green desk,-29.409469604492188,topk,
8,a large desk that is grey in colour and facing forwards,-32.81311798095703,topk,,a  blue desk,-33.353912353515625,topk,,"a large, red desk facing backward",-8.858705520629883,topk,,"a small, green desk faces to the left",-29.76669692993164,topk,,a green fan facing to the left,-12.99583625793457,topk,,"a large red fan, facing backwards",-30.987289428710938,topk,,a small green fan facing the left,-27.929967880249023,topk,
9,"a large, grey desk  ",-30.84775733947754,topk,,a desk facing forwards,-32.89371490478516,topk,,a red desk facing backwards is in the room,-9.574555397033691,topk,,a green desk,-27.79136657714844,topk,,a blue fan in the room,-10.354484558105469,topk,,"a large, red fan faces backwards",-30.384639739990234,topk,,a small green fan to the left,-29.195661544799805,topk,
