,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-30.77066993713379,topk,,"a small, red sofa  (2)",-30.19074058532715,topk,,"a small, blue  sofa",-10.581046104431152,topk,,"a small, green sofa facing forwards",-10.34210205078125,topk,,a  red desk,-32.74211120605469,topk,,a small blue desk ,-10.336946487426758,topk,,"a small, green desk",-4.9320502281188965,topk,
1,"a large red sofa, facing to the right",-30.70928382873535,topk,,"a small, red sofa (2)",-30.9334659576416,topk,,"a small, blue couch facing to the right",-10.893545150756836,topk,,"a small, green sofa ",-9.934806823730469,topk,,"a  small, red desk  facing to the right",-33.049522399902344,topk,,"a small, blue desk (6)",-11.144964218139648,topk,,"a small, green desk facing to the left",-12.417886734008787,topk,
2,a large red sofa facing to the right,-27.635406494140625,topk,,"a small, red sofa ",-26.84938240051269,topk,,"a small, blue sofa  #3",-11.69182300567627,topk,,a small green sofa facing backwards,-8.958394050598145,topk,,a small red desk facing the right,-33.49863052368164,topk,,"a small, blue desk facing to  the right",-11.254594802856444,topk,,"a small, green deck facing backwards",-10.91968059539795,topk,
3,a red sofa facing the right,-29.9425048828125,topk,,"a small, red",-31.69896125793457,topk,,"a small, blue sofa facing backwards",-10.131288528442385,topk,,"a small, green sofa facing backwards",-9.741276741027832,topk,,a small red desk faces to the right,-32.59943008422852,topk,,"a small, blue  desk facing to the right",-10.654861450195312,topk,,"a small, green sofa facing backwards",-11.019893646240234,topk,
4,a large sofa facing right,-30.17811393737793,topk,,"a small, red sofa facing backwards",-31.18264389038086,topk,,"a small, blue sofa faced to the right",-10.45992374420166,topk,,"a large, red sofa facing to the right",-10.89495086669922,topk,,"a small, red",-32.89371490478516,topk,,"a  small, blue desk facing to the right",-10.286056518554688,topk,,a desk facing backwards,-9.463112831115724,topk,
5,"a large, red sofa facing to the right",-23.39249992370605,topk,,"a small, red sofa  facing to the right",-30.07353401184082,topk,,"a small, blue sofa is in the room",-10.707311630249023,topk,,"a small, green sofa with its back to us",-11.350201606750488,topk,,a red desk facing to the right,-28.90912437438965,topk,,"a small, blue desk that faces to the right",-11.022016525268556,topk,,"a small, green desk face backwards",-10.17861270904541,topk,
6,"a large, red sofa is in the room",-31.17656517028809,topk,,"a small, red sofa",-24.25563240051269,topk,,"a small, blue sofaFacing to the right",-10.876298904418944,topk,,"a small, green sofa facing the opposite direction of the others",-11.942277908325195,topk,,"a large, red sofa facing to the right",-31.2595157623291,topk,,a blue desk facing the right,-10.898112297058104,topk,,"a small, green desk facing to the right",-9.516761779785156,topk,
7,"a large, red sofa  facing to the right",-29.550241470336918,topk,,"a small, red sofa facing the right",-28.980981826782227,topk,,a small blue sofa facing the right,-9.09001350402832,topk,,"a small, green sofa facing backward",-10.058549880981444,topk,,"a small red desk, facing to the right",-31.99054718017578,topk,,"a small, blue desk facing to the left",-9.94685173034668,topk,,"a small, green desk facing",-10.734088897705078,topk,
8,"a large, red sofa, facing to the right",-29.8383903503418,topk,,"a small, red sofa 2",-30.44904327392578,topk,,"a small, blue sofa",-3.57141661643982,topk,,"a small, green sofa faces backwards",-10.26482105255127,topk,,a small red desk is facing to the right,-31.93276023864746,topk,,"a small, blue desk facing right",-8.641486167907715,topk,,"a large, red sofa facing to the right",-9.945571899414062,topk,
9,a red sofa ,-30.181140899658203,topk,,a small red sofa,-24.819854736328125,topk,,a small blue sofa facing to the right,-7.646529197692871,topk,,a green desk facing backwards,-9.217005729675291,topk,,a desk facing to the right,-32.36342239379883,topk,,"a small, blue desk  facing to the right",-7.331394672393799,topk,,"a small, green desk facing the opposite direction of the others",-12.552427291870115,topk,
10,a large red sofa to the right,-31.023975372314453,topk,,"a  small, red sofa facing to the right",-32.238731384277344,topk,,a small blue sofa  facing to the right,-9.892809867858888,topk,,"a small, green sofa with its back facing the viewer",-11.75327205657959,topk,,a green desk facing backwards,-32.63867950439453,topk,,"a small, blue desk ",-6.912477493286133,topk,,"a small, green desk facing forwards",-8.093462944030762,topk,
11,a red sofa facing to the right ,-31.08872604370117,topk,,"a small, red sofa is facing to the right",-31.843982696533203,topk,,"a small, blue sofa facing right",-7.779725551605225,topk,,a green sofa is facing backwards,-10.498028755187988,topk,,"a small, blue desk",-30.638233184814453,topk,,"a small blue desk, facing to the right",-10.172202110290527,topk,,"a small, green desk facing the wall",-10.580316543579102,topk,
12,"a large, red sofa facing the right",-29.412452697753903,topk,,"a small, red sofa, facing to the right",-28.387399673461918,topk,,"a small, blue sofa that is facing to the right",-9.894861221313477,topk,,"a small, green sofa with its back facing forward",-11.783581733703612,topk,,"a small desk, facing to the right",-32.918296813964844,topk,,"a small, blue desk",-4.107789993286133,topk,,a green desk facing backward,-11.060361862182615,topk,
13,a large red sofa facing the right,-30.720951080322266,topk,,"a small, red sofa facing to the left",-31.703022003173828,topk,,"a small, blue sofa  ",-9.579229354858398,topk,,"a small, blue sofa",-10.056463241577148,topk,,"a small, red  desk facing to the right",-32.82927322387695,topk,,a green desk,-10.656490325927734,topk,,a green desk facing backwards,-7.6718058586120605,topk,
14,a red sofa facing right,-30.25725555419922,topk,,"a small, red sofa that is facing to the right",-33.00431060791016,topk,,a small red sofa facing to the right,-11.51706886291504,topk,,"a small, green sofa that faces backwards",-10.251222610473633,topk,,a red desk facing the right,-32.90972137451172,topk,,a small blue desk facing right,-9.993388175964355,topk,,"a small, green table facing backwards",-9.934510231018066,topk,
15,"a large, red sofa (1)",-31.202503204345703,topk,,"a small, red sofa is in the room",-32.15449523925781,topk,,"a small, blue sofa facing the right",-8.151334762573242,topk,,"a  small, green sofa facing backwards",-10.715971946716309,topk,,a small  red desk,-31.287443161010746,topk,,"a small, blue desk  (6)",-10.355140686035156,topk,,a green desk facing backwards ,-11.16399383544922,topk,
16,a large red facing right sofa,-30.77046775817871,topk,,"a small, red desk facing to the right",-32.25403594970703,topk,,"a small, blue sofa 3",-10.461984634399414,topk,,a small blue sofa facing to the right,-10.554649353027344,topk,,a small red sofa facing to the right,-32.641395568847656,topk,,"a small, red desk facing to the right",-10.92756175994873,topk,,"a small, green desk is facing backwards",-9.37806224822998,topk,
17,a red sofa is facing to the right,-30.746925354003903,topk,,"a small, red sofa - facing to the right",-31.575658798217773,topk,,"a small, blue sofa  (3)",-9.585655212402344,topk,,"a small, green couch facing backwards",-9.855575561523438,topk,,a small red desk ,-32.896480560302734,topk,,"a small, blue desk-facing to the right",-10.56127643585205,topk,,"a small, green desk facing ",-11.109088897705078,topk,
18,"a large, red, sofa",-30.506118774414062,topk,,a small  red sofa facing to the right,-31.77672004699707,topk,,"a small, blue sofa facing to the left",-9.733524322509766,topk,,"a small, green sofa facing to the left",-10.927465438842772,topk,,a red desk,-29.87364387512207,topk,,a small blue desk  facing to the right,-10.134427070617676,topk,,"a small, red desk facing to the right",-10.21653938293457,topk,
19,"a large, red sofa  (1)",-30.842174530029297,topk,,"a small, red sofa in the room",-31.86246490478516,topk,,a little blue sofa,-9.997384071350098,topk,,"a small, green sofa facing downwards",-10.954864501953123,topk,,a small red desk facing to the right,-33.34896469116211,topk,,"a small, blue desk face to the right",-9.903853416442873,topk,,"a small, blue desk facing to the right",-8.952651023864746,topk,
20,"a large,",-30.74472045898437,topk,,"a small, red sofa, facing right",-31.687807083129883,topk,,"a small, blue sofa ",-6.399541854858398,topk,,a green couch facing backwards,-10.923527717590332,topk,,a small red desk  facing to the right,-33.54962158203125,topk,,"a small, blue desk facing backwards",-10.640880584716797,topk,,a small desk facing backwards,-8.572223663330078,topk,
21,a red sofa,-29.324386596679688,topk,,"a small, red sofa""",-30.45875740051269,topk,,"a small, blue sofa that faces to the right",-10.949031829833984,topk,,"a green sofa, facing backwards",-10.89916706085205,topk,,a small desk facing to the right,-29.29640007019043,topk,,"a small, blue desk facing  to the right",-10.704601287841797,topk,,a small green desk ,-10.990581512451172,topk,
22,a large red sofa is facing to the right,-30.646713256835938,topk,,"a small, red sofa-facing to the right",-32.18290328979492,topk,,"a small, blue sofa""",-9.524541854858398,topk,,"a small, green sofa  ",-10.786369323730469,topk,,"a  small, red desk facing to the right",-32.44359588623047,topk,,"a small, blue desk is facing to the right",-8.837529182434082,topk,,a small green desk facing backward,-10.019883155822754,topk,
23,"a large, red sofa  ",-30.794357299804688,topk,,"a small, red sofa facing right",-28.29617118835449,topk,,a blue couch,-9.64118766784668,topk,,"a small, green sofa facing the left",-11.29323959350586,topk,,a small red desk,-33.06809616088867,topk,,"a small, blue desk""",-9.459352493286133,topk,,"a  small, green desk facing backwards",-10.613140106201172,topk,
24,a large red sofa,-28.16623306274414,topk,,"a small, red sofa,",-31.56813240051269,topk,,"a small, blue sofa is facing to the right",-18.78704643249512,topk,,a green facing backwards sofa,-10.76295280456543,topk,,"a small, green desk facing backwards",-31.92224884033203,topk,,"a small, blue desk faced to the right",-10.984903335571287,topk,,"a small, green desk facing backward",-8.780962944030762,topk,
25,a large,-30.90961265563965,topk,,a red couch,-31.50016975402832,topk,,"a small, blue sofa, facing right",-11.195768356323242,topk,,a sofa facing backwards,-10.343276023864746,topk,,"a small, red table",-32.71402740478516,topk,,a small blue desk facing to the right,-9.266317367553713,topk,,"a small, green desk that is facing backwards",-10.031183242797852,topk,
26,"a large, red sofa ",-27.184982299804688,topk,,a red sofa,-28.26464462280273,topk,,a small sofa facing to the right,-11.520596504211426,topk,,"a small green sofa, facing backwards",-10.37418270111084,topk,,a sofa facing to the right,-33.04396438598633,topk,,a small blue desk,-10.579133987426758,topk,,"a small, green desk facing downwards",-10.140338897705078,topk,
27,"a large, red sofa facing right",-27.70435905456543,topk,,"a small, red sofa  ",-30.28688240051269,topk,,a blue sofa,-5.672313213348389,topk,,"a small, green sofa backwards",-10.387931823730469,topk,,"a small, red sofa facing to the right",-33.04701232910156,topk,,a small blue desk facing the right,-9.810267448425291,topk,,"a small, green desk""",-11.096113204956056,topk,
28,"a large, red sofa is facing to the right",-29.359739303588867,topk,,"a small, red sofa facing to the right",-22.984270095825195,topk,,"a small, blue sofa, facing to the right",-8.022493362426758,topk,,a small green sofa is facing backwards,-9.431392669677734,topk,,"a  small, red desk",-33.07429504394531,topk,,a small desk facing to the right,-10.728473663330078,topk,,"a small, green desk facing upwards",-10.491901397705078,topk,
29,a large sofa,-30.779163360595703,topk,,"a small, red sofa facing  to the right",-31.83136749267578,topk,,a small blue sofa,-10.667917251586914,topk,,a small green sofa,-10.580829620361328,topk,,a desk,-32.06991958618164,topk,,"a small, green desk facing backwards",-10.811179161071776,topk,,"a small, green desk facing backwards",-1.5309630632400513,topk,
30,"a large, red sofa to the right",-30.379106521606445,topk,,"a small, red couch",-29.75364875793457,topk,,"a  small, blue sofa facing to the right",-10.815509796142578,topk,,a small green desk facing backwards,-9.367730140686035,topk,,a blue desk facing to the right,-33.555171966552734,topk,,"a small, blue desk facing to the  right",-11.045549392700195,topk,,a small green desk facing backwards,-10.03875732421875,topk,
31,a,-28.85030746459961,topk,,"a small, red sofa, ",-30.796541213989254,topk,,"a small, blue sofa, ",-10.956742286682127,topk,,"a small, green desk facing backwards",-10.907729148864746,topk,,a red desk is facing to the right,-32.923072814941406,topk,,"a small, blue desk  ",-10.084352493286133,topk,,"a small, green desk, facing backwards",-9.672979354858398,topk,
32,a large red sofa ,-29.08201789855957,topk,,a small sofa facing to the right,-31.649837493896484,topk,,a,-8.663097381591797,topk,,"a small, green sofa that is facing backwards",-9.189386367797852,topk,,a,-29.33125686645508,topk,,"a small, blue desk in the room",-11.172870635986328,topk,,"a small, green desk  facing backwards",-9.369622230529783,topk,
33,a large sofa facing to the right,-30.95873641967773,topk,,a,-28.576765060424805,topk,,"a small, blue sofa-facing to the right",-10.145036697387695,topk,,"a small, green sofa, facing backwards",-11.154006958007812,topk,,a small desk facing right,-32.57447814941406,topk,,"a small, blue desk faces to the right",-9.060890197753906,topk,,a blue desk facing to the right,-10.894466400146484,topk,
34,a large red sofa facing right,-28.149511337280277,topk,,"a small, red sofa faces to the right",-31.04690742492676,topk,,"a small, blue sofa (3)",-10.273127555847168,topk,,"a small, green, backwards-facing sofa",-11.17810344696045,topk,,a small desk facing the right,-33.06465148925781,topk,,a blue desk facing to the right,-7.895255088806152,topk,,"a small, green desk ",-7.721113204956055,topk,
35,a red sofa facing to the right,-27.16685104370117,topk,,"a small, red sofa faced to the right",-31.335437774658203,topk,,a small blue sofa is facing to the right,-10.10930347442627,topk,,"a small, green sofa facing the opposite direction of the other sofas",-12.031527519226074,topk,,a small desk,-30.80430793762207,topk,,a small blue sofa,-9.411685943603516,topk,,"a small, green desk facing the opposite direction of the other objects",-13.05295753479004,topk,
36,"a large, red sofa",-24.450607299804688,topk,,"a small, red sofa that faces to the right",-31.51890182495117,topk,,"a small, blue sofa Facing to the right",-10.97447681427002,topk,,"a small, green sofa with its back to the viewer",-11.975770950317385,topk,,a little red desk,-31.966482162475582,topk,,a blue sofa facing to the right,-10.07444953918457,topk,,"a small, green desk faces backwards",-9.777875900268556,topk,
37,a red thing,-37.274681091308594,logic,,"a small,",-30.42500305175781,topk,,"a small blue sofa, facing to the right",-10.02038288116455,topk,,"a small, green sofa  facing backwards",-9.449381828308104,topk,,"a small,",-31.19393920898437,topk,,"a small, blue sofa facing to the right",-10.8681058883667,topk,,"a small, green desk facing the opposite direction of the other desks",-11.914583206176758,topk,
38,a red thing facing to the right,-41.17829132080078,logic,,a small,-30.943567276000977,topk,,"a small,",-10.238012313842772,topk,,a blue sofa facing to the right,-9.958428382873535,topk,,"a small , red desk facing to the right",-32.64827346801758,topk,,a,-8.457056045532227,topk,,a,-9.007010459899902,topk,
39,a red thing facing backwards,-47.327144622802734,logic,,"a small sofa facing to the right, colored red",-31.795063018798828,topk,,"a small, blue sofa in the room",-10.372708320617676,topk,,"a small, green sofa is facing backwards",-7.735150337219238,topk,,a small,-32.0797119140625,topk,,a small  blue desk facing to the right,-10.739465713500977,topk,,"a small, green desk  ",-10.494550704956056,topk,
40,a red sofa,-24.365413665771484,logic,,"a large, red sofa",-29.77983283996582,topk,,"a large, red sofa",-10.650046348571776,topk,,a,-9.431192398071287,topk,,a red desk facing right,-31.312816619873047,topk,,"a small, blue desk facing the right",-8.550604820251465,topk,,a small desk,-10.75519847869873,topk,
