,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large,-9.43887710571289,topk,,a large,-31.690235137939453,topk,,"a large, red chair",-25.17547035217285,topk,,"a small, gray chair facing backwards",-31.03639030456543,topk,,a grey desk facing forwards,-28.31791114807129,topk,,a red desk facing backward,-9.368200302124023,topk,,"a small, grey desk facing forwards",-10.480230331420898,topk,
1,a large grey chair facing backwards,-3.590459108352661,topk,,"a large, grey chair  ",-32.31199645996094,topk,,a large,-30.68383026123047,topk,,"a small, grey chair facing forwards",-30.7893009185791,topk,,a grey desk facing forward,-31.234941482543945,topk,,a large,-9.705572128295898,topk,,"a small, grey desk ",-6.7946553230285645,topk,
2,"a grey, large chair, facing backwards",-9.888391494750977,topk,,a large grey chair facing backwards,-32.49968338012695,topk,,"a small, grey desk facing backwards",-31.018064498901367,topk,,"a small, grey chair faces backwards",-32.08485412597656,topk,,"a small, grey desk facing backwards",-29.52921485900879,topk,,"a large, red desk ",-7.231799125671387,topk,,a small grey desk facing forwards,-9.637256622314451,topk,
3,"a large, grey chair facing the opposite direction of the other chairs",-14.178095817565918,topk,,a chair facing forwards,-29.490272521972656,topk,,"a large, red chair""",-31.47234535217285,topk,,a small grey facing backwards chair,-31.281673431396484,topk,,"a large, grey desk face forwards",-31.31352806091309,topk,,"a large, red desk facing backwards'",-7.963320732116699,topk,,"a small, grey desk, facing backwards",-8.368826866149902,topk,
4,a backwards-facing large grey chair,-9.276009559631348,topk,,a grey chair,-31.21598625183105,topk,,"a large, red chair facing the opposite direction of the other chairs",-35.47588348388672,topk,,"a large, grey chair facing forwards",-29.433351516723636,topk,,"a large, grey desk ",-27.92076110839844,topk,,a large desk,-8.874666213989258,topk,,"a small, grey desk facing backwards",-1.4326545000076294,topk,
5,"a grey chair, facing backwards",-8.029589653015137,topk,,"a small, grey desk facing backwards",-31.943613052368164,topk,,a chair facing backwards,-31.72233772277832,topk,,a small grey chair facing forwards,-31.61407852172852,topk,,"a large, grey chair facing forwards",-30.960962295532227,topk,,"a small, grey desk facing backwards",-7.819393634796143,topk,,"a small, gray desk facing backwards",-9.99060344696045,topk,
6,a large grey chair ,-7.997931480407715,topk,,"a large, grey chair faces forwards",-32.47642517089844,topk,,"a large, grey chair facing forwards",-31.722658157348636,topk,,"a large, grey chair",-31.3020076751709,topk,,"a large, grey desk, facing forwards",-29.54278945922852,topk,,a desk facing backwards,-7.65409517288208,topk,,"a small grey desk, facing backwards",-9.53099250793457,topk,
7,a grey chair ,-8.7521390914917,topk,,a large chair facing forwards,-30.00082397460937,topk,,"a large, red chair-facing backwards",-31.637779235839844,topk,,"a small, grey, backwards-facing chair",-31.404630661010746,topk,,"a large, grey desk facing forward",-31.43696975708008,topk,,"a large, red desk is facing backwards",-9.03154182434082,topk,,a small desk,-9.706722259521484,topk,
8,"a large, grey chair facing forwards",-7.744908332824707,topk,,a grey chair facing forward,-32.09251022338867,topk,,"a large, red chair (3)",-31.7907772064209,topk,,"a small grey chair, facing backwards",-30.419170379638672,topk,,"a large, grey desk  facing forwards",-29.04628562927246,topk,,"a large, red desk  facing backwards",-8.26823902130127,topk,,"a large, red desk facing backwards",-10.108169555664062,topk,
9,a large grey chair is facing backwards,-8.885272979736328,topk,,"a large, grey chair facing forwards",-22.9690055847168,topk,,"a large, red chair that is facing backwards",-31.13335227966309,topk,,"a small, grey chair  ",-31.06587600708008,topk,,"a large, grey desk facing forwards in the room",-30.569412231445312,topk,,a chair facing backwards,-9.788857460021973,topk,,"a large, grey chair facing forwards",-9.180086135864258,topk,
