,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a green small desk facing forwards,-29.39976692199707,topk,,"a large, green desk facing to the right",-8.080897331237793,topk,,"a large, green desk facing to the right",-10.453052520751951,topk,,a grey desk facing the left,-8.825268745422363,topk,,a chair facing to the right,-29.35048484802246,topk,,"a large, green chair facing to the left",-32.81272506713867,topk,,"a large, grey chair to the left of the room",-12.201987266540527,topk,
1,a small desk facing forwards,-28.037294387817383,topk,,a small green desk facing to the right,-9.407398223876951,topk,,a desk,-8.870912551879883,topk,,a large desk,-5.704833030700684,topk,,"a small, green chair  facing to the right",-29.43871688842773,topk,,"a large, green chair  ",-33.019256591796875,topk,,a grey chair facing left,-10.785446166992188,topk,
2,a desk,-30.16376495361328,topk,,"a  small, green desk facing to the right",-11.11657428741455,topk,,"a large, green desk-facing forwards",-10.243582725524902,topk,,"a large,",-11.092092514038086,topk,,"a  small, green chair facing to the right",-31.405635833740234,topk,,a large green chair is facing forwards,-33.288597106933594,topk,,"a large, grey chair facing the left",-8.381858825683594,topk,
3,"a small, green desk facing forwards'",-29.83343315124512,topk,,"a small, green desk facing  to the right",-10.566104888916016,topk,,a large green desk  facing forwards,-10.37734031677246,topk,,a grey chair facing left,-10.556877136230469,topk,,a small green chair ,-31.59814453125,topk,,a green chair that is facing forwards,-33.318416595458984,topk,,"a  large, grey chair facing to the left",-9.747920989990234,topk,
4,a small green desk ,-29.439624786376957,topk,,a desk facing to the right,-6.753542423248291,topk,,"a large, green desk that is facing forwards",-10.121581077575684,topk,,a chair facing to the left,-10.41561222076416,topk,,"a small, green chair 5",-30.895492553710938,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,a chair facing to the left,-10.675710678100586,topk,
5,"a small, green desk facing forwards in a room",-29.725852966308597,topk,,a desk facing right,-9.03217887878418,topk,,a large green desk facing forwards,-4.561354637145996,topk,,"a large, green desk facing to the right",-12.843202590942385,topk,,"a small, green chair, facing to the right",-29.077808380126957,topk,,"a  large, green chair facing forwards",-32.1609001159668,topk,,a grey chair facing the left,-10.35098648071289,topk,
6,a small,-30.305822372436523,topk,,a small green desk facing the right,-7.960010528564453,topk,,a large green desk facing forwards in the room,-9.452293395996094,topk,,"a grey, large desk facing left",-10.751480102539062,topk,,"a small, green chair facing  to the right",-31.708255767822266,topk,,a green chair facing forwards,-28.92284774780273,topk,,"a large, grey chair face to the left",-11.24799633026123,topk,
7,a small desk,-28.31230354309082,topk,,a small green desk ,-10.227161407470703,topk,,"a large, green desk",-3.784231662750244,topk,,a large green desk facing to the left,-11.574823379516602,topk,,a green desk chair facing to the right,-32.800777435302734,topk,,a large green chair facing to the right,-33.1024169921875,topk,,"a large, grey, chair facing to the left",-11.402088165283203,topk,
8,"a small, green desk facing forwards, ",-30.17341423034668,topk,,a small,-10.177034378051758,topk,,"a large, green desk is facing forwards",-9.136382102966309,topk,,"a grey, large desk facing to the left",-9.943052291870115,topk,,a small,-31.55562973022461,topk,,a big green chair facing forward,-32.619956970214844,topk,,a grey chair,-10.841251373291016,topk,
9,a desk facing forwards,-28.89951515197754,topk,,a small desk facing the right,-10.01824188232422,topk,,a large green desk is facing forwards,-9.6624116897583,topk,,a grey chair,-10.892494201660156,topk,,"a small, green chair""",-31.57535552978516,topk,,"a large, green chair is facing forwards",-31.776220321655277,topk,,"a large, grey chair faced to the left",-11.424588203430176,topk,
10,"a small green desk, facing forwards",-29.4101505279541,topk,,"a large, grey desk facing to the left",-10.23904037475586,topk,,a large green desk ,-8.880678176879883,topk,,"a  large, grey desk facing to the left",-9.657145500183104,topk,,"a small, green chair ",-27.91910552978516,topk,,a green chair facing forwards in the room,-33.282379150390625,topk,,"a large, grey chair (7)",-11.704761505126951,topk,
11,"a small, green desk facing forwards, a small, green desk facing to the right, a large, green desk facing forwards, a large, grey desk facing to the left, a small, green chair facing to the right, a large, green chair facing forwards, a large, grey chair facing to the left",-32.21259689331055,topk,,"a small, green desk  (2)",-10.456719398498535,topk,,"a large green desk, facing forwards",-8.906800270080566,topk,,a grey desk to the left,-10.011488914489746,topk,,a small chair facing to the right,-30.040075302124023,topk,,"a large, green chair facing to the right",-34.43696975708008,topk,,a green chair facing forwards,-10.364741325378418,topk,
12,"a small, green desk ",-27.61169815063477,topk,,a small desk,-9.986363410949709,topk,,a desk facing forwards,-8.691246032714844,topk,,"a large, green desk",-10.986976623535156,topk,,a small green chair to the right,-31.189985275268555,topk,,a green chair,-30.35869598388672,topk,,"a large, grey chair facing left",-8.067288398742676,topk,
