,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-31.257280349731445,topk,,"a small, red sofa  (2)",-30.134252548217773,topk,,"a small, blue sofa faces to the right",-31.152103424072266,topk,,"a small, green desk",-27.205650329589844,topk,,a small red desk facing the right,-32.25007629394531,topk,,a small blue desk ,-10.31484317779541,topk,,"a small, green desk",-4.875922679901123,topk,
1,a large red sofa facing to the right,-25.54496192932129,topk,,"a small, red sofa (2)",-30.907623291015625,topk,,"a small, blue sofa faces right",-32.56900405883789,topk,,"a small, green sofa ",-30.452301025390625,topk,,"a small, red desk",-24.830718994140625,topk,,"a  small, blue desk facing to the right",-11.099161148071287,topk,,"a small, green desk facing to the left",-9.655282020568848,topk,
2,a red sofa facing the right,-29.95261573791504,topk,,"a small, red sofa ",-26.85464859008789,topk,,"a small, blue couch facing to the right",-32.429683685302734,topk,,a small green sofa facing backwards,-28.57209205627441,topk,,"a small, red desk  (5)",-31.72176742553711,topk,,"a small, blue desk facing to the left",-9.978516578674316,topk,,"a small, green deck facing backwards",-10.895615577697754,topk,
3,"a large, red sofa facing to the right",-27.449951171875,topk,,a small red sofa facing the right,-30.424707412719727,topk,,"a small, blue sofa facing backwards",-32.585628509521484,topk,,"a small, green sofa facing backwards",-30.21381187438965,topk,,"a small, red desk ",-27.494781494140625,topk,,"a small, blue desk facing right",-8.540334701538086,topk,,a small table facing backwards,-11.199617385864258,topk,
4,"a large, red sofa is in the room",-31.085155487060547,topk,,"a small, red desk",-30.646678924560547,topk,,"a small, blue sofa faced to the right",-32.051795959472656,topk,,a green sofa facing backward,-30.936187744140625,topk,,a small red sofa,-31.671735763549805,topk,,"a small, blue desk  facing to the right",-7.262887477874756,topk,,"a small, green sofa facing backwards",-11.006792068481444,topk,
5,"a large, red sofa  facing to the right",-30.46645164489746,topk,,a small red sofa is facing to the right,-30.95469093322754,topk,,"a small, blue sofa is in the room",-32.25556564331055,topk,,"a large, red sofa facing to the right",-31.31224632263184,topk,,"a small, red desk to the right",-31.99580383300781,topk,,"a small, blue desk ",-6.881504058837891,topk,,a desk facing backwards,-9.438076972961426,topk,
6,"a large, red sofa, facing to the right",-29.338363647460938,topk,,"a small, red sofa facing backwards",-31.26886940002441,topk,,"a small, blue sofaFacing to the right",-33.03017044067383,topk,,"a small, green sofa facing the opposite direction of the others",-32.39763641357422,topk,,"a small red desk, facing to the right",-31.516801834106445,topk,,"a small blue desk, facing to the right",-10.14910888671875,topk,,"a small, green desk facing",-10.646787643432615,topk,
7,a red sofa ,-30.111143112182617,topk,,a small red sofa facing right,-28.850170135498047,topk,,a small blue sofa facing the right,-30.68501853942871,topk,,"a small, green sofa with its back to us",-32.41496276855469,topk,,a small red desk is facing to the right,-31.565683364868164,topk,,"a small, blue desk facing to the right in a room",-11.42147731781006,topk,,"a small, green desk facing to the right",-10.437734603881836,topk,
8,a large red sofa to the right,-30.08905601501465,topk,,"a small, red sofa",-24.24527359008789,topk,,"a small, blue sofa",-30.22881317138672,topk,,"a small, green sofa faces backwards",-31.037841796875,topk,,a desk facing to the right,-31.419055938720703,topk,,"a small, blue desk",-4.100254535675049,topk,,"a small, green desk face backwards",-10.804399490356444,topk,
9,"a large, red sofa facing the right",-29.437301635742188,topk,,"a small, red sofa  facing to the right",-29.01111221313477,topk,,a small blue sofa facing to the right,-26.1778621673584,topk,,a green desk facing backwards,-29.60669708251953,topk,,"a small, red desk is in the room",-31.64539909362793,topk,,a small blue desk facing right,-9.199487686157228,topk,,"a large, red sofa facing to the right",-9.960077285766602,topk,
10,a large red sofa facing the right,-28.63040351867676,topk,,"a small, red sofa 2",-30.508115768432617,topk,,a small blue sofa  facing to the right,-31.45883560180664,topk,,"a small, green sofa with its back facing the viewer",-32.254093170166016,topk,,a small  red desk facing to the right,-31.723047256469727,topk,,"a small, blue desk  (6)",-10.3255033493042,topk,,"a small, green desk facing forwards",-8.909913063049316,topk,
11,"a large, red sofa that is facing to the right",-31.582347869873047,topk,,a small red sofa,-29.60902976989746,topk,,"a small, blue sofa that is facing to the right",-33.77872085571289,topk,,a green sofa is facing backwards,-31.01556396484375,topk,,"a small, red desk facing the right",-30.73384475708008,topk,,"a small, blue desk facing to the right",-2.744684934616089,topk,,"a small, green desk facing the wall",-10.543681144714355,topk,
12,"a large, red sofa (1)",-31.856843948364254,topk,,"a large, red sofa facing to the right",-30.615942001342773,topk,,"a small, blue sofa  ",-31.221738815307617,topk,,"a small, green sofa with its back facing forward",-32.30100631713867,topk,,"a small, blue desk facing to the right",-30.77166557312012,topk,,a small blue sofa facing to the right,-9.93062973022461,topk,,a green desk facing backwards,-10.702973365783691,topk,
13,a red sofa is facing to the right,-30.36775016784668,topk,,a small red sofa  facing to the right,-30.657609939575195,topk,,a small red sofa facing to the right,-33.030723571777344,topk,,"a small, green sofa that faces backwards",-30.69574546813965,topk,,"a small, red desk 5",-31.43204689025879,topk,,a small blue desk  facing to the right,-10.14272403717041,topk,,"a small, green table facing backwards",-9.918902397155762,topk,
14,"a large, red sofa  (1)",-30.860145568847656,topk,,"a  small, red sofa facing to the right",-31.15732765197754,topk,,"a small, blue sofa facing the right",-31.839021682739254,topk,,"a  small, green sofa facing backwards",-31.94544982910156,topk,,"a small, red  desk facing to the right",-31.82955741882324,topk,,"a small, blue desk facing to the right  ",-10.189997673034668,topk,,"a small, green desk is facing backwards",-9.373262405395508,topk,
15,"a large,",-30.73153114318848,topk,,"a small, red sofa facing the right",-36.85334777832031,topk,,"a small, blue sofa  (3)",-31.16245651245117,topk,,a small green sofa facing to the right,-31.73653030395508,topk,,"a small, red desk""",-31.018218994140625,topk,,"a small, blue desk facing backwards",-9.743459701538086,topk,,"a small, green desk facing ",-11.068662643432615,topk,
16,"a large, red sofa""",-30.77032852172852,topk,,"a small, red sofa is facing to the right",-29.27791404724121,topk,,"a small, blue sofa  facing to the right",-29.74544334411621,topk,,a small blue sofa facing to the right,-31.00422096252441,topk,,a small red desk ,-30.82962417602539,topk,,"a small, blue desk face",-8.88150405883789,topk,,"a small, red desk facing to the right",-10.14589500427246,topk,
17,"a large, red sofa, facing right",-31.736173629760746,topk,,"a small red sofa, facing to the right",-30.07393264770508,topk,,a small blue sofa facing to the left,-32.75598907470703,topk,,"a small, green couch facing backwards",-30.336456298828125,topk,,"a small, red desk faces to the right",-32.07124328613281,topk,,"a small, blue desk facing to the right'",-8.229059219360352,topk,,"a small, blue desk facing to the right",-8.880678176879883,topk,
18,"a large, red sofa in the room",-31.690805435180664,topk,,"a small, red sofa, facing to the right",-28.428171157836918,topk,,"a small, blue sofa facing to the left",-31.290136337280277,topk,,"a small, green sofa with its back facing us",-31.824642181396484,topk,,"a small, red desk  ",-31.041656494140625,topk,,"a small, blue desk is facing to the right",-9.004744529724121,topk,,a small desk facing backwards,-7.665643215179443,topk,
19,a red sofa,-30.095518112182617,topk,,"a small, red sofa that is facing to the right",-30.52069854736328,topk,,"a small, blue sofa ",-30.620176315307617,topk,,"a small, green sofa facing to the left",-31.46799087524414,topk,,"a small, red desk that is facing to the right",-32.03010177612305,topk,,"a small, blue desk""",-9.451817512512209,topk,,a small green desk ,-10.938465118408203,topk,
20,a large red sofa is facing to the right,-30.595252990722656,topk,,a small red sofa facing to the right,-30.96830368041992,topk,,"a small, blue sofa that faces to the right",-32.15325927734375,topk,,"a small, green sofa is facing backwards in the room",-32.033084869384766,topk,,"a small, red desk facing to the left",-32.17746353149414,topk,,a small blue desk facing to the right,-9.25699234008789,topk,,a small green desk facing backward,-9.999062538146973,topk,
21,"a large, red sofa  ",-30.79376602172852,topk,,"a small, red couch facing to the right",-30.916736602783203,topk,,"a small, blue sofa""",-31.081113815307617,topk,,"a small, green sofa  ",-31.280426025390625,topk,,a red desk,-27.91705703735352,topk,,"a small, blue desk faced to the right",-10.162997245788574,topk,,a small blue desk,-10.675548553466797,topk,
22,"a red sofa, facing right",-30.98527336120605,topk,,"a small, red sofa""",-30.45621109008789,topk,,"a small, blue sofa face",-31.846738815307617,topk,,"a small, green sofa facing the left",-30.920019149780277,topk,,a sofa,-30.79130172729492,topk,,"a small, blue desk facing to the right of the large, red sofa",-11.274163246154783,topk,,"a  small, green desk facing backwards",-10.627673149108888,topk,
23,a large red sofa,-26.06009864807129,topk,,"a small, red sofa-facing to the right",-31.31474876403809,topk,,a blue couch,-31.206941604614254,topk,,"a small green sofa, facing backwards",-30.905366897583008,topk,,"a small, red desk  facing to the right",-28.83456420898437,topk,,"a small, blue desk facing to the right""",-5.86968469619751,topk,,"a small, green desk facing the left",-10.856181144714355,topk,
24,a big red sofa,-29.97671127319336,topk,,"a small, red sofa facing right",-32.57492446899414,topk,,a small blue sofa ,-30.68439292907715,topk,,"a small, green sofa backwards",-30.827301025390625,topk,,"a small, red desk facing to the  right",-32.59967803955078,topk,,"a small, blue desk facing to the right ",-6.33843469619751,topk,,"a small, green desk facing the opposite direction of the other desks and sofas",-13.061805725097656,topk,
25,"a large, red sofa ",-27.18439102172852,topk,,"a small, red sofa  ",-30.29214859008789,topk,,"a small, red sofa facing to the right",-32.58081817626953,topk,,a small green sofa is facing backwards,-30.184724807739254,topk,,a small red desk facing to the right,-31.0085563659668,topk,,"a small, blue desk facing to the right is object 6",-10.780137062072754,topk,,"a small, green desk facing backward",-8.756162643432617,topk,
26,"a large, red sofa facing right",-29.33251190185547,topk,,"a small, red sofa facing to the right",-23.00475311279297,topk,,"a small, blue sofa is facing to the right",-32.47982406616211,topk,,a small green sofa,-31.10141372680664,topk,,a small red desk  facing to the right,-31.638107299804688,topk,,a small blue desk facing the right,-9.734482765197754,topk,,"a small, green desk that is facing backwards",-9.610576629638672,topk,
27,a large sofa,-26.99791717529297,topk,,a small sofa facing to the right,-29.615522384643555,topk,,"a small, blue sofa, facing right",-32.73976135253906,topk,,a small green desk facing backwards,-29.775697708129883,topk,,a small desk facing to the right,-29.21908950805664,topk,,"a small, blue desk facing to the right in the room",-9.534114837646484,topk,,"a small, green desk facing downwards",-10.107725143432615,topk,
28,a large,-30.89715576171875,topk,,"a small, red sofa, ",-30.84490394592285,topk,,a blue sofa,-27.22768783569336,topk,,"a small, green sofa that is facing backwards",-29.618616104125977,topk,,"a  small, red desk facing to the right",-31.178173065185547,topk,,"a small, blue desk  ",-10.076817512512209,topk,,"a small, green desk with its back facing the viewer",-11.925660133361816,topk,
29,"a large, red sofa to the right",-30.37235641479492,topk,,"a small, red couch",-31.230060577392575,topk,,a small blue sofa,-27.74689292907715,topk,,"a small, green sofa, facing backwards",-29.424745559692383,topk,,"a small, red desk is facing to the right",-29.50383186340332,topk,,"a small, blue desk faces to the right",-9.024785995483398,topk,,"a small, green desk""",-11.032172203063965,topk,
30,"a large, red sofa is facing to the right",-31.361007690429688,topk,,a,-28.593942642211918,topk,,"a small, blue sofa, facing to the right",-31.85062599182129,topk,,a small green sofa facing to the left,-31.43965530395508,topk,,a small red desk,-31.51712417602539,topk,,a blue desk facing to the right,-10.225659370422363,topk,,"a small, green desk facing upwards",-11.19350814819336,topk,
31,a,-28.814502716064453,topk,,"a small, red sofa faces to the right",-31.04226875305176,topk,,"a  small, blue sofa facing to the right",-32.35428237915039,topk,,"a small, green, backwards-facing sofa",-31.69189071655273,topk,,"a small, green desk facing backwards",-30.711589813232425,topk,,"a small, blue desk facing to the right,",-8.236871719360352,topk,,"a small, green desk faced backwards",-10.883676528930664,topk,
32,a large red sofa ,-29.083534240722656,topk,,"a small, red sofa faced to the right",-31.35583877563477,topk,,"a small, blue sofa, ",-32.559967041015625,topk,,"a small, green sofa facing the opposite direction of the other sofas",-32.470062255859375,topk,,"a small, red desk faced to the right",-32.14379119873047,topk,,"a small, blue desk facing to the right """,-9.885310173034668,topk,,"a small, green desk facing backwards",-1.5061628818511963,topk,
33,"a large, red sofa faces to the right",-31.2994327545166,topk,,"a small,",-30.443029403686523,topk,,"a small, blue sofa facing to the right",-30.436084747314453,topk,,"a small, green sofa with its back to the viewer",-31.99251937866211,topk,,"a small, red desk facing right",-30.083141326904297,topk,,"a small, blue desk facing to the right of the room",-9.727087020874023,topk,,a small green desk facing backwards,-9.939008712768556,topk,
34,a large red sofa facing right,-26.059045791625977,topk,,a small,-30.97459983825684,topk,,a,-30.274564743041992,topk,,"a small, green sofa  facing backwards",-29.886537551879883,topk,,a desk,-31.974077224731445,topk,,"a small, blue desk facing to the right (6)",-11.03663158416748,topk,,a small green desk facing to the left,-11.10179042816162,topk,
35,a red sofa facing to the right,-30.67094039916992,topk,,a little red sofa,-30.687274932861328,topk,,"a small, blue sofa-facing to the right",-32.56596374511719,topk,,a blue sofa facing to the right,-31.224308013916016,topk,,"a small, red desk;",-31.940093994140625,topk,,a,-8.417582511901855,topk,,"a small, red sofa facing to the right",-11.222338676452637,topk,
36,"a large, red sofa",-27.91876602172852,topk,,a red sofa facing to the right,-29.16563034057617,topk,,"a small, blue sofa (3)",-31.853879928588867,topk,,"a small, blue sofa facing to the right",-30.803754806518555,topk,,"a small, red desk (5)",-32.52578353881836,topk,,"a small, blue  desk",-10.326238632202148,topk,,"a small, green desk, facing backwards",-9.66262435913086,topk,
37,a red thing,-37.274681091308594,logic,,"a small sofa facing to the right, colored red",-31.78318977355957,topk,,"a small, blue",-32.535377502441406,topk,,a small green sofa ,-30.78891372680664,topk,,"a small, red desk facing  to the right",-31.85661125183105,topk,,"a small, blue desk facing the right",-8.50494384765625,topk,,"a small, green desk  facing backwards",-8.56226634979248,topk,
38,a red thing facing to the right,-41.17829132080078,logic,,"a large, red sofa",-31.040245056152344,topk,,"a small blue sofa, facing to the right",-31.25408935546875,topk,,a,-29.852842330932617,topk,,a,-29.23661422729492,topk,,"a small, blue desk, facing to the right",-7.918989658355713,topk,,a large red sofa,-10.829224586486816,topk,
39,a red thing facing backwards,-47.327144622802734,logic,,a red thing,-36.72550582885742,logic,,"a small,",-31.84316635131836,topk,,"a small, green sofa facing to the right",-30.553112030029297,topk,,"a small, red desk face",-30.096343994140625,topk,,"a small, blue desk that is facing to the right",-9.559320449829102,topk,,"a small, green desk ",-7.727484703063965,topk,
40,a red sofa,-24.365413665771484,logic,,a red thing facing to the right,-39.80741500854492,logic,,"a small, blue sofa in the room",-31.975818634033203,topk,,"a small, green sofa is facing backwards",-31.048065185546875,topk,,a small desk,-30.69586181640625,topk,,a red thing,-41.91860961914063,logic,,"a small, green desk faces backwards",-9.728937149047852,topk,
41,a red sofa facing to the right,-25.379852294921875,logic,,a red thing facing backwards,-45.50886535644531,logic,,a small blue sofa facing right,-29.3475341796875,topk,,"a small, green sofa-facing backwards",-31.378942489624023,topk,,"a small,",-31.110231399536133,topk,,a red thing facing to the right,-44.425689697265625,logic,,"a small, green desk facing the opposite direction of the other desks",-12.870721817016602,topk,
42,a red sofa facing backwards,-34.03070831298828,logic,,a red sofa,-27.299222946166992,logic,,a red thing,-41.25654220581055,logic,,"a small, green sofa facing in the opposite direction of the other sofas",-33.82625961303711,topk,,"a large, red sofa",-30.33482360839844,topk,,a red thing facing backwards,-48.586238861083984,logic,,a,-8.964242935180664,topk,
43,a red desk,-35.1818962097168,logic,,a red sofa facing to the right,-28.196895599365234,logic,,a red thing facing to the right,-44.121337890625,logic,,a small green sofa facing backward,-30.08227157592773,topk,,"a small, red desk, facing to the right",-29.772111892700195,topk,,a red sofa,-34.103145599365234,logic,,"a small, green desk  ",-10.422797203063965,topk,
