,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a green desk facing forwards, small in size",-31.13079643249512,topk,,"a large, green desk facing to the right",-8.080897331237793,topk,,a large desk,-7.0082688331604,topk,,a large desk,-27.771238327026367,topk,,a chair facing to the right,-29.35048484802246,topk,,"a large, green chair facing to the left",-32.78063201904297,topk,,"a large, grey chair to the left of the room",-34.58622360229492,topk,
1,a green small desk facing forwards,-30.21521759033203,topk,,a green desk facing the right,-9.709351539611816,topk,,"a large, green desk facing to the right",-11.296863555908203,topk,,"a large grey desk, facing to the left",-32.20457077026367,topk,,"a small, green chair  facing to the right",-29.435678482055664,topk,,"a large, green chair  ",-33.019256591796875,topk,,a grey chair facing left,-30.323223114013672,topk,
2,a desk,-30.15801239013672,topk,,a small green desk facing to the right,-5.657212734222412,topk,,a desk,-8.870912551879883,topk,,a desk,-29.855091094970703,topk,,"a  small, green chair facing to the right",-31.405635833740234,topk,,a large green chair is facing forwards,-33.288597106933594,topk,,"a large, grey chair facing the left",-30.40334701538086,topk,
3,a small green desk facing to the right,-30.50665855407715,topk,,"a  small, green desk facing to the right",-10.084959030151367,topk,,"a large, green desk;",-10.002981185913086,topk,,"a large, grey desk faced to the left",-31.849933624267575,topk,,"a small, green chair (5)",-32.19643020629883,topk,,"a large,",-33.49983215332031,topk,,"a  large, grey chair facing to the left",-31.769405364990234,topk,
4,a little green desk facing forward,-30.56544685363769,topk,,"a small green desk facing to the right""",-10.49315071105957,topk,,a large green desk  facing forwards,-9.76922607421875,topk,,a desk facing left,-32.0782356262207,topk,,a small green desk facing to the right,-32.21855926513672,topk,,a large green chair facing to the front,-33.26600646972656,topk,,"a large, grey chair face to the left",-32.38222122192383,topk,
5,a green desk is facing forwards,-31.03447914123535,topk,,a desk facing to the right,-6.753542423248291,topk,,"a large, green desk that is facing forwards",-10.450746536254885,topk,,"a large, grey desk, facing to the left",-41.35685348510742,topk,,"a small, green chair 5",-32.07941818237305,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,a grey chair facing the left,-31.625274658203125,topk,
6,a small green desk ,-29.456558227539062,topk,,a desk facing right,-9.937888145446776,topk,,a large green desk facing forwards,-9.121179580688477,topk,,a desk facing to the left,-30.088653564453125,topk,,"a small, green chair, facing to the right",-29.079370498657227,topk,,"a  large, green chair facing forwards",-33.028377532958984,topk,,a chair facing to the left,-32.69719314575195,topk,
7,a small,-30.351577758789062,topk,,a small green desk facing the right,-7.960010528564453,topk,,"a large, green desk",-9.924856185913086,topk,,"a large, grey desk;",-32.15972137451172,topk,,a green desk chair facing to the right,-30.797889709472656,topk,,a green chair facing forwards,-32.42803955078125,topk,,"a large, grey, chair facing to the left",-33.42357635498047,topk,
8,"a small, green desk that is facing forwards",-30.741928100585938,topk,,a small green desk ,-10.227161407470703,topk,,"a large, green desk is facing forwards",-9.12824249267578,topk,,a large grey desk facing left,-29.541576385498047,topk,,"a small, green chair facing  to the right",-31.708255767822266,topk,,a large green chair facing to the right,-32.45350646972656,topk,,a grey chair,-32.862735748291016,topk,
9,"a small, green desk  ",-30.58966445922852,topk,,"a small, green desk facing  to the right",-10.565662384033203,topk,,a large green desk is facing forwards,-9.89193344116211,topk,,"a large, grey desk",-25.36284446716309,topk,,a small,-31.55562973022461,topk,,a big green chair facing forward,-32.619956970214844,topk,,"a large, grey chair faced to the left",-32.738765716552734,topk,
10,"a small, green, desk, facing forwards",-31.280792236328125,topk,,a small,-10.177034378051758,topk,,a large green desk ,-8.880678176879883,topk,,"a large, grey desk that is facing to the left",-32.25636291503906,topk,,"a small, green chair""",-31.57535552978516,topk,,a green chair facing the front,-33.53181457519531,topk,,a green chair facing forwards,-32.38623046875,topk,
