,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large blue facing left chair,-9.335210800170898,topk,,a backwards-facing blue chair,-31.853857040405277,topk,,"a large, green chair facing the left",-30.12837028503418,topk,,"a  small, grey chair facing forwards",-32.01610565185547,topk,,"a large, blue fan faced backwards",-31.91490173339844,topk,,a fan facing to the left,-30.116453170776367,topk,,"a grey, small fan facing forwards",-9.792149543762209,topk,
1,a blue chair facing left,-8.607723236083984,topk,,a blue chair facing backwards,-27.603147506713867,topk,,a green chair to the left,-30.74830818176269,topk,,a grey chair ,-31.62067413330078,topk,,"a large, blue fan that is facing backwards",-31.25535774230957,topk,,a green chair facing to the left,-29.89356231689453,topk,,"a small, grey fan is facing forwards",-8.568017959594727,topk,
2,"a large, blue chair, facing to the left",-7.798940181732178,topk,,"a large, blue chair facing the wall",-31.90456771850586,topk,,a green chair facing to the left,-27.582429885864254,topk,,a grey chair facing forward,-31.71267318725586,topk,,a small grey fan facing forwards,-29.935192108154297,topk,,"a large, green chair",-29.13569641113281,topk,,a small grey fan facing forwards,-7.872479438781738,topk,
3,a large blue chair ,-8.369614601135254,topk,,a small grey fan facing forwards,-32.00850296020508,topk,,"a large, green chair",-26.89670181274414,topk,,a small grey chair,-24.654216766357425,topk,,"a large, blue fan in the room",-31.13518524169922,topk,,a large green fan to the left,-31.8560848236084,topk,,a small grey chair,-8.249425888061523,topk,
4,a large blue chair 1,-8.920201301574707,topk,,a large chair facing backwards,-30.71513557434082,topk,,a large green chair facing left,-27.86949348449707,topk,,a large blue chair facing to the left,-30.9229793548584,topk,,"a large, blue fan is in the room",-31.0274600982666,topk,,a green fan facing to the left,-27.827957153320312,topk,,a large blue chair facing to the left,-9.353623390197754,topk,
5,a blue chair is facing to the left,-9.63951587677002,topk,,a small grey chair facing forwards,-30.904937744140625,topk,,a large green chair facing the left,-29.6875,topk,,"a small, grey chair in the room",-32.14556121826172,topk,,"a large, blue fan facing upwards",-31.906723022460938,topk,,a green fan ,-31.948925018310547,topk,,a small grey fan  facing forwards,-9.413491249084473,topk,
6,"a large, blue chair 1",-8.406038284301758,topk,,"a large, blue chair facing the opposite direction of the other chairs",-34.80679702758789,topk,,"a large, green chair ",-29.16232681274414,topk,,a grey chair,-31.004661560058597,topk,,"a large, blue fan",-24.703744888305664,topk,,a large green fan facing the left,-30.827754974365234,topk,,"a large, green chair",-9.88212776184082,topk,
7,a large blue chair facing to the left,-4.69464921951294,topk,,"a large, blue chair facing to the right",-32.68819046020508,topk,,"a large, green chair facing left",-29.80524253845215,topk,,"a small, grey chair facing the front",-32.316978454589844,topk,,a large fan facing backwards,-28.35043334960937,topk,,a green fan is facing to the left,-32.13991928100586,topk,,"a small, grey fan""",-9.456195831298828,topk,
8,a big blue chair facing left,-8.350525856018066,topk,,a blue fan facing backwards,-31.87150001525879,topk,,a small grey chair facing forwards,-31.59387969970703,topk,,"a small, grey chair",-25.758792877197266,topk,,a large fan,-29.672199249267575,topk,,"a large, green fan, facing left",-31.84853744506836,topk,,a grey fan facing forward,-9.59939670562744,topk,
9,a blue chair facing the left,-9.53553867340088,topk,,a chair facing backwards,-30.084131240844727,topk,,a green chair,-27.60405731201172,topk,,"a small, gray chair facing forwards",-30.969970703125,topk,,"a large, blue fan facing downwards",-31.922348022460938,topk,,"a large, green fan  facing to the left",-30.21766662597656,topk,,a green chair,-9.58242893218994,topk,
